recording_givid	survey	user_reference	area	vague_date_begin	vague_date_end	latitude	longitude
IV2020031812192985	Schelde-estuarium	BV19/153	100	2019-10-03	2019-10-03	500	500
IV2020031812230800	Schelde-estuarium	BV19/154	100	2019-10-03	2019-10-03	500	500
IV2020031812270834	Schelde-estuarium	BV19/155	100	2019-10-03	2019-10-03	500	500
IV2020031813124858	Schelde-estuarium	BV19/156	80	2019-10-03	2019-10-03	500	500
IV2020031813165028	Schelde-estuarium	BV19/157	100	2019-10-03	2019-10-03	500	500
IV2020031813231356	Schelde-estuarium	BV19/158	100	2019-10-03	2019-10-03	500	500
IV2020031813284030	Schelde-estuarium	BV19/159	100	2019-10-03	2019-10-03	500	500
IV2020031813454948	Schelde-estuarium	BV19/160	100	2019-10-03	2019-10-03	500	500
IV2020031813541953	Schelde-estuarium	BV19/161	100	2019-10-04	2019-10-04	500	500
IV2020031814172961	Schelde-estuarium	BV19/162	100	2019-10-04	2019-10-04	500	500
IV2020031814183054	N2000meetnet_Grasland_BHM	6923026	9	2019-07-03	2019-07-03	51.15707209	5.42518041
IV2020031814211219	Schelde-estuarium	BV19/163	90	2019-10-04	2019-10-04	500	500
IV2020031814260556	Schelde-estuarium	BV19/164	60	2019-10-04	2019-10-04	500	500
IV2020031814345743	Schelde-estuarium	BV19/165	60	2019-10-04	2019-10-04	500	500
IV2020031814392885	Schelde-estuarium	BV19/166	60	2019-10-04	2019-10-04	500	500
IV2020031814452880	Schelde-estuarium	BV19/167	60	2019-10-04	2019-10-04	500	500
IV2020031814463025	N2000meetnet_Grasland_BHM	6923026	1017	2019-07-03	2019-07-03	51.15707209	5.42518041
IV2020031814492053	Schelde-estuarium	BV19/168	100	2019-10-04	2019-10-04	500	500
IV2020031815145133	Schelde-estuarium	BV19/169	16	2019-10-07	2019-10-07	500	500
IV2020031815175124	Schelde-estuarium	BV19/170	16	2019-10-07	2019-10-07	500	500
IV2020031815490992	N2000meetnet_Grasland_BHM	3821746	9	2019-07-12	2019-07-12	50.80994465	5.66673279
IV2020031815565608	N2000meetnet_Grasland_BHM	3821746	1017	2019-07-12	2019-07-12	50.80994465	5.66673279
IV2020031819314141	N2000meetnet_Grasland_BHM	1676498	9	2019-07-10	2019-07-10	51.07533608	5.35958217
IV2020031819350053	N2000meetnet_Grasland_BHM	1676498	1017	2019-07-10	2019-07-10	51.07533608	5.35958217
IV2020031819524559	N2000meetnet_Grasland_BHM	1742034	9	2019-07-10	2019-07-10	51.07426313	5.35986791
IV2020031819561395	N2000meetnet_Grasland_BHM	1742034	1017	2019-07-10	2019-07-10	51.07426313	5.35986791
IV2020031909490502	N2000meetnet_Grasland_BHM	1660114	9	2019-07-10	2019-07-10	51.07540413	5.36342623
IV2020031909571819	N2000meetnet_Grasland_BHM	1660114	1017	2019-07-10	2019-07-10	51.07540413	5.36342623
IV2020031911190774	N2000meetnet_Grasland_BHM	1508278	9	2019-07-10	2019-07-10	51.11923647	5.29399893
IV2020031911322474	N2000meetnet_Grasland_BHM	1508278	1017	2019-07-10	2019-07-10	51.11923647	5.29399893
IV2020031913204593	Schelde-estuarium	BV19/171	16	2019-10-07	2019-10-07	500	500
IV2020031913223878	Schelde-estuarium	BV19/172	16	2019-10-07	2019-10-07	500	500
IV2020031913230651	N2000meetnet_Grasland_BHM	7874902	1017	2019-07-09	2019-07-09	50.98261358	4.86155975
IV2020031913514631	N2000meetnet_Grasland_BHM	7874902	9	2019-07-09	2019-07-09	50.98261358	4.86155975
IV2020031914552465	Schelde-estuarium	BV19/173	16	2019-10-07	2019-10-07	500	500
IV2020031916470295	N2000meetnet_Grasland_BHM	4059478	1017	2019-07-09	2019-07-09	51.0246316	4.8569828
IV2020031917075475	N2000meetnet_Grasland_BHM	4059478	9	2019-07-09	2019-07-09	51.0246316	4.8569828
IV2020031917423145	N2000meetnet_Grasland_BHM	4178198	1017	2019-07-09	2019-07-09	51.00177136	4.61316346
IV2020031917483592	N2000meetnet_Grasland_BHM	4178198	9	2019-07-09	2019-07-09	51.00177136	4.61316346
IV2020031920061657	N2000meetnet_Grasland_BHM	4465750	1017	2019-07-09	2019-07-09	51.05984691	4.85747445
IV2020031920153021	N2000meetnet_Grasland_BHM	4465750	9	2019-07-09	2019-07-09	51.05984691	4.85747445
IV2020032009020456	N2000meetnet_Grasland_BHM	3968934	1017	2019-07-08	2019-07-08	50.92960472	4.88011717
IV2020032009182854	N2000meetnet_Grasland_BHM	3968934	9	2019-07-08	2019-07-08	50.92960472	4.88011717
IV2020032010333167	N2000meetnet_Grasland_BHM	11466886	1017	2019-07-08	2019-07-08	50.93109933	4.86693187
IV2020032010352445	N2000meetnet_Grasland_BHM	11466886	9	2019-07-08	2019-07-08	50.93109933	4.86693187
IV2020032011314056	N2000meetnet_Grasland_BHM	1593478	1017	2019-07-08	2019-07-08	50.9489356	4.79696841
IV2020032011534393	N2000meetnet_Grasland_BHM	1593478	9	2019-07-08	2019-07-08	50.9489356	4.79696841
IV2020032013483546	N2000meetnet_Grasland_BHM	1425286	1017	2019-07-08	2019-07-08	50.94215679	4.75732323
IV2020032014100838	N2000meetnet_Grasland_BHM	1425286	9	2019-07-08	2019-07-08	50.94215679	4.75732323
IV2020032014241414	N2000meetnet_Grasland_BHM	2016390	1017	2019-07-08	2019-07-08	50.90903549	4.76933133
IV2020032015024795	N2000meetnet_Grasland_BHM	2016390	9	2019-07-08	2019-07-08	50.90903549	4.76933133
IV2020032020060844	N2000meetnet_Grasland_BHM	6645958	1017	2019-07-08	2019-07-08	50.91084433	4.64012416
IV2020032020085241	N2000meetnet_Grasland_BHM	6645958	9	2019-07-08	2019-07-08	50.91084433	4.64012416
IV2020032117163034	N2000meetnet_Grasland_BHM	10840262	1017	2019-07-08	2019-07-08	50.90997285	4.63966758
IV2020032117454182	N2000meetnet_Grasland_BHM	10840262	9	2019-07-08	2019-07-08	50.90997285	4.63966758
IV2020032307593888	N2000meetnet_Duinen_BHM	10517813_2120	1017	2019-10-28	2019-10-28	51.36430692	3.34034385
IV2020032308041552	N2000meetnet_Duinen_BHM	10517813_2120	9	2019-10-28	2019-10-28	51.36430692	3.34034385
IV2020032308205723	N2000meetnet_Grasland_BHM	11394098	1017	2019-07-05	2019-07-05	50.88527361	5.40717902
IV2020032309140946	Schelde-estuarium	BV19/174	16	2019-10-07	2019-10-07	500	500
IV2020032309160515	Schelde-estuarium	BV19/175	16	2019-10-07	2019-10-07	500	500
IV2020032309253073	Schelde-estuarium	BV19/176	16	2019-10-07	2019-10-07	500	500
IV2020032309285757	Schelde-estuarium	BV19/177	16	2019-10-07	2019-10-07	500	500
IV2020032309314297	Schelde-estuarium	BV19/178	16	2019-10-07	2019-10-07	500	500
IV2020032309495224	Schelde-estuarium	BV19/179	16	2019-10-07	2019-10-07	500	500
IV2020032309533022	Schelde-estuarium	BV19/180	16	2019-10-07	2019-10-07	500	500
IV2020032310004475	N2000meetnet_Grasland_BHM	11394098	9	2019-07-05	2019-07-05	50.88527361	5.40717902
IV2020032310022963	Schelde-estuarium	BV19/181	16	2019-10-07	2019-10-07	500	500
IV2020032310055701	Schelde-estuarium	BV19/182	16	2019-10-07	2019-10-07	500	500
IV2020032310080684	Schelde-estuarium	BV19/183	25	2019-10-07	2019-10-07	500	500
IV2020032310110217	Schelde-estuarium	BV19/184	25	2019-10-07	2019-10-07	500	500
IV2020032310134076	Schelde-estuarium	BV19/185	25	2019-10-07	2019-10-07	500	500
IV2020032310140080	N2000meetnet_Grasland_BHM	10317874	1017	2019-07-04	2019-07-04	50.85402115	5.3610397
IV2020032310162222	N2000meetnet_Grasland_BHM	10317874	9	2019-07-04	2019-07-04	50.85402115	5.3610397
IV2020032310181036	Schelde-estuarium	BV19/186	25	2019-10-07	2019-10-07	500	500
IV2020032310231060	Schelde-estuarium	BV19/187	20	2019-10-07	2019-10-07	500	500
IV2020032310262531	Schelde-estuarium	BV19/188	9	2019-10-08	2019-10-08	500	500
IV2020032310320521	Schelde-estuarium	BV19/189	9	2019-10-08	2019-10-08	500	500
IV2020032310342755	Schelde-estuarium	BV19/190	9	2019-10-08	2019-10-08	500	500
IV2020032310392633	Schelde-estuarium	BV19/191	9	2019-10-08	2019-10-08	500	500
IV2020032310484895	N2000meetnet_Duinen_BHM	10353973_2120	1017	2019-10-28	2019-10-28	51.36211249	3.33012371
IV2020032310554905	N2000meetnet_Duinen_BHM	10353973_2120	9	2019-10-28	2019-10-28	51.36211249	3.33012371
IV2020032310590850	N2000meetnet_Grasland_BHM	1713874	1017	2019-07-04	2019-07-04	51.01410558	5.41277105
IV2020032311013628	N2000meetnet_Grasland_BHM	1713874	9	2019-07-04	2019-07-04	51.01410558	5.41277105
IV2020032311082588	Schelde-estuarium	BV19/192	9	2019-10-08	2019-10-08	500	500
IV2020032311114951	Schelde-estuarium	BV19/193	9	2019-10-08	2019-10-08	500	500
IV2020032311123998	N2000meetnet_Grasland_BHM	1631954	1017	2019-07-04	2019-07-04	51.01432474	5.4205303
IV2020032311160617	Schelde-estuarium	BV19/194	9	2019-10-08	2019-10-08	500	500
IV2020032311174969	Schelde-estuarium	BV19/195	100	2019-10-08	2019-10-08	500	500
IV2020032311204285	Schelde-estuarium	BV19/196	9	2019-10-08	2019-10-08	500	500
IV2020032311244376	N2000meetnet_Duinen_BHM	1047861_2120	1017	2019-10-28	2019-10-28	51.36241135	3.33545543
IV2020032311244871	N2000meetnet_Grasland_BHM	1631954	9	2019-07-04	2019-07-04	51.01432474	5.4205303
IV2020032311280361	Schelde-estuarium	BV19/197	9	2019-10-08	2019-10-08	500	500
IV2020032311323254	Schelde-estuarium	BV19/198	9	2019-10-08	2019-10-08	500	500
IV2020032311330161	N2000meetnet_Duinen_BHM	1047861_2120	9	2019-10-28	2019-10-28	51.36241135	3.33545543
IV2020032311340008	N2000meetnet_Grasland_BHM	1531602	1017	2019-07-04	2019-07-04	51.01718325	5.42242011
IV2020032311450360	N2000meetnet_Grasland_BHM	1531602	9	2019-07-04	2019-07-04	51.01718325	5.42242011
IV2020032316380707	Schelde-estuarium	BV19/199	9	2019-10-08	2019-10-08	500	500
IV2020032316412576	Schelde-estuarium	BV19/200	7	2019-10-10	2019-10-10	500	500
IV2020032316462924	Schelde-estuarium	BV19/201	9	2019-10-10	2019-10-10	500	500
IV2020032316554945	Schelde-estuarium	BV19/202	5	2019-10-10	2019-10-10	500	500
IV2020032317002321	Schelde-estuarium	BV19/203	9	2019-10-10	2019-10-10	500	500
IV2020032317234384	Schelde-estuarium	BV19/204	9	2019-10-10	2019-10-10	500	500
IV2020032317262008	Schelde-estuarium	BV19/205	9	2019-10-10	2019-10-10	500	500
IV2020032317301956	Schelde-estuarium	BV19/206	6	2019-10-10	2019-10-10	500	500
IV2020032317445682	Schelde-estuarium	BV19/207	100	2019-10-10	2019-10-10	500	500
IV2020032317485021	Schelde-estuarium	BV19/208	100	2019-10-10	2019-10-10	500	500
IV2020032407075640	N2000meetnet_Duinen_BHM	10157493_2130_hd	1017	2019-10-17	2019-10-17	51.28284906	3.05002008
IV2020032407141512	N2000meetnet_Duinen_BHM	10157493_2130_hd	9	2019-10-17	2019-10-17	51.28284906	3.05002008
IV2020032407405828	N2000meetnet_Duinen_BHM	103425_2130_hd	1017	2019-10-17	2019-10-17	51.26924707	3.00988233
IV2020032407591177	N2000meetnet_Duinen_BHM	103425_2130_hd	9	2019-10-17	2019-10-17	51.26924707	3.00988233
IV2020032413151272	Schelde-estuarium	BV19/209	100	2019-10-10	2019-10-10	500	500
IV2020032413194563	Schelde-estuarium	BV19/210	9	2019-10-10	2019-10-10	500	500
IV2020032417072229	Schelde-estuarium	BV19/211	9	2019-10-10	2019-10-10	500	500
IV2020032417102328	Schelde-estuarium	BV19/212	9	2019-10-11	2019-10-11	500	500
IV2020032417114293	Schelde-estuarium	BV19/213	9	2019-10-11	2019-10-11	500	500
IV2020032417141476	Schelde-estuarium	BV19/214	9	2019-10-11	2019-10-11	500	500
IV2020032417192031	Schelde-estuarium	BV19/215	9	2019-10-11	2019-10-11	500	500
IV2020032417231659	Schelde-estuarium	BV19/216	9	2019-10-11	2019-10-11	500	500
IV2020032417340152	Schelde-estuarium	BV19/217	9	2019-10-11	2019-10-11	500	500
IV2020032417375178	Schelde-estuarium	BV19/218	9	2019-10-11	2019-10-11	500	500
IV2020032417460555	Schelde-estuarium	BV19/219	9	2019-10-11	2019-10-11	500	500
IV2020032417512937	Schelde-estuarium	BV19/220	9	2019-10-11	2019-10-11	500	500
IV2020032417580466	Schelde-estuarium	BV19/221	9	2019-10-11	2019-10-11	500	500
IV2020032418015053	Schelde-estuarium	BV19/222	9	2019-10-11	2019-10-11	500	500
IV2020032506172393	N2000meetnet_Duinen_BHM	10184117_2130_HD	1017	2019-10-17	2019-10-17	51.27021459	3.01575096
IV2020032506350318	N2000meetnet_Duinen_BHM	10184117_2130_HD	9	2019-10-17	2019-10-17	51.27021459	3.01575096
IV2020032507195059	N2000meetnet_Duinen_BHM	10288565_2130_HD	1017	2019-10-16	2019-10-16	51.29553046	3.07059901
IV2020032507272116	N2000meetnet_Duinen_BHM	10288565_2130_HD	9	2019-10-16	2019-10-16	51.29553046	3.07059901
IV2020032507445260	N2000meetnet_Duinen_BHM	10839857_2130_had	1017	2019-10-22	2019-10-22	51.14975075	2.76792475
IV2020032507521080	N2000meetnet_Duinen_BHM	10839857_2130_had	9	2019-10-22	2019-10-22	51.14975075	2.76792475
IV2020032507573897	N2000meetnet_Duinen_BHM	10381105_2130_had	1017	2019-10-22	2019-10-22	51.14851967	2.7710531
IV2020032508043894	N2000meetnet_Duinen_BHM	10381105_2130_had	9	2019-10-22	2019-10-22	51.14851967	2.7710531
IV2020032508102596	N2000meetnet_Duinen_BHM	10778801_2130_hd	1017	2019-10-24	2019-10-24	51.11536245	2.65782601
IV2020032508164234	N2000meetnet_Duinen_BHM	10778801_2130_hd	9	2019-10-24	2019-10-24	51.11536245	2.65782601
IV2020032508252645	N2000meetnet_Duinen_BHM	10266801_2130_hd	1017	2019-10-25	2019-10-25	51.08904166	2.60635476
IV2020032508304942	N2000meetnet_Duinen_BHM	10266801_2130_hd	9	2019-10-25	2019-10-25	51.08904166	2.60635476
IV2020032511503636	Schelde-estuarium	BV19/223	9	2019-10-11	2019-10-11	500	500
IV2020032512061849	Schelde-estuarium	BV19/224	16	2019-10-11	2019-10-11	500	500
IV2020032512110305	Schelde-estuarium	BV19/225	9	2019-10-11	2019-10-11	500	500
IV2020032512141521	Schelde-estuarium	BV19/226	9	2019-10-11	2019-10-11	500	500
IV2020032512170342	Schelde-estuarium	BV19/227	9	2019-10-11	2019-10-11	500	500
IV2020032512232141	Schelde-estuarium	BV19/228	100	2019-10-14	2019-10-14	500	500
IV2020032512255312	Schelde-estuarium	BV19/229	25	2019-10-14	2019-10-14	500	500
IV2020032512290509	Schelde-estuarium	BV19/230	25	2019-10-14	2019-10-14	500	500
IV2020032512314010	Schelde-estuarium	BV19/231	25	2019-10-14	2019-10-14	500	500
IV2020032513313217	Schelde-estuarium	BV19/232	25	2019-10-14	2019-10-14	500	500
IV2020032513391623	Schelde-estuarium	BV19/233	25	2019-10-14	2019-10-14	500	500
IV2020032513521910	Schelde-estuarium	BV19/234	25	2019-10-14	2019-10-14	500	500
IV2020032513543894	Schelde-estuarium	BV19/235	25	2019-10-14	2019-10-14	500	500
IV2020032513581265	Schelde-estuarium	BV19/236	25	2019-10-14	2019-10-14	500	500
IV2020032514014501	Schelde-estuarium	BV19/237	9	2019-10-14	2019-10-14	500	500
IV2020032514094179	Schelde-estuarium	BV19/238	4	2019-10-14	2019-10-14	500	500
IV2020032514154342	Schelde-estuarium	BV19/239	4	2019-10-14	2019-10-14	500	500
IV2020032514175395	Schelde-estuarium	BV19/240	3	2019-10-14	2019-10-14	500	500
IV2020032514270347	Schelde-estuarium	BV19/241	9	2019-10-14	2019-10-14	500	500
IV2020032514400472	Schelde-estuarium	BV19/242	7	2019-10-14	2019-10-14	500	500
IV2020032514422893	Schelde-estuarium	BV19/243	9	2019-10-15	2019-10-15	500	500
IV2020032514475391	Schelde-estuarium	BV19/244	9	2019-10-15	2019-10-15	500	500
IV2020032514503255	Schelde-estuarium	BV19/245	25	2019-10-15	2019-10-15	500	500
IV2020032515092394	Schelde-estuarium	BV19/246	25	2019-10-15	2019-10-15	500	500
IV2020032515283633	Schelde-estuarium	BV19/247	25	2019-10-15	2019-10-15	500	500
IV2020032515314325	Schelde-estuarium	BV19/248	25	2019-10-15	2019-10-15	500	500
IV2020032515341702	Schelde-estuarium	BV19/249	100	2019-10-15	2019-10-15	500	500
IV2020032515362540	Schelde-estuarium	BV19/250	9	2019-10-15	2019-10-15	500	500
IV2020032515382659	Schelde-estuarium	BV19/251	9	2019-10-15	2019-10-15	500	500
IV2020032515405580	Schelde-estuarium	BV19/252	9	2019-10-15	2019-10-15	500	500
IV2020032515463840	Schelde-estuarium	BV19/253	9	2019-10-15	2019-10-15	500	500
IV2020032515522522	Schelde-estuarium	BV19/254	9	2019-10-15	2019-10-15	500	500
IV2020032515534664	Schelde-estuarium	BV19/255	9	2019-10-15	2019-10-15	500	500
IV2020032515564131	Schelde-estuarium	BV19/256	9	2019-10-17	2019-10-17	500	500
IV2020032515593373	Schelde-estuarium	BV19/257	9	2019-10-17	2019-10-17	500	500
IV2020032516121938	Schelde-estuarium	BV19/258	9	2019-10-17	2019-10-17	500	500
IV2020032516151055	Schelde-estuarium	BV19/259	9	2019-10-17	2019-10-17	500	500
IV2020032516193560	Schelde-estuarium	BV19/260	9	2019-10-17	2019-10-17	500	500
IV2020032516213987	Schelde-estuarium	BV19/261	9	2019-10-17	2019-10-17	500	500
IV2020032516232338	Schelde-estuarium	BV19/262	9	2019-10-17	2019-10-17	500	500
IV2020032516271471	Schelde-estuarium	BV19/263	9	2019-10-17	2019-10-17	500	500
IV2020032516285243	Schelde-estuarium	BV19/264	9	2019-10-17	2019-10-17	500	500
IV2020032516331844	Schelde-estuarium	BV19/265	9	2019-10-17	2019-10-17	500	500
IV2020032516361248	Schelde-estuarium	BV19/266	9	2019-10-17	2019-10-17	500	500
IV2020032606295641	N2000meetnet_Duinen_BHM	10082417_2130_hd	1017	2019-10-18	2019-10-18	51.24710955	2.95641735
IV2020032606512028	N2000meetnet_Duinen_BHM	10082417_2130_hd	9	2019-10-18	2019-10-18	51.24710955	2.95641735
IV2020032606534681	N2000meetnet_Duinen_BHM	10102837_2130_hd	1017	2019-10-28	2019-10-28	51.1319812	2.69193822
IV2020032607052215	N2000meetnet_Duinen_BHM	10102837_2130_hd	9	2019-10-28	2019-10-28	51.1319812	2.69193822
IV2020032710574043	N2000meetnet_Moeras_BHM	1404382	1017	2017-06-30	2017-06-30	51.35161942	4.58621652
IV2020032711023789	N2000meetnet_Moeras_BHM	1404382	9	2017-06-30	2017-06-30	51.35161942	4.58621652
IV2020032711173507	N2000meetnet_Moeras_BHM	1132201	1017	2017-07-10	2017-07-10	51.03585113	3.96154354
IV2020032712091388	N2000meetnet_Moeras_BHM	1132201	9	2017-07-10	2017-07-10	51.03585113	3.96154354
IV2020033014401027	N2000meetnet_Duinen_BHM	10157365_2130_hd	1017	2019-10-28	2019-10-28	51.36123169	3.32961156
IV2020033015003401	N2000meetnet_Duinen_BHM	10157365_2130_hd	9	2019-10-28	2019-10-28	51.36123169	3.32961156
IV2020033015060990	N2000meetnet_Duinen_BHM	10172209_2130_hd	1017	2019-10-22	2019-10-22	51.15203616	2.7324343
IV2020040609463603	N2000meetnet_Duinen_BHM	10172209_2130_hd	9	2019-10-22	2019-10-22	51.15203616	2.7324343
IV2020040609581482	N2000meetnet_Duinen_BHM	10157873_2130_hd	1017	2019-10-23	2019-10-23	51.130132	2.67954587
IV2020040610071733	N2000meetnet_Duinen_BHM	10157873_2130_hd	9	2019-10-23	2019-10-23	51.130132	2.67954587
IV2020040610220027	N2000meetnet_Duinen_BHM	10235441_2130_hd	1017	2019-10-24	2019-10-24	51.11843844	2.66628911
IV2020040610284725	N2000meetnet_Duinen_BHM	10235441_2130_hd	9	2019-10-24	2019-10-24	51.11843844	2.66628911
IV2020040610425244	N2000meetnet_Duinen_BHM	10057905_2130_hd	1017	2019-10-24	2019-10-24	51.11255119	2.64653519
IV2020040710495029	N2000meetnet_Duinen_BHM	10057905_2130_hd	9	2019-10-24	2019-10-24	51.11255119	2.64653519
IV2020040710584322	N2000meetnet_Duinen_BHM	10213553_2130_hd	1017	2019-10-25	2019-10-25	51.09968359	2.60652046
IV2020040711103110	N2000meetnet_Duinen_BHM	10213553_2130_hd	9	2019-10-25	2019-10-25	51.09968359	2.60652046
IV2020040718225855	N2000meetnet_Duinen_BHM	10104625_2130_hd	1017	2019-10-23	2019-10-23	51.12547419	2.70635589
IV2020040718364614	N2000meetnet_Duinen_BHM	10104625_2130_hd	9	2019-10-23	2019-10-23	51.12547419	2.70635589
IV2020041011500716	N2000meetnet_Duinen_BHM	1013937_2130_hd	1017	2019-10-25	2019-10-25	51.10930518	2.64713782
IV2020041011550603	N2000meetnet_Duinen_BHM	1013937_2130_hd	9	2019-10-25	2019-10-25	51.10930518	2.64713782
IV2020041012063369	N2000meetnet_Duinen_BHM	10221745_2130_hd	1017	2019-10-24	2019-10-24	51.10496518	2.62583299
IV2020041012121406	N2000meetnet_Duinen_BHM	10221745_2130_hd	9	2019-10-24	2019-10-24	51.10496518	2.62583299
IV2020041012244148	N2000meetnet_Duinen_BHM	10314929	1017	2019-10-31	2019-10-31	51.09577192	2.573209
IV2020041012315171	N2000meetnet_Duinen_BHM	10314929	9	2019-10-31	2019-10-31	51.09577192	2.573209
IV2020041014344316	N2000meetnet_Duinen_BHM	10082997_2130_hd	1017	2019-10-14	2019-10-14	51.32228844	3.15248873
IV2020041014580548	N2000meetnet_Duinen_BHM	10082997_2130_hd	9	2019-10-14	2019-10-14	51.32228844	3.15248873
IV2020041015003402	N2000meetnet_Duinen_BHM	10160821_2130_hd	1017	2019-10-14	2019-10-14	51.32136907	3.14700384
IV2020041015045733	N2000meetnet_Duinen_BHM	10160821_2130_hd	9	2019-10-14	2019-10-14	51.32136907	3.14700384
IV2020041015191572	N2000meetnet_Duinen_BHM	10547637_2130_hd	1017	2019-10-16	2019-10-16	51.31119281	3.10917573
IV2020041015251468	N2000meetnet_Duinen_BHM	10547637_2130_hd	9	2019-10-16	2019-10-16	51.31119281	3.10917573
IV2020041015331970	N2000meetnet_Duinen_BHM	1015221_2130_hd	1017	2019-10-16	2019-10-16	51.30496069	3.08948114
IV2020041015454515	N2000meetnet_Duinen_BHM	1015221_2130_hd	9	2019-10-16	2019-10-16	51.30496069	3.08948114
IV2020041015550279	N2000meetnet_Duinen_BHM	10642869_2130_hd	1017	2019-10-18	2019-10-18	51.27012557	3.01123247
IV2020041016164636	N2000meetnet_Duinen_BHM	10642869_2130_hd	9	2019-10-18	2019-10-18	51.27012557	3.01123247
IV2020041016413327	N2000meetnet_Grasland_BHM	7941057	1017	2019-06-18	2019-06-18	51.15456183	3.26801094
IV2020041110162473	N2000meetnet_Grasland_BHM	7941057	9	2019-06-18	2019-06-18	51.15456183	3.26801094
IV2020041110291283	N2000meetnet_Grasland_BHM	2239241_1330_hpr	1017	2019-10-29	2019-10-29	51.2470772	3.72001694
IV2020041110473755	N2000meetnet_Grasland_BHM	2239241_1330_hpr	9	2019-10-29	2019-10-29	51.2470772	3.72001694
IV2020041112405710	N2000meetnet_Grasland_BHM	1498805_1330_hpr	1017	2019-10-29	2019-10-29	51.28187208	3.22089569
IV2020041112490749	N2000meetnet_Grasland_BHM	1498805_1330_hpr	9	2019-10-29	2019-10-29	51.28187208	3.22089569
IV2020041112571226	N2000meetnet_Grasland_BHM	1594037_1330_hpr	1017	2019-10-29	2019-10-29	51.27988181	3.14075314
IV2020041113092546	N2000meetnet_Grasland_BHM	1594037_1330_hpr	9	2019-10-29	2019-10-29	51.27988181	3.14075314
IV2020041113212633	N2000meetnet_Grasland_BHM	2364085_1330_hpr	1017	2019-10-29	2019-10-29	51.28778312	3.12679596
IV2020041113340690	N2000meetnet_Grasland_BHM	2364085_1330_hpr	9	2019-10-29	2019-10-29	51.28778312	3.12679596
IV2020041113414042	N2000meetnet_Grasland_BHM	2143233_1330_hpr	1017	2019-10-17	2019-10-17	51.24581093	3.04867396
IV2020041115424322	N2000meetnet_Grasland_BHM	2143233_1330_hpr	9	2019-10-17	2019-10-17	51.24581093	3.04867396
IV2020041115493559	N2000meetnet_Grasland_BHM	2333697_1330_hpr	1017	2019-10-31	2019-10-31	51.20845463	3.03355256
IV2020041116082534	N2000meetnet_Grasland_BHM	2333697_1330_hpr	9	2019-10-31	2019-10-31	51.20845463	3.03355256
IV2020091516571792	N2000meetnet_Moeras_BHM	2945974	1018	2020-09-10	2020-09-10	51.08923235	5.33954336
IV2020091517122821	N2000meetnet_Moeras_BHM	2945974	9	2020-09-10	2020-09-10	51.08923235	5.33954336
IV2020091609223645	N2000meetnet_Moeras_BHM	3863478	1018	2020-09-10	2020-09-10	51.08979246	5.34229224
IV2020091609374407	N2000meetnet_Moeras_BHM	3863478	9	2020-09-10	2020-09-10	51.08979246	5.34229224
IV2020092110495236	N2000meetnet_Moeras_BHM	3192390	1018	2020-07-09	2020-07-09	50.81760209	4.64818954
IV2020092111163246	N2000meetnet_Moeras_BHM	3192390	9	2020-07-09	2020-07-09	50.81760209	4.64818954
IV2020092113020783	N2000meetnet_Moeras_BHM	2645158	1018	2020-07-09	2020-07-09	50.97868208	5.09570562
IV2020092113240774	N2000meetnet_Moeras_BHM	2645158	9	2020-07-09	2020-07-09	50.97868208	5.09570562
IV2020092113420530	N2000meetnet_Grasland_BHM	2080902	1018	2020-07-09	2020-07-09	50.94607309	4.79013678
IV2020092116020052	N2000meetnet_Grasland_BHM	2080902	9	2020-07-09	2020-07-09	50.94607309	4.79013678
IV2020092311165970	N2000meetnet_Grasland_BHM	2070830	1018	2020-08-06	2020-08-06	51.39658834	4.97216337
IV2020092311350272	N2000meetnet_Grasland_BHM	2070830	9	2020-08-06	2020-08-06	51.39658834	4.97216337
IV2020092312070259	N2000meetnet_Grasland_BHM	1448238	1018	2020-08-06	2020-08-06	51.39374576	4.96523256
IV2020092312173451	N2000meetnet_Grasland_BHM	1448238	9	2020-08-06	2020-08-06	51.39374576	4.96523256
IV2020113016470340	N2000meetnet_Duinen_BHM	255153_2180	1018	2020-09-21	2020-09-21	51.09047469	2.58974853
IV2020113016571783	N2000meetnet_Duinen_BHM	255153_2180	9	2020-09-21	2020-09-21	51.09047469	2.58974853
IV2020113017361075	N2000meetnet_Duinen_BHM	KD_05_2180	1018	2020-09-21	2020-09-21	51.09103154	2.59103132
IV2020113017513017	N2000meetnet_Duinen_BHM	KD_05_2180	9	2020-09-21	2020-09-21	51.09103154	2.59103132
IV2020113021114309	N2000meetnet_Duinen_BHM	OH_01_2180	1018	2020-09-21	2020-09-21	51.09166749	2.59375862
IV2020113021140253	N2000meetnet_Duinen_BHM	OH_01_2180	9	2020-09-21	2020-09-21	51.09166749	2.59375862
IV2020120111495894	N2000meetnet_Duinen_BHM	1172657_2180	1018	2020-09-21	2020-09-21	51.09026966	2.59523884
IV2020120112025970	N2000meetnet_Duinen_BHM	1172657_2180	9	2020-09-21	2020-09-21	51.09026966	2.59523884
IV2020120210211261	N2000meetnet_Duinen_BHM	137393_2160	1018	2020-08-19	2020-08-19	51.10852978	2.60414428
IV2020120211422533	N2000meetnet_Duinen_BHM	137393_2160	9	2020-08-19	2020-08-19	51.10852978	2.60414428
IV2020120211582747	N2000meetnet_Duinen_BHM	661425_2120	1018	2020-08-24	2020-08-24	51.11599061	2.66145996
