recording_givid	survey	type_observed	classif_key	type_cover
IV2020120213594183	N2000meetnet_Duinen_BHM	2120	Habitatsleutel v5	100
IV2020120214062624	N2000meetnet_Duinen_BHM	2120	Habitatsleutel v5	100
IV2020120214121489	N2000meetnet_Duinen_BHM	2180	Habitatsleutel v5	100
IV2020120214143341	N2000meetnet_Duinen_BHM	2180	Habitatsleutel v5	100
IV2020120214214868	N2000meetnet_Duinen_BHM	2130	Habitatsleutel v5	50
IV2020120214214868	N2000meetnet_Duinen_BHM	2160	Habitatsleutel v5	10
IV2020120214214868	N2000meetnet_Duinen_BHM	2190_mp	Habitatsleutel v5	40
IV2020120214244975	N2000meetnet_Duinen_BHM	2190_mp	Habitatsleutel v5	100
IV2020120215071324	N2000meetnet_Duinen_BHM	2180	Habitatsleutel v5	100
IV2020120215103764	N2000meetnet_Duinen_BHM	2180	Habitatsleutel v5	100
IV2020120215283175	N2000meetnet_Duinen_BHM	2180	Habitatsleutel v5	100
IV2020120215303595	N2000meetnet_Duinen_BHM	2180	Habitatsleutel v5	100
IV2020120215370449	N2000meetnet_Duinen_BHM	2180	Habitatsleutel v5	100
IV2020120215384647	N2000meetnet_Duinen_BHM	2180	Habitatsleutel v5	100
IV2020120215451489	N2000meetnet_Duinen_BHM	2180	Habitatsleutel v5	100
IV2020120215464258	N2000meetnet_Duinen_BHM	2180	Habitatsleutel v5	100
IV2020120215592681	N2000meetnet_Duinen_BHM	2180	Habitatsleutel v5	100
IV2020120216014961	N2000meetnet_Duinen_BHM	2180	Habitatsleutel v5	100
IV2020120216061586	N2000meetnet_Duinen_BHM	2180	Habitatsleutel v5	100
IV2020120216081388	N2000meetnet_Duinen_BHM	2180	Habitatsleutel v5	100
IV2020120216123940	N2000meetnet_Duinen_BHM	2180	Habitatsleutel v5	100
IV2020120216140340	N2000meetnet_Duinen_BHM	2180	Habitatsleutel v5	100
IV2020120216201945	N2000meetnet_Duinen_BHM	2160	Habitatsleutel v5	100
IV2020120216251498	N2000meetnet_Duinen_BHM	2160	Habitatsleutel v5	100
IV2020120410244162	N2000meetnet_Duinen_BHM	2180	Habitatsleutel v5	100
IV2020120410471019	N2000meetnet_Duinen_BHM	2180	Habitatsleutel v5	100
IV2020121514561916	N2000meetnet_Grasland_BHM	6230_ha	Habitatsleutel v5	100
IV2020121615412279	N2000meetnet_Grasland_BHM	6230_ha	Habitatsleutel v5	100
IV2020122112472941	N2000meetnet_Grasland_BHM	6230_ha	Habitatsleutel v5	100
IV2020122113221711	N2000meetnet_Grasland_BHM	6230_ha	Habitatsleutel v5	100
IV2020122114152043	N2000meetnet_Grasland_BHM	0	Habitatsleutel v5	75
IV2020122114152043	N2000meetnet_Grasland_BHM	6230_ha	Habitatsleutel v5	25
IV2020122115035050	N2000meetnet_Grasland_BHM	6230_ha	Habitatsleutel v5	100
IV2020122115555943	N2000meetnet_Grasland_BHM	6230_ha	Habitatsleutel v5	100
IV2020122116072342	N2000meetnet_Grasland_BHM	6230_ha	Habitatsleutel v5	100
IV2020122119041715	N2000meetnet_Grasland_BHM	6230_ha	Habitatsleutel v5	100
IV2020122119081874	N2000meetnet_Grasland_BHM	6230_ha	Habitatsleutel v5	100
IV2020122119483530	N2000meetnet_Grasland_BHM	6230_hn	Habitatsleutel v5	100
IV2020122120080835	N2000meetnet_Grasland_BHM	6230_hn	Habitatsleutel v5	100
IV2020122215401630	N2000meetnet_Grasland_BHM	0	Habitatsleutel v5	50
IV2020122215401630	N2000meetnet_Grasland_BHM	6230_hn	Habitatsleutel v5	50
IV2020122215523497	N2000meetnet_Grasland_BHM	6230_hn	Habitatsleutel v5	100
IV2020122217382627	N2000meetnet_Grasland_BHM	-9	Habitatsleutel v5	50
IV2020122217382627	N2000meetnet_Grasland_BHM	6230_ha	Habitatsleutel v5	30
IV2020122217382627	N2000meetnet_Grasland_BHM	6230_hn	Habitatsleutel v5	20
IV2020122219451167	N2000meetnet_Grasland_BHM	6230_hn	Habitatsleutel v5	100
IV2020122308124078	N2000meetnet_Grasland_BHM	6230_ha	Habitatsleutel v5	100
IV2020122311131184	N2000meetnet_Grasland_BHM	6230_ha	Habitatsleutel v5	100
IV2020122311450566	N2000meetnet_Moeras_BHM	7140_meso	Habitatsleutel v5	80
IV2020122311450566	N2000meetnet_Moeras_BHM	rbbso	Habitatsleutel v5	20
IV2020122313070514	N2000meetnet_Moeras_BHM	7140_meso	Habitatsleutel v5	100
IV2020122314440629	N2000meetnet_Duinen_BHM	2130	Habitatsleutel v5	10
IV2020122314440629	N2000meetnet_Duinen_BHM	2180	Habitatsleutel v5	90
IV2020122314500625	N2000meetnet_Moeras_BHM	6410	Habitatsleutel v5	40
IV2020122314500625	N2000meetnet_Moeras_BHM	7140_meso	Habitatsleutel v5	10
IV2020122314500625	N2000meetnet_Moeras_BHM	rbbhc	Habitatsleutel v5	50
IV2020122315100049	N2000meetnet_Duinen_BHM	2180	Habitatsleutel v5	100
IV2020122315175746	N2000meetnet_Duinen_BHM	2180	Habitatsleutel v5	100
IV2020122315202968	N2000meetnet_Duinen_BHM	2180	Habitatsleutel v5	100
IV2020122315372252	N2000meetnet_Duinen_BHM	2180	Habitatsleutel v5	100
IV2020122315393420	N2000meetnet_Duinen_BHM	2180	Habitatsleutel v5	100
IV2020122315442760	N2000meetnet_Duinen_BHM	2180	Habitatsleutel v5	100
IV2020122315464658	N2000meetnet_Duinen_BHM	2180	Habitatsleutel v5	100
IV2020122315501560	N2000meetnet_Moeras_BHM	7140_meso	Habitatsleutel v5	100
IV2020122315515392	N2000meetnet_Duinen_BHM	2180	Habitatsleutel v5	100
IV2020122315542805	N2000meetnet_Duinen_BHM	2180	Habitatsleutel v5	100
IV2020122316022040	N2000meetnet_Duinen_BHM	2130	Habitatsleutel v5	25
IV2020122316022040	N2000meetnet_Duinen_BHM	2160	Habitatsleutel v5	75
IV2020122316200555	N2000meetnet_Duinen_BHM	2160	Habitatsleutel v5	100
IV2020122316500539	N2000meetnet_Duinen_BHM	2180	Habitatsleutel v5	100
IV2020122316540893	N2000meetnet_Duinen_BHM	2180	Habitatsleutel v5	100
IV2020122317032853	N2000meetnet_Duinen_BHM	-9	Habitatsleutel v5	20
IV2020122317032853	N2000meetnet_Duinen_BHM	2120	Habitatsleutel v5	80
IV2020122317102738	N2000meetnet_Duinen_BHM	2120	Habitatsleutel v5	100
IV2020122414161850	N2000meetnet_Moeras_BHM	6410	Habitatsleutel v5	30
IV2020122414161850	N2000meetnet_Moeras_BHM	7140_meso	Habitatsleutel v5	20
IV2020122414161850	N2000meetnet_Moeras_BHM	rbbhc	Habitatsleutel v5	20
IV2020122414161850	N2000meetnet_Moeras_BHM	rbbms	Habitatsleutel v5	30
IV2020122414485077	N2000meetnet_Moeras_BHM	7140_meso	Habitatsleutel v5	100
IV2020122415455466	N2000meetnet_Duinen_BHM	2180	Habitatsleutel v5	100
IV2020122415495361	N2000meetnet_Duinen_BHM	2180	Habitatsleutel v5	100
IV2020122415564970	N2000meetnet_Duinen_BHM	2160	Habitatsleutel v5	100
IV2020122416000878	N2000meetnet_Duinen_BHM	2160	Habitatsleutel v5	100
IV2021010409200790	N2000meetnet_Moeras_BHM	3160	Habitatsleutel v5	25
IV2021010409200790	N2000meetnet_Moeras_BHM	7140_meso	Habitatsleutel v5	30
IV2021010409200790	N2000meetnet_Moeras_BHM	rbbso	Habitatsleutel v5	45
IV2021010409345523	N2000meetnet_Moeras_BHM	7140_meso	Habitatsleutel v5	100
IV2021010409565410	N2000meetnet_Moeras_BHM	7140_meso	Habitatsleutel v5	100
IV2021010411002516	N2000meetnet_Moeras_BHM	7140_meso	Habitatsleutel v5	100
IV2021010411284004	N2000meetnet_Moeras_BHM	7140_meso	Habitatsleutel v5	85
IV2021010411284004	N2000meetnet_Moeras_BHM	rbbsf	Habitatsleutel v5	15
IV2021010411395735	N2000meetnet_Moeras_BHM	7140_meso	Habitatsleutel v5	100
IV2021010413144545	N2000meetnet_Moeras_BHM	7140_oli	Habitatsleutel v5	60
IV2021010413144545	N2000meetnet_Moeras_BHM	rbbsm	Habitatsleutel v5	40
IV2021010413272392	N2000meetnet_Moeras_BHM	7140_oli	Habitatsleutel v5	100
IV2021010414204563	N2000meetnet_Moeras_BHM	0	Habitatsleutel v5	50
IV2021010414204563	N2000meetnet_Moeras_BHM	7140_oli	Habitatsleutel v5	50
IV2021010414332262	N2000meetnet_Moeras_BHM	7140_oli	Habitatsleutel v5	100
IV2021010510103440	N2000meetnet_Moeras_BHM	4010	Habitatsleutel v5	40
IV2021010510103440	N2000meetnet_Moeras_BHM	7140_oli	Habitatsleutel v5	60
IV2021010510241823	N2000meetnet_Moeras_BHM	7140_oli	Habitatsleutel v5	100
IV2021010510323646	N2000meetnet_Moeras_BHM	7140_oli	Habitatsleutel v5	100
IV2021010510524635	N2000meetnet_Moeras_BHM	7140_oli	Habitatsleutel v5	100
IV2021010511565020	N2000meetnet_Moeras_BHM	4010	Habitatsleutel v5	80
IV2021010511565020	N2000meetnet_Moeras_BHM	7140_oli	Habitatsleutel v5	20
IV2021010512104789	N2000meetnet_Moeras_BHM	4010	Habitatsleutel v5	99
IV2021010512104789	N2000meetnet_Moeras_BHM	7140_oli	Habitatsleutel v5	1
IV2021010512325510	N2000meetnet_Moeras_BHM	4010	Habitatsleutel v5	50
IV2021010512325510	N2000meetnet_Moeras_BHM	7140_oli	Habitatsleutel v5	50
IV2021010512544258	N2000meetnet_Moeras_BHM	7140_oli	Habitatsleutel v5	100
IV2021010513464242	N2000meetnet_Moeras_BHM	6410_ve	Habitatsleutel v5	NA
IV2021010513464242	N2000meetnet_Moeras_BHM	7140_meso	Habitatsleutel v5	68
IV2021010513464242	N2000meetnet_Moeras_BHM	91E0_meso	Habitatsleutel v5	NA
IV2021010515355164	N2000meetnet_Moeras_BHM	4010	Habitatsleutel v5	70
IV2021010515355164	N2000meetnet_Moeras_BHM	7140_oli	Habitatsleutel v5	30
IV2021010515461422	N2000meetnet_Moeras_BHM	7140_oli	Habitatsleutel v5	100
IV2021010611250219	N2000meetnet_Moeras_BHM	7140_oli	Habitatsleutel v5	100
IV2021010611424688	N2000meetnet_Moeras_BHM	7140_oli	Habitatsleutel v5	100
IV2021010614593635	N2000meetnet_Moeras_BHM	7140_oli	Habitatsleutel v5	100
IV2021010616075752	N2000meetnet_Moeras_BHM	7140_oli	Habitatsleutel v5	100
IV2021010712040658	N2000meetnet_Moeras_BHM	7140_oli	Habitatsleutel v5	0
IV2021010712040658	N2000meetnet_Moeras_BHM	rbbmr	Habitatsleutel v5	49
IV2021010712040658	N2000meetnet_Moeras_BHM	rbbsm	Habitatsleutel v5	50
IV2021010712552549	N2000meetnet_Moeras_BHM	7140_oli	Habitatsleutel v5	0
IV2021010712552549	N2000meetnet_Moeras_BHM	rbbmr	Habitatsleutel v5	60
IV2021010712552549	N2000meetnet_Moeras_BHM	rbbsm	Habitatsleutel v5	40
IV2021010715182964	N2000meetnet_Moeras_BHM	7140_oli	Habitatsleutel v5	100
IV2021010715314671	N2000meetnet_Moeras_BHM	7140_oli	Habitatsleutel v5	100
IV2021010715421629	N2000meetnet_Moeras_BHM	2310	Habitatsleutel v5	30
IV2021010715421629	N2000meetnet_Moeras_BHM	7140_oli	Habitatsleutel v5	60
IV2021010715421629	N2000meetnet_Moeras_BHM	rbbsm	Habitatsleutel v5	10
IV2021010715544363	N2000meetnet_Moeras_BHM	7140_oli	Habitatsleutel v5	100
IV2021010716182545	N2000meetnet_Moeras_BHM	7140_oli	Habitatsleutel v5	75
IV2021010716182545	N2000meetnet_Moeras_BHM	7150	Habitatsleutel v5	25
IV2021010716382666	N2000meetnet_Moeras_BHM	7140_oli	Habitatsleutel v5	100
IV2021010717355079	N2000meetnet_Moeras_BHM	7140_oli	Habitatsleutel v5	100
IV2021010717572036	N2000meetnet_Moeras_BHM	7140_oli	Habitatsleutel v5	100
IV2021011112005621	N2000meetnet_Duinen_BHM	2130_hd	Habitatsleutel v5	70
IV2021011112113548	N2000meetnet_Duinen_BHM	2130_hd	Habitatsleutel v5	100
IV2021011113353756	N2000meetnet_Duinen_BHM	2190_mp	Habitatsleutel v5	10
IV2021011113420517	N2000meetnet_Duinen_BHM	2190_mp	Habitatsleutel v5	100
IV2021011114133629	N2000meetnet_Duinen_BHM	2190	Habitatsleutel v5	100
IV2021011114203839	N2000meetnet_Duinen_BHM	2190	Habitatsleutel v5	100
IV2021011121021872	N2000meetnet_Duinen_BHM	2190_mp	Habitatsleutel v5	70
IV2021011122264803	N2000meetnet_Duinen_BHM	2190_mp	Habitatsleutel v5	100
IV2021011122432466	N2000meetnet_Duinen_BHM	2160	Habitatsleutel v5	80
IV2021011122484812	N2000meetnet_Duinen_BHM	2160	Habitatsleutel v5	100
IV2021011210111773	N2000meetnet_Duinen_BHM	2190	Habitatsleutel v5	90
IV2021011210164709	N2000meetnet_Duinen_BHM	2190	Habitatsleutel v5	100
IV2021011211410717	N2000meetnet_Duinen_BHM	2120	Habitatsleutel v5	70
IV2021011211462831	N2000meetnet_Duinen_BHM	2120	Habitatsleutel v5	100
IV2021011211541635	N2000meetnet_Duinen_BHM	2130_hd	Habitatsleutel v5	90
IV2021011211591816	N2000meetnet_Duinen_BHM	2130_hd	Habitatsleutel v5	100
IV2021011213305234	N2000meetnet_Duinen_BHM	2190	Habitatsleutel v5	90
IV2021011213354985	N2000meetnet_Duinen_BHM	2190	Habitatsleutel v5	100
IV2021011213483112	N2000meetnet_Duinen_BHM	2160	Habitatsleutel v5	60
IV2021011213510362	N2000meetnet_Duinen_BHM	2160	Habitatsleutel v5	100
IV2021011216211239	N2000meetnet_Duinen_BHM	2160	Habitatsleutel v5	100
IV2021011216244401	N2000meetnet_Duinen_BHM	2160	Habitatsleutel v5	100
IV2021011216341755	N2000meetnet_Duinen_BHM	2120	Habitatsleutel v5	80
IV2021011308582384	N2000meetnet_Duinen_BHM	2120	Habitatsleutel v5	100
IV2021011309125223	N2000meetnet_Duinen_BHM	2120	Habitatsleutel v5	80
IV2021011309183055	N2000meetnet_Duinen_BHM	2120	Habitatsleutel v5	100
IV2021011309283422	N2000meetnet_Duinen_BHM	2130_hd	Habitatsleutel v5	98
IV2021011309304029	N2000meetnet_Duinen_BHM	2130_hd	Habitatsleutel v5	100
IV2021011309484294	N2000meetnet_Duinen_BHM	2160	Habitatsleutel v5	100
IV2021011309504788	N2000meetnet_Duinen_BHM	2160	Habitatsleutel v5	100
IV2021011310273149	N2000meetnet_Duinen_BHM	2190_mp	Habitatsleutel v5	80
IV2021011310410273	N2000meetnet_Duinen_BHM	2190_mp	Habitatsleutel v5	100
IV2021011311172856	N2000meetnet_Duinen_BHM	2120	Habitatsleutel v5	100
IV2021011311205751	N2000meetnet_Duinen_BHM	2120	Habitatsleutel v5	100
IV2021011312123392	N2000meetnet_Duinen_BHM	2120	Habitatsleutel v5	100
IV2021011312154589	N2000meetnet_Duinen_BHM	2120	Habitatsleutel v5	100
IV2021011312210575	N2000meetnet_Duinen_BHM	2160	Habitatsleutel v5	100
IV2021011312254296	N2000meetnet_Duinen_BHM	2160	Habitatsleutel v5	100
IV2021011313511379	N2000meetnet_Duinen_BHM	2120	Habitatsleutel v5	65
IV2021011314105671	N2000meetnet_Duinen_BHM	2120	Habitatsleutel v5	100
IV2021011317421312	N2000meetnet_Duinen_BHM	2120	Habitatsleutel v5	100
IV2021011317445965	N2000meetnet_Duinen_BHM	2120	Habitatsleutel v5	100
IV2021011317581609	N2000meetnet_Duinen_BHM	2160	Habitatsleutel v5	50
IV2021011318514943	N2000meetnet_Duinen_BHM	2160	Habitatsleutel v5	100
IV2021011320130918	N2000meetnet_Duinen_BHM	2130_hd	Habitatsleutel v5	100
IV2021011320162379	N2000meetnet_Duinen_BHM	2130_hd	Habitatsleutel v5	100
IV2021011321100760	N2000meetnet_Duinen_BHM	2190	Habitatsleutel v5	80
IV2021011321124506	N2000meetnet_Duinen_BHM	2190	Habitatsleutel v5	100
IV2021011321285193	N2000meetnet_Duinen_BHM	2120	Habitatsleutel v5	95
IV2021011321315520	N2000meetnet_Duinen_BHM	2120	Habitatsleutel v5	100
IV2021011321424591	N2000meetnet_Duinen_BHM	2120	Habitatsleutel v5	70
IV2021011321462517	N2000meetnet_Duinen_BHM	2120	Habitatsleutel v5	100
IV2021011321523331	N2000meetnet_Duinen_BHM	2120	Habitatsleutel v5	90
IV2021011321561657	N2000meetnet_Duinen_BHM	2120	Habitatsleutel v5	100
IV2021011409405597	N2000meetnet_Duinen_BHM	2160	Habitatsleutel v5	100
IV2021011409434206	N2000meetnet_Duinen_BHM	2160	Habitatsleutel v5	100
IV2021011409540831	N2000meetnet_Duinen_BHM	2160	Habitatsleutel v5	90
IV2021011410061678	N2000meetnet_Moeras_BHM	7140_meso	Habitatsleutel v5	100
IV2021011410265740	N2000meetnet_Moeras_BHM	7140_oli	Habitatsleutel v5	67
IV2021011410290050	N2000meetnet_Moeras_BHM	7140_oli	Habitatsleutel v5	100
IV2021011411424030	N2000meetnet_Duinen_BHM	2160	Habitatsleutel v5	100
IV2021011411563611	N2000meetnet_Duinen_BHM	2190	Habitatsleutel v5	20
IV2021011412380930	N2000meetnet_Duinen_BHM	2190	Habitatsleutel v5	80
IV2021011413392661	N2000meetnet_Duinen_BHM	2190_mp	Habitatsleutel v5	90
IV2021011413414322	N2000meetnet_Duinen_BHM	2190_mp	Habitatsleutel v5	100
IV2021011414082974	N2000meetnet_Duinen_BHM	2190_mp	Habitatsleutel v5	100
IV2021011414113050	N2000meetnet_Duinen_BHM	2190_mp	Habitatsleutel v5	100
IV2021011414442175	N2000meetnet_Moeras_BHM	7140_meso	Habitatsleutel v5	52
IV2021011415163965	N2000meetnet_Duinen_BHM	2190_mp	Habitatsleutel v5	100
IV2021011415190633	N2000meetnet_Duinen_BHM	2190_mp	Habitatsleutel v5	100
IV2021011415473427	N2000meetnet_Duinen_BHM	2130_had	Habitatsleutel v5	90
IV2021011415502665	N2000meetnet_Duinen_BHM	2130_had	Habitatsleutel v5	100
IV2021011417560923	N2000meetnet_Duinen_BHM	2130_had	Habitatsleutel v5	80
IV2021011417592603	N2000meetnet_Duinen_BHM	2130_had	Habitatsleutel v5	100
IV2021011420521383	N2000meetnet_Duinen_BHM	2130_had	Habitatsleutel v5	100
IV2021011420541030	N2000meetnet_Duinen_BHM	2130_had	Habitatsleutel v5	100
IV2021011421011981	N2000meetnet_Duinen_BHM	2130_had	Habitatsleutel v5	100
IV2021011421031696	N2000meetnet_Duinen_BHM	2130_had	Habitatsleutel v5	100
IV2021011421115160	N2000meetnet_Duinen_BHM	2130_had	Habitatsleutel v5	90
IV2021011421142186	N2000meetnet_Duinen_BHM	2130_had	Habitatsleutel v5	100
IV2021011421243074	N2000meetnet_Duinen_BHM	2130_had	Habitatsleutel v5	70
IV2021011421263811	N2000meetnet_Duinen_BHM	2130_had	Habitatsleutel v5	100
IV2021011421460959	N2000meetnet_Duinen_BHM	2130_had	Habitatsleutel v5	100
IV2021011421474427	N2000meetnet_Duinen_BHM	2130_had	Habitatsleutel v5	100
IV2021011509552820	N2000meetnet_Duinen_BHM	2130_had	Habitatsleutel v5	100
IV2021011509585608	N2000meetnet_Duinen_BHM	2130_had	Habitatsleutel v5	100
IV2021011510212832	N2000meetnet_Duinen_BHM	2130_had	Habitatsleutel v5	100
IV2021011510232253	N2000meetnet_Duinen_BHM	2130_had	Habitatsleutel v5	100
IV2021011510375168	N2000meetnet_Duinen_BHM	2130_had	Habitatsleutel v5	80
IV2021011510412835	N2000meetnet_Duinen_BHM	2130_had	Habitatsleutel v5	100
IV2021011511220174	N2000meetnet_Moeras_BHM	7140_meso	Habitatsleutel v5	100
IV2021011511362765	N2000meetnet_Duinen_BHM	2130_had	Habitatsleutel v5	70
IV2021011511382024	N2000meetnet_Duinen_BHM	2130_had	Habitatsleutel v5	100
IV2021011511481135	N2000meetnet_Duinen_BHM	2130_had	Habitatsleutel v5	90
IV2021011511501803	N2000meetnet_Duinen_BHM	2130_had	Habitatsleutel v5	100
IV2021011511574673	N2000meetnet_Duinen_BHM	2130_hd	Habitatsleutel v5	80
IV2021011511595068	N2000meetnet_Duinen_BHM	2130_hd	Habitatsleutel v5	100
IV2021011512105237	N2000meetnet_Duinen_BHM	2130_hd	Habitatsleutel v5	90
IV2021011512133850	N2000meetnet_Duinen_BHM	2130_hd	Habitatsleutel v5	100
IV2021011512262706	N2000meetnet_Moeras_BHM	7140_oli	Habitatsleutel v5	100
IV2021011512435934	N2000meetnet_Moeras_BHM	7140_oli	Habitatsleutel v5	100
IV2021011512570115	N2000meetnet_Moeras_BHM	7140_oli	Habitatsleutel v5	72
IV2021011513050017	N2000meetnet_Moeras_BHM	7140_oli	Habitatsleutel v5	100
IV2021011513134385	N2000meetnet_Moeras_BHM	7140_oli	Habitatsleutel v5	100
IV2021011513264212	N2000meetnet_Moeras_BHM	7140_oli	Habitatsleutel v5	100
IV2021011513410504	N2000meetnet_Duinen_BHM	2130_hd	Habitatsleutel v5	70
IV2021011513425087	N2000meetnet_Duinen_BHM	2130_hd	Habitatsleutel v5	100
IV2021011513522454	N2000meetnet_Duinen_BHM	2120	Habitatsleutel v5	50
IV2021011513563616	N2000meetnet_Duinen_BHM	2120	Habitatsleutel v5	100
IV2021011514502944	N2000meetnet_Duinen_BHM	2190	Habitatsleutel v5	100
IV2021011514530901	N2000meetnet_Duinen_BHM	2190	Habitatsleutel v5	100
IV2021011516500457	N2000meetnet_Duinen_BHM	2130_had	Habitatsleutel v5	100
IV2021011516515867	N2000meetnet_Duinen_BHM	2130_had	Habitatsleutel v5	100
IV2021011520494495	N2000meetnet_Moeras_BHM	7140_oli	Habitatsleutel v5	74
IV2021011521144741	N2000meetnet_Moeras_BHM	7140_oli	Habitatsleutel v5	100
IV2021011522302763	N2000meetnet_Duinen_BHM	2160	Habitatsleutel v5	100
IV2021011522332571	N2000meetnet_Duinen_BHM	2160	Habitatsleutel v5	100
IV2021011523012885	N2000meetnet_Duinen_BHM	2160	Habitatsleutel v5	50
IV2021011523051835	N2000meetnet_Duinen_BHM	2160	Habitatsleutel v5	100
IV2021011813155073	N2000meetnet_Duinen_BHM	-9	Habitatsleutel v5	5
IV2021011813155073	N2000meetnet_Duinen_BHM	2160	Habitatsleutel v5	95
IV2021011813214975	N2000meetnet_Duinen_BHM	2160	Habitatsleutel v5	100
IV2021011911345110	N2000meetnet_Duinen_BHM	2120	Habitatsleutel v5	80
IV2021011911441348	N2000meetnet_Duinen_BHM	2120	Habitatsleutel v5	100
IV2021011913002470	N2000meetnet_Duinen_BHM	2130_hd	Habitatsleutel v5	70
IV2021011913002470	N2000meetnet_Duinen_BHM	2160	Habitatsleutel v5	30
IV2021011914214175	N2000meetnet_Duinen_BHM	2120	Habitatsleutel v5	100
IV2021011914253938	N2000meetnet_Duinen_BHM	2120	Habitatsleutel v5	100
IV2021011916532820	N2000meetnet_Duinen_BHM	2130_hd	Habitatsleutel v5	100
IV2021012113540381	N2000meetnet_Moeras_BHM	7140_oli	Habitatsleutel v5	73
IV2021012116471966	N2000meetnet_Duinen_BHM	-9	Habitatsleutel v5	10
IV2021012116471966	N2000meetnet_Duinen_BHM	2130	Habitatsleutel v5	40
IV2021012116471966	N2000meetnet_Duinen_BHM	2190_mp	Habitatsleutel v5	50
IV2021012116502705	N2000meetnet_Duinen_BHM	2190	Habitatsleutel v5	100
IV2021012212312587	N2000meetnet_Moeras_BHM	7140_oli	Habitatsleutel v5	100
IV2021012509255046	N2000meetnet_Moeras_BHM	7140_oli	Habitatsleutel v5	67
IV2021012509415504	N2000meetnet_Duinen_BHM	2130_hd	Habitatsleutel v5	50
IV2021012509434584	N2000meetnet_Duinen_BHM	2130_hd	Habitatsleutel v5	100
IV2021012511343208	N2000meetnet_Moeras_BHM	7140_oli	Habitatsleutel v5	100
IV2021012511485933	N2000meetnet_Grasland_BHM	6230_ha	Habitatsleutel v5	68
IV2021012513463321	N2000meetnet_Duinen_BHM	2130_hd	Habitatsleutel v5	90
IV2021012513551835	N2000meetnet_Duinen_BHM	2130_hd	Habitatsleutel v5	100
IV2021012514345931	N2000meetnet_Grasland_BHM	6230_ha	Habitatsleutel v5	100
IV2021012514434193	N2000meetnet_Grasland_BHM	6230_hn	Habitatsleutel v5	41
IV2021012515060055	N2000meetnet_Grasland_BHM	6230_hn	Habitatsleutel v5	100
IV2021012515511275	N2000meetnet_Duinen_BHM	2160	Habitatsleutel v5	10
IV2021012515511275	N2000meetnet_Duinen_BHM	2170	Habitatsleutel v5	80
IV2021012515511275	N2000meetnet_Duinen_BHM	2190	Habitatsleutel v5	10
IV2021012515560789	N2000meetnet_Grasland_BHM	1330_hpr	Habitatsleutel v5	100
IV2021012516025281	N2000meetnet_Grasland_BHM	1330_hpr	Habitatsleutel v5	100
IV2021012516055540	N2000meetnet_Grasland_BHM	1330_hpr	Habitatsleutel v5	41
IV2021012516111513	N2000meetnet_Duinen_BHM	2170	Habitatsleutel v5	100
IV2021012516133392	N2000meetnet_Grasland_BHM	1330_hpr	Habitatsleutel v5	100
IV2021012516174650	N2000meetnet_Grasland_BHM	1330_hpr	Habitatsleutel v5	100
IV2021012516232562	N2000meetnet_Grasland_BHM	1330_hpr	Habitatsleutel v5	100
IV2021012521580594	N2000meetnet_Grasland_BHM	1330_hpr	Habitatsleutel v5	82
IV2021012522022982	N2000meetnet_Grasland_BHM	1330_hpr	Habitatsleutel v5	100
IV2021012522102067	N2000meetnet_Grasland_BHM	1330_hpr	Habitatsleutel v5	73
IV2021012522205817	N2000meetnet_Grasland_BHM	1330_hpr	Habitatsleutel v5	100
IV2021012608515707	N2000meetnet_Grasland_BHM	1330_hpr	Habitatsleutel v5	24
IV2021012609023284	N2000meetnet_Grasland_BHM	1330_hpr	Habitatsleutel v5	100
IV2021012609092697	N2000meetnet_Grasland_BHM	1330_hpr	Habitatsleutel v5	69
IV2021012609151092	N2000meetnet_Grasland_BHM	1330_hpr	Habitatsleutel v5	100
IV2021012612145091	N2000meetnet_Grasland_BHM	1330_hpr	Habitatsleutel v5	49
IV2021012612551785	N2000meetnet_Grasland_BHM	1330_hpr	Habitatsleutel v5	100
IV2021012613043268	N2000meetnet_Grasland_BHM	1330_hpr	Habitatsleutel v5	23
IV2021012613144954	N2000meetnet_Grasland_BHM	1330_hpr	Habitatsleutel v5	100
IV2021012613231236	N2000meetnet_Grasland_BHM	1330_hpr	Habitatsleutel v5	48
IV2021012613275915	N2000meetnet_Grasland_BHM	1330_hpr	Habitatsleutel v5	100
IV2021012613403631	N2000meetnet_Grasland_BHM	1330_hpr	Habitatsleutel v5	42
IV2021012614050473	N2000meetnet_Grasland_BHM	1330_hpr	Habitatsleutel v5	100
IV2021012614500583	N2000meetnet_Grasland_BHM	1330_hpr	Habitatsleutel v5	93
IV2021012614592328	N2000meetnet_Grasland_BHM	1330_hpr	Habitatsleutel v5	100
IV2021012615095338	N2000meetnet_Grasland_BHM	1330_hpr	Habitatsleutel v5	100
IV2021012615132923	N2000meetnet_Grasland_BHM	1330_hpr	Habitatsleutel v5	100
IV2021012615172403	N2000meetnet_Grasland_BHM	1330_hpr	Habitatsleutel v5	83
IV2021012615264290	N2000meetnet_Grasland_BHM	1330_hpr	Habitatsleutel v5	100
IV2021012615291966	N2000meetnet_Grasland_BHM	1330_hpr	Habitatsleutel v5	37
IV2021012615342454	N2000meetnet_Grasland_BHM	1330_hpr	Habitatsleutel v5	100
IV2021012615400469	N2000meetnet_Grasland_BHM	1330_hpr	Habitatsleutel v5	87
IV2021012615442489	N2000meetnet_Grasland_BHM	1330_hpr	Habitatsleutel v5	100
IV2021012619242972	N2000meetnet_Grasland_BHM	1330_hpr	Habitatsleutel v5	66
