survey	recording_givid	plot_id
Schelde-estuarium	IV2020032311114951	ZSCPQ193
Schelde-estuarium	IV2020032311160617	ZSCPQ192
Schelde-estuarium	IV2020032311174969	ZSCPQ003
Schelde-estuarium	IV2020032311204285	ZSCPQ195
Schelde-estuarium	IV2020032311280361	ZSCPQ200
Schelde-estuarium	IV2020032311323254	ZSCPQ201
Schelde-estuarium	IV2020032316380707	ZSCPQ203
Schelde-estuarium	IV2020032316412576	ZSCPQ190
Schelde-estuarium	IV2020032316462924	ZSCPQ189
Schelde-estuarium	IV2020032316554945	ZSCPQ184
Schelde-estuarium	IV2020032317002321	ZSCPQ185
Schelde-estuarium	IV2020032317234384	ZSCPQ186
Schelde-estuarium	IV2020032317262008	ZSCPQ187
Schelde-estuarium	IV2020032317301956	ZSCPQ188
Schelde-estuarium	IV2020032317445682	ZSCPQ007
Schelde-estuarium	IV2020032317485021	ZSCPQ008
Schelde-estuarium	IV2020032413151272	ZSCPQ009
Schelde-estuarium	IV2020032413194563	ZSCPQ225
Schelde-estuarium	IV2020032417072229	ZSCPQ226
Schelde-estuarium	IV2020032417102328	ZSCPQ227
Schelde-estuarium	IV2020032417114293	ZSCPQ228
Schelde-estuarium	IV2020032417141476	ZSCPQ229
Schelde-estuarium	IV2020032417192031	ZSCPQ230
Schelde-estuarium	IV2020032417231659	ZSCPQ231
Schelde-estuarium	IV2020032417340152	ZSCPQ232
Schelde-estuarium	IV2020032417375178	ZSCPQ236
Schelde-estuarium	IV2020032417460555	ZSCPQ235
Schelde-estuarium	IV2020032417512937	ZSCPQ234
Schelde-estuarium	IV2020032417580466	ZSCPQ233
Schelde-estuarium	IV2020032418015053	ZSCPQ237
Schelde-estuarium	IV2020032511503636	ZSCPQ238
Schelde-estuarium	IV2020032512061849	ZSCPQ239
Schelde-estuarium	IV2020032512110305	ZSCPQ240
Schelde-estuarium	IV2020032512141521	ZSCPQ241
Schelde-estuarium	IV2020032512170342	ZSCPQ245
Schelde-estuarium	IV2020032512232141	ZSCPQ006
Schelde-estuarium	IV2020032512255312	ZSCPQ164
Schelde-estuarium	IV2020032512290509	ZSCPQ165
Schelde-estuarium	IV2020032512314010	ZSCPQ166
Schelde-estuarium	IV2020032513313217	ZSCPQ167
Schelde-estuarium	IV2020032513391623	ZSCPQ168
Schelde-estuarium	IV2020032513521910	ZSCPQ169
Schelde-estuarium	IV2020032513543894	ZSCPQ170
Schelde-estuarium	IV2020032513581265	ZSCPQ171
Schelde-estuarium	IV2020032514014501	ZSCPQ176
Schelde-estuarium	IV2020032514094179	ZSCPQ179
Schelde-estuarium	IV2020032514154342	ZSCPQ178
Schelde-estuarium	IV2020032514175395	ZSCPQ177
Schelde-estuarium	IV2020032514270347	ZSCPQ180
Schelde-estuarium	IV2020032514400472	ZSCPQ181
Schelde-estuarium	IV2020032514422893	ZSCPQ182
Schelde-estuarium	IV2020032514475391	ZSCPQ183
Schelde-estuarium	IV2020032514503255	ZSCPQ175
Schelde-estuarium	IV2020032515092394	ZSCPQ174
Schelde-estuarium	IV2020032515283633	ZSCPQ173
Schelde-estuarium	IV2020032515314325	ZSCPQ172
Schelde-estuarium	IV2020032515341702	ZSCPQ205
Schelde-estuarium	IV2020032515362540	ZSCPQ256
Schelde-estuarium	IV2020032515382659	ZSCPQ257
Schelde-estuarium	IV2020032515405580	ZSCPQ258
Schelde-estuarium	IV2020032515463840	ZSCPQ259
Schelde-estuarium	IV2020032515522522	ZSCPQ254
Schelde-estuarium	IV2020032515534664	ZSCPQ252
Schelde-estuarium	IV2020032515564131	ZSCPQ255
Schelde-estuarium	IV2020032515593373	ZSCPQ246
Schelde-estuarium	IV2020032516121938	ZSCPQ247
Schelde-estuarium	IV2020032516151055	ZSCPQ248
Schelde-estuarium	IV2020032516193560	ZSCPQ249
Schelde-estuarium	IV2020032516213987	ZSCPQ250
Schelde-estuarium	IV2020032516232338	ZSCPQ251
Schelde-estuarium	IV2020032516271471	ZSCPQ253
Schelde-estuarium	IV2020032516285243	ZSCPQ243
Schelde-estuarium	IV2020032516331844	ZSCPQ242
Schelde-estuarium	IV2020032516361248	ZSCPQ244
Schelde-estuarium	IV2021080216295679	ZSCPQ369
Schelde-estuarium	IV2021082714124272	ZSCPQ368
Schelde-estuarium	IV2021082714483964	ZSCPQ366
Schelde-estuarium	IV2021082715015031	ZSCPQ367
Schelde-estuarium	IV2021102117473607	ZSCPQ319
Schelde-estuarium	IV2021102118032572	ZSCPQ320
Schelde-estuarium	IV2021102118034304	ZSCPQ321
Schelde-estuarium	IV2021102118044195	ZSCPQ322
Schelde-estuarium	IV2021102118051418	ZSCPQ323
Schelde-estuarium	IV2021102118054487	ZSCPQ324
Schelde-estuarium	IV2021102118061049	ZSCPQ325
Schelde-estuarium	IV2021102118065441	-9
Schelde-estuarium	IV2021102118072293	ZSCPQ318
Schelde-estuarium	IV2021102118075959	ZSCPQ317
Schelde-estuarium	IV2021102118083485	ZSCPQ316
Schelde-estuarium	IV2021102118085904	ZSCPQ315
Schelde-estuarium	IV2021102118092966	ZSCPQ314
Schelde-estuarium	IV2021102118095508	ZSCPQ313
Schelde-estuarium	IV2021102118102871	ZSCPQ312
Schelde-estuarium	IV2021102118111062	ZSCPQ311
Schelde-estuarium	IV2021102118133335	ZSCPQ303
Schelde-estuarium	IV2021102118140333	ZSCPQ304
Schelde-estuarium	IV2021102118143150	ZSCPQ305
Schelde-estuarium	IV2021102118151481	ZSCPQ306
Schelde-estuarium	IV2021102118154919	ZSCPQ307
Schelde-estuarium	IV2021102118162956	ZSCPQ308
Schelde-estuarium	IV2021102118173089	ZSCPQ310
Schelde-estuarium	IV2021102211333848	ZSCPQ327
N2000meetnet_Bos_91E0_sf	IV2021120810015003	ZSCPQ328
N2000meetnet_Bos_91E0_sf	IV2021120814532166	ZSCPQ333
N2000meetnet_Bos_91E0_sf	IV2021120816050713	ZSCPQ332
N2000meetnet_Bos_91E0_sf	IV2021120909551147	ZSCPQ330
N2000meetnet_Bos_91E0_sf	IV2021120910162640	ZSCPQ331
N2000meetnet_Bos_91E0_sf	IV2021120911133706	ZSCPQ335
N2000meetnet_Bos_91E0_sf	IV2021120912071334	ZSCPQ336
N2000meetnet_Bos_91E0_sf	IV2021121009351259	ZSCPQ329
N2000meetnet_Bos_91E0_sf	IV2021121009513536	ZSCPQ334
N2000meetnet_Bos_91E0_sf	IV2021121010562649	ZSCPQ344
N2000meetnet_Bos_91E0_sf	IV2021121012021172	ZSCPQ339
N2000meetnet_Bos_91E0_sf	IV2021121012265816	ZSCPQ345
N2000meetnet_Bos_91E0_sf	IV2021121013463152	ZSCPQ341
N2000meetnet_Bos_91E0_sf	IV2021121013573179	ZSCPQ342
N2000meetnet_Bos_91E0_sf	IV2021121014112438	ZSCPQ340
N2000meetnet_Bos_91E0_sf	IV2021121014201006	ZSCPQ346
N2000meetnet_Bos_91E0_sf	IV2021121014550732	ZSCPQ338
N2000meetnet_Bos_91E0_sf	IV2021121015095749	ZSCPQ343
N2000meetnet_Bos_91E0_sf	IV2021121015355696	ZSCPQ337
Schelde-estuarium	IV2022090516044784	ZSCPQ366
Schelde-estuarium	IV2022090516081193	ZSCPQ369
Schelde-estuarium	IV2022090516120460	ZSCPQ368
Schelde-estuarium	IV2022090516194877	ZSCPQ367
Schelde-estuarium	IV2022090709440959	ZSCPQ289
Schelde-estuarium	IV2022090709563969	ZSCPQ288
Schelde-estuarium	IV2022090710142928	ZSCPQ287
Schelde-estuarium	IV2022090710193502	ZSCPQ286
Schelde-estuarium	IV2022090710252783	ZSCPQ290
Schelde-estuarium	IV2022090710305579	ZSCPQ291
Schelde-estuarium	IV2022090710343998	ZSCPQ292
Schelde-estuarium	IV2022090710434594	ZSCPQ293
Schelde-estuarium	IV2022090710473072	ZSCPQ294
Schelde-estuarium	IV2022090710532889	ZSCPQ295
Schelde-estuarium	IV2022090711064035	ZSCPQ296
Schelde-estuarium	IV2022090711124638	ZSCPQ297
Schelde-estuarium	IV2022090711161371	ZSCPQ298
Schelde-estuarium	IV2022090711244626	ZSCPQ299
Schelde-estuarium	IV2022090711323211	ZSCPQ300
Schelde-estuarium	IV2022090711425467	ZSCPQ301
Schelde-estuarium	IV2022090712024978	ZSCPQ260
Schelde-estuarium	IV2022090712175621	ZSCPQ262
Schelde-estuarium	IV2022090712250089	ZSCPQ263
Schelde-estuarium	IV2022090712345584	ZSCPQ261
Schelde-estuarium	IV2022090713410157	ZSCPQ264
Schelde-estuarium	IV2022090713510368	ZSCPQ265
Schelde-estuarium	IV2022090714124753	ZSCPQ267
Schelde-estuarium	IV2022090714224972	ZSCPQ266
Schelde-estuarium	IV2022090714300913	ZSCPQ268
Schelde-estuarium	IV2022090714361114	ZSCPQ269
Schelde-estuarium	IV2022090714405192	ZSCPQ270
Schelde-estuarium	IV2022090714460960	ZSCPQ271
Schelde-estuarium	IV2022090714583680	ZSCPQ272
Schelde-estuarium	IV2022090913350457	ZSCPQ361
Schelde-estuarium	IV2022090914280694	ZSCPQ359
Schelde-estuarium	IV2022090914295849	ZSCPQ360
Schelde-estuarium	IV2022090914314225	ZSCPQ364
Schelde-estuarium	IV2022090914413103	ZSCPQ365
Schelde-estuarium	IV2022090914435316	ZSCPQ357
Schelde-estuarium	IV2022090914460494	ZSCPQ358
Schelde-estuarium	IV2022090914490212	ZSCPQ362
Schelde-estuarium	IV2022090914502324	ZSCPQ363
N2000meetnet_Bos_91E0_sf	IV2022092214172685	ZSCPQ355
N2000meetnet_Bos_91E0_sf	IV2022092214294369	ZSCPQ349
N2000meetnet_Bos_91E0_sf	IV2022092214380635	ZSCPQ354
N2000meetnet_Bos_91E0_sf	IV2022092214433481	ZSCPQ347
N2000meetnet_Bos_91E0_sf	IV2022092214481900	ZSCPQ348
N2000meetnet_Bos_91E0_sf	IV2022092214541032	ZSCPQ352
N2000meetnet_Bos_91E0_sf	IV2022092215014232	ZSCPQ353
N2000meetnet_Bos_91E0_sf	IV2022092215103643	ZSCPQ350
N2000meetnet_Bos_91E0_sf	IV2022092215204159	ZSCPQ351
N2000meetnet_Bos_91E0_sf	IV2022092215375594	ZSCPQ356
Schelde-estuarium	IV2023031712114303	ZSCPQ225
Schelde-estuarium	IV2023031713295357	ZSCPQ226
Schelde-estuarium	IV2023031713323978	ZSCPQ227
Schelde-estuarium	IV2023031713345535	ZSCPQ228
Schelde-estuarium	IV2023031713373334	ZSCPQ229
Schelde-estuarium	IV2023031713462494	ZSCPQ230
Schelde-estuarium	IV2023031713522954	ZSCPQ231
Schelde-estuarium	IV2023031713554592	ZSCPQ232
Schelde-estuarium	IV2023031713580684	ZSCPQ233
Schelde-estuarium	IV2023031714024342	ZSCPQ234
Schelde-estuarium	IV2023031714080432	ZSCPQ235
Schelde-estuarium	IV2023031714093690	ZSCPQ236
Schelde-estuarium	IV2023031714211414	ZSCPQ239
Schelde-estuarium	IV2023031714223716	ZSCPQ238
Schelde-estuarium	IV2023031714355413	ZSCPQ237
Schelde-estuarium	IV2023031714402320	ZSCPQ256
Schelde-estuarium	IV2023031714424466	ZSCPQ257
Schelde-estuarium	IV2023031714451823	ZSCPQ258
Schelde-estuarium	IV2023031714482987	ZSCPQ259
Schelde-estuarium	IV2023031714501536	ZSCPQ240
Schelde-estuarium	IV2023031714523366	ZSCPQ241
Schelde-estuarium	IV2023031715014524	ZSCPQ245
Schelde-estuarium	IV2023031715060181	ZSCPQ242
Schelde-estuarium	IV2023031715102357	ZSCPQ243
Schelde-estuarium	IV2023031715141453	ZSCPQ244
Schelde-estuarium	IV2023031715215897	ZSCPQ251
Schelde-estuarium	IV2023031715352749	ZSCPQ250
Schelde-estuarium	IV2023031715380223	ZSCPQ249
Schelde-estuarium	IV2023031715440970	ZSCPQ248
Schelde-estuarium	IV2023031715474252	ZSCPQ247
Schelde-estuarium	IV2023031715501696	ZSCPQ246
Schelde-estuarium	IV2023031715524216	ZSCPQ254
Schelde-estuarium	IV2023031715550022	ZSCPQ255
Schelde-estuarium	IV2023031715572354	ZSCPQ252
Schelde-estuarium	IV2023031716000861	ZSCPQ253
Schelde-estuarium	IV2023060611392020	ZSCPQ273
Schelde-estuarium	IV2023060611550086	ZSCPQ274
Schelde-estuarium	IV2023060611583750	ZSCPQ302
Schelde-estuarium	IV2023060612024833	ZSCPQ277
Schelde-estuarium	IV2023060612110757	ZSCPQ276
Schelde-estuarium	IV2023060612135936	ZSCPQ275
Schelde-estuarium	IV2023060612170913	ZSCPQ278
Schelde-estuarium	IV2023060613420439	ZSCPQ279
Schelde-estuarium	IV2023060613455800	ZSCPQ280
Schelde-estuarium	IV2023060613494560	ZSCPQ281
Schelde-estuarium	IV2023060613575352	ZSCPQ282
Schelde-estuarium	IV2023060613593949	ZSCPQ285
Schelde-estuarium	IV2023060614043673	ZSCPQ284
Schelde-estuarium	IV2023060614070672	ZSCPQ283
Schelde-estuarium	IV2023081809443486	ZSCPQ357
Schelde-estuarium	IV2023081810003404	ZSCPQ358
Schelde-estuarium	IV2023081810042058	ZSCPQ359
Schelde-estuarium	IV2023081810062097	ZSCPQ360
Schelde-estuarium	IV2023081810081367	ZSCPQ361
Schelde-estuarium	IV2023081810102541	ZSCPQ362
Schelde-estuarium	IV2023081810112412	ZSCPQ363
Schelde-estuarium	IV2023081810131249	ZSCPQ364
Schelde-estuarium	IV2023081810183500	ZSCPQ365
N2000meetnet_Bos_91E0_sf	IV2023082314042047	ZSCPQ374
Schelde-estuarium	IV2024030712040181	-9
Schelde-estuarium	IV2024030712132046	-9
Schelde-estuarium	IV2024030714450848	-9
Schelde-estuarium	IV2024030714471511	-9
Schelde-estuarium	IV2024030715024373	-9
Schelde-estuarium	IV2024030811051086	-9
Schelde-estuarium	IV2024030811101002	-9
Schelde-estuarium	IV2024030811262472	-9
Schelde-estuarium	IV2024030811495939	-9
Schelde-estuarium	IV2024030811573017	-9
Schelde-estuarium	IV2024030812025438	-9
Schelde-estuarium	IV2024030812085509	-9
Schelde-estuarium	IV2024030819481211	-9
Schelde-estuarium	IV2024030819540014	-9
Schelde-estuarium	IV2024030820035221	-9
Schelde-estuarium	IV2024031319101176	-9
Schelde-estuarium	IV2024031319305281	-9
Schelde-estuarium	IV2024031319403648	-9
Schelde-estuarium	IV2024031319490702	-9
Schelde-estuarium	IV2024031509582982	-9
Schelde-estuarium	IV2024031510041886	-9
Schelde-estuarium	IV2024031510112482	-9
Schelde-estuarium	IV2024031510165750	-9
Schelde-estuarium	IV2024031513540226	-9
Schelde-estuarium	IV2024031513591439	-9
Schelde-estuarium	IV2024031514051773	-9
Schelde-estuarium	IV2024031519111378	-9
Schelde-estuarium	IV2024031519221368	-9
Schelde-estuarium	IV2024031519303492	-9
Schelde-estuarium	IV2024031519342719	-9
Schelde-estuarium	IV2024032019293851	-9
Schelde-estuarium	IV2024032019411931	-9
Schelde-estuarium	IV2024032019484103	-9
Schelde-estuarium	IV2024032019543438	-9
Schelde-estuarium	IV2024032519381630	-9
Schelde-estuarium	IV2024032611251833	-9
Schelde-estuarium	IV2024032611345462	-9
Schelde-estuarium	IV2024032611585316	-9
Schelde-estuarium	IV2024032616544284	-9
Schelde-estuarium	IV2024032617281618	-9
Schelde-estuarium	IV2024032617332180	-9
Schelde-estuarium	IV2024032617421071	-9
Schelde-estuarium	IV2024032711402789	-9
Schelde-estuarium	IV2024032711501342	-9
Schelde-estuarium	IV2024032712163136	-9
Schelde-estuarium	IV2024032808345350	-9
Schelde-estuarium	IV2024032808460128	-9
Schelde-estuarium	IV2024032809324324	-9
Schelde-estuarium	IV2024040211494802	-9
Schelde-estuarium	IV2024040213142661	-9
Schelde-estuarium	IV2024040213210722	-9
Schelde-estuarium	IV2024040213371735	-9
Schelde-estuarium	IV2024040217365389	-9
Schelde-estuarium	IV2024040217424082	-9
Schelde-estuarium	IV2024040311252261	-9
Schelde-estuarium	IV2024040312061549	-9
Schelde-estuarium	IV2024040312145851	-9
Schelde-estuarium	IV2024040312200216	-9
Schelde-estuarium	IV2024040410380653	-9
Schelde-estuarium	IV2024040410483827	-9
Schelde-estuarium	IV2024040411124053	-9
Schelde-estuarium	IV2024040411165918	-9
Schelde-estuarium	IV2024040510390311	-9
Schelde-estuarium	IV2024040510572486	-9
Schelde-estuarium	IV2024040511122736	-9
Schelde-estuarium	IV2024040511214629	-9
Schelde-estuarium	IV2024040811022714	-9
Schelde-estuarium	IV2024040811455973	-9
Schelde-estuarium	IV2024040811530043	-9
Schelde-estuarium	IV2024040812091287	-9
Schelde-estuarium	IV2024040818230981	-9
Schelde-estuarium	IV2024040818324289	-9
Schelde-estuarium	IV2024040819481557	-9
Schelde-estuarium	IV2024040911332285	-9
Schelde-estuarium	IV2024040911393647	-9
Schelde-estuarium	IV2024040911440719	-9
Schelde-estuarium	IV2024040911525771	-9
Schelde-estuarium	IV2024041011124039	-9
Schelde-estuarium	IV2024041011211551	-9
Schelde-estuarium	IV2024041011274038	-9
Schelde-estuarium	IV2024041011371459	-9
Schelde-estuarium	IV2024041011423169	-9
Schelde-estuarium	IV2024041110181056	-9
Schelde-estuarium	IV2024041110244698	-9
Schelde-estuarium	IV2024041110295902	-9
Schelde-estuarium	IV2024041110352419	-9
Schelde-estuarium	IV2024041214153572	-9
Schelde-estuarium	IV2024041214221421	-9
Schelde-estuarium	IV2024041214305530	-9
Schelde-estuarium	IV2024041215051470	-9
Schelde-estuarium	IV2024041215184468	-9
Schelde-estuarium	IV2024041215401375	-9
Schelde-estuarium	IV2024041215510161	-9
Schelde-estuarium	IV2024041216073990	-9
Schelde-estuarium	IV2024041216142968	-9
Schelde-estuarium	IV2024042511470513	ZSCPQ366
Schelde-estuarium	IV2024042512030683	ZSCPQ367
Schelde-estuarium	IV2024042516440379	ZSCPQ368
Schelde-estuarium	IV2024042516492878	ZSCPQ369
N2000meetnet_Bos_91E0_sf	IV2024042613154169	ZSCPQ373
N2000meetnet_Bos_91E0_sf	IV2024042614002207	ZSCPQ375
N2000meetnet_Bos_91E0_sf	IV2024042614393033	ZSCPQ372
N2000meetnet_Bos_91E0_sf	IV2024042615355001	ZSCPQ371
N2000meetnet_Bos_91E0_sf	IV2024042616023224	ZSCPQ376
N2000meetnet_Bos_91E0_sf	IV2024051712260295	ZSCPQ377
N2000meetnet_Bos_91E0_sf	IV2024051712433805	ZSCPQ378
N2000meetnet_Bos_91E0_sf	IV2024051713202647	ZSCPQ370
