survey	recording_givid	user_reference	structure_var_code	structure_var	cover	cover_code
N2000meetnet_Duinen_BHM	IV2021011914214175	174897	bos	verbossing	10	10
N2000meetnet_Moeras_BHM	IV2021012113540381	3223006_7140_oli	struc	structuurschade	0	0
N2000meetnet_Moeras_BHM	IV2021012113540381	3223006_7140_oli	bos	verbossing	1	1
N2000meetnet_Duinen_BHM	IV2021012116471966	3963057	bos	verbossing	0	0
N2000meetnet_Moeras_BHM	IV2021012509255046	2977246_7140_oli	struc	structuurschade	0	0
N2000meetnet_Moeras_BHM	IV2021012509255046	2977246_7140_oli	bos	verbossing	0	0
N2000meetnet_Duinen_BHM	IV2021012509415504	ij_02	bos	verbossing	0	0
N2000meetnet_Grasland_BHM	IV2021012511485933	1951958	bos	verbossing	0	0
N2000meetnet_Duinen_BHM	IV2021012513463321	143153	bos	verbossing	1	1
N2000meetnet_Grasland_BHM	IV2021012514434193	911617	bos	verbossing	80	80
N2000meetnet_Duinen_BHM	IV2021012515511275	wn_05	bos	verbossing	2	2
N2000meetnet_Grasland_BHM	IV2021012515560789	2805181	bos	verbossing	0	0
N2000meetnet_Grasland_BHM	IV2021012516055540	3067325	bos	verbossing	0	0
N2000meetnet_Grasland_BHM	IV2021012516174650	2018749	bos	verbossing	0	0
N2000meetnet_Grasland_BHM	IV2021012521580594	2936253	bos	verbossing	0	0
N2000meetnet_Grasland_BHM	IV2021012522102067	3492617	bos	verbossing	0	0
N2000meetnet_Grasland_BHM	IV2021012608515707	2595841	bos	verbossing	0	0
N2000meetnet_Grasland_BHM	IV2021012609092697	3062785	bos	verbossing	0	0
N2000meetnet_Grasland_BHM	IV2021012612145091	3054593	bos	verbossing	0	0
N2000meetnet_Grasland_BHM	IV2021012613043268	1653761	bos	verbossing	0	0
N2000meetnet_Grasland_BHM	IV2021012613231236	2809525	bos	verbossing	0	0
N2000meetnet_Grasland_BHM	IV2021012614500583	3010229	bos	verbossing	0	0
N2000meetnet_Grasland_BHM	IV2021012615095338	1532081	bos	verbossing	0	0
N2000meetnet_Grasland_BHM	IV2021012615172403	3026357	bos	verbossing	0	0
N2000meetnet_Grasland_BHM	IV2021012615291966	1700533	bos	verbossing	0	0
N2000meetnet_Grasland_BHM	IV2021012615400469	3046837	bos	verbossing	0	0
N2000meetnet_Grasland_BHM	IV2021012619242972	2993589	bos	verbossing	0	0
N2000meetnet_Grasland_BHM	IV2021012619414085	3432449	bos	verbossing	0	0
N2000meetnet_Duinen_BHM	IV2021012810575822	61233	bos	verbossing	0	0
N2000meetnet_Duinen_BHM	IV2021012811583289	5959473	bos	verbossing	0	0
N2000meetnet_Duinen_BHM	IV2021012814205997	3600177	bos	verbossing	0	0
N2000meetnet_Duinen_BHM	IV2021012814295639	TY_20	bos	verbossing	1	1
N2000meetnet_Duinen_BHM	IV2021012814405758	4255537	bos	verbossing	2	2
N2000meetnet_Duinen_BHM	IV2021012815152551	175921	bos	verbossing	0	0
N2000meetnet_Moeras_BHM	IV2021012815295167	2454238	struc	structuurschade	0	0
N2000meetnet_Moeras_BHM	IV2021012815295167	2454238	bos	verbossing	0	0
N2000meetnet_Moeras_BHM	IV2021012815483282	3502814	struc	structuurschade	0	0
N2000meetnet_Moeras_BHM	IV2021012815483282	3502814	bos	verbossing	0	0
N2000meetnet_Duinen_BHM	IV2021012912113932	3036337	bos	verbossing	5	5
N2000meetnet_Duinen_BHM	IV2021012918041681	1660081	bos	verbossing	0	0
N2000meetnet_Duinen_BHM	IV2021020122084267	2780977	bos	verbossing	5	5
N2000meetnet_Duinen_BHM	IV2021020122244119	3043121	bos	verbossing	2	2
N2000meetnet_Duinen_BHM	IV2021020209383152	782129	bos	verbossing	10	10
N2000meetnet_Duinen_BHM	IV2021020310360704	ZW_31	bos	verbossing	0	0
N2000meetnet_Duinen_BHM	IV2021020311555972	81973	bos	verbossing	0	0
N2000meetnet_Duinen_BHM	IV2021020312441990	WN_25	clima	climax_2160	87.5	D
N2000meetnet_Duinen_BHM	IV2021020312441990	WN_25	opple	open plek_2160	3	T
N2000meetnet_Duinen_BHM	IV2021020312441990	WN_25	bos	verbossing	70	70
N2000meetnet_Duinen_BHM	IV2021020315180623	WN_27	bos	verbossing	0	0
N2000meetnet_Duinen_BHM	IV2021020318044186	WN_20	bos	verbossing	0	0
N2000meetnet_Duinen_BHM	IV2021020812015021	2593969	bos	verbossing	0	0
N2000meetnet_Duinen_BHM	IV2021020812481017	3642545	bos	verbossing	1	1
N2000meetnet_Duinen_BHM	IV2021020813375412	WN_29	clima	climax_2160	87.5	D
N2000meetnet_Duinen_BHM	IV2021020813375412	WN_29	bos	verbossing	0	0
N2000meetnet_Duinen_BHM	IV2021020816225981	1710001	clima	climax_2160	87.5	D
N2000meetnet_Duinen_BHM	IV2021020816225981	1710001	bos	verbossing	0	0
N2000meetnet_Duinen_BHM	IV2021020816370382	2390193	bos	verbossing	0	0
N2000meetnet_Duinen_BHM	IV2021020816560097	293041	bos	verbossing	0	0
N2000meetnet_Duinen_BHM	IV2021020910155441	2178865	clima	climax_2160	15	B
N2000meetnet_Duinen_BHM	IV2021020910155441	2178865	ontwi	ontwikkeling_2160	87.5	D
N2000meetnet_Duinen_BHM	IV2021020910155441	2178865	bos	verbossing	0	0
N2000meetnet_Duinen_BHM	IV2021020911000800	3637	bos	verbossing	0	0
N2000meetnet_Duinen_BHM	IV2021020911184688	1298609	bos	verbossing	30	30
N2000meetnet_Duinen_BHM	IV2021020913514220	88117	bos	verbossing	30	30
N2000meetnet_Duinen_BHM	IV2021020914291444	1223473	bos	verbossing	0	0
N2000meetnet_Duinen_BHM	IV2021020915334073	Sb_06	bos	verbossing	0	0
N2000meetnet_Duinen_BHM	IV2021020915562064	477809	bos	verbossing	0	0
N2000meetnet_Duinen_BHM	IV2021021017234254	81205	bos	verbossing	0	0
N2000meetnet_Duinen_BHM	IV2021021116214310	ZW_21	bos	verbossing	0	0
N2000meetnet_Duinen_BHM	IV2021021118354522	ZW_17	bos	verbossing	95	95
N2000meetnet_Duinen_BHM	IV2021021215555995	1113397	bos	verbossing	50	50
N2000meetnet_Duinen_BHM	IV2021021219501413	3665713	bos	verbossing	80	80
N2000meetnet_Duinen_BHM	IV2021021220084770	180017	bos	verbossing	0	0
N2000meetnet_Duinen_BHM	IV2021021516334763	ZW_05	degne	degeneratie_2160	87.5	D
N2000meetnet_Duinen_BHM	IV2021021516334763	ZW_05	bos	verbossing	5	5
N2000meetnet_Duinen_BHM	IV2021021615585106	3587889	bos	verbossing	5	5
N2000meetnet_Duinen_BHM	IV2021021616114876	3403569	bos	verbossing	10	10
N2000meetnet_Duinen_BHM	IV2021021812391093	ND_21	bos	verbossing	0	0
N2000meetnet_Duinen_BHM	IV2021021814202479	ZW_95	bos	verbossing	0	0
N2000meetnet_Duinen_BHM	IV2021021814592119	ND_22	bos	verbossing	0	0
N2000meetnet_Duinen_BHM	IV2021021815145590	SD_02	degne	degeneratie_2160	87.5	D
N2000meetnet_Duinen_BHM	IV2021021815145590	SD_02	bos	verbossing	15	15
N2000meetnet_Duinen_BHM	IV2021021816364719	OH_03	bos	verbossing	90	90
N2000meetnet_Duinen_BHM	IV2021030414004295	358577	bos	verbossing	0	0
N2000meetnet_Duinen_BHM	IV2021030414321464	4386609	bos	verbossing	5	5
N2000meetnet_Duinen_BHM	IV2021030415195566	TY_18	bos	verbossing	5	5
N2000meetnet_Duinen_BHM	IV2021030415412295	2027313	bos	verbossing	0	0
N2000meetnet_Duinen_BHM	IV2021030415543138	978737	bos	verbossing	60	60
N2000meetnet_Duinen_BHM	IV2021030416045344	1830705	bos	verbossing	0	0
N2000meetnet_Duinen_BHM	IV2021030416263133	double_hs_12	clima	climax_2160	87.5	D
N2000meetnet_Duinen_BHM	IV2021030416263133	double_hs_12	degne	degeneratie_2160	15	B
N2000meetnet_Duinen_BHM	IV2021030416263133	double_hs_12	opple	open plek_2160	15	B
N2000meetnet_Duinen_BHM	IV2021030416263133	double_hs_12	bos	verbossing	95	95
N2000meetnet_Duinen_BHM	IV2021030417054314	double_hs_04	clima	climax_2160	87.5	D
N2000meetnet_Duinen_BHM	IV2021030417054314	double_hs_04	bos	verbossing	0	0
N2000meetnet_Duinen_BHM	IV2021031014461432	double_514225	clima	climax_2160	87.5	D
N2000meetnet_Duinen_BHM	IV2021031014461432	double_514225	bos	verbossing	0	0
N2000meetnet_Duinen_BHM	IV2021031015595629	double_hs_13	ontwi	ontwikkeling_2160	87.5	D
N2000meetnet_Duinen_BHM	IV2021031015595629	double_hs_13	bos	verbossing	0	0
N2000meetnet_Duinen_BHM	IV2021031016112450	double_hs_05	ontwi	ontwikkeling_2160	87.5	D
N2000meetnet_Duinen_BHM	IV2021031016112450	double_hs_05	bos	verbossing	2	2
N2000meetnet_Duinen_BHM	IV2021031016210081	1276081	bos	verbossing	0	0
N2000meetnet_Duinen_BHM	IV2021031016342319	OH_02	bos	verbossing	95	95
N2000meetnet_Duinen_BHM	IV2021031211493518	WZ_22	bos	verbossing	60	60
N2000_Duinen_fieldapp	IV2021062811393068	000000006	gfixe	gefixeerd_2120	30	30
N2000_Duinen_fieldapp	IV2021062811393068	000000006	bos	verbossing	20	20
N2000_Duinen_fieldapp	IV2021071416240557	dh_10	struc	structuurverstoringen (puin, …)	0	0
N2000_Duinen_fieldapp	IV2021071416240557	dh_10	bos	verbossing	0	0
N2000_Duinen_fieldapp	IV2021071416240932	dh_14	struc	structuurverstoringen (puin, …)	0	0
N2000_Duinen_fieldapp	IV2021071416240932	dh_14	bos	verbossing	0	0
N2000_Duinen_fieldapp	IV2021071921130258	dh_12	struc	structuurverstoringen (puin, …)	0	0
N2000_Duinen_fieldapp	IV2021071921130258	dh_12	bos	verbossing	0	0
N2000_Duinen_fieldapp	IV2021091710580627	6788273_1	bos	verbossing	0	0
N2000_Duinen_fieldapp	IV2021091710580801	11080881_1	struc	structuurverstoringen (puin, …)	0	0
N2000_Duinen_fieldapp	IV2021091710580801	11080881_1	bos	verbossing	0	0
N2000_Duinen_fieldapp	IV2021091710580945	3740849_1	bos	verbossing	30	30
N2000_Duinen_fieldapp	IV2021091710581136	5838001_1	bos	verbossing	30	30
N2000_Duinen_fieldapp	IV2021091710581298	3495089_1	bos	verbossing	0	0
N2000_Duinen_fieldapp	IV2021091710581356	414897_1	bos	verbossing	0	0
N2000_Duinen_fieldapp	IV2021091710581586	3069105_1	bos	verbossing	0	0
N2000_Duinen_fieldapp	IV2021091710581620	wn_15	bos	verbossing	0	0
N2000_Duinen_fieldapp	IV2021091710581839	11457713_1	bos	verbossing	0	0
N2000_Duinen_fieldapp	IV2021091710581912	1676465_1	bos	verbossing	2	2
N2000_Duinen_fieldapp	IV2021091710582095	7050417	bos	verbossing	0.5	0-x-1
N2000_Duinen_fieldapp	IV2021091710582214	wn_24	bos	verbossing	5	5
N2000_Duinen_fieldapp	IV2021091710582364	10048689_1	bos	verbossing	0	0
N2000_Duinen_fieldapp	IV2021091710582555	wn_05	bos	verbossing	35	35
N2000_Duinen_fieldapp	IV2021091710582633	wn_12	struc	structuurverstoringen (puin, …)	0	0
N2000_Duinen_fieldapp	IV2021091710582633	wn_12	bos	verbossing	0	0
N2000_Duinen_fieldapp	IV2021091710582765	wn_17	bos	verbossing	10	10
N2000_Duinen_fieldapp	IV2021091710582908	6001841_1	bos	verbossing	20	20
N2000_Duinen_fieldapp	IV2021091710583036	8754353_1	bos	verbossing	7	7
N2000_Duinen_fieldapp	IV2021091710583218	wn_21	bos	verbossing	30	30
N2000_6510_droogte	IV2021110917122240	18546	bos	verbossing	7	7
N2000meetnet_Bos_91E0_sf	IV2021120810015003	BV21/043	doho	aandeel dood hout	4	4
N2000meetnet_Bos_91E0_sf	IV2021120810015003	BV21/043	grkl3	groeiklasse 3	1	S
N2000meetnet_Bos_91E0_sf	IV2021120810015003	BV21/043	grkl4	groeiklasse 4	1	S
N2000meetnet_Bos_91E0_sf	IV2021120810015003	BV21/043	grkl5	groeiklasse 5	37.5	KB
N2000meetnet_Bos_91E0_sf	IV2021120810015003	BV21/043	grkl6	groeiklasse 6	15	B
N2000meetnet_Bos_91E0_sf	IV2021120810015003	BV21/043	dodik	hoeveelheid dik dood hout	0	1
N2000meetnet_Bos_91E0_sf	IV2021120810015003	BV21/043	ssbs	sleutelsoorten boom- en struiklaag	100	100
N2000meetnet_Bos_91E0_sf	IV2021120814532166	BV21/044	doho	aandeel dood hout	4	4
N2000meetnet_Bos_91E0_sf	IV2021120814532166	BV21/044	grkl3	groeiklasse 3	3	T
N2000meetnet_Bos_91E0_sf	IV2021120814532166	BV21/044	grkl4	groeiklasse 4	62.5	HB
N2000meetnet_Bos_91E0_sf	IV2021120814532166	BV21/044	grkl5	groeiklasse 5	15	B
N2000meetnet_Bos_91E0_sf	IV2021120814532166	BV21/044	dodik	hoeveelheid dik dood hout	0	0
N2000meetnet_Bos_91E0_sf	IV2021120814532166	BV21/044	ssbs	sleutelsoorten boom- en struiklaag	100	100
N2000meetnet_Bos_91E0_sf	IV2021120816050713	BV21/045	doho	aandeel dood hout	4	4
N2000meetnet_Bos_91E0_sf	IV2021120816050713	BV21/045	calpa	bedekking caltha palustris	1	p1
N2000meetnet_Bos_91E0_sf	IV2021120816050713	BV21/045	grkl1	groeiklasse 1	15	B
N2000meetnet_Bos_91E0_sf	IV2021120816050713	BV21/045	grkl2	groeiklasse 2	1	S
N2000meetnet_Bos_91E0_sf	IV2021120816050713	BV21/045	grkl3	groeiklasse 3	0.5	ZS
N2000meetnet_Bos_91E0_sf	IV2021120816050713	BV21/045	grkl4	groeiklasse 4	1.5	WT
N2000meetnet_Bos_91E0_sf	IV2021120816050713	BV21/045	grkl5	groeiklasse 5	37.5	KB
N2000meetnet_Bos_91E0_sf	IV2021120816050713	BV21/045	grkl6	groeiklasse 6	37.5	KB
N2000meetnet_Bos_91E0_sf	IV2021120816050713	BV21/045	dodik	hoeveelheid dik dood hout	0	9
N2000meetnet_Bos_91E0_sf	IV2021120816050713	BV21/045	ssbs	sleutelsoorten boom- en struiklaag	100	100
N2000meetnet_Bos_91E0_sf	IV2021120909551147	BV21/046	doho	aandeel dood hout	4	4
N2000meetnet_Bos_91E0_sf	IV2021120909551147	BV21/046	calpa	bedekking caltha palustris	1	r1
N2000meetnet_Bos_91E0_sf	IV2021120909551147	BV21/046	grkl3	groeiklasse 3	0.5	ZS
N2000meetnet_Bos_91E0_sf	IV2021120909551147	BV21/046	grkl4	groeiklasse 4	1.5	WT
N2000meetnet_Bos_91E0_sf	IV2021120909551147	BV21/046	grkl5	groeiklasse 5	62.5	HB
N2000meetnet_Bos_91E0_sf	IV2021120909551147	BV21/046	grkl6	groeiklasse 6	37.5	KB
N2000meetnet_Bos_91E0_sf	IV2021120909551147	BV21/046	dodik	hoeveelheid dik dood hout	0	9
N2000meetnet_Bos_91E0_sf	IV2021120909551147	BV21/046	ssbs	sleutelsoorten boom- en struiklaag	90	90
N2000meetnet_Bos_91E0_sf	IV2021120910162640	BV21/047	doho	aandeel dood hout	4	4
N2000meetnet_Bos_91E0_sf	IV2021120910162640	BV21/047	caram	bedekking cardamine amara	1	p1
N2000meetnet_Bos_91E0_sf	IV2021120910162640	BV21/047	grkl4	groeiklasse 4	37.5	KB
N2000meetnet_Bos_91E0_sf	IV2021120910162640	BV21/047	grkl5	groeiklasse 5	15	B
N2000meetnet_Bos_91E0_sf	IV2021120910162640	BV21/047	dodik	hoeveelheid dik dood hout	0	7
N2000meetnet_Bos_91E0_sf	IV2021120910162640	BV21/047	ssbs	sleutelsoorten boom- en struiklaag	100	100
N2000meetnet_Bos_91E0_sf	IV2021120911133706	BV21/048	doho	aandeel dood hout	4	4
N2000meetnet_Bos_91E0_sf	IV2021120911133706	BV21/048	grkl3	groeiklasse 3	1	S
N2000meetnet_Bos_91E0_sf	IV2021120911133706	BV21/048	grkl4	groeiklasse 4	1.5	WT
N2000meetnet_Bos_91E0_sf	IV2021120911133706	BV21/048	grkl5	groeiklasse 5	37.5	KB
N2000meetnet_Bos_91E0_sf	IV2021120911133706	BV21/048	grkl6	groeiklasse 6	15	B
N2000meetnet_Bos_91E0_sf	IV2021120911133706	BV21/048	dodik	hoeveelheid dik dood hout	0	3
N2000meetnet_Bos_91E0_sf	IV2021120911133706	BV21/048	ssbs	sleutelsoorten boom- en struiklaag	100	100
N2000meetnet_Bos_91E0_sf	IV2021120912071334	BV21/049	doho	aandeel dood hout	3	3
N2000meetnet_Bos_91E0_sf	IV2021120912071334	BV21/049	caram	bedekking cardamine amara	1	r1
N2000meetnet_Bos_91E0_sf	IV2021120912071334	BV21/049	grkl4	groeiklasse 4	37.5	KB
N2000meetnet_Bos_91E0_sf	IV2021120912071334	BV21/049	grkl5	groeiklasse 5	62.5	HB
N2000meetnet_Bos_91E0_sf	IV2021120912071334	BV21/049	dodik	hoeveelheid dik dood hout	0	6
N2000meetnet_Bos_91E0_sf	IV2021120912071334	BV21/049	ssbs	sleutelsoorten boom- en struiklaag	100	100
N2000meetnet_Bos_91E0_sf	IV2021121009351259	BV21/051	doho	aandeel dood hout	4	4
N2000meetnet_Bos_91E0_sf	IV2021121009351259	BV21/051	caram	bedekking cardamine amara	1	a1
N2000meetnet_Bos_91E0_sf	IV2021121009351259	BV21/051	grkl3	groeiklasse 3	1	S
N2000meetnet_Bos_91E0_sf	IV2021121009351259	BV21/051	grkl4	groeiklasse 4	37.5	KB
N2000meetnet_Bos_91E0_sf	IV2021121009351259	BV21/051	grkl5	groeiklasse 5	37.5	KB
N2000meetnet_Bos_91E0_sf	IV2021121009351259	BV21/051	grkl6	groeiklasse 6	0.5	ZS
N2000meetnet_Bos_91E0_sf	IV2021121009351259	BV21/051	dodik	hoeveelheid dik dood hout	0	1
N2000meetnet_Bos_91E0_sf	IV2021121009351259	BV21/051	ssbs	sleutelsoorten boom- en struiklaag	90	90
N2000meetnet_Bos_91E0_sf	IV2021121009513536	BV21/052	doho	aandeel dood hout	3	3
N2000meetnet_Bos_91E0_sf	IV2021121009513536	BV21/052	caram	bedekking cardamine amara	1	p1
N2000meetnet_Bos_91E0_sf	IV2021121009513536	BV21/052	grkl3	groeiklasse 3	15	B
N2000meetnet_Bos_91E0_sf	IV2021121009513536	BV21/052	grkl4	groeiklasse 4	62.5	HB
N2000meetnet_Bos_91E0_sf	IV2021121009513536	BV21/052	grkl5	groeiklasse 5	15	B
N2000meetnet_Bos_91E0_sf	IV2021121009513536	BV21/052	dodik	hoeveelheid dik dood hout	0	0
N2000meetnet_Bos_91E0_sf	IV2021121009513536	BV21/052	ssbs	sleutelsoorten boom- en struiklaag	100	100
N2000meetnet_Bos_91E0_sf	IV2021121010562649	BV21/050	doho	aandeel dood hout	4	4
N2000meetnet_Bos_91E0_sf	IV2021121010562649	BV21/050	caram	bedekking cardamine amara	1	p1
N2000meetnet_Bos_91E0_sf	IV2021121010562649	BV21/050	grkl1	groeiklasse 1	15	B
N2000meetnet_Bos_91E0_sf	IV2021121010562649	BV21/050	grkl2	groeiklasse 2	0.5	ZS
N2000meetnet_Bos_91E0_sf	IV2021121010562649	BV21/050	grkl4	groeiklasse 4	37.5	KB
N2000meetnet_Bos_91E0_sf	IV2021121010562649	BV21/050	grkl5	groeiklasse 5	37.5	KB
N2000meetnet_Bos_91E0_sf	IV2021121010562649	BV21/050	ssbs	sleutelsoorten boom- en struiklaag	100	100
N2000meetnet_Bos_91E0_sf	IV2021121012021172	BV21/053	doho	aandeel dood hout	4	4
N2000meetnet_Bos_91E0_sf	IV2021121012021172	BV21/053	calpa	bedekking caltha palustris	1	r1
N2000meetnet_Bos_91E0_sf	IV2021121012021172	BV21/053	caram	bedekking cardamine amara	4	a4
N2000meetnet_Bos_91E0_sf	IV2021121012021172	BV21/053	grkl1	groeiklasse 1	15	B
N2000meetnet_Bos_91E0_sf	IV2021121012021172	BV21/053	grkl4	groeiklasse 4	37.5	KB
N2000meetnet_Bos_91E0_sf	IV2021121012021172	BV21/053	grkl5	groeiklasse 5	15	B
N2000meetnet_Bos_91E0_sf	IV2021121012021172	BV21/053	grkl7	groeiklasse 7	0.5	ZS
N2000meetnet_Bos_91E0_sf	IV2021121012021172	BV21/053	dodik	hoeveelheid dik dood hout	0	4
N2000meetnet_Bos_91E0_sf	IV2021121012021172	BV21/053	ssbs	sleutelsoorten boom- en struiklaag	100	100
N2000meetnet_Bos_91E0_sf	IV2021121012265816	BV21/054	doho	aandeel dood hout	3	3
N2000meetnet_Bos_91E0_sf	IV2021121012265816	BV21/054	caram	bedekking cardamine amara	1	p1
N2000meetnet_Bos_91E0_sf	IV2021121012265816	BV21/054	grkl4	groeiklasse 4	1.5	WT
N2000meetnet_Bos_91E0_sf	IV2021121012265816	BV21/054	grkl5	groeiklasse 5	37.5	KB
N2000meetnet_Bos_91E0_sf	IV2021121012265816	BV21/054	grkl6	groeiklasse 6	37.5	KB
N2000meetnet_Bos_91E0_sf	IV2021121012265816	BV21/054	dodik	hoeveelheid dik dood hout	0	3
N2000meetnet_Bos_91E0_sf	IV2021121012265816	BV21/054	ssbs	sleutelsoorten boom- en struiklaag	100	100
N2000meetnet_Bos_91E0_sf	IV2021121013463152	BV21/055	doho	aandeel dood hout	3	3
N2000meetnet_Bos_91E0_sf	IV2021121013463152	BV21/055	grkl4	groeiklasse 4	62.5	HB
N2000meetnet_Bos_91E0_sf	IV2021121013463152	BV21/055	grkl5	groeiklasse 5	37.5	KB
N2000meetnet_Bos_91E0_sf	IV2021121013463152	BV21/055	ssbs	sleutelsoorten boom- en struiklaag	100	100
N2000meetnet_Bos_91E0_sf	IV2021121013573179	BV21/056	doho	aandeel dood hout	4	4
N2000meetnet_Bos_91E0_sf	IV2021121013573179	BV21/056	grkl2	groeiklasse 2	1.5	WT
N2000meetnet_Bos_91E0_sf	IV2021121013573179	BV21/056	grkl4	groeiklasse 4	87.5	D
N2000meetnet_Bos_91E0_sf	IV2021121013573179	BV21/056	grkl5	groeiklasse 5	15	B
N2000meetnet_Bos_91E0_sf	IV2021121013573179	BV21/056	dodik	hoeveelheid dik dood hout	0	6
N2000meetnet_Bos_91E0_sf	IV2021121013573179	BV21/056	ssbs	sleutelsoorten boom- en struiklaag	100	100
N2000meetnet_Bos_91E0_sf	IV2021121014112438	BV21/057	doho	aandeel dood hout	4	4
N2000meetnet_Bos_91E0_sf	IV2021121014112438	BV21/057	grkl4	groeiklasse 4	37.5	KB
N2000meetnet_Bos_91E0_sf	IV2021121014112438	BV21/057	grkl5	groeiklasse 5	37.5	KB
N2000meetnet_Bos_91E0_sf	IV2021121014112438	BV21/057	ssbs	sleutelsoorten boom- en struiklaag	70	70
N2000meetnet_Bos_91E0_sf	IV2021121014201006	BV21/058	doho	aandeel dood hout	4	4
N2000meetnet_Bos_91E0_sf	IV2021121014201006	BV21/058	grkl1	groeiklasse 1	15	B
N2000meetnet_Bos_91E0_sf	IV2021121014201006	BV21/058	grkl3	groeiklasse 3	1	S
N2000meetnet_Bos_91E0_sf	IV2021121014201006	BV21/058	grkl4	groeiklasse 4	37.5	KB
N2000meetnet_Bos_91E0_sf	IV2021121014201006	BV21/058	grkl5	groeiklasse 5	15	B
N2000meetnet_Bos_91E0_sf	IV2021121014201006	BV21/058	dodik	hoeveelheid dik dood hout	0	0
N2000meetnet_Bos_91E0_sf	IV2021121014201006	BV21/058	ssbs	sleutelsoorten boom- en struiklaag	90	90
N2000meetnet_Bos_91E0_sf	IV2021121014550732	BV21/059	doho	aandeel dood hout	0	0
N2000meetnet_Bos_91E0_sf	IV2021121014550732	BV21/059	calpa	bedekking caltha palustris	1	p1
N2000meetnet_Bos_91E0_sf	IV2021121014550732	BV21/059	caram	bedekking cardamine amara	1	r1
N2000meetnet_Bos_91E0_sf	IV2021121014550732	BV21/059	grkl2	groeiklasse 2	1.5	WT
N2000meetnet_Bos_91E0_sf	IV2021121014550732	BV21/059	grkl4	groeiklasse 4	87.5	D
N2000meetnet_Bos_91E0_sf	IV2021121014550732	BV21/059	dodik	hoeveelheid dik dood hout	0	0
N2000meetnet_Bos_91E0_sf	IV2021121014550732	BV21/059	ssbs	sleutelsoorten boom- en struiklaag	100	100
N2000meetnet_Bos_91E0_sf	IV2021121015095749	BV21/060	doho	aandeel dood hout	3	3
N2000meetnet_Bos_91E0_sf	IV2021121015095749	BV21/060	calpa	bedekking caltha palustris	1	p1
N2000meetnet_Bos_91E0_sf	IV2021121015095749	BV21/060	caram	bedekking cardamine amara	1	p1
N2000meetnet_Bos_91E0_sf	IV2021121015095749	BV21/060	grkl2	groeiklasse 2	1.5	WT
N2000meetnet_Bos_91E0_sf	IV2021121015095749	BV21/060	grkl4	groeiklasse 4	15	B
N2000meetnet_Bos_91E0_sf	IV2021121015095749	BV21/060	grkl5	groeiklasse 5	62.5	HB
N2000meetnet_Bos_91E0_sf	IV2021121015095749	BV21/060	dodik	hoeveelheid dik dood hout	0	0
N2000meetnet_Bos_91E0_sf	IV2021121015095749	BV21/060	ssbs	sleutelsoorten boom- en struiklaag	100	100
N2000meetnet_Bos_91E0_sf	IV2021121015355696	BV21/061	doho	aandeel dood hout	3	3
N2000meetnet_Bos_91E0_sf	IV2021121015355696	BV21/061	caram	bedekking cardamine amara	1	r1
N2000meetnet_Bos_91E0_sf	IV2021121015355696	BV21/061	grkl3	groeiklasse 3	1.5	WT
N2000meetnet_Bos_91E0_sf	IV2021121015355696	BV21/061	grkl4	groeiklasse 4	87.5	D
N2000meetnet_Bos_91E0_sf	IV2021121015355696	BV21/061	grkl5	groeiklasse 5	15	B
N2000meetnet_Bos_91E0_sf	IV2021121015355696	BV21/061	dodik	hoeveelheid dik dood hout	0	0
N2000meetnet_Bos_91E0_sf	IV2021121015355696	BV21/061	ssbs	sleutelsoorten boom- en struiklaag	100	100
N2000meetnet_Duinen_BHM	IV2022022620200442	11375793	bos	verbossing	1	1
N2000meetnet_Duinen_BHM	IV2022022621455747	10327217	bos	verbossing	11	11
N2000meetnet_Duinen_BHM	IV2022022622253016	ca_05	bos	verbossing	4	4
N2000meetnet_Duinen_BHM	IV2022022622544515	388913	klver	beperkte verstuiving_2120	40	40
N2000meetnet_Duinen_BHM	IV2022022622544515	388913	gfixe	gefixeerd_2120	0	0
N2000meetnet_Duinen_BHM	IV2022022622544515	388913	rijsh	rijshout bij type 2120	0	0
N2000meetnet_Duinen_BHM	IV2022022622544515	388913	stver	sterke verstuiving_2120	60	60
N2000meetnet_Duinen_BHM	IV2022022622544515	388913	struc	structuurverstoringen (puin, …)	0	0
N2000meetnet_Duinen_BHM	IV2022022622544515	388913	bos	verbossing	2	2
N2000meetnet_Duinen_BHM	IV2022022623181075	ca_02	bos	verbossing	9	9
N2000meetnet_Duinen_BHM	IV2022022715240205	dh_03	bos	verbossing	0	0
N2000meetnet_Duinen_BHM	IV2022022818175616	ca_03	bos	verbossing	0	0
N2000meetnet_Duinen_BHM	IV2022022818342797	ca_07	bos	verbossing	30	30
N2000meetnet_Duinen_BHM	IV2022022818481202	188593	bos	verbossing	20	20
N2000meetnet_Duinen_BHM	IV2022022819065319	zw_16	clima	climax_2160	37.5	KB
N2000meetnet_Duinen_BHM	IV2022022819065319	zw_16	degne	degeneratie_2160	37.5	KB
N2000meetnet_Duinen_BHM	IV2022022819065319	zw_16	opple	open plek_2160	15	B
N2000meetnet_Duinen_BHM	IV2022022819065319	zw_16	pioni	pionier_2160	62.5	HB
N2000meetnet_Duinen_BHM	IV2022030112232741	zw_15	clima	climax_2160	87.5	D
N2000meetnet_Duinen_BHM	IV2022030209540567	665653	clima	climax_2160	87.5	D
N2000meetnet_Duinen_BHM	IV2022030209540567	665653	ontwi	ontwikkeling_2160	15	B
N2000meetnet_Duinen_BHM	IV2022030209540567	665653	opple	open plek_2160	3	T
