ID	survey	record_id_square	record_id_circle	date	type_observed	subtype_defined	type_cover	type_cover_all	is_type_target	is_maintype_target	any_type_target	n_type_target	cover_target	Habitattype	link_mhq
476086_2014-09-04	anb	476086_2014-09-04	476086_2014-09-04	16317	2310	1	NA	NA	1	1	1	1	NA	2310	476086
47666_2017-06-30	anb	47666_2017-06-30	47666_2017-06-30	17347	4030	1	NA	NA	1	1	1	1	NA	4030	47666
47666_2024-07-08	anb	47666_2024-07-08	47666_2024-07-08	19912	4030	1	NA	NA	1	1	1	1	NA	4030	47666
488054_2014-09-23	anb	488054_2014-09-23	488054_2014-09-23	16336	2310	1	NA	NA	1	1	1	1	NA	2310	488054
488374_2014-09-08	anb	488374_2014-09-08	488374_2014-09-08	16321	4030	1	NA	NA	1	1	1	1	NA	4030	488374
492470_2014-09-04	anb	492470_2014-09-04	492470_2014-09-04	16317	4030	1	NA	NA	1	1	1	1	NA	4030	492470
492470_2019-08-22	N2000meetnet_Heide_BHM	IV2020012911474493	IV2020012911435425	18130	4030	1	100	100% 4030	1	1	1	1	100	4030	492470
498514_2014-08-27	anb	498514_2014-08-27	498514_2014-08-27	16309	2310	1	NA	NA	1	1	1	1	NA	2310	498514
50102_2014-09-02	anb	50102_2014-09-02	50102_2014-09-02	16315	4030	1	NA	NA	1	1	1	1	NA	4030	50102
50102_2022-10-13	N2000meetnet_Heide_BHM_2022	IV2022111920552952	IV2022111920543522	19278	4030	1	100	100% 4030	1	1	1	1	100	4030	50102
502610_2017-07-10	anb	502610_2017-07-10	502610_2017-07-10	17357	2310	1	NA	NA	1	1	1	1	NA	2310	502610
503414_2016-10-05	anb	503414_2016-10-05	503414_2016-10-05	17079	2330_bu	1	NA	NA	1	1	1	1	NA	2330_bu	503414
504542_2016-09-19	anb	504542_2016-09-19	504542_2016-09-19	17063	2310	1	NA	NA	1	1	1	1	NA	2310	504542
526898_2017-06-30	anb	526898_2017-06-30	526898_2017-06-30	17347	2330_bu	1	NA	NA	1	1	1	1	NA	2330_bu	526898
5330_2014-09-16	anb	5330_2014-09-16	5330_2014-09-16	16329	2310	1	NA	NA	1	1	1	1	NA	2310	5330
5330_2022-10-07	N2000meetnet_Heide_BHM_2022	IV2022111920553207	IV2022111920542504	19272	2310	1	100	100% 2310	1	1	1	1	100	2310	5330
5422_2016-10-28	anb	5422_2016-10-28	5422_2016-10-28	17102	4030	1	NA	NA	1	1	1	1	NA	4030	5422
54482_2014-09-22	anb	54482_2014-09-22	54482_2014-09-22	16335	4030	1	NA	NA	1	1	1	1	NA	4030	54482
54482_2019-08-23	N2000meetnet_Heide_BHM	IV2020012414033673	IV2020012413464569	18131	4030	1	100	100% 4030	1	1	1	1	100	4030	54482
546002_2017-07-17	anb	546002_2017-07-17	546002_2017-07-17	17364	2310	1	NA	NA	1	1	1	1	NA	2310	546002
54994_2014-08-29	anb	54994_2014-08-29	54994_2014-08-29	16311	4030	1	NA	NA	1	1	1	1	NA	4030	54994
54994_2019-08-02	N2000meetnet_Heide_BHM	IV2020012414155624	IV2020012414105549	18110	4030	1	100	100% 4030	1	1	1	1	100	4030	54994
55058_2014-09-11	anb	55058_2014-09-11	55058_2014-09-11	16324	2330_bu	1	NA	NA	1	1	1	1	NA	2330_bu	55058
55058_2022-09-09	N2000meetnet_Heide_BHM_2022	IV2022090915345821	IV2022090915315680	19244	2330_bu	1	100	100% 2330_bu	1	1	1	1	100	2330_bu	55058
55058_2023-07-06	anb	55058_2023-07-06	55058_2023-07-06	19544	2310	1	NA	NA	1	1	1	1	NA	2310	55058
551218_2017-06-28	anb	551218_2017-06-28	551218_2017-06-28	17345	2310	1	NA	NA	1	1	1	1	NA	2310	551218
55518_2023-06-16	anb	55518_2023-06-16	55518_2023-06-16	19524	2330_dw	1	NA	NA	1	1	1	1	NA	2330_dw	55518
558006_2017-08-23	anb	558006_2017-08-23	558006_2017-08-23	17401	2330_bu	1	NA	NA	1	1	1	1	NA	2330_bu	558006
57398_2024-06-24	anb	57398_2024-06-24	57398_2024-06-24	19898	4030	1	NA	NA	1	1	1	1	NA	4030	57398
579958_2016-09-28	anb	579958_2016-09-28	579958_2016-09-28	17072	2310	1	NA	NA	1	1	1	1	NA	2310	579958
583030_2016-09-29	anb	583030_2016-09-29	583030_2016-09-29	17073	2330_bu	1	NA	NA	1	1	1	1	NA	2330_bu	583030
583030_2024-06-18	anb	583030_2024-06-18	583030_2024-06-18	19892	2330_bu	1	NA	NA	1	1	1	1	NA	2330_bu	583030
594870_2018-08-21	anb	594870_2018-08-21	594870_2018-08-21	17764	4030	1	NA	NA	1	1	1	1	NA	4030	594870
59858_2015-06-01	anb	59858_2015-06-01	59858_2015-06-01	16587	2310	1	NA	NA	1	1	1	1	NA	2310	59858
602846_2016-10-03	anb	602846_2016-10-03	602846_2016-10-03	17077	2330_bu	1	NA	NA	1	1	1	1	NA	2330_bu	602846
602846_2024-06-24	anb	602846_2024-06-24	602846_2024-06-24	19898	2330_bu	1	NA	NA	1	1	1	1	NA	2330_bu	602846
60894_2016-11-21	anb	60894_2016-11-21	60894_2016-11-21	17126	4010	1	NA	NA	1	1	1	1	NA	4010	60894
60894_2023-06-16	anb	60894_2023-06-16	60894_2023-06-16	19524	4030	1	NA	NA	1	1	1	1	NA	4030	60894
62141_2016-10-26	anb	62141_2016-10-26	62141_2016-10-26	17100	4010	1	NA	NA	1	1	1	1	NA	4010	62141
62174_2014-09-03	anb	62174_2014-09-03	62174_2014-09-03	16316	2310	1	NA	NA	1	1	1	1	NA	2310	62174
62174_2022-09-14	anb	62174_2022-09-14	62174_2022-09-14	19249	2310	1	NA	NA	1	1	1	1	NA	2310	62174
635830_2018-08-17	anb	635830_2018-08-17	635830_2018-08-17	17760	2310	1	NA	NA	1	1	1	1	NA	2310	635830
648566_2016-09-29	anb	648566_2016-09-29	648566_2016-09-29	17073	2330_bu	1	NA	NA	1	1	1	1	NA	2330_bu	648566
648566_2024-06-18	anb	648566_2024-06-18	648566_2024-06-18	19892	2330_bu	1	NA	NA	1	1	1	1	NA	2330_bu	648566
65234_2014-09-02	anb	65234_2014-09-02	65234_2014-09-02	16315	4010	1	NA	NA	1	1	1	1	NA	4010	65234
65234_2019-08-06	N2000meetnet_Heide_BHM	IV2020012414320802	IV2020012414262213	18114	4010	1	100	100% 4010	1	1	1	1	100	4010	65234
65522_2014-08-20	anb	65522_2014-08-20	65522_2014-08-20	16302	4010	1	NA	NA	1	1	1	1	NA	4010	65522
65522_2019-08-09	N2000meetnet_Heide_BHM	IV2020012414540813	IV2020012414500925	18117	4010	1	100	100% 4010	1	1	1	1	100	4010	65522
656246_2016-10-05	anb	656246_2016-10-05	656246_2016-10-05	17079	2330_bu	1	NA	NA	1	1	1	1	NA	2330_bu	656246
659382_2017-07-20	anb	659382_2017-07-20	659382_2017-07-20	17367	2330_bu	1	NA	NA	1	1	1	1	NA	2330_bu	659382
66006_2014-09-26	anb	66006_2014-09-26	66006_2014-09-26	16339	2310	1	NA	NA	1	1	1	1	NA	2310	66006
66006_2023-09-20	anb	66006_2023-09-20	66006_2023-09-20	19620	2310	1	NA	NA	1	1	1	1	NA	2310	66006
66270_2016-10-25	anb	66270_2016-10-25	66270_2016-10-25	17099	4010	1	NA	NA	1	1	1	1	NA	4010	66270
67282_2024-07-05	anb	67282_2024-07-05	67282_2024-07-05	19909	4030	1	NA	NA	1	1	1	1	NA	4030	67282
684982_2018-08-09	anb	684982_2018-08-09	684982_2018-08-09	17752	2310	1	NA	NA	1	1	1	1	NA	2310	684982
71238_2024-06-25	anb	71238_2024-06-25	71238_2024-06-25	19899	4030	1	NA	NA	1	1	1	1	NA	4030	71238
714198_2016-10-14	anb	714198_2016-10-14	714198_2016-10-14	17088	2330_bu	1	NA	NA	1	1	1	1	NA	2330_bu	714198
714230_2016-09-28	anb	714230_2016-09-28	714230_2016-09-28	17072	2330_bu	1	NA	NA	1	1	1	1	NA	2330_bu	714230
71902_2016-10-07	anb	71902_2016-10-07	71902_2016-10-07	17081	4010	1	NA	NA	1	1	1	1	NA	4010	71902
71902_2019-09-02	N2000meetnet_Heide_BHM	IV2020012419122924	IV2020012419082386	18141	4010	1	100	100% 4010	1	1	1	1	100	4010	71902
72690_2014-08-20	anb	72690_2014-08-20	72690_2014-08-20	16302	4030	1	NA	NA	1	1	1	1	NA	4030	72690
72690_2022-09-01	anb	72690_2022-09-01	72690_2022-09-01	19236	4030	1	NA	NA	1	1	1	1	NA	4030	72690
734_2016-11-18	anb	734_2016-11-18	734_2016-11-18	17123	4010	1	NA	NA	1	1	1	1	NA	4010	734
734_2019-08-20	N2000meetnet_Heide_BHM	IV2020011710340726	IV2020011710281344	18128	4010	1	100	100% 4010	1	1	1	1	100	4010	734
734_2023-06-15	anb	734_2023-06-15	734_2023-06-15	19523	4030	1	NA	NA	1	1	1	1	NA	4030	734
738230_2017-08-29	anb	738230_2017-08-29	738230_2017-08-29	17407	2330_bu	1	NA	NA	1	1	1	1	NA	2330_bu	738230
742610_2017-07-17	anb	742610_2017-07-17	742610_2017-07-17	17364	2330_bu	1	NA	NA	1	1	1	1	NA	2330_bu	742610
750198_2018-07-20	anb	750198_2018-07-20	750198_2018-07-20	17732	2330_bu	1	NA	NA	1	1	1	1	NA	2330_bu	750198
750518_2017-08-30	anb	750518_2017-08-30	750518_2017-08-30	17408	2330_bu	1	NA	NA	1	1	1	1	NA	2330_bu	750518
75474_2014-09-01	anb	75474_2014-09-01	75474_2014-09-01	16314	4030	1	NA	NA	1	1	1	1	NA	4030	75474
75474_2022-08-24	anb	75474_2022-08-24	75474_2022-08-24	19228	4030	1	NA	NA	1	1	1	1	NA	4030	75474
76242_2014-09-09	anb	76242_2014-09-09	76242_2014-09-09	16322	4010	1	NA	NA	1	1	1	1	NA	4010	76242
76242_2019-08-19	N2000meetnet_Heide_BHM	IV2020012416330647	IV2020012416322552	18127	4010	1	100	100% 4010	1	1	1	1	100	4010	76242
76406_2023-09-13	anb	76406_2023-09-13	76406_2023-09-13	19613	2310	1	NA	NA	1	1	1	1	NA	2310	76406
76754_2014-09-10	anb	76754_2014-09-10	76754_2014-09-10	16323	2310	1	NA	NA	1	1	1	1	NA	2310	76754
76754_2022-09-16	anb	76754_2022-09-16	76754_2022-09-16	19251	2310	1	NA	NA	1	1	1	1	NA	2310	76754
77278_2016-11-30	anb	77278_2016-11-30	77278_2016-11-30	17135	4010	1	NA	NA	1	1	1	1	NA	4010	77278
77394_2014-08-22	anb	77394_2014-08-22	77394_2014-08-22	16304	4030	1	NA	NA	1	1	1	1	NA	4030	77394
77394_2019-08-08	N2000meetnet_Heide_BHM	IV2020012814063245	IV2020012813564777	18116	4030	1	100	100% 4030	1	1	1	1	100	4030	77394
790830_2023-08-23	anb	790830_2023-08-23	790830_2023-08-23	19592	2330_dw	1	NA	NA	1	1	1	1	NA	2330_dw	790830
803766_2017-08-25	anb	803766_2017-08-25	803766_2017-08-25	17403	2330_bu	1	NA	NA	1	1	1	1	NA	2330_bu	803766
808146_2017-07-17	anb	808146_2017-07-17	808146_2017-07-17	17364	2330_bu	1	NA	NA	1	1	1	1	NA	2330_bu	808146
808722_2018-07-19	anb	808722_2018-07-19	808722_2018-07-19	17731	2330_bu	1	NA	NA	1	1	1	1	NA	2330_bu	808722
81374_2016-10-27	anb	81374_2016-10-27	81374_2016-10-27	17101	4010	1	NA	NA	1	1	1	1	NA	4010	81374
816054_2018-08-24	anb	816054_2018-08-24	816054_2018-08-24	17767	2310	1	NA	NA	1	1	1	1	NA	2310	816054
821462_2016-10-21	anb	821462_2016-10-21	821462_2016-10-21	17095	2330_bu	1	NA	NA	1	1	1	1	NA	2330_bu	821462
82222_2016-10-21	anb	82222_2016-10-21	82222_2016-10-21	17095	4030	1	NA	NA	1	1	1	1	NA	4030	82222
82654_2016-11-25	anb	82654_2016-11-25	82654_2016-11-25	17130	4010	1	NA	NA	1	1	1	1	NA	4010	82654
84598_2024-06-20	anb	84598_2024-06-20	84598_2024-06-20	19894	4010	1	NA	NA	1	1	1	1	NA	4010	84598
84946_2015-06-01	anb	84946_2015-06-01	84946_2015-06-01	16587	2310	1	NA	NA	1	1	1	1	NA	2310	84946
853714_2022-09-20	anb	853714_2022-09-20	853714_2022-09-20	19255	4030	1	NA	NA	1	1	1	1	NA	4030	853714
863826_2022-09-29	anb	863826_2022-09-29	863826_2022-09-29	19264	2330_dw	1	NA	NA	1	1	1	1	NA	2330_dw	863826
87250_2017-07-17	anb	87250_2017-07-17	87250_2017-07-17	17364	4010	1	NA	NA	1	1	1	1	NA	4010	87250
87250_2019-08-23	N2000meetnet_Heide_BHM	IV2020012814172329	IV2020012814080569	18131	4010	1	100	100% 4010	1	1	1	1	100	4010	87250
877942_2016-09-30	anb	877942_2016-09-30	877942_2016-09-30	17074	2330_bu	1	NA	NA	1	1	1	1	NA	2330_bu	877942
8786_2014-09-12	anb	8786_2014-09-12	8786_2014-09-12	16325	4030	1	NA	NA	1	1	1	1	NA	4030	8786
881590_2018-08-13	anb	881590_2018-08-13	881590_2018-08-13	17756	2330	0	NA	NA	0	1	0	0	NA	2330_bu	881590
881590_2018-08-13	anb	881590_2018-08-13	881590_2018-08-13	17756	2330	0	NA	NA	0	1	0	0	NA	2330_dw	881590
884342_2016-10-05	anb	884342_2016-10-05	884342_2016-10-05	17079	2330_bu	1	NA	NA	1	1	1	1	NA	2330_bu	884342
886_2023-09-13	anb	886_2023-09-13	886_2023-09-13	19613	2330_dw	1	NA	NA	1	1	1	1	NA	2330_dw	886
8893_2014-09-03	anb	8893_2014-09-03	8893_2014-09-03	16316	2310	1	NA	NA	1	1	1	1	NA	2310	8893
8893_2022-09-14	anb	8893_2022-09-14	8893_2022-09-14	19249	2310	1	NA	NA	1	1	1	1	NA	2310	8893
90846_2014-08-19	anb	90846_2014-08-19	90846_2014-08-19	16301	2310	1	NA	NA	1	1	1	1	NA	2310	90846
90846_2022-09-13	anb	90846_2022-09-13	90846_2022-09-13	19248	2310	1	NA	NA	1	1	1	1	NA	2310	90846
91122_2017-07-03	anb	91122_2017-07-03	91122_2017-07-03	17350	4030	1	NA	NA	1	1	1	1	NA	4030	91122
91122_2019-08-08	N2000meetnet_Heide_BHM	IV2020012814555447	IV2020012814233378	18116	4030	1	100	100% 4030	1	1	1	1	100	4030	91122
91410_2016-09-27	anb	91410_2016-09-27	91410_2016-09-27	17071	4030	1	NA	NA	1	1	1	1	NA	4030	91410
91410_2024-06-19	anb	91410_2024-06-19	91410_2024-06-19	19893	4030	1	NA	NA	1	1	1	1	NA	4030	91410
91510_2015-09-09	anb	91510_2015-09-09	91510_2015-09-09	16687	2330_bu	1	NA	NA	1	1	1	1	NA	2330_bu	91510
91510_2023-08-28	anb	91510_2023-08-28	91510_2023-08-28	19597	2330_dw	1	NA	NA	1	1	1	1	NA	2330_dw	91510
91614_2018-09-14	anb	91614_2018-09-14	91614_2018-09-14	17788	4010	1	NA	NA	1	1	1	1	NA	4010	91614
92126_2018-08-17	anb	92126_2018-08-17	92126_2018-08-17	17760	4030	1	NA	NA	1	1	1	1	NA	4030	92126
92382_2016-10-07	anb	92382_2016-10-07	92382_2016-10-07	17081	4030	1	NA	NA	1	1	1	1	NA	4030	92382
92382_2019-09-02	N2000meetnet_Heide_BHM	IV2020012815254512	IV2020012815145023	18141	4030	1	100	100% 4030	1	1	1	1	100	4030	92382
93138_2014-09-09	anb	93138_2014-09-09	93138_2014-09-09	16322	2310	1	NA	NA	1	1	1	1	NA	2310	93138
93138_2023-09-08	anb	93138_2023-09-08	93138_2023-09-08	19608	4030	1	NA	NA	1	1	1	1	NA	4030	93138
934838_2017-08-23	anb	934838_2017-08-23	934838_2017-08-23	17401	2330_bu	1	NA	NA	1	1	1	1	NA	2330_bu	934838
937682_2017-07-28	anb	937682_2017-07-28	937682_2017-07-28	17375	4030	1	NA	NA	1	1	1	1	NA	4030	937682
947126_2018-08-14	anb	947126_2018-08-14	947126_2018-08-14	17757	4030	1	NA	NA	1	1	1	1	NA	4030	947126
94942_2014-08-21	anb	94942_2014-08-21	94942_2014-08-21	16303	4010	1	NA	NA	1	1	1	1	NA	4010	94942
94942_2022-09-13	anb	94942_2022-09-13	94942_2022-09-13	19248	4030	1	NA	NA	1	1	1	1	NA	4030	94942
951006_2023-06-15	anb	951006_2023-06-15	951006_2023-06-15	19523	2330_dw	1	NA	NA	1	1	1	1	NA	2330_dw	951006
95158_2014-09-09	anb	95158_2014-09-09	95158_2014-09-09	16322	2310	1	NA	NA	1	1	1	1	NA	2310	95158
95158_2022-10-13	N2000meetnet_Heide_BHM_2022	IV2022111920553449	IV2022111920542976	19278	4030	1	100	100% 4030	1	1	1	1	100	4030	95158
95218_2017-04-27	anb	95218_2017-04-27	95218_2017-04-27	17283	4030	1	NA	NA	1	1	1	1	NA	4030	95218
95710_2016-12-05	anb	95710_2016-12-05	95710_2016-12-05	17140	4010	1	NA	NA	1	1	1	1	NA	4010	95710
963294_2016-09-19	anb	963294_2016-09-19	963294_2016-09-19	17063	2330_bu	1	NA	NA	1	1	1	1	NA	2330_bu	963294
963294_2024-06-20	anb	963294_2024-06-20	963294_2024-06-20	19894	2330_bu	1	NA	NA	1	1	1	1	NA	2330_bu	963294
96978_2014-09-01	anb	96978_2014-09-01	96978_2014-09-01	16314	2310	1	NA	NA	1	1	1	1	NA	2310	96978
96978_2022-08-22	anb	96978_2022-08-22	96978_2022-08-22	19226	2310	1	NA	NA	1	1	1	1	NA	2310	96978
976246_2016-09-28	anb	976246_2016-09-28	976246_2016-09-28	17072	2310	1	NA	NA	1	1	1	1	NA	2310	976246
98002_2014-09-11	anb	98002_2014-09-11	98002_2014-09-11	16324	2310	1	NA	NA	1	1	1	1	NA	2310	98002
98002_2022-09-07	anb	98002_2022-09-07	98002_2022-09-07	19242	2310	1	NA	NA	1	1	1	1	NA	2310	98002
9938_2014-09-01	anb	9938_2014-09-01	9938_2014-09-01	16314	4030	1	NA	NA	1	1	1	1	NA	4030	9938
9938_2022-08-24	anb	9938_2022-08-24	9938_2022-08-24	19228	4030	1	NA	NA	1	1	1	1	NA	4030	9938
IV2012081710331075_2019-09-02	N2000meetnet_Heide_BHM	IV2020012912104900	IV2020012912032781	18141	4030	1	100	100% 4030	1	1	1	1	100	4030	IV2012081710331075
IV2012082116280757_2019-08-13	N2000meetnet_Heide_BHM	IV2020012920205825	IV2020012920052709	18121	4010	1	100	100% 4010	1	1	1	1	100	4010	IV2012082116280757
IV2012082116333523_2019-08-13	N2000meetnet_Heide_BHM	IV2020013010444945	IV2020013010401812	18121	4030	1	100	100% 4030	1	1	1	1	100	4030	IV2012082116333523
IV2012082116433467_2019-08-13	N2000meetnet_Heide_BHM	IV2020013010551612	IV2020013010544806	18121	4010	1	100	100% 4010	1	1	1	1	100	4010	IV2012082116433467
IV2012091709411633_2019-08-08	N2000meetnet_Heide_BHM	IV2020013011492727	IV2020013011334151	18116	4010	1	100	100% 4010	1	1	1	1	100	4010	IV2012091709411633
IV2012091711280525_2019-08-21	N2000meetnet_Heide_BHM	IV2020013012032922	IV2020013011563409	18129	4010	1	100	100% 4010	1	1	1	1	100	4010	IV2012091711280525
IV2012091711465337_2019-09-02	N2000meetnet_Heide_BHM	IV2020013115122887	IV2020013115042178	18141	4010	1	100	100% 4010	1	1	1	1	100	4010	IV2012091711465337
IV2012091714412265_2019-08-02	N2000meetnet_Heide_BHM	IV2020013115232386	IV2020013115220017	18110	4010	1	100	100% 4010	1	1	1	1	100	4010	IV2012091714412265
IV2012091714583446_2019-08-02	N2000meetnet_Heide_BHM	IV2020013115540736	IV2020013115431412	18110	4010	1	100	100% 4010	1	1	1	1	100	4010	IV2012091714583446
IV2012091715161627_2019-08-06	N2000meetnet_Heide_BHM	IV2020020314453563	IV2020020314390955	18114	4010	1	100	100% 4010	1	1	1	1	100	4010	IV2012091715161627
IV2012091715353278_2019-08-14	N2000meetnet_Heide_BHM	IV2020020314245851	IV2020020314224412	18122	4030	1	100	100% 4030	1	1	1	1	100	4030	IV2012091715353278
IV2012091716060044_2019-08-14	N2000meetnet_Heide_BHM	IV2020020313442080	IV2020020313435902	18122	4010	1	100	100% 4010	1	1	1	1	100	4010	IV2012091716060044
IV2012091716180792_2019-08-14	N2000meetnet_Heide_BHM	IV2020020313351917	IV2020020313313646	18122	4030	1	100	100% 4030	1	1	1	1	100	4030	IV2012091716180792
IV2012091716373264_2019-08-14	N2000meetnet_Heide_BHM	IV2020020313294489	IV2020020312590002	18122	4010	1	100	100% 4010	1	1	1	1	100	4010	IV2012091716373264
IV2012091716441068_2019-08-14	N2000meetnet_Heide_BHM	IV2020020312313274	IV2020020312205636	18122	4010	1	100	100% 4010	1	1	1	1	100	4010	IV2012091716441068
IV2012091809282514_2019-08-08	N2000meetnet_Heide_BHM	IV2020020312001953	IV2020020311553218	18116	4030	1	100	100% 4030	1	1	1	1	100	4030	IV2012091809282514
IV2012091809384012_2019-08-08	N2000meetnet_Heide_BHM	IV2020020311495674	IV2020020311453901	18116	4030	1	100	100% 4030	1	1	1	1	100	4030	IV2012091809384012
IV2012091810415646_2019-08-21	N2000meetnet_Heide_BHM	IV2020020311440282	IV2020020311363530	18129	4030	1	100	100% 4030	1	1	1	1	100	4030	IV2012091810415646
IV2012091810572906_2019-08-21	N2000meetnet_Heide_BHM	IV2020020311295387	IV2020020311091732	18129	4010	1	100	100% 4010	1	1	1	1	100	4010	IV2012091810572906
IV2013081212384426_2019-08-19	N2000meetnet_Heide_BHM	IV2020020311072315	IV2020020311033948	18127	4030	1	100	100% 4030	1	1	1	1	100	4030	IV2013081212384426
IV2013081213111428_2019-08-02	N2000meetnet_Heide_BHM	IV2020020310185452	IV2020020310074071	18110	4010	1	100	100% 4010	1	1	1	1	100	4010	IV2013081213111428
IV2013081213464317_2019-09-08	N2000meetnet_Heide_BHM	IV2020020310055927	IV2020020309564874	18147	4010	1	100	100% 4010	1	1	1	1	100	4010	IV2013081213464317
IV2013081215065475_2019-08-23	N2000meetnet_Heide_BHM	IV2020020309463994	IV2020020309452431	18131	4010	1	100	100% 4010	1	1	1	1	100	4010	IV2013081215065475
IV2013082110143421_2019-08-23	N2000meetnet_Heide_BHM	IV2020013117232827	IV2020013117191738	18131	4030	1	100	100% 4030	1	1	1	1	100	4030	IV2013082110143421
IV2013082112224758_2019-09-10	N2000meetnet_Heide_BHM	IV2020013117080571	IV2020013116482535	18149	4010	1	100	100% 4010	1	1	1	1	100	4010	IV2013082112224758
IV2013111210580086_2019-08-08	N2000meetnet_Heide_BHM	IV2020013116382347	IV2020013116352053	18116	4010	1	100	100% 4010	1	1	1	1	100	4010	IV2013111210580086
IV2013111212372010_2019-08-02	N2000meetnet_Heide_BHM	IV2020013116184795	IV2020013116023518	18110	4030	1	100	100% 4030	1	1	1	1	100	4030	IV2013111212372010
IV2013111213063004_2019-09-02	N2000meetnet_Heide_BHM	IV2020013115521717	IV2020013115480821	18141	4010	1	100	100% 4010	1	1	1	1	100	4010	IV2013111213063004
IV2014090415524693_2019-08-22	N2000meetnet_Heide_BHM	IV2020013115433830	IV2020013115390558	18130	4030	1	100	100% 4030	1	1	1	1	100	4030	IV2014090415524693
IV2014090415562185_2019-08-22	N2000meetnet_Heide_BHM	IV2020013115314643	IV2020013113212187	18130	4030	1	100	100% 4030	1	1	1	1	100	4030	IV2014090415562185
IV2014090416125423_2019-08-22	N2000meetnet_Heide_BHM	IV2020013113165707	IV2020013113130577	18130	4030	1	100	100% 4030	1	1	1	1	100	4030	IV2014090416125423
IV2014090510350527_2019-09-10	N2000meetnet_Heide_BHM	IV2020013112514437	IV2020013112472496	18149	4030	1	100	100% 4030	1	1	1	1	100	4030	IV2014090510350527
IV2014090510431452_2019-09-10	N2000meetnet_Heide_BHM	IV2020013111554762	IV2020013111513595	18149	4030	1	100	100% 4030	1	1	1	1	100	4030	IV2014090510431452
IV2014090510572948_2019-09-10	N2000meetnet_Heide_BHM	IV2020013111455159	IV2020013111434134	18149	4010	1	100	100% 4010	1	1	1	1	100	4010	IV2014090510572948
IV2014090511032881_2019-09-10	N2000meetnet_Heide_BHM	IV2020013111283444	IV2020013111102627	18149	4010	1	100	100% 4010	1	1	1	1	100	4010	IV2014090511032881
IV2014102216091441_2019-08-23	N2000meetnet_Heide_BHM	IV2020013111061966	IV2020013111031142	18131	4010	1	100	100% 4010	1	1	1	1	100	4010	IV2014102216091441
IV2014102216093922_2019-08-23	N2000meetnet_Heide_BHM	IV2020013110564771	IV2020013110455451	18131	4010	1	100	100% 4010	1	1	1	1	100	4010	IV2014102216093922
IV2014102216101290_2019-08-23	N2000meetnet_Heide_BHM	IV2020013110412230	IV2020013110262224	18131	4030	1	100	100% 4030	1	1	1	1	100	4030	IV2014102216101290
IV2014102216104268_2019-08-23	N2000meetnet_Heide_BHM	IV2020013110202815	IV2020013110151328	18131	4030	1	100	100% 4030	1	1	1	1	100	4030	IV2014102216104268
IV2014102216111028_2019-08-23	N2000meetnet_Heide_BHM	IV2020013110095391	IV2020013110042156	18131	4010	1	100	100% 4010	1	1	1	1	100	4010	IV2014102216111028
IV2015081322221123_2019-08-09	N2000meetnet_Heide_BHM	IV2020013109460847	IV2020013010241239	18117	4010	1	100	100% 4010	1	1	1	1	100	4010	IV2015081322221123
IV2015081417110940_2019-08-09	N2000meetnet_Heide_BHM	IV2020013010191965	IV2020013010035320	18117	4030	1	100	100% 4030	1	1	1	1	100	4030	IV2015081417110940
IV2015081418213532_2019-08-09	N2000meetnet_Heide_BHM	IV2020012918093439	IV2020012918060644	18117	4010	1	100	100% 4010	1	1	1	1	100	4010	IV2015081418213532
IV2016091616481263_2019-08-19	N2000meetnet_Heide_BHM	IV2020012917072420	IV2020012916565743	18127	4010	1	100	100% 4010	1	1	1	1	100	4010	IV2016091616481263
IV2016091616504780_2019-08-19	N2000meetnet_Heide_BHM	IV2020012916502262	IV2020012915564077	18127	4010	1	100	100% 4010	1	1	1	1	100	4010	IV2016091616504780
IV2016100123143992_2019-09-02	N2000meetnet_Heide_BHM	IV2020012915493219	IV2020012915312392	18141	4010	1	100	100% 4010	1	1	1	1	100	4010	IV2016100123143992
IV2016100300110343_2019-08-19	N2000meetnet_Heide_BHM	IV2020012915200438	IV2020012915123778	18127	4010	1	100	100% 4010	1	1	1	1	100	4010	IV2016100300110343
IV2016101011193619_2019-08-16	N2000meetnet_Heide_BHM	IV2020012817195262	IV2020012816442000	18124	4030	1	100	100% 4030	1	1	1	1	100	4030	IV2016101011193619
IV2017092216242284_2019-08-23	N2000meetnet_Heide_BHM	IV2020012816312713	IV2020012815444022	18131	4010	1	100	100% 4010	1	1	1	1	100	4010	IV2017092216242284
