ID	record_id	Criterium	Indicator	Voorwaarde	Waarde	Type	Invoertype	Eenheid	plot_type
ZSCPQ254_2019-10-15	IV2020032515522522	Structuur	schorklifvorming/breuksteenbestorting	habitattype lager dan het klif	1	Ja/nee	NA	NA	schor
ZSCPQ254_2019-10-15	IV2020032515522522	Structuur	verticale gradiënt	intertidale ruimte aanwezig	1	Ja/nee	NA	NA	schor
ZSCPQ254_2019-10-15	IV2020032515522522	Structuur	horizontale structuur	zowel lage als hoge schorvegetaties aanwezig	1	Ja/nee	NA	NA	schor
ZSCPQ254_2022-10-07	IV2023031715524216	Structuur	kreken, oeverwallen en kommen	aanwezigheid kreken, oeverwallen en kommen	1	Ja/nee	NA	NA	schor
ZSCPQ254_2022-10-07	IV2023031715524216	Structuur	schorklifvorming/breuksteenbestorting	aanwezigheid schorklif/breuksteenbestorting	35	Percentage	NA	%	schor
ZSCPQ254_2022-10-07	IV2023031715524216	Verstoring	rietontwikkeling	bedekking riet	71	Percentage	NA	%	schor
ZSCPQ254_2022-10-07	IV2023031715524216	Structuur	schorklifvorming/breuksteenbestorting	habitattype lager dan het klif	1	Ja/nee	NA	NA	schor
ZSCPQ254_2022-10-07	IV2023031715524216	Structuur	verticale gradiënt	intertidale ruimte aanwezig	1	Ja/nee	NA	NA	schor
ZSCPQ254_2022-10-07	IV2023031715524216	Structuur	horizontale structuur	zowel lage als hoge schorvegetaties aanwezig	1	Ja/nee	NA	NA	schor
ZSCPQ256_2013-10-14	IV2014011510205166	Structuur	kreken, oeverwallen en kommen	aanwezigheid kreken, oeverwallen en kommen	1	Ja/nee	NA	NA	schor
ZSCPQ256_2013-10-14	IV2014011510205166	Structuur	schorklifvorming/breuksteenbestorting	aanwezigheid schorklif/breuksteenbestorting	18	Percentage	NA	%	schor
ZSCPQ256_2013-10-14	IV2014011510205166	Verstoring	rietontwikkeling	bedekking riet	72	Percentage	NA	%	schor
ZSCPQ256_2013-10-14	IV2014011510205166	Structuur	schorklifvorming/breuksteenbestorting	habitattype lager dan het klif	0	Ja/nee	NA	NA	schor
ZSCPQ256_2013-10-14	IV2014011510205166	Structuur	verticale gradiënt	intertidale ruimte aanwezig	1	Ja/nee	NA	NA	schor
ZSCPQ256_2013-10-14	IV2014011510205166	Structuur	horizontale structuur	zowel lage als hoge schorvegetaties aanwezig	1	Ja/nee	NA	NA	schor
ZSCPQ256_2016-10-12	IV2016121216204483	Structuur	kreken, oeverwallen en kommen	aanwezigheid kreken, oeverwallen en kommen	1	Ja/nee	NA	NA	schor
ZSCPQ256_2016-10-12	IV2016121216204483	Structuur	schorklifvorming/breuksteenbestorting	aanwezigheid schorklif/breuksteenbestorting	18	Percentage	NA	%	schor
ZSCPQ256_2016-10-12	IV2016121216204483	Verstoring	rietontwikkeling	bedekking riet	72	Percentage	NA	%	schor
ZSCPQ256_2016-10-12	IV2016121216204483	Structuur	schorklifvorming/breuksteenbestorting	habitattype lager dan het klif	0	Ja/nee	NA	NA	schor
ZSCPQ256_2016-10-12	IV2016121216204483	Structuur	verticale gradiënt	intertidale ruimte aanwezig	1	Ja/nee	NA	NA	schor
ZSCPQ256_2016-10-12	IV2016121216204483	Structuur	horizontale structuur	zowel lage als hoge schorvegetaties aanwezig	1	Ja/nee	NA	NA	schor
ZSCPQ256_2019-10-15	IV2020032515362540	Structuur	kreken, oeverwallen en kommen	aanwezigheid kreken, oeverwallen en kommen	1	Ja/nee	NA	NA	schor
ZSCPQ256_2019-10-15	IV2020032515362540	Structuur	schorklifvorming/breuksteenbestorting	aanwezigheid schorklif/breuksteenbestorting	35	Percentage	NA	%	schor
ZSCPQ256_2019-10-15	IV2020032515362540	Verstoring	rietontwikkeling	bedekking riet	71	Percentage	NA	%	schor
ZSCPQ256_2019-10-15	IV2020032515362540	Structuur	schorklifvorming/breuksteenbestorting	habitattype lager dan het klif	1	Ja/nee	NA	NA	schor
ZSCPQ256_2019-10-15	IV2020032515362540	Structuur	verticale gradiënt	intertidale ruimte aanwezig	1	Ja/nee	NA	NA	schor
ZSCPQ256_2019-10-15	IV2020032515362540	Structuur	horizontale structuur	zowel lage als hoge schorvegetaties aanwezig	1	Ja/nee	NA	NA	schor
ZSCPQ256_2022-10-04	IV2023031714402320	Structuur	kreken, oeverwallen en kommen	aanwezigheid kreken, oeverwallen en kommen	1	Ja/nee	NA	NA	schor
ZSCPQ256_2022-10-04	IV2023031714402320	Structuur	schorklifvorming/breuksteenbestorting	aanwezigheid schorklif/breuksteenbestorting	35	Percentage	NA	%	schor
ZSCPQ256_2022-10-04	IV2023031714402320	Verstoring	rietontwikkeling	bedekking riet	71	Percentage	NA	%	schor
ZSCPQ256_2022-10-04	IV2023031714402320	Structuur	schorklifvorming/breuksteenbestorting	habitattype lager dan het klif	1	Ja/nee	NA	NA	schor
ZSCPQ256_2022-10-04	IV2023031714402320	Structuur	verticale gradiënt	intertidale ruimte aanwezig	1	Ja/nee	NA	NA	schor
ZSCPQ256_2022-10-04	IV2023031714402320	Structuur	horizontale structuur	zowel lage als hoge schorvegetaties aanwezig	1	Ja/nee	NA	NA	schor
ZSCPQ258_2013-10-14	IV2014011510244883	Structuur	kreken, oeverwallen en kommen	aanwezigheid kreken, oeverwallen en kommen	1	Ja/nee	NA	NA	schor
ZSCPQ258_2013-10-14	IV2014011510244883	Structuur	schorklifvorming/breuksteenbestorting	aanwezigheid schorklif/breuksteenbestorting	18	Percentage	NA	%	schor
ZSCPQ258_2013-10-14	IV2014011510244883	Verstoring	rietontwikkeling	bedekking riet	72	Percentage	NA	%	schor
ZSCPQ258_2013-10-14	IV2014011510244883	Structuur	schorklifvorming/breuksteenbestorting	habitattype lager dan het klif	0	Ja/nee	NA	NA	schor
ZSCPQ258_2013-10-14	IV2014011510244883	Structuur	verticale gradiënt	intertidale ruimte aanwezig	1	Ja/nee	NA	NA	schor
ZSCPQ258_2013-10-14	IV2014011510244883	Structuur	horizontale structuur	zowel lage als hoge schorvegetaties aanwezig	1	Ja/nee	NA	NA	schor
ZSCPQ258_2016-10-12	IV2016121216304442	Structuur	kreken, oeverwallen en kommen	aanwezigheid kreken, oeverwallen en kommen	1	Ja/nee	NA	NA	schor
ZSCPQ258_2016-10-12	IV2016121216304442	Structuur	schorklifvorming/breuksteenbestorting	aanwezigheid schorklif/breuksteenbestorting	18	Percentage	NA	%	schor
ZSCPQ258_2016-10-12	IV2016121216304442	Verstoring	rietontwikkeling	bedekking riet	72	Percentage	NA	%	schor
ZSCPQ258_2016-10-12	IV2016121216304442	Structuur	schorklifvorming/breuksteenbestorting	habitattype lager dan het klif	0	Ja/nee	NA	NA	schor
ZSCPQ258_2016-10-12	IV2016121216304442	Structuur	verticale gradiënt	intertidale ruimte aanwezig	1	Ja/nee	NA	NA	schor
ZSCPQ258_2016-10-12	IV2016121216304442	Structuur	horizontale structuur	zowel lage als hoge schorvegetaties aanwezig	1	Ja/nee	NA	NA	schor
ZSCPQ258_2019-10-15	IV2020032515405580	Structuur	kreken, oeverwallen en kommen	aanwezigheid kreken, oeverwallen en kommen	1	Ja/nee	NA	NA	schor
ZSCPQ258_2019-10-15	IV2020032515405580	Structuur	schorklifvorming/breuksteenbestorting	aanwezigheid schorklif/breuksteenbestorting	35	Percentage	NA	%	schor
ZSCPQ258_2019-10-15	IV2020032515405580	Verstoring	rietontwikkeling	bedekking riet	71	Percentage	NA	%	schor
ZSCPQ258_2019-10-15	IV2020032515405580	Structuur	schorklifvorming/breuksteenbestorting	habitattype lager dan het klif	1	Ja/nee	NA	NA	schor
ZSCPQ258_2019-10-15	IV2020032515405580	Structuur	verticale gradiënt	intertidale ruimte aanwezig	1	Ja/nee	NA	NA	schor
ZSCPQ258_2019-10-15	IV2020032515405580	Structuur	horizontale structuur	zowel lage als hoge schorvegetaties aanwezig	1	Ja/nee	NA	NA	schor
ZSCPQ258_2022-10-04	IV2023031714451823	Structuur	kreken, oeverwallen en kommen	aanwezigheid kreken, oeverwallen en kommen	1	Ja/nee	NA	NA	schor
ZSCPQ258_2022-10-04	IV2023031714451823	Structuur	schorklifvorming/breuksteenbestorting	aanwezigheid schorklif/breuksteenbestorting	35	Percentage	NA	%	schor
ZSCPQ258_2022-10-04	IV2023031714451823	Verstoring	rietontwikkeling	bedekking riet	71	Percentage	NA	%	schor
ZSCPQ258_2022-10-04	IV2023031714451823	Structuur	schorklifvorming/breuksteenbestorting	habitattype lager dan het klif	1	Ja/nee	NA	NA	schor
ZSCPQ258_2022-10-04	IV2023031714451823	Structuur	verticale gradiënt	intertidale ruimte aanwezig	1	Ja/nee	NA	NA	schor
ZSCPQ258_2022-10-04	IV2023031714451823	Structuur	horizontale structuur	zowel lage als hoge schorvegetaties aanwezig	1	Ja/nee	NA	NA	schor
ZSCPQ273_2013-10-04	IV2013112714354557	Structuur	kreken, oeverwallen en kommen	aanwezigheid kreken, oeverwallen en kommen	1	Ja/nee	NA	NA	schor
ZSCPQ273_2013-10-04	IV2013112714354557	Structuur	schorklifvorming/breuksteenbestorting	aanwezigheid schorklif/breuksteenbestorting	9	Percentage	NA	%	schor
ZSCPQ273_2013-10-04	IV2013112714354557	Verstoring	rietontwikkeling	bedekking riet	59	Percentage	NA	%	schor
ZSCPQ273_2013-10-04	IV2013112714354557	Structuur	schorklifvorming/breuksteenbestorting	habitattype lager dan het klif	0	Ja/nee	NA	NA	schor
ZSCPQ273_2013-10-04	IV2013112714354557	Structuur	verticale gradiënt	intertidale ruimte aanwezig	1	Ja/nee	NA	NA	schor
ZSCPQ273_2013-10-04	IV2013112714354557	Structuur	horizontale structuur	zowel lage als hoge schorvegetaties aanwezig	1	Ja/nee	NA	NA	schor
ZSCPQ273_2016-10-12	IV2016121216420845	Structuur	kreken, oeverwallen en kommen	aanwezigheid kreken, oeverwallen en kommen	1	Ja/nee	NA	NA	schor
ZSCPQ273_2016-10-12	IV2016121216420845	Structuur	schorklifvorming/breuksteenbestorting	aanwezigheid schorklif/breuksteenbestorting	9	Percentage	NA	%	schor
ZSCPQ273_2016-10-12	IV2016121216420845	Verstoring	rietontwikkeling	bedekking riet	59	Percentage	NA	%	schor
ZSCPQ273_2016-10-12	IV2016121216420845	Structuur	schorklifvorming/breuksteenbestorting	habitattype lager dan het klif	0	Ja/nee	NA	NA	schor
ZSCPQ273_2016-10-12	IV2016121216420845	Structuur	verticale gradiënt	intertidale ruimte aanwezig	1	Ja/nee	NA	NA	schor
ZSCPQ273_2016-10-12	IV2016121216420845	Structuur	horizontale structuur	zowel lage als hoge schorvegetaties aanwezig	1	Ja/nee	NA	NA	schor
ZSCPQ273_2019-10-07	IV2020031815145133	Structuur	kreken, oeverwallen en kommen	aanwezigheid kreken, oeverwallen en kommen	1	Ja/nee	NA	NA	schor
ZSCPQ273_2019-10-07	IV2020031815145133	Structuur	schorklifvorming/breuksteenbestorting	aanwezigheid schorklif/breuksteenbestorting	13	Percentage	NA	%	schor
ZSCPQ273_2019-10-07	IV2020031815145133	Verstoring	rietontwikkeling	bedekking riet	67	Percentage	NA	%	schor
ZSCPQ273_2019-10-07	IV2020031815145133	Structuur	schorklifvorming/breuksteenbestorting	habitattype lager dan het klif	0	Ja/nee	NA	NA	schor
ZSCPQ273_2019-10-07	IV2020031815145133	Structuur	verticale gradiënt	intertidale ruimte aanwezig	1	Ja/nee	NA	NA	schor
ZSCPQ273_2019-10-07	IV2020031815145133	Structuur	horizontale structuur	zowel lage als hoge schorvegetaties aanwezig	1	Ja/nee	NA	NA	schor
ZSCPQ273_2022-10-07	IV2023060611392020	Structuur	kreken, oeverwallen en kommen	aanwezigheid kreken, oeverwallen en kommen	1	Ja/nee	NA	NA	schor
ZSCPQ273_2022-10-07	IV2023060611392020	Structuur	schorklifvorming/breuksteenbestorting	aanwezigheid schorklif/breuksteenbestorting	13	Percentage	NA	%	schor
ZSCPQ273_2022-10-07	IV2023060611392020	Verstoring	rietontwikkeling	bedekking riet	67	Percentage	NA	%	schor
ZSCPQ273_2022-10-07	IV2023060611392020	Structuur	schorklifvorming/breuksteenbestorting	habitattype lager dan het klif	0	Ja/nee	NA	NA	schor
ZSCPQ273_2022-10-07	IV2023060611392020	Structuur	verticale gradiënt	intertidale ruimte aanwezig	1	Ja/nee	NA	NA	schor
ZSCPQ273_2022-10-07	IV2023060611392020	Structuur	horizontale structuur	zowel lage als hoge schorvegetaties aanwezig	1	Ja/nee	NA	NA	schor
ZSCPQ274_2013-10-04	IV2013112714384332	Structuur	kreken, oeverwallen en kommen	aanwezigheid kreken, oeverwallen en kommen	1	Ja/nee	NA	NA	schor
ZSCPQ274_2013-10-04	IV2013112714384332	Structuur	schorklifvorming/breuksteenbestorting	aanwezigheid schorklif/breuksteenbestorting	9	Percentage	NA	%	schor
ZSCPQ274_2013-10-04	IV2013112714384332	Verstoring	rietontwikkeling	bedekking riet	59	Percentage	NA	%	schor
ZSCPQ274_2013-10-04	IV2013112714384332	Structuur	schorklifvorming/breuksteenbestorting	habitattype lager dan het klif	0	Ja/nee	NA	NA	schor
ZSCPQ274_2013-10-04	IV2013112714384332	Structuur	verticale gradiënt	intertidale ruimte aanwezig	1	Ja/nee	NA	NA	schor
ZSCPQ274_2013-10-04	IV2013112714384332	Structuur	horizontale structuur	zowel lage als hoge schorvegetaties aanwezig	1	Ja/nee	NA	NA	schor
ZSCPQ274_2016-10-12	IV2016121216472444	Structuur	kreken, oeverwallen en kommen	aanwezigheid kreken, oeverwallen en kommen	1	Ja/nee	NA	NA	schor
ZSCPQ274_2016-10-12	IV2016121216472444	Structuur	schorklifvorming/breuksteenbestorting	aanwezigheid schorklif/breuksteenbestorting	9	Percentage	NA	%	schor
ZSCPQ274_2016-10-12	IV2016121216472444	Verstoring	rietontwikkeling	bedekking riet	59	Percentage	NA	%	schor
ZSCPQ274_2016-10-12	IV2016121216472444	Structuur	schorklifvorming/breuksteenbestorting	habitattype lager dan het klif	0	Ja/nee	NA	NA	schor
ZSCPQ274_2016-10-12	IV2016121216472444	Structuur	verticale gradiënt	intertidale ruimte aanwezig	1	Ja/nee	NA	NA	schor
ZSCPQ274_2016-10-12	IV2016121216472444	Structuur	horizontale structuur	zowel lage als hoge schorvegetaties aanwezig	1	Ja/nee	NA	NA	schor
ZSCPQ274_2019-10-07	IV2020031815175124	Structuur	kreken, oeverwallen en kommen	aanwezigheid kreken, oeverwallen en kommen	1	Ja/nee	NA	NA	schor
ZSCPQ274_2019-10-07	IV2020031815175124	Structuur	schorklifvorming/breuksteenbestorting	aanwezigheid schorklif/breuksteenbestorting	13	Percentage	NA	%	schor
ZSCPQ274_2019-10-07	IV2020031815175124	Verstoring	rietontwikkeling	bedekking riet	67	Percentage	NA	%	schor
ZSCPQ274_2019-10-07	IV2020031815175124	Structuur	schorklifvorming/breuksteenbestorting	habitattype lager dan het klif	0	Ja/nee	NA	NA	schor
ZSCPQ274_2019-10-07	IV2020031815175124	Structuur	verticale gradiënt	intertidale ruimte aanwezig	1	Ja/nee	NA	NA	schor
ZSCPQ274_2019-10-07	IV2020031815175124	Structuur	horizontale structuur	zowel lage als hoge schorvegetaties aanwezig	1	Ja/nee	NA	NA	schor
ZSCPQ274_2022-10-07	IV2023060611550086	Structuur	kreken, oeverwallen en kommen	aanwezigheid kreken, oeverwallen en kommen	1	Ja/nee	NA	NA	schor
ZSCPQ274_2022-10-07	IV2023060611550086	Structuur	schorklifvorming/breuksteenbestorting	aanwezigheid schorklif/breuksteenbestorting	13	Percentage	NA	%	schor
ZSCPQ274_2022-10-07	IV2023060611550086	Verstoring	rietontwikkeling	bedekking riet	67	Percentage	NA	%	schor
ZSCPQ274_2022-10-07	IV2023060611550086	Structuur	schorklifvorming/breuksteenbestorting	habitattype lager dan het klif	0	Ja/nee	NA	NA	schor
ZSCPQ274_2022-10-07	IV2023060611550086	Structuur	verticale gradiënt	intertidale ruimte aanwezig	1	Ja/nee	NA	NA	schor
ZSCPQ274_2022-10-07	IV2023060611550086	Structuur	horizontale structuur	zowel lage als hoge schorvegetaties aanwezig	1	Ja/nee	NA	NA	schor
ZSCPQ275_2013-10-04	IV2013112714403448	Structuur	kreken, oeverwallen en kommen	aanwezigheid kreken, oeverwallen en kommen	1	Ja/nee	NA	NA	schor
ZSCPQ275_2013-10-04	IV2013112714403448	Structuur	schorklifvorming/breuksteenbestorting	aanwezigheid schorklif/breuksteenbestorting	9	Percentage	NA	%	schor
ZSCPQ275_2013-10-04	IV2013112714403448	Verstoring	rietontwikkeling	bedekking riet	59	Percentage	NA	%	schor
ZSCPQ275_2013-10-04	IV2013112714403448	Structuur	schorklifvorming/breuksteenbestorting	habitattype lager dan het klif	0	Ja/nee	NA	NA	schor
ZSCPQ275_2013-10-04	IV2013112714403448	Structuur	verticale gradiënt	intertidale ruimte aanwezig	1	Ja/nee	NA	NA	schor
ZSCPQ275_2013-10-04	IV2013112714403448	Structuur	horizontale structuur	zowel lage als hoge schorvegetaties aanwezig	1	Ja/nee	NA	NA	schor
ZSCPQ275_2016-10-13	IV2016121311092263	Structuur	kreken, oeverwallen en kommen	aanwezigheid kreken, oeverwallen en kommen	1	Ja/nee	NA	NA	schor
ZSCPQ275_2016-10-13	IV2016121311092263	Structuur	schorklifvorming/breuksteenbestorting	aanwezigheid schorklif/breuksteenbestorting	9	Percentage	NA	%	schor
ZSCPQ275_2016-10-13	IV2016121311092263	Verstoring	rietontwikkeling	bedekking riet	59	Percentage	NA	%	schor
ZSCPQ275_2016-10-13	IV2016121311092263	Structuur	schorklifvorming/breuksteenbestorting	habitattype lager dan het klif	0	Ja/nee	NA	NA	schor
ZSCPQ275_2016-10-13	IV2016121311092263	Structuur	verticale gradiënt	intertidale ruimte aanwezig	1	Ja/nee	NA	NA	schor
ZSCPQ275_2016-10-13	IV2016121311092263	Structuur	horizontale structuur	zowel lage als hoge schorvegetaties aanwezig	1	Ja/nee	NA	NA	schor
ZSCPQ275_2019-10-07	IV2020032309140946	Structuur	kreken, oeverwallen en kommen	aanwezigheid kreken, oeverwallen en kommen	1	Ja/nee	NA	NA	schor
ZSCPQ275_2019-10-07	IV2020032309140946	Structuur	schorklifvorming/breuksteenbestorting	aanwezigheid schorklif/breuksteenbestorting	13	Percentage	NA	%	schor
ZSCPQ275_2019-10-07	IV2020032309140946	Verstoring	rietontwikkeling	bedekking riet	67	Percentage	NA	%	schor
ZSCPQ275_2019-10-07	IV2020032309140946	Structuur	schorklifvorming/breuksteenbestorting	habitattype lager dan het klif	0	Ja/nee	NA	NA	schor
ZSCPQ275_2019-10-07	IV2020032309140946	Structuur	verticale gradiënt	intertidale ruimte aanwezig	1	Ja/nee	NA	NA	schor
ZSCPQ275_2019-10-07	IV2020032309140946	Structuur	horizontale structuur	zowel lage als hoge schorvegetaties aanwezig	1	Ja/nee	NA	NA	schor
ZSCPQ275_2022-10-07	IV2023060612135936	Structuur	kreken, oeverwallen en kommen	aanwezigheid kreken, oeverwallen en kommen	1	Ja/nee	NA	NA	schor
ZSCPQ275_2022-10-07	IV2023060612135936	Structuur	schorklifvorming/breuksteenbestorting	aanwezigheid schorklif/breuksteenbestorting	13	Percentage	NA	%	schor
ZSCPQ275_2022-10-07	IV2023060612135936	Verstoring	rietontwikkeling	bedekking riet	67	Percentage	NA	%	schor
ZSCPQ275_2022-10-07	IV2023060612135936	Structuur	schorklifvorming/breuksteenbestorting	habitattype lager dan het klif	0	Ja/nee	NA	NA	schor
ZSCPQ275_2022-10-07	IV2023060612135936	Structuur	verticale gradiënt	intertidale ruimte aanwezig	1	Ja/nee	NA	NA	schor
ZSCPQ275_2022-10-07	IV2023060612135936	Structuur	horizontale structuur	zowel lage als hoge schorvegetaties aanwezig	1	Ja/nee	NA	NA	schor
ZSCPQ276_2013-10-04	IV2013112714513426	Structuur	kreken, oeverwallen en kommen	aanwezigheid kreken, oeverwallen en kommen	1	Ja/nee	NA	NA	schor
ZSCPQ276_2013-10-04	IV2013112714513426	Structuur	schorklifvorming/breuksteenbestorting	aanwezigheid schorklif/breuksteenbestorting	9	Percentage	NA	%	schor
ZSCPQ276_2013-10-04	IV2013112714513426	Verstoring	rietontwikkeling	bedekking riet	59	Percentage	NA	%	schor
ZSCPQ276_2013-10-04	IV2013112714513426	Structuur	schorklifvorming/breuksteenbestorting	habitattype lager dan het klif	0	Ja/nee	NA	NA	schor
ZSCPQ276_2013-10-04	IV2013112714513426	Structuur	verticale gradiënt	intertidale ruimte aanwezig	1	Ja/nee	NA	NA	schor
ZSCPQ276_2013-10-04	IV2013112714513426	Structuur	horizontale structuur	zowel lage als hoge schorvegetaties aanwezig	1	Ja/nee	NA	NA	schor
ZSCPQ276_2016-10-13	IV2016121311132055	Structuur	kreken, oeverwallen en kommen	aanwezigheid kreken, oeverwallen en kommen	1	Ja/nee	NA	NA	schor
ZSCPQ276_2016-10-13	IV2016121311132055	Structuur	schorklifvorming/breuksteenbestorting	aanwezigheid schorklif/breuksteenbestorting	9	Percentage	NA	%	schor
ZSCPQ276_2016-10-13	IV2016121311132055	Verstoring	rietontwikkeling	bedekking riet	59	Percentage	NA	%	schor
ZSCPQ276_2016-10-13	IV2016121311132055	Structuur	schorklifvorming/breuksteenbestorting	habitattype lager dan het klif	0	Ja/nee	NA	NA	schor
ZSCPQ276_2016-10-13	IV2016121311132055	Structuur	verticale gradiënt	intertidale ruimte aanwezig	1	Ja/nee	NA	NA	schor
ZSCPQ276_2016-10-13	IV2016121311132055	Structuur	horizontale structuur	zowel lage als hoge schorvegetaties aanwezig	1	Ja/nee	NA	NA	schor
ZSCPQ276_2019-10-07	IV2020031914552465	Structuur	kreken, oeverwallen en kommen	aanwezigheid kreken, oeverwallen en kommen	1	Ja/nee	NA	NA	schor
ZSCPQ276_2019-10-07	IV2020031914552465	Structuur	schorklifvorming/breuksteenbestorting	aanwezigheid schorklif/breuksteenbestorting	13	Percentage	NA	%	schor
ZSCPQ276_2019-10-07	IV2020031914552465	Verstoring	rietontwikkeling	bedekking riet	67	Percentage	NA	%	schor
ZSCPQ276_2019-10-07	IV2020031914552465	Structuur	schorklifvorming/breuksteenbestorting	habitattype lager dan het klif	0	Ja/nee	NA	NA	schor
ZSCPQ276_2019-10-07	IV2020031914552465	Structuur	verticale gradiënt	intertidale ruimte aanwezig	1	Ja/nee	NA	NA	schor
ZSCPQ276_2019-10-07	IV2020031914552465	Structuur	horizontale structuur	zowel lage als hoge schorvegetaties aanwezig	1	Ja/nee	NA	NA	schor
ZSCPQ276_2022-10-07	IV2023060612110757	Structuur	kreken, oeverwallen en kommen	aanwezigheid kreken, oeverwallen en kommen	1	Ja/nee	NA	NA	schor
ZSCPQ276_2022-10-07	IV2023060612110757	Structuur	schorklifvorming/breuksteenbestorting	aanwezigheid schorklif/breuksteenbestorting	13	Percentage	NA	%	schor
ZSCPQ276_2022-10-07	IV2023060612110757	Verstoring	rietontwikkeling	bedekking riet	67	Percentage	NA	%	schor
ZSCPQ276_2022-10-07	IV2023060612110757	Structuur	schorklifvorming/breuksteenbestorting	habitattype lager dan het klif	0	Ja/nee	NA	NA	schor
ZSCPQ276_2022-10-07	IV2023060612110757	Structuur	verticale gradiënt	intertidale ruimte aanwezig	1	Ja/nee	NA	NA	schor
ZSCPQ276_2022-10-07	IV2023060612110757	Structuur	horizontale structuur	zowel lage als hoge schorvegetaties aanwezig	1	Ja/nee	NA	NA	schor
ZSCPQ277_2013-10-04	IV2013112714553235	Structuur	kreken, oeverwallen en kommen	aanwezigheid kreken, oeverwallen en kommen	1	Ja/nee	NA	NA	schor
ZSCPQ277_2013-10-04	IV2013112714553235	Structuur	schorklifvorming/breuksteenbestorting	aanwezigheid schorklif/breuksteenbestorting	9	Percentage	NA	%	schor
ZSCPQ277_2013-10-04	IV2013112714553235	Verstoring	rietontwikkeling	bedekking riet	59	Percentage	NA	%	schor
ZSCPQ277_2013-10-04	IV2013112714553235	Structuur	schorklifvorming/breuksteenbestorting	habitattype lager dan het klif	0	Ja/nee	NA	NA	schor
ZSCPQ277_2013-10-04	IV2013112714553235	Structuur	verticale gradiënt	intertidale ruimte aanwezig	1	Ja/nee	NA	NA	schor
ZSCPQ277_2013-10-04	IV2013112714553235	Structuur	horizontale structuur	zowel lage als hoge schorvegetaties aanwezig	1	Ja/nee	NA	NA	schor
ZSCPQ277_2016-10-13	IV2016121311161785	Structuur	kreken, oeverwallen en kommen	aanwezigheid kreken, oeverwallen en kommen	1	Ja/nee	NA	NA	schor
ZSCPQ277_2016-10-13	IV2016121311161785	Structuur	schorklifvorming/breuksteenbestorting	aanwezigheid schorklif/breuksteenbestorting	9	Percentage	NA	%	schor
ZSCPQ277_2016-10-13	IV2016121311161785	Verstoring	rietontwikkeling	bedekking riet	59	Percentage	NA	%	schor
ZSCPQ277_2016-10-13	IV2016121311161785	Structuur	schorklifvorming/breuksteenbestorting	habitattype lager dan het klif	0	Ja/nee	NA	NA	schor
ZSCPQ277_2016-10-13	IV2016121311161785	Structuur	verticale gradiënt	intertidale ruimte aanwezig	1	Ja/nee	NA	NA	schor
ZSCPQ277_2016-10-13	IV2016121311161785	Structuur	horizontale structuur	zowel lage als hoge schorvegetaties aanwezig	1	Ja/nee	NA	NA	schor
ZSCPQ277_2019-10-07	IV2020031913223878	Structuur	kreken, oeverwallen en kommen	aanwezigheid kreken, oeverwallen en kommen	1	Ja/nee	NA	NA	schor
ZSCPQ277_2019-10-07	IV2020031913223878	Structuur	schorklifvorming/breuksteenbestorting	aanwezigheid schorklif/breuksteenbestorting	13	Percentage	NA	%	schor
ZSCPQ277_2019-10-07	IV2020031913223878	Verstoring	rietontwikkeling	bedekking riet	67	Percentage	NA	%	schor
ZSCPQ277_2019-10-07	IV2020031913223878	Structuur	schorklifvorming/breuksteenbestorting	habitattype lager dan het klif	0	Ja/nee	NA	NA	schor
ZSCPQ277_2019-10-07	IV2020031913223878	Structuur	verticale gradiënt	intertidale ruimte aanwezig	1	Ja/nee	NA	NA	schor
ZSCPQ277_2019-10-07	IV2020031913223878	Structuur	horizontale structuur	zowel lage als hoge schorvegetaties aanwezig	1	Ja/nee	NA	NA	schor
ZSCPQ277_2022-10-07	IV2023060612024833	Structuur	kreken, oeverwallen en kommen	aanwezigheid kreken, oeverwallen en kommen	1	Ja/nee	NA	NA	schor
ZSCPQ277_2022-10-07	IV2023060612024833	Structuur	schorklifvorming/breuksteenbestorting	aanwezigheid schorklif/breuksteenbestorting	13	Percentage	NA	%	schor
ZSCPQ277_2022-10-07	IV2023060612024833	Verstoring	rietontwikkeling	bedekking riet	67	Percentage	NA	%	schor
ZSCPQ277_2022-10-07	IV2023060612024833	Structuur	schorklifvorming/breuksteenbestorting	habitattype lager dan het klif	0	Ja/nee	NA	NA	schor
ZSCPQ277_2022-10-07	IV2023060612024833	Structuur	verticale gradiënt	intertidale ruimte aanwezig	1	Ja/nee	NA	NA	schor
ZSCPQ277_2022-10-07	IV2023060612024833	Structuur	horizontale structuur	zowel lage als hoge schorvegetaties aanwezig	1	Ja/nee	NA	NA	schor
ZSCPQ278_2013-10-04	IV2013112714593329	Structuur	kreken, oeverwallen en kommen	aanwezigheid kreken, oeverwallen en kommen	1	Ja/nee	NA	NA	schor
ZSCPQ278_2013-10-04	IV2013112714593329	Structuur	schorklifvorming/breuksteenbestorting	aanwezigheid schorklif/breuksteenbestorting	9	Percentage	NA	%	schor
ZSCPQ278_2013-10-04	IV2013112714593329	Verstoring	rietontwikkeling	bedekking riet	59	Percentage	NA	%	schor
ZSCPQ278_2013-10-04	IV2013112714593329	Structuur	schorklifvorming/breuksteenbestorting	habitattype lager dan het klif	0	Ja/nee	NA	NA	schor
ZSCPQ278_2013-10-04	IV2013112714593329	Structuur	verticale gradiënt	intertidale ruimte aanwezig	1	Ja/nee	NA	NA	schor
