record_id	Vegetatielaag	Kenmerk	TypeKenmerk	Waarde	Type	Eenheid	Invoertype	ID
IV2021121009513536	kruidlaag	Phalaris arundinacea L.	Soort_Latijn	2	Percentage	%	NA	ZSCPQ334_2021-08-16
IV2021121009513536	kruidlaag	Phragmites australis (Cav.) Steud.	Soort_Latijn	7	Percentage	%	NA	ZSCPQ334_2021-08-16
IV2021121009513536	kruidlaag	Poa trivialis L.	Soort_Latijn	1	Percentage	%	NA	ZSCPQ334_2021-08-16
IV2021121009513536	kruidlaag	Polygonum hydropiper L.	Soort_Latijn	1	Percentage	%	NA	ZSCPQ334_2021-08-16
IV2021121009513536	kruidlaag	Solanum dulcamara L.	Soort_Latijn	1	Percentage	%	NA	ZSCPQ334_2021-08-16
IV2021121009513536	kruidlaag	Urtica dioica L.	Soort_Latijn	50	Percentage	%	NA	ZSCPQ334_2021-08-16
IV2021121009513536	struiklaag	Calystegia sepium (L.) R. Brown	Soort_Latijn	2	Percentage	%	NA	ZSCPQ334_2021-08-16
IV2021121009513536	struiklaag	Salix x mollissima Hoffm. ex Elwert	Soort_Latijn	57	Percentage	%	NA	ZSCPQ334_2021-08-16
IV2021121009513536	NA	groeiklasse 3	studiegroep	15	Percentage	%	NA	ZSCPQ334_2021-08-16
IV2021121009513536	NA	groeiklasse 4	studiegroep	62.5	Percentage	%	NA	ZSCPQ334_2021-08-16
IV2021121009513536	NA	groeiklasse 5	studiegroep	15	Percentage	%	NA	ZSCPQ334_2021-08-16
IV2021120911133706	boomlaag	Salix alba L.	Soort_Latijn	60	Percentage	%	NA	ZSCPQ335_2021-08-12
IV2021120911133706	kruidlaag	Alliaria petiolata (Bieb.) Cavara et Grande	Soort_Latijn	1	Percentage	%	NA	ZSCPQ335_2021-08-12
IV2021120911133706	kruidlaag	Calystegia sepium (L.) R. Brown	Soort_Latijn	1	Percentage	%	NA	ZSCPQ335_2021-08-12
IV2021120911133706	kruidlaag	Cardamine amara L.	Soort_Latijn	1	Percentage	%	NA	ZSCPQ335_2021-08-12
IV2021120911133706	kruidlaag	Cardamine pratensis L.	Soort_Latijn	1	Percentage	%	NA	ZSCPQ335_2021-08-12
IV2021120911133706	kruidlaag	Cirsium vulgare (Savi) Ten.	Soort_Latijn	1	Percentage	%	NA	ZSCPQ335_2021-08-12
IV2021120911133706	kruidlaag	Clematis vitalba L.	Soort_Latijn	1	Percentage	%	NA	ZSCPQ335_2021-08-12
IV2021120911133706	kruidlaag	Epilobium	Soort_Latijn	1	Percentage	%	NA	ZSCPQ335_2021-08-12
IV2021120911133706	kruidlaag	Epilobium parviflorum Schreb.	Soort_Latijn	1	Percentage	%	NA	ZSCPQ335_2021-08-12
IV2021120911133706	kruidlaag	Epipactis helleborine (L.) Crantz	Soort_Latijn	1	Percentage	%	NA	ZSCPQ335_2021-08-12
IV2021120911133706	kruidlaag	Eupatorium cannabinum L.	Soort_Latijn	1	Percentage	%	NA	ZSCPQ335_2021-08-12
IV2021120911133706	kruidlaag	Galeopsis tetrahit L.	Soort_Latijn	1	Percentage	%	NA	ZSCPQ335_2021-08-12
IV2021120911133706	kruidlaag	Galium aparine L.	Soort_Latijn	1	Percentage	%	NA	ZSCPQ335_2021-08-12
IV2021120911133706	kruidlaag	Humulus lupulus L.	Soort_Latijn	1	Percentage	%	NA	ZSCPQ335_2021-08-12
IV2021120911133706	kruidlaag	Impatiens glandulifera Royle	Soort_Latijn	32	Percentage	%	NA	ZSCPQ335_2021-08-12
IV2021120911133706	kruidlaag	Juglans regia L.	Soort_Latijn	1	Percentage	%	NA	ZSCPQ335_2021-08-12
IV2021120911133706	kruidlaag	Lycopus europaeus L.	Soort_Latijn	2	Percentage	%	NA	ZSCPQ335_2021-08-12
IV2021120911133706	kruidlaag	Poa trivialis L.	Soort_Latijn	12	Percentage	%	NA	ZSCPQ335_2021-08-12
IV2021120911133706	kruidlaag	Polygonum hydropiper L.	Soort_Latijn	7	Percentage	%	NA	ZSCPQ335_2021-08-12
IV2021120911133706	kruidlaag	Quercus robur L.	Soort_Latijn	1	Percentage	%	NA	ZSCPQ335_2021-08-12
IV2021120911133706	kruidlaag	Ranunculus repens L.	Soort_Latijn	1	Percentage	%	NA	ZSCPQ335_2021-08-12
IV2021120911133706	kruidlaag	Rubus caesius L.	Soort_Latijn	1	Percentage	%	NA	ZSCPQ335_2021-08-12
IV2021120911133706	kruidlaag	Solanum dulcamara L.	Soort_Latijn	1	Percentage	%	NA	ZSCPQ335_2021-08-12
IV2021120911133706	kruidlaag	Sonchus oleraceus L.	Soort_Latijn	1	Percentage	%	NA	ZSCPQ335_2021-08-12
IV2021120911133706	kruidlaag	Symphytum officinale L.	Soort_Latijn	2	Percentage	%	NA	ZSCPQ335_2021-08-12
IV2021120911133706	kruidlaag	Taraxacum	Soort_Latijn	1	Percentage	%	NA	ZSCPQ335_2021-08-12
IV2021120911133706	kruidlaag	Urtica dioica L.	Soort_Latijn	22	Percentage	%	NA	ZSCPQ335_2021-08-12
IV2021120911133706	moslaag	Brachythecium rutabulum (Hedw.) Schimp.	Soort_Latijn	1	Percentage	%	NA	ZSCPQ335_2021-08-12
IV2021120911133706	moslaag	Kindbergia praelonga (Hedw.) Ochyra	Soort_Latijn	1	Percentage	%	NA	ZSCPQ335_2021-08-12
IV2021120911133706	struiklaag	Humulus lupulus L.	Soort_Latijn	1	Percentage	%	NA	ZSCPQ335_2021-08-12
IV2021120911133706	struiklaag	Salix x mollissima Hoffm. ex Elwert	Soort_Latijn	2	Percentage	%	NA	ZSCPQ335_2021-08-12
IV2021120911133706	struiklaag	Sambucus nigra L.	Soort_Latijn	2	Percentage	%	NA	ZSCPQ335_2021-08-12
IV2021120911133706	NA	groeiklasse 3	studiegroep	1	Percentage	%	NA	ZSCPQ335_2021-08-12
IV2021120911133706	NA	groeiklasse 4	studiegroep	1.5	Percentage	%	NA	ZSCPQ335_2021-08-12
IV2021120911133706	NA	groeiklasse 5	studiegroep	37.5	Percentage	%	NA	ZSCPQ335_2021-08-12
IV2021120911133706	NA	groeiklasse 6	studiegroep	15	Percentage	%	NA	ZSCPQ335_2021-08-12
IV2021120912071334	kruidlaag	Calystegia sepium (L.) R. Brown	Soort_Latijn	2	Percentage	%	NA	ZSCPQ336_2021-08-12
IV2021120912071334	kruidlaag	Cardamine amara L.	Soort_Latijn	1	Percentage	%	NA	ZSCPQ336_2021-08-12
IV2021120912071334	kruidlaag	Cardamine pratensis L.	Soort_Latijn	1	Percentage	%	NA	ZSCPQ336_2021-08-12
IV2021120912071334	kruidlaag	Cirsium vulgare (Savi) Ten.	Soort_Latijn	1	Percentage	%	NA	ZSCPQ336_2021-08-12
IV2021120912071334	kruidlaag	Galium aparine L.	Soort_Latijn	1	Percentage	%	NA	ZSCPQ336_2021-08-12
IV2021120912071334	kruidlaag	Humulus lupulus L.	Soort_Latijn	1	Percentage	%	NA	ZSCPQ336_2021-08-12
IV2021120912071334	kruidlaag	Impatiens glandulifera Royle	Soort_Latijn	32	Percentage	%	NA	ZSCPQ336_2021-08-12
IV2021120912071334	kruidlaag	Poa trivialis L.	Soort_Latijn	2	Percentage	%	NA	ZSCPQ336_2021-08-12
IV2021120912071334	kruidlaag	Symphytum officinale L.	Soort_Latijn	1	Percentage	%	NA	ZSCPQ336_2021-08-12
IV2021120912071334	kruidlaag	Urtica dioica L.	Soort_Latijn	42	Percentage	%	NA	ZSCPQ336_2021-08-12
IV2021120912071334	moslaag	Brachythecium rutabulum (Hedw.) Schimp.	Soort_Latijn	1	Percentage	%	NA	ZSCPQ336_2021-08-12
IV2021120912071334	moslaag	Kindbergia praelonga (Hedw.) Ochyra	Soort_Latijn	1	Percentage	%	NA	ZSCPQ336_2021-08-12
IV2021120912071334	struiklaag	Calystegia sepium (L.) R. Brown	Soort_Latijn	4	Percentage	%	NA	ZSCPQ336_2021-08-12
IV2021120912071334	struiklaag	Humulus lupulus L.	Soort_Latijn	1	Percentage	%	NA	ZSCPQ336_2021-08-12
IV2021120912071334	struiklaag	Salix dasyclados Wimm.	Soort_Latijn	32	Percentage	%	NA	ZSCPQ336_2021-08-12
IV2021120912071334	struiklaag	Salix viminalis L.	Soort_Latijn	4	Percentage	%	NA	ZSCPQ336_2021-08-12
IV2021120912071334	struiklaag	Salix x mollissima Hoffm. ex Elwert	Soort_Latijn	27	Percentage	%	NA	ZSCPQ336_2021-08-12
IV2021120912071334	struiklaag	Sambucus nigra L.	Soort_Latijn	1	Percentage	%	NA	ZSCPQ336_2021-08-12
IV2021120912071334	NA	groeiklasse 4	studiegroep	37.5	Percentage	%	NA	ZSCPQ336_2021-08-12
IV2021120912071334	NA	groeiklasse 5	studiegroep	62.5	Percentage	%	NA	ZSCPQ336_2021-08-12
IV2021121015355696	kruidlaag	Calystegia sepium (L.) R. Brown	Soort_Latijn	1	Percentage	%	NA	ZSCPQ337_2021-08-18
IV2021121015355696	kruidlaag	Cardamine amara L.	Soort_Latijn	1	Percentage	%	NA	ZSCPQ337_2021-08-18
IV2021121015355696	kruidlaag	Poa trivialis L.	Soort_Latijn	1	Percentage	%	NA	ZSCPQ337_2021-08-18
IV2021121015355696	kruidlaag	Urtica dioica L.	Soort_Latijn	80	Percentage	%	NA	ZSCPQ337_2021-08-18
IV2021121015355696	moslaag	Brachythecium rutabulum (Hedw.) Schimp.	Soort_Latijn	1	Percentage	%	NA	ZSCPQ337_2021-08-18
IV2021121015355696	moslaag	Kindbergia praelonga (Hedw.) Ochyra	Soort_Latijn	1	Percentage	%	NA	ZSCPQ337_2021-08-18
IV2021121015355696	struiklaag	Humulus lupulus L.	Soort_Latijn	1	Percentage	%	NA	ZSCPQ337_2021-08-18
IV2021121015355696	struiklaag	Salix viminalis L.	Soort_Latijn	50	Percentage	%	NA	ZSCPQ337_2021-08-18
IV2021121015355696	struiklaag	Salix x mollissima Hoffm. ex Elwert	Soort_Latijn	27	Percentage	%	NA	ZSCPQ337_2021-08-18
IV2021121015355696	NA	groeiklasse 3	studiegroep	1.5	Percentage	%	NA	ZSCPQ337_2021-08-18
IV2021121015355696	NA	groeiklasse 4	studiegroep	87.5	Percentage	%	NA	ZSCPQ337_2021-08-18
IV2021121015355696	NA	groeiklasse 5	studiegroep	15	Percentage	%	NA	ZSCPQ337_2021-08-18
IV2021121014550732	kruidlaag	Caltha palustris	Soort_Latijn	1	Percentage	%	NA	ZSCPQ338_2021-08-18
IV2021121014550732	kruidlaag	Calystegia sepium (L.) R. Brown	Soort_Latijn	1	Percentage	%	NA	ZSCPQ338_2021-08-18
IV2021121014550732	kruidlaag	Cardamine amara L.	Soort_Latijn	1	Percentage	%	NA	ZSCPQ338_2021-08-18
IV2021121014550732	kruidlaag	Impatiens glandulifera Royle	Soort_Latijn	4	Percentage	%	NA	ZSCPQ338_2021-08-18
IV2021121014550732	kruidlaag	Lycopus europaeus L.	Soort_Latijn	1	Percentage	%	NA	ZSCPQ338_2021-08-18
IV2021121014550732	kruidlaag	Poa trivialis L.	Soort_Latijn	2	Percentage	%	NA	ZSCPQ338_2021-08-18
IV2021121014550732	kruidlaag	Rumex obtusifolius L.	Soort_Latijn	1	Percentage	%	NA	ZSCPQ338_2021-08-18
IV2021121014550732	kruidlaag	Solanum dulcamara L.	Soort_Latijn	1	Percentage	%	NA	ZSCPQ338_2021-08-18
IV2021121014550732	kruidlaag	Urtica dioica L.	Soort_Latijn	52	Percentage	%	NA	ZSCPQ338_2021-08-18
IV2021121014550732	moslaag	Brachythecium rutabulum (Hedw.) Schimp.	Soort_Latijn	1	Percentage	%	NA	ZSCPQ338_2021-08-18
IV2021121014550732	struiklaag	Calystegia sepium (L.) R. Brown	Soort_Latijn	1	Percentage	%	NA	ZSCPQ338_2021-08-18
IV2021121014550732	struiklaag	Humulus lupulus L.	Soort_Latijn	1	Percentage	%	NA	ZSCPQ338_2021-08-18
IV2021121014550732	struiklaag	Salix dasyclados Wimm.	Soort_Latijn	30	Percentage	%	NA	ZSCPQ338_2021-08-18
IV2021121014550732	struiklaag	Salix viminalis L.	Soort_Latijn	22	Percentage	%	NA	ZSCPQ338_2021-08-18
IV2021121014550732	struiklaag	Salix x mollissima Hoffm. ex Elwert	Soort_Latijn	40	Percentage	%	NA	ZSCPQ338_2021-08-18
IV2021121014550732	struiklaag	Solanum dulcamara L.	Soort_Latijn	1	Percentage	%	NA	ZSCPQ338_2021-08-18
IV2021121014550732	NA	groeiklasse 2	studiegroep	1.5	Percentage	%	NA	ZSCPQ338_2021-08-18
IV2021121014550732	NA	groeiklasse 4	studiegroep	87.5	Percentage	%	NA	ZSCPQ338_2021-08-18
IV2021121012021172	boomlaag	Salix alba L.	Soort_Latijn	4	Percentage	%	NA	ZSCPQ339_2021-08-17
IV2021121012021172	kruidlaag	Apium nodiflorum (L.) Lag.	Soort_Latijn	2	Percentage	%	NA	ZSCPQ339_2021-08-17
IV2021121012021172	kruidlaag	Caltha palustris	Soort_Latijn	1	Percentage	%	NA	ZSCPQ339_2021-08-17
IV2021121012021172	kruidlaag	Calystegia sepium (L.) R. Brown	Soort_Latijn	1	Percentage	%	NA	ZSCPQ339_2021-08-17
IV2021121012021172	kruidlaag	Cardamine amara L.	Soort_Latijn	4	Percentage	%	NA	ZSCPQ339_2021-08-17
IV2021121012021172	kruidlaag	Cardamine pratensis L.	Soort_Latijn	1	Percentage	%	NA	ZSCPQ339_2021-08-17
IV2021121012021172	kruidlaag	Epipactis helleborine (L.) Crantz	Soort_Latijn	1	Percentage	%	NA	ZSCPQ339_2021-08-17
IV2021121012021172	kruidlaag	Galium aparine L.	Soort_Latijn	1	Percentage	%	NA	ZSCPQ339_2021-08-17
IV2021121012021172	kruidlaag	Glechoma hederacea L.	Soort_Latijn	2	Percentage	%	NA	ZSCPQ339_2021-08-17
IV2021121012021172	kruidlaag	Impatiens glandulifera Royle	Soort_Latijn	1	Percentage	%	NA	ZSCPQ339_2021-08-17
IV2021121012021172	kruidlaag	Lycopus europaeus L.	Soort_Latijn	2	Percentage	%	NA	ZSCPQ339_2021-08-17
IV2021121012021172	kruidlaag	Lythrum salicaria L.	Soort_Latijn	1	Percentage	%	NA	ZSCPQ339_2021-08-17
IV2021121012021172	kruidlaag	Myosotis scorpioides L.	Soort_Latijn	2	Percentage	%	NA	ZSCPQ339_2021-08-17
IV2021121012021172	kruidlaag	Poa trivialis L.	Soort_Latijn	17	Percentage	%	NA	ZSCPQ339_2021-08-17
IV2021121012021172	kruidlaag	Polygonum hydropiper L.	Soort_Latijn	4	Percentage	%	NA	ZSCPQ339_2021-08-17
IV2021121012021172	kruidlaag	Quercus robur L.	Soort_Latijn	1	Percentage	%	NA	ZSCPQ339_2021-08-17
IV2021121012021172	kruidlaag	Rumex obtusifolius L.	Soort_Latijn	1	Percentage	%	NA	ZSCPQ339_2021-08-17
IV2021121012021172	kruidlaag	Taraxacum	Soort_Latijn	1	Percentage	%	NA	ZSCPQ339_2021-08-17
IV2021121012021172	kruidlaag	Urtica dioica L.	Soort_Latijn	37	Percentage	%	NA	ZSCPQ339_2021-08-17
IV2021121012021172	moslaag	Brachythecium rutabulum (Hedw.) Schimp.	Soort_Latijn	4	Percentage	%	NA	ZSCPQ339_2021-08-17
IV2021121012021172	moslaag	Kindbergia praelonga (Hedw.) Ochyra	Soort_Latijn	12	Percentage	%	NA	ZSCPQ339_2021-08-17
IV2021121012021172	struiklaag	Calystegia sepium (L.) R. Brown	Soort_Latijn	1	Percentage	%	NA	ZSCPQ339_2021-08-17
IV2021121012021172	struiklaag	Salix alba L.	Soort_Latijn	2	Percentage	%	NA	ZSCPQ339_2021-08-17
IV2021121012021172	struiklaag	Salix dasyclados Wimm.	Soort_Latijn	47	Percentage	%	NA	ZSCPQ339_2021-08-17
IV2021121012021172	struiklaag	Salix x mollissima Hoffm. ex Elwert	Soort_Latijn	1	Percentage	%	NA	ZSCPQ339_2021-08-17
IV2021121012021172	struiklaag	Salix x sericans Tausch ex. A. Kerner	Soort_Latijn	12	Percentage	%	NA	ZSCPQ339_2021-08-17
IV2021121012021172	struiklaag	Sambucus nigra L.	Soort_Latijn	2	Percentage	%	NA	ZSCPQ339_2021-08-17
IV2021121012021172	NA	groeiklasse 1	studiegroep	15	Percentage	%	NA	ZSCPQ339_2021-08-17
IV2021121012021172	NA	groeiklasse 4	studiegroep	37.5	Percentage	%	NA	ZSCPQ339_2021-08-17
IV2021121012021172	NA	groeiklasse 5	studiegroep	15	Percentage	%	NA	ZSCPQ339_2021-08-17
IV2021121012021172	NA	groeiklasse 7	studiegroep	0.5	Percentage	%	NA	ZSCPQ339_2021-08-17
IV2021121014112438	kruidlaag	Callitriche stagnalis Scop.	Soort_Latijn	1	Percentage	%	NA	ZSCPQ340_2021-08-18
IV2021121014112438	kruidlaag	Calystegia sepium (L.) R. Brown	Soort_Latijn	1	Percentage	%	NA	ZSCPQ340_2021-08-18
IV2021121014112438	kruidlaag	Cardamine hirsuta L.	Soort_Latijn	1	Percentage	%	NA	ZSCPQ340_2021-08-18
IV2021121014112438	kruidlaag	Impatiens glandulifera Royle	Soort_Latijn	47	Percentage	%	NA	ZSCPQ340_2021-08-18
IV2021121014112438	kruidlaag	Lycopus europaeus L.	Soort_Latijn	2	Percentage	%	NA	ZSCPQ340_2021-08-18
IV2021121014112438	kruidlaag	Phragmites australis (Cav.) Steud.	Soort_Latijn	1	Percentage	%	NA	ZSCPQ340_2021-08-18
IV2021121014112438	kruidlaag	Poa trivialis L.	Soort_Latijn	1	Percentage	%	NA	ZSCPQ340_2021-08-18
IV2021121014112438	kruidlaag	Polygonum hydropiper L.	Soort_Latijn	4	Percentage	%	NA	ZSCPQ340_2021-08-18
IV2021121014112438	kruidlaag	Solanum dulcamara L.	Soort_Latijn	1	Percentage	%	NA	ZSCPQ340_2021-08-18
IV2021121014112438	kruidlaag	Urtica dioica L.	Soort_Latijn	40	Percentage	%	NA	ZSCPQ340_2021-08-18
IV2021121014112438	kruidlaag	Veronica anagallis-aquatica subsp. anagallis-aquatica	Soort_Latijn	1	Percentage	%	NA	ZSCPQ340_2021-08-18
IV2021121014112438	moslaag	Brachythecium rutabulum (Hedw.) Schimp.	Soort_Latijn	1	Percentage	%	NA	ZSCPQ340_2021-08-18
IV2021121014112438	struiklaag	Salix dasyclados Wimm.	Soort_Latijn	22	Percentage	%	NA	ZSCPQ340_2021-08-18
IV2021121014112438	struiklaag	Sambucus nigra L.	Soort_Latijn	12	Percentage	%	NA	ZSCPQ340_2021-08-18
IV2021121014112438	struiklaag	Solanum dulcamara L.	Soort_Latijn	1	Percentage	%	NA	ZSCPQ340_2021-08-18
IV2021121014112438	NA	groeiklasse 4	studiegroep	37.5	Percentage	%	NA	ZSCPQ340_2021-08-18
IV2021121014112438	NA	groeiklasse 5	studiegroep	37.5	Percentage	%	NA	ZSCPQ340_2021-08-18
IV2021121013463152	kruidlaag	Impatiens glandulifera Royle	Soort_Latijn	30	Percentage	%	NA	ZSCPQ341_2021-08-17
IV2021121013463152	kruidlaag	Urtica dioica L.	Soort_Latijn	70	Percentage	%	NA	ZSCPQ341_2021-08-17
IV2021121013463152	moslaag	Brachythecium rutabulum (Hedw.) Schimp.	Soort_Latijn	1	Percentage	%	NA	ZSCPQ341_2021-08-17
IV2021121013463152	moslaag	Kindbergia praelonga (Hedw.) Ochyra	Soort_Latijn	1	Percentage	%	NA	ZSCPQ341_2021-08-17
IV2021121013463152	struiklaag	Humulus lupulus L.	Soort_Latijn	2	Percentage	%	NA	ZSCPQ341_2021-08-17
IV2021121013463152	struiklaag	Salix dasyclados Wimm.	Soort_Latijn	32	Percentage	%	NA	ZSCPQ341_2021-08-17
IV2021121013463152	struiklaag	Salix viminalis L.	Soort_Latijn	10	Percentage	%	NA	ZSCPQ341_2021-08-17
IV2021121013463152	struiklaag	Salix x mollissima Hoffm. ex Elwert	Soort_Latijn	20	Percentage	%	NA	ZSCPQ341_2021-08-17
IV2021121013463152	NA	groeiklasse 4	studiegroep	62.5	Percentage	%	NA	ZSCPQ341_2021-08-17
IV2021121013463152	NA	groeiklasse 5	studiegroep	37.5	Percentage	%	NA	ZSCPQ341_2021-08-17
IV2021121013573179	kruidlaag	Bidens frondosa L.	Soort_Latijn	1	Percentage	%	NA	ZSCPQ342_2021-08-17
IV2021121013573179	kruidlaag	Callitriche stagnalis Scop.	Soort_Latijn	1	Percentage	%	NA	ZSCPQ342_2021-08-17
IV2021121013573179	kruidlaag	Glyceria maxima (Hartm.) Holmberg	Soort_Latijn	2	Percentage	%	NA	ZSCPQ342_2021-08-17
IV2021121013573179	kruidlaag	Lycopus europaeus L.	Soort_Latijn	2	Percentage	%	NA	ZSCPQ342_2021-08-17
IV2021121013573179	kruidlaag	Lythrum salicaria L.	Soort_Latijn	1	Percentage	%	NA	ZSCPQ342_2021-08-17
IV2021121013573179	kruidlaag	Mentha aquatica L.	Soort_Latijn	1	Percentage	%	NA	ZSCPQ342_2021-08-17
IV2021121013573179	kruidlaag	Phalaris arundinacea L.	Soort_Latijn	1	Percentage	%	NA	ZSCPQ342_2021-08-17
IV2021121013573179	kruidlaag	Polygonum hydropiper L.	Soort_Latijn	1	Percentage	%	NA	ZSCPQ342_2021-08-17
IV2021121013573179	kruidlaag	Scirpus maritimus L.	Soort_Latijn	1	Percentage	%	NA	ZSCPQ342_2021-08-17
IV2021121013573179	kruidlaag	Solanum dulcamara L.	Soort_Latijn	1	Percentage	%	NA	ZSCPQ342_2021-08-17
IV2021121013573179	kruidlaag	Veronica anagallis-aquatica subsp. anagallis-aquatica	Soort_Latijn	1	Percentage	%	NA	ZSCPQ342_2021-08-17
IV2021121013573179	struiklaag	Salix alba L.	Soort_Latijn	2	Percentage	%	NA	ZSCPQ342_2021-08-17
IV2021121013573179	struiklaag	Salix dasyclados Wimm.	Soort_Latijn	60	Percentage	%	NA	ZSCPQ342_2021-08-17
IV2021121013573179	NA	groeiklasse 2	studiegroep	1.5	Percentage	%	NA	ZSCPQ342_2021-08-17
IV2021121013573179	NA	groeiklasse 4	studiegroep	87.5	Percentage	%	NA	ZSCPQ342_2021-08-17
IV2021121013573179	NA	groeiklasse 5	studiegroep	15	Percentage	%	NA	ZSCPQ342_2021-08-17
IV2021121015095749	kruidlaag	Anthriscus sylvestris (L.) Hoffmann	Soort_Latijn	1	Percentage	%	NA	ZSCPQ343_2021-08-18
IV2021121015095749	kruidlaag	Caltha palustris	Soort_Latijn	1	Percentage	%	NA	ZSCPQ343_2021-08-18
IV2021121015095749	kruidlaag	Calystegia sepium (L.) R. Brown	Soort_Latijn	1	Percentage	%	NA	ZSCPQ343_2021-08-18
IV2021121015095749	kruidlaag	Cardamine amara L.	Soort_Latijn	1	Percentage	%	NA	ZSCPQ343_2021-08-18
IV2021121015095749	kruidlaag	Cardamine pratensis L.	Soort_Latijn	1	Percentage	%	NA	ZSCPQ343_2021-08-18
IV2021121015095749	kruidlaag	Galium aparine L.	Soort_Latijn	1	Percentage	%	NA	ZSCPQ343_2021-08-18
IV2021121015095749	kruidlaag	Impatiens glandulifera Royle	Soort_Latijn	7	Percentage	%	NA	ZSCPQ343_2021-08-18
IV2021121015095749	kruidlaag	Poa trivialis L.	Soort_Latijn	4	Percentage	%	NA	ZSCPQ343_2021-08-18
IV2021121015095749	kruidlaag	Rumex obtusifolius L.	Soort_Latijn	1	Percentage	%	NA	ZSCPQ343_2021-08-18
IV2021121015095749	kruidlaag	Urtica dioica L.	Soort_Latijn	62	Percentage	%	NA	ZSCPQ343_2021-08-18
IV2021121015095749	kruidlaag	Veronica anagallis-aquatica subsp. anagallis-aquatica	Soort_Latijn	1	Percentage	%	NA	ZSCPQ343_2021-08-18
IV2021121015095749	moslaag	Brachythecium rutabulum (Hedw.) Schimp.	Soort_Latijn	1	Percentage	%	NA	ZSCPQ343_2021-08-18
IV2021121015095749	moslaag	Kindbergia praelonga (Hedw.) Ochyra	Soort_Latijn	1	Percentage	%	NA	ZSCPQ343_2021-08-18
IV2021121015095749	struiklaag	Calystegia sepium (L.) R. Brown	Soort_Latijn	1	Percentage	%	NA	ZSCPQ343_2021-08-18
IV2021121015095749	struiklaag	Salix dasyclados Wimm.	Soort_Latijn	22	Percentage	%	NA	ZSCPQ343_2021-08-18
IV2021121015095749	struiklaag	Salix x sericans Tausch ex. A. Kerner	Soort_Latijn	42	Percentage	%	NA	ZSCPQ343_2021-08-18
IV2021121015095749	NA	groeiklasse 2	studiegroep	1.5	Percentage	%	NA	ZSCPQ343_2021-08-18
IV2021121015095749	NA	groeiklasse 4	studiegroep	15	Percentage	%	NA	ZSCPQ343_2021-08-18
IV2021121015095749	NA	groeiklasse 5	studiegroep	62.5	Percentage	%	NA	ZSCPQ343_2021-08-18
IV2021121010562649	kruidlaag	Apium nodiflorum (L.) Lag.	Soort_Latijn	1	Percentage	%	NA	ZSCPQ344_2021-08-16
IV2021121010562649	kruidlaag	Calystegia sepium (L.) R. Brown	Soort_Latijn	2	Percentage	%	NA	ZSCPQ344_2021-08-16
IV2021121010562649	kruidlaag	Cardamine amara L.	Soort_Latijn	1	Percentage	%	NA	ZSCPQ344_2021-08-16
IV2021121010562649	kruidlaag	Cardamine pratensis L.	Soort_Latijn	1	Percentage	%	NA	ZSCPQ344_2021-08-16
IV2021121010562649	kruidlaag	Galium aparine L.	Soort_Latijn	1	Percentage	%	NA	ZSCPQ344_2021-08-16
IV2021121010562649	kruidlaag	Glechoma hederacea L.	Soort_Latijn	2	Percentage	%	NA	ZSCPQ344_2021-08-16
IV2021121010562649	kruidlaag	Impatiens glandulifera Royle	Soort_Latijn	10	Percentage	%	NA	ZSCPQ344_2021-08-16
IV2021121010562649	kruidlaag	Iris pseudacorus L.	Soort_Latijn	2	Percentage	%	NA	ZSCPQ344_2021-08-16
IV2021121010562649	kruidlaag	Lycopus europaeus L.	Soort_Latijn	4	Percentage	%	NA	ZSCPQ344_2021-08-16
IV2021121010562649	kruidlaag	Lythrum salicaria L.	Soort_Latijn	1	Percentage	%	NA	ZSCPQ344_2021-08-16
IV2021121010562649	kruidlaag	Mentha aquatica L.	Soort_Latijn	1	Percentage	%	NA	ZSCPQ344_2021-08-16
IV2021121010562649	kruidlaag	Poa trivialis L.	Soort_Latijn	7	Percentage	%	NA	ZSCPQ344_2021-08-16
IV2021121010562649	kruidlaag	Polygonum hydropiper L.	Soort_Latijn	4	Percentage	%	NA	ZSCPQ344_2021-08-16
IV2021121010562649	kruidlaag	Ranunculus repens L.	Soort_Latijn	2	Percentage	%	NA	ZSCPQ344_2021-08-16
IV2021121010562649	kruidlaag	Rumex conglomeratus Murray	Soort_Latijn	1	Percentage	%	NA	ZSCPQ344_2021-08-16
IV2021121010562649	kruidlaag	Rumex obtusifolius L.	Soort_Latijn	1	Percentage	%	NA	ZSCPQ344_2021-08-16
IV2021121010562649	kruidlaag	Rumex sanguineus L.	Soort_Latijn	1	Percentage	%	NA	ZSCPQ344_2021-08-16
IV2021121010562649	kruidlaag	Symphytum officinale L.	Soort_Latijn	1	Percentage	%	NA	ZSCPQ344_2021-08-16
IV2021121010562649	kruidlaag	Urtica dioica L.	Soort_Latijn	70	Percentage	%	NA	ZSCPQ344_2021-08-16
IV2021121010562649	kruidlaag	Veronica anagallis-aquatica subsp. anagallis-aquatica	Soort_Latijn	1	Percentage	%	NA	ZSCPQ344_2021-08-16
IV2021121010562649	moslaag	Barbula	Soort_Latijn	1	Percentage	%	NA	ZSCPQ344_2021-08-16
IV2021121010562649	moslaag	Brachythecium rutabulum (Hedw.) Schimp.	Soort_Latijn	1	Percentage	%	NA	ZSCPQ344_2021-08-16
IV2021121010562649	struiklaag	Calystegia sepium (L.) R. Brown	Soort_Latijn	1	Percentage	%	NA	ZSCPQ344_2021-08-16
