id	date	code_watersurfaces	in_sac	habitattype	habitatsubtype	lsvi	aggregatiemethode	n_zb_ongunstig	aandeel_gunstig	index_mean_ind
IV2017032009171774	2016-08-31	LIMGNK0062	1	3150	8	ongunstig	RapportageHR	3	20	-0.352296
IV2019042409550003	2016-09-14	WVLOSK0532	1	3150	8	ongunstig	RapportageHR	1	80	0.24915
IV2017032810192681	2016-09-22	LIMDPB0315	1	3150	8	ongunstig	RapportageHR	3	20	-0.341525
IV2021012709473267	2017-06-18	OVLMOE0016	0	3150	8	ongunstig	RapportageHR	1	60	0.143233
IV2017120808142110	2017-06-29	ANTGEE0305	1	3150	8	gunstig	RapportageHR	0	100	0.463383
IV2017120808302127	2017-07-07	VBRSZI0297	1	3150	8	ongunstig	RapportageHR	3	20	-0.355907
IV2017121415063194	2017-07-20	OVLSIN0011	1	3150	8	ongunstig	RapportageHR	2	40	-0.079148
IV2018030208224229	2017-08-01	LIMHAS0103	0	3150	8	ongunstig	RapportageHR	2	60	-0.038451
IV2018020909033210	2017-08-02	ANTGEE0046	1	3150	8	ongunstig	RapportageHR	1	60	0.106567
IV2017121415181838	2017-08-02	ANTGEE0069	1	3150	8	ongunstig	RapportageHR	2	40	-0.128095
IV2018082109012829	2017-08-09	WVLOSK0526	1	3150	8	ongunstig	RapportageHR	1	80	0.286802
IV2018030107523816	2017-08-16	VBRARS0043	1	3150	8	ongunstig	RapportageHR	1	80	0.255764
IV2018030108093775	2017-08-16	VBRARS0364	1	3150	8	ongunstig	RapportageHR	3	40	-0.247243
IV2017120813484970	2017-08-18	ANTBCT0252	1	3150	8	ongunstig	RapportageHR	2	40	-0.022005
IV2018082012290419	2017-08-21	ANTNIJ0045	1	3150	8	ongunstig	RapportageHR	2	60	0.149524
IV2018102912582617	2017-08-23	VBRSZI0213	1	3150	8	ongunstig	RapportageHR	2	40	-0.085338
IV2018102913022668	2017-08-23	VBRSZI0315	1	3150	8	gunstig	RapportageHR	0	100	0.516717
IV2018030208294109	2017-08-24	ANTGEE0193	1	3150	8	ongunstig	RapportageHR	2	60	0.213911
IV2018090609212270	2017-08-25	ANTGEE0107	1	3150	8	ongunstig	RapportageHR	1	60	0.373333
IV2018020910422627	2017-09-06	ANTMOL0576	1	3150	8	ongunstig	RapportageHR	1	80	0.345816
IV2018120608194378	2017-09-22	LIMHEC0201	1	3150	8	ongunstig	RapportageHR	2	60	0.011092
IV2018022808380131	2017-10-02	LIMHAS0281	0	3150	8	ongunstig	RapportageHR	3	40	-0.21481
IV2018022808530677	2017-10-02	VBRDIE0330	1	3150	8	ongunstig	RapportageHR	3	40	-0.051853
IV2018091311180061	2017-10-04	WVLOSK0053	1	3150	8	ongunstig	RapportageHR	3	20	-0.339063
IV2018082010271159	2017-10-09	ANTBAL0595	1	3150	8	ongunstig	RapportageHR	1	80	0.37
IV2018082011540115	2017-10-10	WVLDAM0090	0	3150	8	ongunstig	RapportageHR	4	20	-0.184201
IV2018082814440090	2018-06-06	ANTMEC0257	0	3150	8	ongunstig	RapportageHR	1	60	0.156567
IV2018090514382356	2018-07-16	OVLDSB0184	1	3150	8	ongunstig	RapportageHR	3	20	-0.210048
IV2018082714371371	2018-07-20	ANTMOL0089	1	3150	8	ongunstig	RapportageHR	2	60	0.058673
IV2018101514410150	2018-07-25	ANTWUU0153	1	3150	8	ongunstig	RapportageHR	1	60	0.332483
IV2018090412483372	2018-08-08	OVLBLE0193	1	3150	8	ongunstig	RapportageHR	1	60	0.263233
IV2018091112013619	2018-08-22	VBRKRB0004	1	3150	8	ongunstig	RapportageHR	1	60	0.22915
IV2018101515184939	2018-09-18	LIMGNK0064	1	3150	8	gunstig	RapportageHR	0	100	0.496717
IV2018101515220639	2018-09-24	VBRARS0052	1	3150	8	ongunstig	RapportageHR	2	60	0.161432
IV2018101719542365	2018-09-24	VBRZOU0046	1	3150	8	ongunstig	RapportageHR	1	80	0.443383
IV2019110515295694	2019-05-28	OVLBLE0248	1	3150	8	ongunstig	RapportageHR	2	40	-0.001
IV2019110513325514	2019-06-17	LIMHLN0163	1	3150	8	gunstig	RapportageHR	0	100	0.416717
IV2019110513370240	2019-07-02	LIMLNK0018	1	3150	8	ongunstig	RapportageHR	1	60	0.32915
IV2019110513444368	2019-07-02	LIMLNK0101	1	3150	8	ongunstig	RapportageHR	2	40	-0.078903
IV2019103118004579	2019-07-04	ANTBAL0373	1	3150	8	gunstig	RapportageHR	0	100	0.536717
IV2019103119232102	2019-07-04	ANTBAL0505	1	3150	8	ongunstig	RapportageHR	1	60	0.27
IV2019111308021358	2019-07-05	VBRSZI0235	1	3150	8	ongunstig	RapportageHR	3	20	-0.343824
IV2019111308155779	2019-07-05	VBRSZI0243	1	3150	8	gunstig	RapportageHR	0	100	0.40005
IV2019111308091798	2019-07-05	VBRSZI0401	1	3150	8	ongunstig	RapportageHR	1	80	0.357669
IV2019111308214272	2019-07-08	VBRSZI0435	1	3150	8	ongunstig	RapportageHR	2	40	-0.09005
IV2019111308261548	2019-07-22	ANTGEE0105	1	3150	8	ongunstig	RapportageHR	1	80	0.408145
IV2019082909514203	2019-08-12	LIMHEC0128	1	3150	8	ongunstig	RapportageHR	2	60	-0.013679
IV2019082909570134	2019-08-12	LIMOVP0232	1	3150	8	ongunstig	RapportageHR	2	40	0.05008
IV2019083014270835	2019-08-30	LIMMSK0151	1	3150	8	ongunstig	RapportageHR	2	60	-0.114211
IV2019102915495051	2019-09-04	LIMGNK0025	1	3150	8	ongunstig	RapportageHR	2	40	-0.156767
IV2019102916072782	2019-09-05	LIMHLN0068	1	3150	8	ongunstig	RapportageHR	1	60	0.244147
IV2019102916032344	2019-09-05	VBRDIE0220	1	3150	8	ongunstig	RapportageHR	4	0	-0.3709
IV2019102915313847	2019-09-10	LIMHAS0629	0	3150	8	ongunstig	RapportageHR	1	60	0.241482
IV2019100407101015	2019-09-20	LIMKIN0231	1	3150	8	ongunstig	RapportageHR	1	80	0.38014
IV2019100112075213	2019-09-25	VBRARS0370	1	3150	8	ongunstig	RapportageHR	2	60	-0.110842
IV2021012015494957	2020-07-27	WVLDIK0136	0	3150	8	ongunstig	RapportageHR	2	40	0.005666
IV2021012509411883	2020-07-27	WVLDIK1027	0	3150	8	ongunstig	RapportageHR	2	40	-0.043343
IV2020100611450996	2020-07-29	LIMDPB0311	1	3150	8	ongunstig	RapportageHR	2	40	-0.091
IV2020100111171473	2020-08-17	OVLLOK0354	1	3150	8	ongunstig	RapportageHR	3	20	-0.563353
IV2021020111343108	2020-08-24	WVLDAM0090	0	3150	8	ongunstig	RapportageHR	2	60	0.15005
IV2021051715363885	2020-08-25	ANTZAN0122	0	3150	8	ongunstig	RapportageHR	1	60	0.27
IV2020102007565094	2020-08-25	ANTZAN0176	0	3150	8	gunstig	RapportageHR	0	100	0.583383
IV2020102007502215	2020-08-26	ANTZAN0175	0	3150	8	ongunstig	RapportageHR	1	60	0.27386
IV2021032912422026	2020-08-31	LIMHHE0285	1	3150	8	ongunstig	RapportageHR	2	60	0.172433
IV2020092216074114	2020-09-15	ANTMOL0143	1	3150	8	ongunstig	RapportageHR	1	80	0.28281
IV2021102616292567	2021-08-25	LIMKIN0235	1	3150	8	ongunstig	RapportageHR	1	80	0.378621
IV2025020511071869	2022-08-18	WVLHAR0329	0	3150	8	ongunstig	RapportageHR	1	60	0.262483
IV2024011111212549	2023-08-09	VBRZOU0028	1	3150	8	ongunstig	RapportageHR	2	40	-0.131
IV2024120512114733	2024-06-14	ANTBAL0396	1	3150	8	ongunstig	RapportageHR	3	20	-0.500551
IV2024120512353957	2024-06-14	ANTBAL0592	1	3150	8	ongunstig	RapportageHR	1	80	0.366143
IV2024120513293756	2024-06-14	ANTBAL0595	1	3150	8	ongunstig	RapportageHR	3	20	-0.037091
IV2024101009350936	2024-07-04	LIMGNK0064	1	3150	8	ongunstig	RapportageHR	1	60	0.2999
IV2024120416303103	2024-07-08	ANTMOL0092	0	3150	8	ongunstig	RapportageHR	2	40	-0.089148
IV2024120511231676	2024-07-24	OVLMOE0016	0	3150	8	ongunstig	RapportageHR	2	40	-0.093433
IV2024101810420614	2024-08-19	LIMBRE0073	1	3150	8	gunstig	RapportageHR	0	80	0.25005
IV2024103013174404	2024-09-12	LIMDPB0311	1	3150	8	ongunstig	RapportageHR	1	60	0.136567
IV2024103013230064	2024-09-12	LIMDPB0315	1	3150	8	ongunstig	RapportageHR	3	40	-0.14183
IV2024103113162816	2024-09-24	LIMLUM0210	0	3150	8	ongunstig	RapportageHR	2	40	-0.098431
IV2024103113440448	2024-09-26	LIMKIN0231	1	3150	8	ongunstig	RapportageHR	2	40	0.10009
IV2024110408002650	2024-10-03	ANTMRK0228	0	3150	8	ongunstig	RapportageHR	1	60	0.342483
IV2021110115274417	2014-08-27	LIMZNH0333	1	3160	9	ongunstig	RapportageHR	1	80	0.386667
IV2021102614322566	2015-05-29	ANTTUR0301	1	3160	9	ongunstig	RapportageHR	1	60	0.193333
IV2021102610593198	2015-06-24	ANTKAS0616	1	3160	9	ongunstig	RapportageHR	2	60	0.077778
IV2021103012423456	2015-06-25	LIMDST0108	1	3160	9	ongunstig	RapportageHR	1	60	0.146667
IV2021102614201906	2016-06-30	LIMHHE0112	1	3160	9	ongunstig	RapportageHR	2	40	0.035556
IV2017042509374052	2016-08-26	LIMMSM0197	1	3160	9	ongunstig	RapportageHR	1	80	0.433333
IV2017042509472815	2016-08-26	LIMMSM0198	1	3160	9	ongunstig	RapportageHR	1	80	0.603333
IV2017040410453770	2016-09-08	ANTOTH0270	1	3160	9	ongunstig	RapportageHR	1	60	0.444444
IV2017040410373172	2016-09-08	ANTOTH0271	1	3160	9	ongunstig	RapportageHR	2	60	0.268254
IV2017042511431890	2016-09-15	ANTMOL0716	1	3160	9	ongunstig	RapportageHR	1	60	0.033333
IV2017040309253000	2016-09-20	ANTKAL0004	1	3160	9	ongunstig	RapportageHR	1	60	0.493333
IV2017042511032923	2016-09-26	LIMBRG0199	1	3160	9	gunstig	RapportageHR	0	100	0.806667
IV2017042510565778	2016-09-28	ANTHTS0151	1	3160	9	ongunstig	RapportageHR	1	80	0.55
IV2018030115153464	2016-09-29	LIMOPG0009	1	3160	9	ongunstig	RapportageHR	2	40	-0.014444
IV2021102611333955	2016-10-05	ANTKAS0467	1	3160	9	ongunstig	RapportageHR	1	60	-0.006667
IV2017032011441776	2016-10-13	ANTMOL0555	1	3160	9	ongunstig	RapportageHR	2	60	0.359
IV2018030109245054	2016-10-13	LIMOVP0094	0	3160	9	ongunstig	RapportageHR	2	40	-0.24
IV2017030812170830	2016-10-18	ANTKAS0030	1	3160	9	ongunstig	RapportageHR	2	40	0.057778
IV2018082012413631	2016-10-20	LIMZNH0437	1	3160	9	ongunstig	RapportageHR	1	80	0.621111
IV2017032009392259	2016-11-03	LIMOPG0020	1	3160	9	ongunstig	RapportageHR	2	60	0.055556
IV2017032009323636	2016-11-04	ANTKAL0019	1	3160	9	ongunstig	RapportageHR	2	40	-0.013333
IV2018022807152484	2017-06-30	LIMTES0026	1	3160	9	ongunstig	RapportageHR	2	40	-0.11
IV2018083009021339	2017-08-08	LIMHEC0120	1	3160	9	ongunstig	RapportageHR	2	40	0.011111
IV2018120610423940	2017-08-11	LIMMSM0036	1	3160	9	ongunstig	RapportageHR	1	80	0.444444
IV2017120708235225	2017-08-28	LIMZNH0318	1	3160	9	ongunstig	RapportageHR	1	80	0.568889
IV2018082008201439	2017-08-28	LIMZNH0437	1	3160	9	ongunstig	RapportageHR	1	80	0.624444
IV2018020910124046	2017-09-06	ANTMOL0546	1	3160	9	ongunstig	RapportageHR	1	60	0.312667
IV2018020912063019	2017-09-15	ANTRAV0230	1	3160	9	ongunstig	RapportageHR	2	40	-0.101
IV2018120609235071	2017-09-18	LIMHHE0322	1	3160	9	ongunstig	RapportageHR	1	60	0.411111
IV2017120618361898	2017-09-22	LIMMGR0262	1	3160	9	ongunstig	RapportageHR	1	60	0.1
IV2017120618385593	2017-09-22	LIMMGR0376	1	3160	9	ongunstig	RapportageHR	1	80	0.46
IV2018031512094752	2017-09-29	ANTBCT0464	1	3160	9	ongunstig	RapportageHR	1	60	0.106667
IV2018102912371643	2017-10-04	LIMASS2024	1	3160	9	ongunstig	RapportageHR	2	40	-0.106667
IV2018022809110643	2017-10-05	ANTKAS0463	1	3160	9	ongunstig	RapportageHR	2	40	0.08
IV2018022808192220	2017-10-06	ANTKAL0269	1	3160	9	ongunstig	RapportageHR	2	40	0.044444
IV2018022808283147	2017-10-10	ANTKAL0247	1	3160	9	ongunstig	RapportageHR	2	40	0.042222
IV2018022811445956	2017-10-18	LIMHHE0375	1	3160	9	ongunstig	RapportageHR	1	80	0.574444
IV2018022811012850	2017-10-27	ANTKAL0387	1	3160	9	ongunstig	RapportageHR	2	40	-0.017778
IV2018082315010378	2018-06-25	LIMNEE0011	1	3160	9	ongunstig	RapportageHR	2	60	-0.022222
IV2018082909343381	2018-06-25	LIMNEE0213	1	3160	9	ongunstig	RapportageHR	2	40	0.1
IV2018082409480563	2018-06-28	LIMHHE0001	1	3160	9	ongunstig	RapportageHR	2	40	-0.082857
IV2018082412304466	2018-06-28	LIMHHE0008	1	3160	9	ongunstig	RapportageHR	2	40	-0.068571
IV2018082408132366	2018-06-29	LIMHHE0005	1	3160	9	ongunstig	RapportageHR	1	80	0.376667
IV2019120515503067	2018-07-10	ANTTUR0296	1	3160	9	ongunstig	RapportageHR	1	60	0.276667
IV2018083009213994	2018-07-18	ANTBAL0559	1	3160	9	ongunstig	RapportageHR	2	40	-0.022222
IV2018082808454134	2018-07-19	LIMHHE0002	1	3160	9	ongunstig	RapportageHR	1	80	0.226667
IV2018090509082763	2018-08-01	LIMKIN0192	1	3160	9	ongunstig	RapportageHR	3	20	-0.253016
IV2018091015012343	2018-08-24	ANTHTS0090	1	3160	9	ongunstig	RapportageHR	2	40	-0.052222
IV2018091107504655	2018-08-24	ANTHTS0097	1	3160	9	ongunstig	RapportageHR	2	40	-0.12
IV2018101206332344	2018-09-25	ANTKAL0235	1	3160	9	ongunstig	RapportageHR	1	80	0.488571
IV2019110514561774	2019-05-23	LIMZNH0374	1	3160	9	gunstig	RapportageHR	0	100	0.753333
IV2019110508420118	2019-06-11	ANTKAL0288	1	3160	9	ongunstig	RapportageHR	1	80	0.541111
IV2019110515255900	2019-06-12	LIMBRG0182	1	3160	9	ongunstig	RapportageHR	2	40	-0.144444
IV2019103119372507	2019-06-21	ANTBCT0028	1	3160	9	ongunstig	RapportageHR	1	60	0.093333
IV2019110515092969	2019-06-24	LIMMSM0167	1	3160	9	ongunstig	RapportageHR	2	40	-0.237778
IV2019110515122209	2019-06-25	LIMHEC0578	1	3160	9	ongunstig	RapportageHR	1	80	0.592222
IV2019110514235553	2019-06-28	LIMZNH0338	1	3160	9	gunstig	RapportageHR	0	80	0.556667
IV2019110509594859	2019-07-01	ANTRAV0296	1	3160	9	ongunstig	RapportageHR	2	40	-0.111111
IV2021012910413902	2020-06-03	LIMLNK0167	1	3160	9	ongunstig	RapportageHR	2	40	0.257143
IV2020100110560092	2020-08-14	LIMDST0215	1	3160	9	ongunstig	RapportageHR	3	20	-0.272111
IV2020100710152417	2020-09-02	LIMOPG0016	1	3160	9	ongunstig	RapportageHR	2	40	0.074444
IV2023021918271743	2022-09-23	ANTTUR0018	1	3160	9	ongunstig	RapportageHR	1	60	0.013333
IV2023022014281696	2022-10-10	ANTTUR0301	1	3160	9	ongunstig	RapportageHR	2	40	0.071111
IV2023080114445290	2023-06-15	ANTTUR0022	1	3160	9	ongunstig	RapportageHR	2	40	-0.048571
IV2023083109223750	2023-08-25	ANTKAL0344	1	3160	9	ongunstig	RapportageHR	2	40	-0.055556
IV2023112914403467	2023-09-28	LIMHHE0002	1	3160	9	ongunstig	RapportageHR	1	80	0.376667
IV2024120416170638	2023-10-11	ANTOTH0271	1	3160	9	ongunstig	RapportageHR	1	60	0.342222
IV2024100111090608	2024-07-02	ANTKAL0330	1	3160	9	ongunstig	RapportageHR	2	60	0.144444
IV2024101010441028	2024-07-08	ANTKAL0004	1	3160	9	ongunstig	RapportageHR	1	60	0.193333
IV2024101015582200	2024-07-08	ANTKAL0123	1	3160	9	ongunstig	RapportageHR	3	20	-0.123222
IV2024101016224661	2024-07-10	LIMZNH0338	1	3160	9	gunstig	RapportageHR	0	80	0.596667
IV2024101409542202	2024-07-17	ANTKAL0019	1	3160	9	ongunstig	RapportageHR	2	40	0.08
IV2024101411070526	2024-07-18	ANTKAL0021	1	3160	9	ongunstig	RapportageHR	1	60	0.256667
IV2024101807292581	2024-07-24	ANTKAL0288	1	3160	9	ongunstig	RapportageHR	2	60	0.141111
IV2024101809401953	2024-07-24	ANTKAL0383	1	3160	9	ongunstig	RapportageHR	2	60	0.152222
IV2024101413430988	2024-07-25	ANTKAL0387	1	3160	9	ongunstig	RapportageHR	2	40	-0.085714
IV2024101810573793	2024-08-20	ANTKAS0463	1	3160	9	ongunstig	RapportageHR	1	60	0.256667
IV2024120415492353	2024-08-21	ANTKAL0385	1	3160	9	ongunstig	RapportageHR	2	25	-0.291667
IV2024101814121171	2024-08-23	ANTBCT0464	1	3160	9	ongunstig	RapportageHR	1	60	0.236667
IV2024101814082924	2024-08-23	ANTBCT0525	1	3160	9	ongunstig	RapportageHR	2	60	0.025714
IV2024101813564711	2024-08-23	ANTBCT0698	1	3160	9	ongunstig	RapportageHR	1	60	0.123333
IV2024120316140532	2024-08-23	ANTHTS0151	1	3160	9	gunstig	RapportageHR	0	80	0.596667
IV2024120514543681	2024-08-26	ANTKAL0233	1	3160	9	ongunstig	RapportageHR	2	40	0.096667
IV2024120514454832	2024-08-26	ANTKAL0235	1	3160	9	ongunstig	RapportageHR	2	40	-0.022222
IV2024102115490522	2024-09-04	ANTKAS0501	1	3160	9	ongunstig	RapportageHR	3	20	-0.107667
IV2024103007214333	2024-09-06	LIMMGR0376	1	3160	9	ongunstig	RapportageHR	1	80	0.64
IV2024103011501464	2024-09-11	ANTBCT0275	0	3160	9	ongunstig	RapportageHR	1	60	0.2
IV2024103013531318	2024-09-13	LIMZNH0318	1	3160	9	gunstig	RapportageHR	0	100	0.776667
IV2024103111323262	2024-09-19	ANTBCT0019	1	3160	9	gunstig	RapportageHR	0	80	0.46
