ID	survey	record_id_square	record_id_circle	date	type_observed	subtype_defined	type_cover	type_cover_all	is_type_target	is_maintype_target	any_type_target	n_type_target	cover_target	Habitattype
258390_2015-11-13	anb	258390_2015-11-13	258390_2015-11-13	16752	6510_hu	1	NA	NA	1	1	1	1	NA	6510_hu
258390_2020-05-27	N2000_6510_droogte	IV2022062814340518	IV2022062814314265	18409	6510	0	100	100% 6510	0	1	0	0	0	6510_hu
258390_2020-05-27	N2000_6510_droogte	IV2022062814340518	IV2022062814314265	18409	6510	0	100	100% 6510	0	1	0	0	0	6510_hua
258390_2020-05-27	N2000_6510_droogte	IV2022062814340518	IV2022062814314265	18409	6510	0	100	100% 6510	0	1	0	0	0	6510_huk
258390_2020-05-27	N2000_6510_droogte	IV2022062814340518	IV2022062814314265	18409	6510	0	100	100% 6510	0	1	0	0	0	6510_hus
2595841_2020-08-18	N2000meetnet_Grasland_BHM	IV2021012609023284	IV2021012608515707	18492	1330_hpr	1	100	100% 1330_hpr	1	1	1	1	100	1330_hpr
2598774_2020-07-23	N2000meetnet_Moeras_BHM	IV2021010411395735	IV2021010411284004	18466	7140_meso	1	100	100% 7140_meso	1	1	1	1	100	7140_meso
2637569_2018-07-03	N2000meetnet_Grasland_BHM	IV2019012514311759	IV2019012513495405	17715	6230_hmo	1	100	100% 6230_hmo	1	1	1	1	100	6230_hmo
2643702_2021-08-19	N2000meetnet_Grasland_BHM	IV2022031012183617	IV2022031010341264	18858	6410_mo	1	100	100% 6410_mo	1	1	1	1	100	6410_mo
2645158_2020-07-09	N2000meetnet_Moeras_BHM	IV2020092113240774	IV2020092113020783	18452	7140_meso	1	100	100% 7140_meso	1	1	1	1	100	7140_meso
2645426_2018-06-08	anb	2645426_2018-06-08	2645426_2018-06-08	17690	6510_huk	1	NA	NA	1	1	1	1	NA	6510_huk
2664513_2015-07-10	N2000meetnet_Grasland	IV2017010922225486	IV2017010922050123	16626	6410_mo	1	100	100% 6410_mo	1	1	1	1	100	6410_mo
267986_2016-09-13	N2000meetnet_Moerassen	IV2017021513305863	IV2017021513174412	17057	7140_meso	1	100	100% 7140_meso	1	1	1	1	100	7140_meso
267986_2023-07-05	N2000meetnet_Moeras_BHM	IV2023112211595610	IV2023112211585518	19543	7140_meso	1	100	100% 7140_meso	1	1	1	1	100	7140_meso
271030_2016-09-15	N2000meetnet_Moerassen	IV2017021515505552	IV2017021515354295	17059	7140_meso	1	100	100% 7140_meso	1	1	1	1	100	7140_meso
271030_2023-10-12	N2000meetnet_Moeras_BHM	IV2023112210415362	IV2023112210385346	19642	7140_meso	1	100	100% 7140_meso	1	1	1	1	100	7140_meso
2733713_2019-06-05	anb	2733713_2019-06-05	2733713_2019-06-05	18052	6510_hua	1	NA	NA	1	1	1	1	NA	6510_hua
2760937_2016-09-12	N2000meetnet_Grasland	IV2017012716564741	IV2017012716313882	17056	6410_mo	1	100	100% 6410_mo	1	1	1	1	100	6410_mo
2767798_2020-07-23	N2000meetnet_Moeras_BHM	IV2021010411002516	IV2021010409565410	18466	7140_meso	1	100	100% 7140_meso	1	1	1	1	100	7140_meso
2805181_2020-10-15	N2000meetnet_Grasland_BHM	IV2021012516025281	IV2021012515560789	18550	1330_hpr	1	100	100% 1330_hpr	1	1	1	1	100	1330_hpr
2809525_2020-08-21	N2000meetnet_Grasland_BHM	IV2021012613275915	IV2021012613231236	18495	1330_hpr	1	100	100% 1330_hpr	1	1	1	1	100	1330_hpr
281177_2023-05-26	anb	281177_2023-05-26	281177_2023-05-26	19503	6510_hu	1	NA	NA	1	1	1	1	NA	6510_hu
2813697_2017-09-25	N2000meetnet_Grasland_BHM	IV2017120114192219	IV2017120113271520	17434	6230_hn	1	80	20% gh; 80% 6230_hn	1	1	1	1	80	6230_hn
2814902_2020-09-10	N2000meetnet_Moeras_BHM	IV2021010512544258	IV2021010512325510	18515	7140_oli	1	100	100% 7140_oli	1	1	1	1	100	7140_oli
282614_2016-09-14	N2000meetnet_Moerassen	IV2017020318234508	IV2017020318100730	17058	7140_meso	1	100	100% 7140_meso	1	1	1	1	100	7140_meso
282614_2024-06-25	N2000meetnet_Moeras_BHM	IV2024062911282569	IV2024062806502629	19899	7140_meso	1	100	100% 7140_meso	1	1	1	1	100	7140_meso
283094_2023-06-05	anb	283094_2023-06-05	283094_2023-06-05	19513	6510_hu	1	NA	NA	1	1	1	1	NA	6510_hu
2839602_2016-06-08	N2000meetnet_Grasland	IV2017022318064503	IV2017022316243012	16960	6410_mo	1	100	100% 6410_mo	1	1	1	1	100	6410_mo
2841894_2018-05-22	anb	2841894_2018-05-22	2841894_2018-05-22	17673	6510_huk	1	NA	NA	1	1	1	1	NA	6510_huk
2867990_2014-05-22	anb	2867990_2014-05-22	2867990_2014-05-22	16212	6510_hus	1	NA	NA	1	1	1	1	NA	6510_hus
2867990_2022-06-02	anb	2867990_2022-06-02	2867990_2022-06-02	19145	6510_hus	1	NA	NA	1	1	1	1	NA	6510_hus
2891673_2020-06-05	anb	2891673_2020-06-05	2891673_2020-06-05	18418	6510_hua	1	NA	NA	1	1	1	1	NA	6510_hua
2898758_2015-06-12	N2000meetnet_Grasland	IV2017021314165316	IV2017021313300649	16598	6410_mo	1	100	100% 6410_mo	1	1	1	1	100	6410_mo
2898758_2022-07-05	N2000meetnet_Grasland_BHM	IV2022091211093240	IV2022091211043977	19178	6410_mo	1	100	100% 6410_mo	1	1	1	1	100	6410_mo
2902665_2021-08-24	N2000meetnet_Grasland_BHM	IV2022032313263372	IV2022032121435531	18863	6410_mo	1	100	100% 6410_mo	1	1	1	1	100	6410_mo
2911526_2020-05-26	anb	2911526_2020-05-26	2911526_2020-05-26	18408	6510_hus	1	NA	NA	1	1	1	1	NA	6510_hus
2934297_2018-06-11	anb	2934297_2018-06-11	2934297_2018-06-11	17693	6510_hu	1	NA	NA	1	1	1	1	NA	6510_hu
2936253_2020-10-15	N2000meetnet_Grasland_BHM	IV2021012522022982	IV2021012521580594	18550	1330_hpr	1	100	100% 1330_hpr	1	1	1	1	100	1330_hpr
2942609_2019-06-05	anb	2942609_2019-06-05	2942609_2019-06-05	18052	6510_hua	1	NA	NA	1	1	1	1	NA	6510_hua
2943734_7140_meso_2020-10-08	N2000meetnet_Moeras_BHM	IV2021011410061678	IV2021010513464242	18543	7140_meso	1	100	100% 7140_meso	1	1	1	1	100	7140_meso
2943735_2022-06-22	N2000meetnet_Grasland_BHM	IV2022062707580164	IV2022062707570082	19165	6410_mo	1	100	100% 6410_mo	1	1	1	1	100	6410_mo
2945974_2020-09-10	N2000meetnet_Moeras_BHM	IV2020091517122821	IV2020091516571792	18515	7140_oli	1	100	100% 7140_oli	1	1	1	1	100	7140_oli
2954514_2016-06-10	anb	2954514_2016-06-10	2954514_2016-06-10	16962	6510_hus	1	NA	NA	1	1	1	1	NA	6510_hus
2967065_2018-06-12	anb	2967065_2018-06-12	2967065_2018-06-12	17694	6510_hua	1	NA	NA	1	1	1	1	NA	6510_hua
2977246_7140_oli_2020-10-14	N2000meetnet_Moeras_BHM	IV2021012511343208	IV2021012509255046	18549	7140_oli	1	100	100% 7140_oli	1	1	1	1	100	7140_oli
2981953_2018-06-12	N2000meetnet_Grasland_BHM	IV2018121814202946	IV2018121813400651	17694	6230_hmo	1	100	100% 6230_hmo	1	1	1	1	100	6230_hmo
2993589_2020-08-28	N2000meetnet_Grasland_BHM	IV2021012619312392	IV2021012619242972	18502	1330_hpr	1	100	100% 1330_hpr	1	1	1	1	100	1330_hpr
299701_2017-09-29	N2000meetnet_Grasland_BHM	IV2017120109032402	IV2017120108515000	17438	1330_hpr	1	100	100% 1330_hpr	1	1	1	1	100	1330_hpr
3002670_2018-06-13	N2000meetnet_Grasland_BHM	IV2018121815031430	IV2018121814434064	17695	6230_hmo	1	100	100% 6230_hmo	1	1	1	1	100	6230_hmo
300649_2016-08-31	N2000meetnet_Grasland	IV2017012016550624	IV2017012016374726	17044	6230_hmo	1	100	100% 6230_hmo	1	1	1	1	100	6230_hmo
300649_2023-07-03	N2000meetnet_Grasland_BHM	IV2023112418265917	IV2023112418255428	19541	6230_hmo	1	100	100% 6230_hmo	1	1	1	1	100	6230_hmo
3008870_2015-07-07	N2000meetnet_Grasland	IV2017022112545290	IV2017022112283578	16623	6410_mo	1	100	100% 6410_mo	1	1	1	1	100	6410_mo
3008870_2022-06-24	N2000meetnet_Grasland_BHM	IV2022062707575807	IV2022062707565556	19167	6410_mo	1	100	100% 6410_mo	1	1	1	1	100	6410_mo
300918_2021-07-19	N2000meetnet_Moeras_BHM	IV2022030820022362	IV2022030815014028	18827	7140_meso	1	100	100% 7140_meso	1	1	1	1	100	7140_meso
3010229_2020-08-21	N2000meetnet_Grasland_BHM	IV2021012614592328	IV2021012614500583	18495	1330_hpr	1	100	100% 1330_hpr	1	1	1	1	100	1330_hpr
3011510_2022-06-22	N2000meetnet_Grasland_BHM	IV2022062707580996	IV2022062707565681	19165	6410_mo	1	100	100% 6410_mo	1	1	1	1	100	6410_mo
3016210_2015-06-23	N2000meetnet_Grasland	IV2017021411231990	IV2017021410455484	16609	6410_mo	1	100	100% 6410_mo	1	1	1	1	100	6410_mo
3016210_2022-06-21	N2000meetnet_Grasland_BHM	IV2022091211054528	IV2022062707565857	19164	6410_mo	1	100	100% 6410_mo	1	1	1	1	100	6410_mo
302198_2022-09-26	N2000meetnet_Moeras_BHM	IV2022092720553789	IV2022092720533498	19261	7140_oli	1	50	50% 7140_oli; 50% 7230	1	1	1	1	50	7140_oli
3026357_2020-08-28	N2000meetnet_Grasland_BHM	IV2021012615264290	IV2021012615172403	18502	1330_hpr	1	100	100% 1330_hpr	1	1	1	1	100	1330_hpr
303721_2023-06-05	anb	303721_2023-06-05	303721_2023-06-05	19513	6510_hu	1	NA	NA	1	1	1	1	NA	6510_hu
30418_2022-08-02	N2000meetnet_Grasland_BHM	IV2022091211054641	IV2022091211043853	19206	6230_ha	1	100	100% 6230_ha	1	1	1	1	100	6230_ha
3046837_2020-08-28	N2000meetnet_Grasland_BHM	IV2021012615442489	IV2021012615400469	18502	1330_hpr	1	100	100% 1330_hpr	1	1	1	1	100	1330_hpr
3054593_2020-08-18	N2000meetnet_Grasland_BHM	IV2021012612551785	IV2021012612145091	18492	1330_hpr	1	100	100% 1330_hpr	1	1	1	1	100	1330_hpr
3062785_2020-08-18	N2000meetnet_Grasland_BHM	IV2021012609151092	IV2021012609092697	18492	1330_hpr	1	100	100% 1330_hpr	1	1	1	1	100	1330_hpr
3067325_2020-10-15	N2000meetnet_Grasland_BHM	IV2021012516133392	IV2021012516055540	18550	1330_hpr	1	100	100% 1330_hpr	1	1	1	1	100	1330_hpr
3068802_2018-07-06	anb	3068802_2018-07-06	3068802_2018-07-06	17718	6510_huk	1	NA	NA	1	1	1	1	NA	6510_huk
3068802_2022-06-03	anb	3068802_2022-06-03	3068802_2022-06-03	19146	6510_huk	1	NA	NA	1	1	1	1	NA	6510_huk
3077777_2020-06-02	anb	3077777_2020-06-02	3077777_2020-06-02	18415	6510_hua	1	NA	NA	1	1	1	1	NA	6510_hua
308098_2014-05-22	anb	308098_2014-05-22	308098_2014-05-22	16212	6510_huk	1	NA	NA	1	1	1	1	NA	6510_huk
308098_2022-06-03	anb	308098_2022-06-03	308098_2022-06-03	19146	6510_hu	1	NA	NA	1	1	1	1	NA	6510_hu
309458_2017-08-17	N2000meetnet_Grasland_BHM	IV2018030418071744	IV2018030417514439	17395	6230_hmo	1	100	100% 6230_hmo	1	1	1	1	100	6230_hmo
3101622_2020-07-23	N2000meetnet_Moeras_BHM	IV2020122414485077	IV2020122414161850	18466	7140_meso	1	100	100% 7140_meso	1	1	1	1	100	7140_meso
311262_2015-07-28	N2000meetnet_Grasland	IV2017021511162976	IV2017021510114273	16644	6230_hn	1	100	100% 6230_hn	1	1	1	1	100	6230_hn
311262_2022-08-23	N2000meetnet_Grasland_BHM	IV2022092721033813	IV2022092721013515	19227	6230_hn	1	100	100% 6230_hn	1	1	1	1	100	6230_hn
3120562_2018-06-11	anb	3120562_2018-06-11	3120562_2018-06-11	17693	6510_huk	1	NA	NA	1	1	1	1	NA	6510_huk
3132850_2020-05-28	anb	3132850_2020-05-28	3132850_2020-05-28	18410	6510_huk	1	NA	NA	1	1	1	1	NA	6510_huk
3134649_2018-05-31	N2000meetnet_Grasland_BHM	IV2019010209450232	IV2019010209232641	17682	6230_hmo	1	100	100% 6230_hmo	1	1	1	1	100	6230_hmo
3153026_2020-05-22	anb	3153026_2020-05-22	3153026_2020-05-22	18404	6510_huk	1	NA	NA	1	1	1	1	NA	6510_huk
315329_2016-08-30	N2000meetnet_Grasland	IV2017012016215306	IV2017012015481765	17043	6230_ha	1	100	100% 6230_ha	1	1	1	1	100	6230_ha
315329_2023-07-04	N2000meetnet_Grasland_BHM	IV2023112418270328	IV2023112418255255	19542	6230_ha	1	100	100% 6230_ha	1	1	1	1	100	6230_ha
3160082_2019-07-03	N2000meetnet_Grasland_BHM	IV2020031719185827	IV2020031719424607	18080	6410_mo	1	100	100% 6410_mo	1	1	1	1	100	6410_mo
3163010_2018-06-27	anb	3163010_2018-06-27	3163010_2018-06-27	17709	6510_huk	1	NA	NA	1	1	1	1	NA	6510_huk
3170178_2019-06-19	anb	3170178_2019-06-19	3170178_2019-06-19	18066	6510_huk	1	NA	NA	1	1	1	1	NA	6510_huk
3173042_2020-06-02	anb	3173042_2020-06-02	3173042_2020-06-02	18415	6510_huk	1	NA	NA	1	1	1	1	NA	6510_huk
3185198_7140_oli_2020-10-12	N2000meetnet_Moeras_BHM	IV2021011513264212	IV2021011513134385	18547	7140_oli	1	100	100% 7140_oli	1	1	1	1	100	7140_oli
3192390_2020-07-09	N2000meetnet_Moeras_BHM	IV2020092111163246	IV2020092110495236	18452	7140_meso	1	100	100% 7140_meso	1	1	1	1	100	7140_meso
3202998_2020-07-23	N2000meetnet_Moeras_BHM	IV2020122315501560	IV2020122314500625	18466	7140_meso	1	100	100% 7140_meso	1	1	1	1	100	7140_meso
321169_2022-06-23	anb	321169_2022-06-23	321169_2022-06-23	19166	6510_hua	1	NA	NA	1	1	1	1	NA	6510_hua
3219382_2015-09-21	N2000meetnet_Moerassen	IV2017021710534965	IV2017021710412000	16699	7140_meso	1	100	100% 7140_meso	1	1	1	1	100	7140_meso
3223006_7140_oli_2020-10-14	N2000meetnet_Moeras_BHM	IV2021012212312587	IV2021012113540381	18549	7140_oli	1	100	100% 7140_oli	1	1	1	1	100	7140_oli
323154_2016-07-29	N2000meetnet_Grasland	IV2017011215122813	IV2017011212263384	17011	6230_hn	1	100	100% 6230_hn	1	1	1	1	100	6230_hn
323154_2023-07-05	N2000meetnet_Grasland_BHM	IV2023112211595203	IV2023112211585385	19543	6230_hn	1	100	100% 6230_hn	1	1	1	1	100	6230_hn
327153_2016-06-15	anb	327153_2016-06-15	327153_2016-06-15	16967	6510_hua	1	NA	NA	1	1	1	1	NA	6510_hua
327153_2022-06-24	anb	327153_2022-06-24	327153_2022-06-24	19167	6510_hua	1	NA	NA	1	1	1	1	NA	6510_hua
3273046_2018-07-02	N2000meetnet_Grasland_BHM	IV2019022510234996	IV2019022510115965	17714	6230_hmo	1	100	100% 6230_hmo	1	1	1	1	100	6230_hmo
3276198_2016-08-23	N2000meetnet_Grasland	IV2017020121221303	IV2017020121010797	17036	6230_hmo	1	100	100% 6230_hmo	1	1	1	1	100	6230_hmo
3319506_2020-09-29	N2000meetnet_Moeras_BHM	IV2021010716382666	IV2021010716182545	18534	7140_oli	1	100	100% 7140_oli	1	1	1	1	100	7140_oli
332786_2017-07-27	N2000meetnet_Grasland_BHM	IV2018030221161700	IV2018030221003731	17374	6230_hn	1	100	100% 6230_hn	1	1	1	1	100	6230_hn
333385_2014-06-10	anb	333385_2014-06-10	333385_2014-06-10	16231	6510_hu	1	NA	NA	1	1	1	1	NA	6510_hu
333385_2022-06-02	anb	333385_2022-06-02	333385_2022-06-02	19145	6510_hu	1	NA	NA	1	1	1	1	NA	6510_hu
3351638_2018-06-27	N2000meetnet_Grasland_BHM	IV2019022011472738	IV2019031509012165	17709	6230_hmo	1	100	100% 6230_hmo	1	1	1	1	100	6230_hmo
3351639_2022-06-22	N2000meetnet_Grasland_BHM	IV2022062707581726	IV2022062707565854	19165	6230_hmo	1	100	100% 6230_hmo	1	1	1	1	100	6230_hmo
3358866_2020-07-16	N2000meetnet_Moeras_BHM	IV2020122313070514	IV2020122311450566	18459	7140_meso	1	100	100% 7140_meso	1	1	1	1	100	7140_meso
3359797_2020-08-21	N2000meetnet_Grasland_BHM	IV2021012614050473	IV2021012613403631	18495	1330_hpr	1	100	100% 1330_hpr	1	1	1	1	100	1330_hpr
3366786_2019-06-19	anb	3366786_2019-06-19	3366786_2019-06-19	18066	6510_huk	1	NA	NA	1	1	1	1	NA	6510_huk
3367542_2020-10-09	N2000meetnet_Moeras_BHM	IV2021010510524635	IV2021010510323646	18544	7140_oli	1	100	100% 7140_oli	1	1	1	1	100	7140_oli
3405958_2018-06-25	N2000meetnet_Grasland_BHM	IV2019022715350593	IV2019022714201370	17707	6230_hmo	1	100	100% 6230_hmo	1	1	1	1	100	6230_hmo
340978_2016-08-25	N2000meetnet_Grasland	IV2017020111393906	IV2017013110020007	17038	6230_hn	1	100	100% 6230_hn	1	1	1	1	100	6230_hn
3411958_7140_meso_2020-10-09	N2000meetnet_Moeras_BHM	IV2021011511220174	IV2021011414442175	18544	7140_meso	1	100	100% 7140_meso	1	1	1	1	100	7140_meso
3424742_2018-06-04	N2000meetnet_Grasland_BHM	IV2019022010492413	IV2019022009580729	17686	6230_hmo	1	100	100% 6230_hmo	1	1	1	1	100	6230_hmo
3428530_2021-07-12	N2000meetnet_Grasland_BHM	IV2022032512184876	IV2022032511305741	18820	6230_hnk	1	100	100% 6230_hnk	1	1	1	1	100	6230_hnk
3432322_2019-06-19	anb	3432322_2019-06-19	3432322_2019-06-19	18066	6510	0	NA	NA	0	1	0	0	NA	6510_hu
3432322_2019-06-19	anb	3432322_2019-06-19	3432322_2019-06-19	18066	6510	0	NA	NA	0	1	0	0	NA	6510_hua
3432322_2019-06-19	anb	3432322_2019-06-19	3432322_2019-06-19	18066	6510	0	NA	NA	0	1	0	0	NA	6510_huk
3432322_2019-06-19	anb	3432322_2019-06-19	3432322_2019-06-19	18066	6510	0	NA	NA	0	1	0	0	NA	6510_hus
3432449_2020-08-28	N2000meetnet_Grasland_BHM	IV2021012619472519	IV2021012619414085	18502	1330_hpr	1	100	100% 1330_hpr	1	1	1	1	100	1330_hpr
343809_2022-08-25	N2000meetnet_Grasland_BHM	IV2022092721013692	IV2022092720593303	19229	6230_hmo	1	100	100% 6230_hmo	1	1	1	1	100	6230_hmo
3447342_7140_oli_2020-10-12	N2000meetnet_Moeras_BHM	IV2021011513050017	IV2021011512570115	18547	7140_oli	1	100	100% 7140_oli	1	1	1	1	100	7140_oli
3450578_2020-09-29	N2000meetnet_Moeras_BHM	IV2021010715544363	IV2021010715421629	18534	7140_oli	1	100	100% 7140_oli	1	1	1	1	100	7140_oli
3456990_2018-06-27	N2000meetnet_Grasland_BHM	IV2019010307573190	IV2019010307000537	17709	6230_hmo	1	100	100% 6230_hmo	1	1	1	1	100	6230_hmo
3461110_2016-09-14	N2000meetnet_Grasland	IV2017012715091042	IV2017012714260737	17058	6230_hmo	1	100	100% 6230_hmo	1	1	1	1	100	6230_hmo
3492617_2020-08-07	N2000meetnet_Grasland_BHM	IV2021012522205817	IV2021012522102067	18481	1330_hpr	1	100	100% 1330_hpr	1	1	1	1	100	1330_hpr
3502814_2020-10-23	N2000meetnet_Moeras_BHM	IV2021012815552609	IV2021012815483282	18558	7140_oli	1	100	100% 7140_oli	1	1	1	1	100	7140_oli
3600726_2018-07-02	N2000meetnet_Grasland_BHM	IV2019022514294786	IV2019022514042696	17714	6230_hmo	1	100	100% 6230_hmo	1	1	1	1	100	6230_hmo
3601334_2020-09-10	N2000meetnet_Moeras_BHM	IV2021010515461422	IV2021010515355164	18515	7140_oli	1	100	100% 7140_oli	1	1	1	1	100	7140_oli
3612546_2018-07-06	anb	3612546_2018-07-06	3612546_2018-07-06	17718	6510_huk	1	NA	NA	1	1	1	1	NA	6510_huk
366225_2014-05-30	anb	366225_2014-05-30	366225_2014-05-30	16220	6510_hua	1	NA	NA	1	1	1	1	NA	6510_hua
3668438_2021-08-17	N2000meetnet_Grasland_BHM	IV2022031711181536	IV2022031709505495	18856	6410_mo	1	100	100% 6410_mo	1	1	1	1	100	6410_mo
369974_2017-07-25	N2000meetnet_Moeras_BHM	IV2018031113042338	IV2018031112563585	17372	7140_meso	1	100	100% 7140_meso	1	1	1	1	100	7140_meso
3732406_2015-09-21	N2000meetnet_Moerassen	IV2017021713122588	IV2017021712570028	16699	7140_meso	1	100	100% 7140_meso	1	1	1	1	100	7140_meso
3734950_2017-07-20	N2000meetnet_Grasland_BHM	IV2018030514594211	IV2018030514502970	17367	6230_hn	1	100	100% 6230_hn	1	1	1	1	100	6230_hn
3741830_2015-06-09	N2000meetnet_Grasland	IV2017022211385297	IV2017022211082902	16595	6410_mo	1	100	100% 6410_mo	1	1	1	1	100	6410_mo
3741830_2022-06-20	N2000meetnet_Grasland_BHM	IV2022062019015477	IV2022062019010040	19163	6410_mo	1	100	100% 6410_mo	1	1	1	1	100	6410_mo
37557_2015-08-11	N2000meetnet_Grasland	IV2017011215184680	IV2017011215162577	16658	1330_hpr	1	100	100% 1330_hpr	1	1	1	1	100	1330_hpr
37557_2023-10-12	N2000meetnet_Grasland_BHM	IV2023112418270129	IV2023112418245083	19642	1330_hpr	1	100	100% 1330_hpr	1	1	1	1	100	1330_hpr
3777298_2016-07-27	N2000meetnet_Grasland	IV2017021513172295	IV2017021512174228	17009	6410_mo	1	100	100% 6410_mo	1	1	1	1	100	6410_mo
379094_2016-09-06	N2000meetnet_Grasland	IV2017012012433410	IV2017012012273378	17050	6230_ha	1	100	100% 6230_ha	1	1	1	1	100	6230_ha
379094_2024-06-25	N2000meetnet_Grasland_BHM	IV2024062806512729	IV2024062806502484	19899	6230_ha	1	100	100% 6230_ha	1	1	1	1	100	6230_ha
3811458_2018-06-08	anb	3811458_2018-06-08	3811458_2018-06-08	17690	6510_huk	1	NA	NA	1	1	1	1	NA	6510_huk
3821746_2018-06-12	anb	3821746_2018-06-12	3821746_2018-06-12	17694	6510_huk	1	NA	NA	1	1	1	1	NA	6510_huk
3821746_2019-07-12	N2000meetnet_Grasland_BHM	IV2020031815490992	IV2020031815565608	18089	6230_hnk	1	100	100% 6230_hnk	1	1	1	1	100	6230_hnk
3829634_2019-06-18	anb	3829634_2019-06-18	3829634_2019-06-18	18065	6510	0	NA	NA	0	1	0	0	NA	6510_hu
3829634_2019-06-18	anb	3829634_2019-06-18	3829634_2019-06-18	18065	6510	0	NA	NA	0	1	0	0	NA	6510_hua
3829634_2019-06-18	anb	3829634_2019-06-18	3829634_2019-06-18	18065	6510	0	NA	NA	0	1	0	0	NA	6510_huk
3829634_2019-06-18	anb	3829634_2019-06-18	3829634_2019-06-18	18065	6510	0	NA	NA	0	1	0	0	NA	6510_hus
38545_2014-05-30	anb	38545_2014-05-30	38545_2014-05-30	16220	6510_hua	1	NA	NA	1	1	1	1	NA	6510_hua
38545_2022-05-31	anb	38545_2022-05-31	38545_2022-05-31	19143	6510_hua	1	NA	NA	1	1	1	1	NA	6510_hua
3859846_2021-07-20	N2000meetnet_Grasland_BHM	IV2022031709241500	IV2022031014462251	18828	6410_mo	1	100	100% 6410_mo	1	1	1	1	100	6410_mo
3863478_2020-09-10	N2000meetnet_Moeras_BHM	IV2020091609374407	IV2020091609223645	18515	7140_oli	1	100	100% 7140_oli	1	1	1	1	100	7140_oli
3864710_2021-07-29	N2000meetnet_Grasland_BHM	IV2022031714152010	IV2022031713495377	18837	6410_mo	1	100	100% 6410_mo	1	1	1	1	100	6410_mo
386674_2014-06-02	anb	386674_2014-06-02	386674_2014-06-02	16223	6510_hu	1	NA	NA	1	1	1	1	NA	6510_hu
386674_2020-05-20	N2000_6510_droogte	IV2022052413535882	IV2022052413502874	18402	6510	0	100	100% 6510	0	1	0	0	0	6510_hu
386674_2020-05-20	N2000_6510_droogte	IV2022052413535882	IV2022052413502874	18402	6510	0	100	100% 6510	0	1	0	0	0	6510_hua
386674_2020-05-20	N2000_6510_droogte	IV2022052413535882	IV2022052413502874	18402	6510	0	100	100% 6510	0	1	0	0	0	6510_huk
386674_2020-05-20	N2000_6510_droogte	IV2022052413535882	IV2022052413502874	18402	6510	0	100	100% 6510	0	1	0	0	0	6510_hus
386674_2022-06-10	anb	386674_2022-06-10	386674_2022-06-10	19153	6510_hu	1	NA	NA	1	1	1	1	NA	6510_hu
3906994_2018-06-08	anb	3906994_2018-06-08	3906994_2018-06-08	17690	6510_huk	1	NA	NA	1	1	1	1	NA	6510_huk
3927238_2022-06-24	N2000meetnet_Grasland_BHM	IV2022062413525561	IV2022062413515410	19167	6410_mo	1	100	100% 6410_mo	1	1	1	1	100	6410_mo
3956146_2018-06-11	anb	3956146_2018-06-11	3956146_2018-06-11	17693	6510_huk	1	NA	NA	1	1	1	1	NA	6510_huk
3968934_2019-07-08	N2000meetnet_Grasland_BHM	IV2020032009182854	IV2020032009020456	18085	6230_hmo	1	100	100% 6230_hmo	1	1	1	1	100	6230_hmo
398529_2014-06-02	anb	398529_2014-06-02	398529_2014-06-02	16223	6510_hu	1	NA	NA	1	1	1	1	NA	6510_hu
398529_2016-06-28	N2000meetnet_Grasland	IV2017020313004098	IV2017020312255416	16980	6410	0	100	100% 6410	0	1	0	0	0	6410_mo
398529_2023-07-05	N2000meetnet_Grasland_BHM	IV2023112418265569	IV2023112418255105	19543	6230_hmo	1	100	100% 6230_hmo	1	1	1	1	100	6230_hmo
4003090_2016-06-09	anb	4003090_2016-06-09	4003090_2016-06-09	16961	6510_hus	1	NA	NA	1	1	1	1	NA	6510_hus
4008897_2016-08-30	N2000meetnet_Grasland	IV2017020309320429	IV2017020309175600	17043	6410_mo	1	100	100% 6410_mo	1	1	1	1	100	6410_mo
4008897_2024-06-19	N2000meetnet_Grasland_BHM	IV2024062806512429	IV2024062806502303	19893	6410_mo	1	100	100% 6410_mo	1	1	1	1	100	6410_mo
4013534_7140_oli_2020-10-14	N2000meetnet_Moeras_BHM	IV2021011521144741	IV2021011520494495	18549	7140_oli	1	100	100% 7140_oli	1	1	1	1	100	7140_oli
4026418_2016-06-18	N2000meetnet_Grasland	IV2017021717085050	IV2017021716013587	16970	6410_mo	1	100	100% 6410_mo	1	1	1	1	100	6410_mo
4042038_2015-05-29	N2000meetnet_Grasland	IV2017021011372088	IV2017021011171644	16584	6410_mo	1	100	100% 6410_mo	1	1	1	1	100	6410_mo
4042038_2022-06-24	N2000meetnet_Grasland_BHM	IV2022062707580636	IV2022062707570088	19167	6410_mo	1	100	100% 6410_mo	1	1	1	1	100	6410_mo
4057446_2015-07-07	N2000meetnet_Grasland	IV2017022115375527	IV2017022115074420	16623	6410_mo	1	100	100% 6410_mo	1	1	1	1	100	6410_mo
4057446_2022-06-24	N2000meetnet_Grasland_BHM	IV2022062707575407	IV2022062707565951	19167	6410_mo	1	100	100% 6410_mo	1	1	1	1	100	6410_mo
4059478_2019-07-09	N2000meetnet_Grasland_BHM	IV2020031917075475	IV2020031916470295	18086	6230_hmo	1	100	100% 6230_hmo	1	1	1	1	100	6230_hmo
409654_2014-05-27	anb	409654_2014-05-27	409654_2014-05-27	16217	6510_hu	1	NA	NA	1	1	1	1	NA	6510_hu
409654_2020-05-21	N2000_6510_droogte	IV2022062815274151	IV2022062815251419	18403	6510_hu	1	100	100% 6510_hu	1	1	1	1	100	6510_hu
