"";"ID";"Criterium";"Indicator";"Voorwaarde";"Waarde";"Type";"Invoertype";"Eenheid"
"1733";"IV2023022016531973";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"1";"Percentage";NA;"%"
"1734";"IV2023022016531973";"Structuur";"verticale structuur";"% begroeid met opgaande vegetatie";"20";"Percentage";NA;"%"
"1735";"IV2023022016531973";"Verstoring";"verzuring";"bedekking verzuring";"0.5";"Percentage";NA;"%"
"1736";"IV2023022021291831";"Structuur";"verticale structuur";"bedekking helofyten";"25";"Percentage";NA;"%"
"1737";"IV2023022021291831";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"45";"Percentage";NA;"%"
"1738";"IV2023022021291831";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"0.5";"Percentage";NA;"%"
"1739";"IV2023022021291831";"Verstoring";"verzuring";"bedekking verzuring";"0.5";"Percentage";NA;"%"
"1740";"IV2023022021382910";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"0.5";"Percentage";NA;"%"
"1741";"IV2023022021382910";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"0.5";"Percentage";NA;"%"
"1742";"IV2023022021382910";"Structuur";"verticale structuur";"% begroeid met opgaande vegetatie";"0.5";"Percentage";NA;"%"
"1743";"IV2023022021382910";"Verstoring";"verzuring";"bedekking verzuring";"0.5";"Percentage";NA;"%"
"1744";"IV2023022217015420";"Structuur";"verticale structuur";"bedekking helofyten";"15";"Percentage";NA;"%"
"1745";"IV2023022217015420";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"35";"Percentage";NA;"%"
"1746";"IV2023022217015420";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"0";"Percentage";NA;"%"
"1747";"IV2023022217015420";"Verstoring";"verzuring";"bedekking verzuring";"20";"Percentage";NA;"%"
"1748";"IV2023022217143446";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"35";"Percentage";NA;"%"
"1749";"IV2023022217143446";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"0";"Percentage";NA;"%"
"1750";"IV2023022217143446";"Structuur";"verticale structuur";"% begroeid met opgaande vegetatie";"20";"Percentage";NA;"%"
"1751";"IV2023022217143446";"Verstoring";"verzuring";"bedekking verzuring";"20";"Percentage";NA;"%"
"1752";"IV2023080111442513";"Structuur";"verticale structuur";"bedekking helofyten";"10";"Percentage";NA;"%"
"1753";"IV2023080111442513";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"5";"Percentage";NA;"%"
"1754";"IV2023080111442513";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"0";"Percentage";NA;"%"
"1755";"IV2023080111442513";"Verstoring";"verzuring";"bedekking verzuring";"0";"Percentage";NA;"%"
"1756";"IV2023080113480207";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"15";"Percentage";NA;"%"
"1757";"IV2023080113480207";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"70";"Percentage";NA;"%"
"1758";"IV2023080113480207";"Structuur";"verticale structuur";"% begroeid met opgaande vegetatie";"0";"Percentage";NA;"%"
"1759";"IV2023080113480207";"Verstoring";"verzuring";"bedekking verzuring";"20";"Percentage";NA;"%"
"1760";"IV2023080114033170";"Structuur";"verticale structuur";"bedekking helofyten";"25";"Percentage";NA;"%"
"1761";"IV2023080114033170";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"0.5";"Percentage";NA;"%"
"1762";"IV2023080114033170";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"2";"Percentage";NA;"%"
"1763";"IV2023080114033170";"Verstoring";"verzuring";"bedekking verzuring";"5";"Percentage";NA;"%"
"1764";"IV2023080114160589";"Structuur";"verticale structuur";"bedekking helofyten";"25";"Percentage";NA;"%"
"1765";"IV2023080114160589";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"1";"Percentage";NA;"%"
"1766";"IV2023080114160589";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"10";"Percentage";NA;"%"
"1767";"IV2023080114160589";"Verstoring";"verzuring";"bedekking verzuring";"1";"Percentage";NA;"%"
"1768";"IV2023080114302616";"Structuur";"verticale structuur";"bedekking helofyten";"10";"Percentage";NA;"%"
"1769";"IV2023080114302616";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"6";"Percentage";NA;"%"
"1770";"IV2023080114302616";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"0";"Percentage";NA;"%"
"1771";"IV2023080114302616";"Verstoring";"verzuring";"bedekking verzuring";"95";"Percentage";NA;"%"
"1772";"IV2023080114445290";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"6";"Percentage";NA;"%"
"1773";"IV2023080114445290";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"0";"Percentage";NA;"%"
"1774";"IV2023080114445290";"Verstoring";"verzuring";"bedekking verzuring";"40";"Percentage";NA;"%"
"1775";"IV2023080115000115";"Structuur";"verticale structuur";"bedekking helofyten";"50";"Percentage";NA;"%"
"1776";"IV2023080115000115";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"20";"Percentage";NA;"%"
"1777";"IV2023080115000115";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"70";"Percentage";NA;"%"
"1778";"IV2023080115000115";"Verstoring";"verzuring";"bedekking verzuring";"45";"Percentage";NA;"%"
"1779";"IV2023080415543240";"Structuur";"verticale structuur";"bedekking helofyten";"50";"Percentage";NA;"%"
"1780";"IV2023080415543240";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"0.5";"Percentage";NA;"%"
"1781";"IV2023080415543240";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"0";"Percentage";NA;"%"
"1782";"IV2023080415543240";"Verstoring";"verzuring";"bedekking verzuring";"35";"Percentage";NA;"%"
"1783";"IV2023080416151193";"Structuur";"verticale structuur";"bedekking helofyten";"1";"Percentage";NA;"%"
"1784";"IV2023080416151193";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"1";"Percentage";NA;"%"
"1785";"IV2023080416151193";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"0";"Percentage";NA;"%"
"1786";"IV2023080416151193";"Verstoring";"verzuring";"bedekking verzuring";"0.5";"Percentage";NA;"%"
"1787";"IV2023080416161818";"Structuur";"verticale structuur";"bedekking helofyten";"75";"Percentage";NA;"%"
"1788";"IV2023080416161818";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"25";"Percentage";NA;"%"
"1789";"IV2023080416161818";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"0";"Percentage";NA;"%"
"1790";"IV2023080416161818";"Verstoring";"verzuring";"bedekking verzuring";"5";"Percentage";NA;"%"
"1791";"IV2023080416235938";"Structuur";"verticale structuur";"bedekking helofyten";"1";"Percentage";NA;"%"
"1792";"IV2023080416235938";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"1";"Percentage";NA;"%"
"1793";"IV2023080416235938";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"0";"Percentage";NA;"%"
"1794";"IV2023080416235938";"Verstoring";"verzuring";"bedekking verzuring";"15";"Percentage";NA;"%"
"1795";"IV2023080416335934";"Structuur";"verticale structuur";"bedekking helofyten";"20";"Percentage";NA;"%"
"1796";"IV2023080416335934";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"25";"Percentage";NA;"%"
"1797";"IV2023080416335934";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"25";"Percentage";NA;"%"
"1798";"IV2023080416335934";"Verstoring";"verzuring";"bedekking verzuring";"0.5";"Percentage";NA;"%"
"1799";"IV2023080416412548";"Structuur";"verticale structuur";"bedekking helofyten";"60";"Percentage";NA;"%"
"1800";"IV2023080416412548";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"1";"Percentage";NA;"%"
"1801";"IV2023080416412548";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"5";"Percentage";NA;"%"
"1802";"IV2023080416412548";"Verstoring";"verzuring";"bedekking verzuring";"15";"Percentage";NA;"%"
"1803";"IV2023080814421597";"Structuur";"verticale structuur";"bedekking helofyten";"80";"Percentage";NA;"%"
"1804";"IV2023080814421597";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"1";"Percentage";NA;"%"
"1805";"IV2023080814421597";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"0";"Percentage";NA;"%"
"1806";"IV2023080814421597";"Verstoring";"verzuring";"bedekking verzuring";"15";"Percentage";NA;"%"
"1807";"IV2023080814544190";"Structuur";"verticale structuur";"bedekking helofyten";"20";"Percentage";NA;"%"
"1808";"IV2023080814544190";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"10";"Percentage";NA;"%"
"1809";"IV2023080814544190";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"0";"Percentage";NA;"%"
"1810";"IV2023080814544190";"Verstoring";"verzuring";"bedekking verzuring";"1";"Percentage";NA;"%"
"1811";"IV2023080814565876";"Structuur";"verticale structuur";"bedekking helofyten";"10";"Percentage";NA;"%"
"1812";"IV2023080814565876";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"10";"Percentage";NA;"%"
"1813";"IV2023080814565876";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"0";"Percentage";NA;"%"
"1814";"IV2023080814565876";"Verstoring";"verzuring";"bedekking verzuring";"25";"Percentage";NA;"%"
"1815";"IV2023080815183867";"Structuur";"verticale structuur";"bedekking helofyten";"2";"Percentage";NA;"%"
"1816";"IV2023080815183867";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"2";"Percentage";NA;"%"
"1817";"IV2023080815183867";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"0";"Percentage";NA;"%"
"1818";"IV2023080815183867";"Verstoring";"verzuring";"bedekking verzuring";"15";"Percentage";NA;"%"
"1819";"IV2023080815234865";"Structuur";"verticale structuur";"bedekking helofyten";"55";"Percentage";NA;"%"
"1820";"IV2023080815234865";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"12";"Percentage";NA;"%"
"1821";"IV2023080815234865";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"0";"Percentage";NA;"%"
"1822";"IV2023080815234865";"Verstoring";"verzuring";"bedekking verzuring";"90";"Percentage";NA;"%"
"1823";"IV2023081715093855";"Structuur";"verticale structuur";"bedekking helofyten";"20";"Percentage";NA;"%"
"1824";"IV2023081715093855";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"4";"Percentage";NA;"%"
"1825";"IV2023081715093855";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"0";"Percentage";NA;"%"
"1826";"IV2023081715093855";"Verstoring";"verzuring";"bedekking verzuring";"60";"Percentage";NA;"%"
"1827";"IV2023081716035635";"Structuur";"verbossing";"bedekking verbossing";"35";"Percentage";NA;"%"
"1828";"IV2023081716035635";"Structuur";"bedekking overhangende bomen en struiken";"bedekking overhangende bomen en struiken";"60";"Percentage";NA;"%"
"1829";"IV2023081716035635";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"2";"Percentage";NA;"%"
"1830";"IV2023081716035635";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"0";"Percentage";NA;"%"
"1831";"IV2023081716035635";"Structuur";"horizontale structuur";"bedekking kranswieren";"0";"Percentage";NA;"%"
"1832";"IV2023081716035635";"Structuur";"robuuste monocotylen";"bedekking robuuste monocotylen";"1";"Percentage";NA;"%"
"1833";"IV2023081716035635";"Structuur";"horizontale structuur";"bedekking submerse vegetatie";"0";"Percentage";NA;"%"
"1834";"IV2023081815264900";"Structuur";"verbossing";"bedekking verbossing";"45";"Percentage";NA;"%"
"1835";"IV2023081815264900";"Structuur";"bedekking overhangende bomen en struiken";"bedekking overhangende bomen en struiken";"10";"Percentage";NA;"%"
"1836";"IV2023081815264900";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"0";"Percentage";NA;"%"
"1837";"IV2023081815264900";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"0";"Percentage";NA;"%"
"1838";"IV2023081815264900";"Structuur";"horizontale structuur";"bedekking kranswieren";"0";"Percentage";NA;"%"
"1839";"IV2023081815264900";"Structuur";"robuuste monocotylen";"bedekking robuuste monocotylen";"0.5";"Percentage";NA;"%"
"1840";"IV2023081815264900";"Structuur";"horizontale structuur";"bedekking submerse vegetatie";"15";"Percentage";NA;"%"
"1841";"IV2023081815325618";"Structuur";"verbossing";"bedekking verbossing";"0";"Percentage";NA;"%"
"1842";"IV2023081815325618";"Structuur";"bedekking overhangende bomen en struiken";"bedekking overhangende bomen en struiken";"0";"Percentage";NA;"%"
"1843";"IV2023081815325618";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"0";"Percentage";NA;"%"
"1844";"IV2023081815325618";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"0";"Percentage";NA;"%"
"1845";"IV2023081815325618";"Structuur";"horizontale structuur";"bedekking kranswieren";"3";"Percentage";NA;"%"
"1846";"IV2023081815325618";"Structuur";"robuuste monocotylen";"bedekking robuuste monocotylen";"3";"Percentage";NA;"%"
"1847";"IV2023081815325618";"Structuur";"horizontale structuur";"bedekking submerse vegetatie";"80";"Percentage";NA;"%"
"1848";"IV2023081815360660";"Structuur";"verbossing";"bedekking verbossing";"0";"Percentage";NA;"%"
"1849";"IV2023081815360660";"Structuur";"bedekking overhangende bomen en struiken";"bedekking overhangende bomen en struiken";"0";"Percentage";NA;"%"
"1850";"IV2023081815360660";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"0.5";"Percentage";NA;"%"
"1851";"IV2023081815360660";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"0";"Percentage";NA;"%"
"1852";"IV2023081815360660";"Structuur";"horizontale structuur";"bedekking kranswieren";"0.5";"Percentage";NA;"%"
"1853";"IV2023081815360660";"Structuur";"robuuste monocotylen";"bedekking robuuste monocotylen";"0";"Percentage";NA;"%"
"1854";"IV2023081815360660";"Structuur";"horizontale structuur";"bedekking submerse vegetatie";"95";"Percentage";NA;"%"
"1855";"IV2023081815420604";"Structuur";"verbossing";"bedekking verbossing";"0";"Percentage";NA;"%"
"1856";"IV2023081815420604";"Structuur";"bedekking overhangende bomen en struiken";"bedekking overhangende bomen en struiken";"0";"Percentage";NA;"%"
"1857";"IV2023081815420604";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"0";"Percentage";NA;"%"
"1858";"IV2023081815420604";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"0";"Percentage";NA;"%"
"1859";"IV2023081815420604";"Structuur";"horizontale structuur";"bedekking kranswieren";"5";"Percentage";NA;"%"
"1860";"IV2023081815420604";"Structuur";"robuuste monocotylen";"bedekking robuuste monocotylen";"0";"Percentage";NA;"%"
"1861";"IV2023081815420604";"Structuur";"horizontale structuur";"bedekking submerse vegetatie";"40";"Percentage";NA;"%"
"1862";"IV2023081815465340";"Structuur";"verbossing";"bedekking verbossing";"0";"Percentage";NA;"%"
"1863";"IV2023081815465340";"Structuur";"bedekking overhangende bomen en struiken";"bedekking overhangende bomen en struiken";"0";"Percentage";NA;"%"
"1864";"IV2023081815465340";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"0";"Percentage";NA;"%"
"1865";"IV2023081815465340";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"0";"Percentage";NA;"%"
"1866";"IV2023081815465340";"Structuur";"horizontale structuur";"bedekking kranswieren";"25";"Percentage";NA;"%"
"1867";"IV2023081815465340";"Structuur";"robuuste monocotylen";"bedekking robuuste monocotylen";"1";"Percentage";NA;"%"
"1868";"IV2023081815465340";"Structuur";"horizontale structuur";"bedekking submerse vegetatie";"60";"Percentage";NA;"%"
"1869";"IV2023081815500319";"Structuur";"verbossing";"bedekking verbossing";"0";"Percentage";NA;"%"
"1870";"IV2023081815500319";"Structuur";"bedekking overhangende bomen en struiken";"bedekking overhangende bomen en struiken";"0";"Percentage";NA;"%"
"1871";"IV2023081815500319";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"0";"Percentage";NA;"%"
"1872";"IV2023081815500319";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"0";"Percentage";NA;"%"
"1873";"IV2023081815500319";"Structuur";"horizontale structuur";"bedekking kranswieren";"0.5";"Percentage";NA;"%"
"1874";"IV2023081815500319";"Structuur";"robuuste monocotylen";"bedekking robuuste monocotylen";"0";"Percentage";NA;"%"
"1875";"IV2023081815500319";"Structuur";"horizontale structuur";"bedekking submerse vegetatie";"15";"Percentage";NA;"%"
"1876";"IV2023081815530780";"Structuur";"verbossing";"bedekking verbossing";"0";"Percentage";NA;"%"
"1877";"IV2023081815530780";"Structuur";"bedekking overhangende bomen en struiken";"bedekking overhangende bomen en struiken";"0";"Percentage";NA;"%"
"1878";"IV2023081815530780";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"0";"Percentage";NA;"%"
"1879";"IV2023081815530780";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"0";"Percentage";NA;"%"
"1880";"IV2023081815530780";"Structuur";"horizontale structuur";"bedekking kranswieren";"5";"Percentage";NA;"%"
"1881";"IV2023081815530780";"Structuur";"robuuste monocotylen";"bedekking robuuste monocotylen";"0";"Percentage";NA;"%"
"1882";"IV2023081815530780";"Structuur";"horizontale structuur";"bedekking submerse vegetatie";"40";"Percentage";NA;"%"
"1883";"IV2023081815562573";"Structuur";"verbossing";"bedekking verbossing";"0";"Percentage";NA;"%"
"1884";"IV2023081815562573";"Structuur";"bedekking overhangende bomen en struiken";"bedekking overhangende bomen en struiken";"0";"Percentage";NA;"%"
"1885";"IV2023081815562573";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"0";"Percentage";NA;"%"
"1886";"IV2023081815562573";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"0";"Percentage";NA;"%"
"1887";"IV2023081815562573";"Structuur";"horizontale structuur";"bedekking kranswieren";"0";"Percentage";NA;"%"
"1888";"IV2023081815562573";"Structuur";"robuuste monocotylen";"bedekking robuuste monocotylen";"0";"Percentage";NA;"%"
"1889";"IV2023081815562573";"Structuur";"horizontale structuur";"bedekking submerse vegetatie";"49";"Percentage";NA;"%"
"1890";"IV2023081816283203";"Structuur";"verbossing";"bedekking verbossing";"0";"Percentage";NA;"%"
"1891";"IV2023081816283203";"Structuur";"bedekking overhangende bomen en struiken";"bedekking overhangende bomen en struiken";"0";"Percentage";NA;"%"
"1892";"IV2023081816283203";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"5";"Percentage";NA;"%"
"1893";"IV2023081816283203";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"0";"Percentage";NA;"%"
"1894";"IV2023081816283203";"Structuur";"horizontale structuur";"bedekking kranswieren";"0";"Percentage";NA;"%"
"1895";"IV2023081816283203";"Structuur";"robuuste monocotylen";"bedekking robuuste monocotylen";"0";"Percentage";NA;"%"
"1896";"IV2023081816283203";"Structuur";"horizontale structuur";"bedekking submerse vegetatie";"50";"Percentage";NA;"%"
"1897";"IV2023081816320188";"Structuur";"verbossing";"bedekking verbossing";"0";"Percentage";NA;"%"
"1898";"IV2023081816320188";"Structuur";"bedekking overhangende bomen en struiken";"bedekking overhangende bomen en struiken";"2";"Percentage";NA;"%"
"1899";"IV2023081816320188";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"0";"Percentage";NA;"%"
"1900";"IV2023081816320188";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"0";"Percentage";NA;"%"
"1901";"IV2023081816320188";"Structuur";"horizontale structuur";"bedekking kranswieren";"0.5";"Percentage";NA;"%"
"1902";"IV2023081816320188";"Structuur";"robuuste monocotylen";"bedekking robuuste monocotylen";"1";"Percentage";NA;"%"
"1903";"IV2023081816320188";"Structuur";"horizontale structuur";"bedekking submerse vegetatie";"90";"Percentage";NA;"%"
"1904";"IV2023081816401613";"Structuur";"verbossing";"bedekking verbossing";"0";"Percentage";NA;"%"
"1905";"IV2023081816401613";"Structuur";"bedekking overhangende bomen en struiken";"bedekking overhangende bomen en struiken";"0";"Percentage";NA;"%"
"1906";"IV2023081816401613";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"0.5";"Percentage";NA;"%"
"1907";"IV2023081816401613";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"0.5";"Percentage";NA;"%"
"1908";"IV2023081816401613";"Structuur";"horizontale structuur";"bedekking kranswieren";"15";"Percentage";NA;"%"
"1909";"IV2023081816401613";"Structuur";"robuuste monocotylen";"bedekking robuuste monocotylen";"0";"Percentage";NA;"%"
"1910";"IV2023081816401613";"Structuur";"horizontale structuur";"bedekking submerse vegetatie";"65";"Percentage";NA;"%"
"1911";"IV2023082110402271";"Structuur";"verbossing";"bedekking verbossing";"2";"Percentage";NA;"%"
"1912";"IV2023082110402271";"Structuur";"bedekking overhangende bomen en struiken";"bedekking overhangende bomen en struiken";"0";"Percentage";NA;"%"
"1913";"IV2023082110402271";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"2";"Percentage";NA;"%"
"1914";"IV2023082110402271";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"0";"Percentage";NA;"%"
"1915";"IV2023082110402271";"Structuur";"horizontale structuur";"bedekking kranswieren";"7";"Percentage";NA;"%"
"1916";"IV2023082110402271";"Structuur";"robuuste monocotylen";"bedekking robuuste monocotylen";"5";"Percentage";NA;"%"
"1917";"IV2023082110402271";"Structuur";"horizontale structuur";"bedekking submerse vegetatie";"7";"Percentage";NA;"%"
"1918";"IV2023082110410535";"Structuur";"verbossing";"bedekking verbossing";"0";"Percentage";NA;"%"
"1919";"IV2023082110410535";"Structuur";"bedekking overhangende bomen en struiken";"bedekking overhangende bomen en struiken";"0";"Percentage";NA;"%"
"1920";"IV2023082110410535";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"0";"Percentage";NA;"%"
"1921";"IV2023082110410535";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"0";"Percentage";NA;"%"
"1922";"IV2023082110410535";"Structuur";"horizontale structuur";"bedekking kranswieren";"1";"Percentage";NA;"%"
"1923";"IV2023082110410535";"Structuur";"robuuste monocotylen";"bedekking robuuste monocotylen";"40";"Percentage";NA;"%"
"1924";"IV2023082110410535";"Structuur";"horizontale structuur";"bedekking submerse vegetatie";"1";"Percentage";NA;"%"
"1925";"IV2023082111064698";"Structuur";"verbossing";"bedekking verbossing";"0";"Percentage";NA;"%"
"1926";"IV2023082111064698";"Structuur";"bedekking overhangende bomen en struiken";"bedekking overhangende bomen en struiken";"0";"Percentage";NA;"%"
"1927";"IV2023082111064698";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"0";"Percentage";NA;"%"
"1928";"IV2023082111064698";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"0";"Percentage";NA;"%"
"1929";"IV2023082111064698";"Structuur";"horizontale structuur";"bedekking kranswieren";"60";"Percentage";NA;"%"
"1930";"IV2023082111064698";"Structuur";"robuuste monocotylen";"bedekking robuuste monocotylen";"0";"Percentage";NA;"%"
"1931";"IV2023082111064698";"Structuur";"horizontale structuur";"bedekking submerse vegetatie";"80";"Percentage";NA;"%"
"1932";"IV2023082111100001";"Structuur";"verbossing";"bedekking verbossing";"0";"Percentage";NA;"%"
"1933";"IV2023082111100001";"Structuur";"bedekking overhangende bomen en struiken";"bedekking overhangende bomen en struiken";"0";"Percentage";NA;"%"
"1934";"IV2023082111100001";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"0";"Percentage";NA;"%"
"1935";"IV2023082111100001";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"0";"Percentage";NA;"%"
"1936";"IV2023082111100001";"Structuur";"horizontale structuur";"bedekking kranswieren";"10";"Percentage";NA;"%"
"1937";"IV2023082111100001";"Structuur";"robuuste monocotylen";"bedekking robuuste monocotylen";"0";"Percentage";NA;"%"
"1938";"IV2023082111100001";"Structuur";"horizontale structuur";"bedekking submerse vegetatie";"19";"Percentage";NA;"%"
"1939";"IV2023082111154811";"Structuur";"verbossing";"bedekking verbossing";"0";"Percentage";NA;"%"
"1940";"IV2023082111154811";"Structuur";"bedekking overhangende bomen en struiken";"bedekking overhangende bomen en struiken";"0";"Percentage";NA;"%"
"1941";"IV2023082111154811";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"0";"Percentage";NA;"%"
"1942";"IV2023082111154811";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"0";"Percentage";NA;"%"
"1943";"IV2023082111154811";"Structuur";"horizontale structuur";"bedekking kranswieren";"1";"Percentage";NA;"%"
"1944";"IV2023082111154811";"Structuur";"robuuste monocotylen";"bedekking robuuste monocotylen";"0";"Percentage";NA;"%"
"1945";"IV2023082111154811";"Structuur";"horizontale structuur";"bedekking submerse vegetatie";"80";"Percentage";NA;"%"
"1946";"IV2023082111165074";"Structuur";"verbossing";"bedekking verbossing";"0";"Percentage";NA;"%"
"1947";"IV2023082111165074";"Structuur";"bedekking overhangende bomen en struiken";"bedekking overhangende bomen en struiken";"10";"Percentage";NA;"%"
"1948";"IV2023082111165074";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"0.5";"Percentage";NA;"%"
"1949";"IV2023082111165074";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"0";"Percentage";NA;"%"
"1950";"IV2023082111165074";"Structuur";"horizontale structuur";"bedekking kranswieren";"0";"Percentage";NA;"%"
"1951";"IV2023082111165074";"Structuur";"robuuste monocotylen";"bedekking robuuste monocotylen";"75";"Percentage";NA;"%"
"1952";"IV2023082111165074";"Structuur";"horizontale structuur";"bedekking submerse vegetatie";"0";"Percentage";NA;"%"
"1953";"IV2023082111240183";"Structuur";"verbossing";"bedekking verbossing";"0";"Percentage";NA;"%"
"1954";"IV2023082111240183";"Structuur";"bedekking overhangende bomen en struiken";"bedekking overhangende bomen en struiken";"0";"Percentage";NA;"%"
"1955";"IV2023082111240183";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"0";"Percentage";NA;"%"
"1956";"IV2023082111240183";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"0";"Percentage";NA;"%"
"1957";"IV2023082111240183";"Structuur";"horizontale structuur";"bedekking kranswieren";"15";"Percentage";NA;"%"
"1958";"IV2023082111240183";"Structuur";"robuuste monocotylen";"bedekking robuuste monocotylen";"1";"Percentage";NA;"%"
"1959";"IV2023082111240183";"Structuur";"horizontale structuur";"bedekking submerse vegetatie";"98";"Percentage";NA;"%"
"1960";"IV2023082111263515";"Structuur";"verbossing";"bedekking verbossing";"0";"Percentage";NA;"%"
"1961";"IV2023082111263515";"Structuur";"bedekking overhangende bomen en struiken";"bedekking overhangende bomen en struiken";"0";"Percentage";NA;"%"
"1962";"IV2023082111263515";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"0.5";"Percentage";NA;"%"
"1963";"IV2023082111263515";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"0";"Percentage";NA;"%"
"1964";"IV2023082111263515";"Structuur";"horizontale structuur";"bedekking kranswieren";"15";"Percentage";NA;"%"
"1965";"IV2023082111263515";"Structuur";"robuuste monocotylen";"bedekking robuuste monocotylen";"0";"Percentage";NA;"%"
"1966";"IV2023082111263515";"Structuur";"horizontale structuur";"bedekking submerse vegetatie";"75";"Percentage";NA;"%"
"1967";"IV2023082111281651";"Structuur";"verbossing";"bedekking verbossing";"0";"Percentage";NA;"%"
"1968";"IV2023082111281651";"Structuur";"bedekking overhangende bomen en struiken";"bedekking overhangende bomen en struiken";"0";"Percentage";NA;"%"
"1969";"IV2023082111281651";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"1";"Percentage";NA;"%"
"1970";"IV2023082111281651";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"0";"Percentage";NA;"%"
