"";"ID";"survey";"user_reference";"location";"date";"latitude";"longitude";"Habitattype";"reliability"
"303";"IV2019102914251364";"HT31xx_LSVI_StilstaandeWateren";"AN_MEC_001_3130n_19";"AN_MEC_001";"2019-08-13";51,02250694;4,51529022;"3130_na";"hoog"
"304";"IV2019102914385814";"HT31xx_LSVI_StilstaandeWateren";"LI_MAT_010_3130a_19";"LI_MAT_010";"2019-09-13";50,9528236;5,44366728;"3130_aom";"hoog"
"305";"IV2019102914495301";"HT31xx_LSVI_StilstaandeWateren";"LI_MAT_010_3130n_19";"LI_MAT_010";"2019-09-13";50,9528236;5,44366728;"3130_na";"hoog"
"306";"IV2019102915313847";"HT31xx_LSVI_StilstaandeWateren";"LI_GDL_001_3150_19";"LI_GDL_001";"2019-09-10";50,9793228;5,24679954;"3150";"hoog"
"307";"IV2019102915495051";"HT31xx_LSVI_StilstaandeWateren";"LI_MAT_005_3150_19";"LI_MAT_005";"2019-09-04";50,94620481;5,4432971;"3150";"hoog"
"308";"IV2019102916003956";"HT31xx_LSVI_StilstaandeWateren";"VB_TOR_001_3140_19";"VB_TOR_001";"2019-09-09";50,92956495;4,55108163;"3140";"hoog"
"309";"IV2019102916032344";"HT31xx_LSVI_StilstaandeWateren";"VB_VDB_002_3150_19";"VB_VDB_002";"2019-09-05";51,03846948;5,11711807;"3150";"hoog"
"310";"IV2019102916072782";"HT31xx_LSVI_StilstaandeWateren";"LI_HAL_002_3150_19";"LI_HAL_002";"2019-09-05";50,98436786;5,10499239;"3150";"hoog"
"311";"IV2019102916124425";"HT31xx_LSVI_StilstaandeWateren";"AN_NEE_001_3130a_19";"AN_NEE_001";"2019-07-23";51,18355557;4,93706711;"3130_aom";"hoog"
"312";"IV2019103117514907";"HT31xx_LSVI_StilstaandeWateren";"AN_TIK_003_3130n_19";"AN_TIK_003";"2019-07-23";51,27761067;4,99890107;"3130_na";"hoog"
"313";"IV2019103117565176";"HT31xx_LSVI_StilstaandeWateren";"AN_DUI_001_3150_15";"AN_DUI_001";"2015-10-08";51,26699612;4,93582502;"3150";"laag"
"314";"IV2019103118004579";"HT31xx_LSVI_StilstaandeWateren";"AN_BAV_001_3150_19";"AN_BAV_001";"2019-07-04";51,16261577;5,20541812;"3150";"hoog"
"315";"IV2019103119232102";"HT31xx_LSVI_StilstaandeWateren";"AN_BAV_002_3150_19";"AN_BAV_002";"2019-07-04";51,163093;5,20105277;"3150";"hoog"
"316";"IV2019103119284977";"HT31xx_LSVI_StilstaandeWateren";"AN_ELS_001_3130a_19";"AN_ELS_001";"2019-07-03";51,48918479;4,80485518;"3130_aom";"hoog"
"317";"IV2019103119325130";"HT31xx_LSVI_StilstaandeWateren";"AN_ELS_002_3130a_19";"AN_ELS_002";"2019-07-03";51,49531675;4,81059453;"3130_aom";"hoog"
"318";"IV2019103119372507";"HT31xx_LSVI_StilstaandeWateren";"AN_GSV_007_3160_19";"AN_GSV_007";"2019-06-21";51,35867611;4,59446241;"3160";"hoog"
"319";"IV2019103119474811";"HT31xx_LSVI_StilstaandeWateren";"AN_KDN_005_3130a_19";"AN_KDN_005";"2019-06-20";51,2366023;4,79375157;"3130_aom";"hoog"
"320";"IV2019103119511590";"HT31xx_LSVI_StilstaandeWateren";"AN_KDN_005_3140_19";"AN_KDN_005";"2019-06-20";51,2366023;4,79375157;"3140";"hoog"
"321";"IV2019103119582918";"HT31xx_LSVI_StilstaandeWateren";"AN_KSV_006_3130a_19";"AN_KSV_006";"2019-05-21";51,3380894;4,4950282;"3130_aom";"hoog"
"322";"IV2019110508094879";"HT31xx_LSVI_StilstaandeWateren";"AN_KVD_002_3130a_19";"AN_KVD_002";"2019-07-01";51,35990356;5,02279602;"3130_aom";"hoog"
"323";"IV2019110508240678";"HT31xx_LSVI_StilstaandeWateren";"AN_LIL_002_3130a_19";"AN_LIL_002";"2019-06-19";51,26088611;4,80714073;"3130_aom";"hoog"
"324";"IV2019110508292047";"HT31xx_LSVI_StilstaandeWateren";"AN_LIL_004_3130a_19";"AN_LIL_004";"2019-06-20";51,29285116;4,8121622;"3130_aom";"hoog"
"325";"IV2019110508334755";"HT31xx_LSVI_StilstaandeWateren";"AN_LIL_004_3140_19";"AN_LIL_004";"2019-06-20";51,29285116;4,8121622;"3140";"hoog"
"326";"IV2019110508420118";"HT31xx_LSVI_StilstaandeWateren";"AN_NOL_003_3160_19";"AN_NOL_003";"2019-06-11";51,41770749;4,4313073;"3160";"hoog"
"327";"IV2019110508522557";"HT31xx_LSVI_StilstaandeWateren";"AN_RAV_004_3130a_19";"AN_RAV_004";"2019-07-01";51,37324539;5,04683825;"3130_aom";"hoog"
"328";"IV2019110509594859";"HT31xx_LSVI_StilstaandeWateren";"AN_RAV_004_3160_19";"AN_RAV_004";"2019-07-01";51,37324539;5,04683825;"3160";"hoog"
"329";"IV2019110510064438";"HT31xx_LSVI_StilstaandeWateren";"AN_TIE_006_3130a_19";"AN_TIE_006";"2019-05-29";51,2670217;4,91842653;"3130_aom";"hoog"
"330";"IV2019110510125707";"HT31xx_LSVI_StilstaandeWateren";"AN_VVM_005_3130n_19";"AN_VVM_005";"2019-07-01";51,41613532;4,88475809;"3130_na";"hoog"
"331";"IV2019110510174735";"HT31xx_LSVI_StilstaandeWateren";"AN_VVM_006_3130a_19";"AN_VVM_006";"2019-05-24";51,41181704;4,83633796;"3130_aom";"hoog"
"332";"IV2019110513274182";"HT31xx_LSVI_StilstaandeWateren";"LI_ASP_002_3130a_19";"LI_ASP_002";"2019-05-16";50,93337214;5,66039751;"3130_aom";"hoog"
"333";"IV2019110513325514";"HT31xx_LSVI_StilstaandeWateren";"LI_HAL_003_3150_19";"LI_HAL_003";"2019-06-17";50,97768493;5,09054862;"3150";"hoog"
"334";"IV2019110513370240";"HT31xx_LSVI_StilstaandeWateren";"LI_MAA_002_3150_19";"LI_MAA_002";"2019-07-02";50,90135185;5,69358751;"3150";"hoog"
"335";"IV2019110513444368";"HT31xx_LSVI_StilstaandeWateren";"LI_MAA_003_3150_19";"LI_MAA_003";"2019-07-02";50,90341343;5,69449065;"3150";"hoog"
"336";"IV2019110513521363";"HT31xx_LSVI_StilstaandeWateren";"LI_MLV_022_3130n_19";"LI_MLV_022";"2019-06-14";50,9848185;5,3315716;"3130_na";"hoog"
"337";"IV2019110513593676";"HT31xx_LSVI_StilstaandeWateren";"LI_SAH_001_3130n_18";"LI_SAH_001";"2018-10-12";51,24984544;5,28852586;"3130_na";"matig"
"338";"IV2019110514072203";"HT31xx_LSVI_StilstaandeWateren";"LI_TEU_003_3110_19";"LI_TEU_003";"2019-06-28";51,00533384;5,43549238;"3110";"hoog"
"339";"IV2019110514235553";"HT31xx_LSVI_StilstaandeWateren";"LI_TEU_003_3160_19";"LI_TEU_003";"2019-06-28";51,00533384;5,43549238;"3160";"hoog"
"340";"IV2019110514294765";"HT31xx_LSVI_StilstaandeWateren";"LI_TEU_006_3130a_19";"LI_TEU_006";"2019-06-27";51,00348339;5,4332816;"3130_aom";"hoog"
"341";"IV2019110514345308";"HT31xx_LSVI_StilstaandeWateren";"LI_TEU_006_3140_19";"LI_TEU_006";"2019-06-27";51,00348339;5,4332816;"3140";"hoog"
"342";"IV2019110514561774";"HT31xx_LSVI_StilstaandeWateren";"LI_TEU_007_3160_19";"LI_TEU_007";"2019-05-23";51,00404137;5,43259468;"3160";"hoog"
"343";"IV2019110515035863";"HT31xx_LSVI_StilstaandeWateren";"LI_VOB_002_3130a_19";"LI_VOB_002";"2019-06-24";50,9705405;5,66575857;"3130_aom";"hoog"
"344";"IV2019110515092969";"HT31xx_LSVI_StilstaandeWateren";"LI_VOB_002_3160_19";"LI_VOB_002";"2019-06-24";50,9705405;5,66575857;"3160";"hoog"
"345";"IV2019110515122209";"HT31xx_LSVI_StilstaandeWateren";"LI_VZB_004_3160_19";"LI_VZB_004";"2019-06-25";51,09574782;5,3530963;"3160";"hoog"
"346";"IV2019110515255900";"HT31xx_LSVI_StilstaandeWateren";"LI_VZB_006_3160_19";"LI_VZB_006";"2019-06-12";51,08577514;5,33218981;"3160";"hoog"
"347";"IV2019110515295694";"HT31xx_LSVI_StilstaandeWateren";"OV_DON_002_3150_19";"OV_DON_002";"2019-05-28";51,04643149;3,97604874;"3150";"hoog"
"348";"IV2019111308021358";"HT31xx_LSVI_StilstaandeWateren";"VB_VIE_001_3150_19";"VB_VIE_001";"2019-07-05";51,01666643;4,9768798;"3150";"hoog"
"349";"IV2019111308091798";"HT31xx_LSVI_StilstaandeWateren";"VB_VIE_003_3150_19";"VB_VIE_003";"2019-07-05";51,01763238;4,97535919;"3150";"hoog"
"350";"IV2019111308155779";"HT31xx_LSVI_StilstaandeWateren";"VB_VIE_007_3150_19";"VB_VIE_007";"2019-07-05";51,01559754;4,97689624;"3150";"hoog"
"351";"IV2019111308214272";"HT31xx_LSVI_StilstaandeWateren";"VB_VIE_008_3150_19";"VB_VIE_008";"2019-07-08";51,0169851;4,97536211;"3150";"hoog"
"352";"IV2019111308261548";"HT31xx_LSVI_StilstaandeWateren";"AN_ZEG_001_3150_19";"AN_ZEG_001";"2019-07-22";51,19618065;4,94099342;"3150";"hoog"
"353";"IV2019111308423568";"HT31xx_LSVI_StilstaandeWateren";"AN_HGA_004_3130a_19";"AN_HGA_004";"2019-07-03";51,05578348;4,85690105;"3130_aom";"hoog"
"354";"IV2019111308550924";"HT31xx_LSVI_StilstaandeWateren";"AN_HGA_005_3130a_19";"AN_HGA_005";"2019-07-03";51,06055328;4,85247606;"3130_aom";"hoog"
"355";"IV2019111309075445";"HT31xx_LSVI_StilstaandeWateren";"WV_POB_001_3130a_19";"WV_POB_001";"2019-07-02";50,85291741;2,9896147;"3130_aom";"hoog"
"356";"IV2019111413153709";"HT31xx_LSVI_StilstaandeWateren";"AN_TIE_005_3130n_19";"AN_TIE_005";"2019-09-03";51,26162751;4,92671606;"3130_na";"hoog"
"357";"IV2019111914245464";"HT31xx_LSVI_StilstaandeWateren";"LI_DKV_002_3140_18";"LI_DKV_002";"2018-05-24";50,77689031;5,48464794;"3140";"hoog"
"358";"IV2019112914463370";"HT31xx_LSVI_StilstaandeWateren";"AN_TIE_007_3130a_19";"AN_TIE_007";"2019-05-22";51,26589451;4,91536119;"3130_aom";"hoog"
"359";"IV2019120515503067";"HT31xx_LSVI_StilstaandeWateren";"AN_TVG_005_3160_18";"AN_TVG_005";"2018-07-10";51,36494004;4,9361685;"3160";"hoog"
"360";"IV2020050408242536";"HT31xx_LSVI_StilstaandeWateren";"VB_VOR_004_3140_19";"VB_VOR_004";"2019-09-25";50,97247041;4,78919663;"3140";"hoog"
"361";"IV2020092215333351";"HT31xx_LSVI_StilstaandeWateren";"AN_DIE_002_3130n_20";"AN_DIE_002";"2020-09-15";51,24175969;5,19648204;"3130_na";"hoog"
"362";"IV2020092215474759";"HT31xx_LSVI_StilstaandeWateren";"AN_DIE_002_3130a_20";"AN_DIE_002";"2020-09-15";51,24175969;5,19648204;"3130_aom";"hoog"
"363";"IV2020092215565805";"HT31xx_LSVI_StilstaandeWateren";"AN_DIE_002_3140_20";"AN_DIE_002";"2020-09-15";51,24175969;5,19648204;"3140";"hoog"
"364";"IV2020092216074114";"HT31xx_LSVI_StilstaandeWateren";"AN_DIE_002_3150_20";"AN_DIE_002";"2020-09-15";51,24175969;5,19648204;"3150";"hoog"
"365";"IV2020092915332513";"HT31xx_LSVI_StilstaandeWateren";"LI_RDP_001_3130n_20";"LI_RDP_001";"2020-08-12";51,03122789;5,4257168;"3130_na";"hoog"
"366";"IV2020092915410663";"HT31xx_LSVI_StilstaandeWateren";"LI_RDP_001_3130a_20";"LI_RDP_001";"2020-08-12";51,03122789;5,4257168;"3130_aom";"hoog"
"367";"IV2020100110560092";"HT31xx_LSVI_StilstaandeWateren";"LI_HEU_004_3160_20";"LI_HEU_004";"2020-08-14";51,01263184;5,65343086;"3160";"hoog"
"368";"IV2020100111171473";"HT31xx_LSVI_StilstaandeWateren";"OV_MOL_002_3150_20";"OV_MOL_002";"2020-08-17";51,10360617;4,0211129;"3150";"hoog"
"369";"IV2020100215212562";"HT31xx_LSVI_StilstaandeWateren";"LI_KBR_003_3130n_19";"LI_KBR_003";"2019-10-07";51,18214926;5,66070201;"3130_na";"matig"
"370";"IV2020100215294974";"HT31xx_LSVI_StilstaandeWateren";"LI_KBR_003_3130a_20";"LI_KBR_003";"2019-10-07";51,18214926;5,66070201;"3130_aom";"matig"
"371";"IV2020100611283895";"HT31xx_LSVI_StilstaandeWateren";"LI_KBR_001_3130n_19";"LI_KBR_001";"2019-10-14";51,18028164;5,6603392;"3130_na";"hoog"
"372";"IV2020100611450996";"HT31xx_LSVI_StilstaandeWateren";"LI_LAN_005_3150_20";"LI_LAN_005";"2020-07-29";50,94275805;5,41727603;"3150";"hoog"
"373";"IV2020100710090942";"HT31xx_LSVI_StilstaandeWateren";"LI_THD_004_3130a_20";"LI_THD_004";"2020-08-04";51,02388918;5,42609969;"3130_aom";"hoog"
"374";"IV2020100710152417";"HT31xx_LSVI_StilstaandeWateren";"LI_OPH_004_3160_20";"LI_OPH_004";"2020-09-02";51,05535044;5,5471057;"3160";"hoog"
"375";"IV2020101917263372";"HT31xx_LSVI_StilstaandeWateren";"AN_MOL_004_3130a_20";"AN_MOL_004";"2020-10-16";51,22942772;5,17569055;"3130_aom";"hoog"
"376";"IV2020101917311734";"HT31xx_LSVI_StilstaandeWateren";"AN_MOL_004_3140_20";"AN_MOL_004";"2020-10-16";51,22942772;5,17569055;"3140";"hoog"
"377";"IV2020102007454335";"HT31xx_LSVI_StilstaandeWateren";"AN_PUL_003_3130n_20";"AN_PUL_003";"2020-08-26";51,22231373;4,71896209;"3130_na";"hoog"
"378";"IV2020102007502215";"HT31xx_LSVI_StilstaandeWateren";"AN_PUL_003_3150_20";"AN_PUL_003";"2020-08-26";51,22231373;4,71896209;"3150";"hoog"
"379";"IV2020102007565094";"HT31xx_LSVI_StilstaandeWateren";"AN_PUL_002_3150_20";"AN_PUL_002";"2020-08-25";51,22187006;4,71791428;"3150";"hoog"
"380";"IV2021012015494957";"HT31xx_LSVI_StilstaandeWateren";"WV_BLA_001_3150_20";"WV_BLA_001";"2020-07-27";500;500;"3150";"hoog"
"381";"IV2021012108263313";"HT31xx_LSVI_StilstaandeWateren";"ANTANT0315_3140_20";"ANTANT0315";"2020-04-24";500;500;"3140";"hoog"
"382";"IV2021012108361395";"HT31xx_LSVI_StilstaandeWateren";"ANTANT0319_3140_20";"ANTANT0319";"2020-04-24";500;500;"3140";"hoog"
"383";"IV2021012109195068";"HT31xx_LSVI_StilstaandeWateren";"ANTBRM0350_3140_20";"ANTBRM0350";"2020-05-12";500;500;"3140";"hoog"
"384";"IV2021012109232895";"HT31xx_LSVI_StilstaandeWateren";"OVLBVN0053_3140_20";"OVLBVN0053";"2020-05-08";500;500;"3140";"hoog"
"385";"IV2021012109315303";"HT31xx_LSVI_StilstaandeWateren";"OVLBVN0180_3140_20";"OVLBVN0180";"2020-05-08";500;500;"3140";"hoog"
"386";"IV2021012109360592";"HT31xx_LSVI_StilstaandeWateren";"OVLBVN0184_3140_20";"OVLBVN0184";"2020-05-08";500;500;"3140";"hoog"
"387";"IV2021012109393203";"HT31xx_LSVI_StilstaandeWateren";"OVLBVN0197_3140_20";"OVLBVN0197";"2020-05-08";500;500;"3140";"hoog"
"388";"IV2021012109435359";"HT31xx_LSVI_StilstaandeWateren";"OVLBVN0213_3140_20";"OVLBVN0213";"2020-05-08";500;500;"3140";"hoog"
"389";"IV2021012109480309";"HT31xx_LSVI_StilstaandeWateren";"OVLBVN0217_3140_20";"OVLBVN0217";"2020-05-08";500;500;"3140";"hoog"
"390";"IV2021012109560765";"HT31xx_LSVI_StilstaandeWateren";"OVLBVN0228_3140_20";"OVLBVN0228";"2020-05-08";500;500;"3140";"hoog"
"391";"IV2021012110001562";"HT31xx_LSVI_StilstaandeWateren";"OVLBVN0301_3140_20";"OVLBVN0301";"2020-05-13";500;500;"3140";"hoog"
"392";"IV2021012110042409";"HT31xx_LSVI_StilstaandeWateren";"OVLBVN0302_3140_20";"OVLBVN0302";"2020-05-13";500;500;"3140";"matig"
"393";"IV2021012110124411";"HT31xx_LSVI_StilstaandeWateren";"OVLBVN0304_3140_20";"OVLBVN0304";"2020-05-07";500;500;"3140";"hoog"
"394";"IV2021012110182559";"HT31xx_LSVI_StilstaandeWateren";"OVLBVN0305_3140_20";"OVLBVN0305";"2020-05-13";500;500;"3140";"matig"
"395";"IV2021012110252804";"HT31xx_LSVI_StilstaandeWateren";"OVLBVN0468_3140_20";"OVLBVN0468";"2020-05-07";500;500;"3140";"hoog"
"396";"IV2021012110314355";"HT31xx_LSVI_StilstaandeWateren";"OVLBVN0469_3140_20";"OVLBVN0469";"2020-05-04";500;500;"3140";"hoog"
"397";"IV2021012110344274";"HT31xx_LSVI_StilstaandeWateren";"OVLBVN0470_3140_20";"OVLBVN0470";"2020-06-07";500;500;"3140";"hoog"
"398";"IV2021012110391842";"HT31xx_LSVI_StilstaandeWateren";"OVLBVN0471_3140_20";"OVLBVN0471";"2020-05-07";500;500;"3140";"hoog"
"399";"IV2021012110431747";"HT31xx_LSVI_StilstaandeWateren";"OVLSTL0322_3140_20";"OVLSTL0322";"2020-05-22";500;500;"3140";"hoog"
"400";"IV2021012110522889";"HT31xx_LSVI_StilstaandeWateren";"OV_TOLYPELLA_001_20";"OV_TOLYPELLA_001";"2020-04-27";500;500;"3140";"hoog"
"401";"IV2021012110562812";"HT31xx_LSVI_StilstaandeWateren";"OV_TOLYPELLA_002_20";"OV_TOLYPELLA_002";"2020-05-07";500;500;"3140";"hoog"
"402";"IV2021012111133577";"HT31xx_LSVI_StilstaandeWateren";"OV_TOLYPELLA_003_20";"OV_TOLYPELLA_003";"2020-04-27";500;500;"3140";"hoog"
"403";"IV2021012111164782";"HT31xx_LSVI_StilstaandeWateren";"OV_TOLYPELLA_004_20";"OV_TOLYPELLA_004";"2020-05-08";500;500;"3140";"hoog"
"404";"IV2021012111201466";"HT31xx_LSVI_StilstaandeWateren";"WVLKNO0102_3140_20";"WVLKNO0102";"2020-05-12";500;500;"3140";"hoog"
"405";"IV2021012509411883";"HT31xx_LSVI_StilstaandeWateren";"WV_BLA_002_3150_20";"WV_BLA_002";"2020-07-27";500;500;"3150";"hoog"
"406";"IV2021012609022545";"HT31xx_LSVI_StilstaandeWateren";"WVLKNO0106_3140_20";"WVLKNO0106";"2020-05-12";500;500;"3140";"hoog"
"407";"IV2021012609062577";"HT31xx_LSVI_StilstaandeWateren";"WVLKNO0352_3140_20";"WVLKNO0352";"2020-05-12";500;500;"3140";"hoog"
"408";"IV2021012709473267";"HT31xx_LSVI_StilstaandeWateren";"OV_TUM_001_3150_17";"OV_TUM_001";"2017-06-18";500;500;"3150";"hoog"
"409";"IV2021012910232660";"HT31xx_LSVI_StilstaandeWateren";"VB_LAB_001_2016";"VB_LAB_001";"2016-05-22";500;500;"3140";"hoog"
"410";"IV2021012910413902";"HT31xx_LSVI_StilstaandeWateren";"LI_ZPB_001_3160_20";"LI_ZPB_001";"2020-06-03";500;500;"3160";"hoog"
"411";"IV2021020111343108";"HT31xx_LSVI_StilstaandeWateren";"WV_DAM_001_3150_20";"WV_DAM_001";"2020-08-24";500;500;"3150";"hoog"
"412";"IV2021031216023741";"HT31xx_LSVI_StilstaandeWateren";"LI_LBV_001_3130a_20";"LI_LBV_001";"2020-09-07";500;500;"3130_aom";"hoog"
"413";"IV2021031216272618";"HT31xx_LSVI_StilstaandeWateren";"LI_LBV_001_3130na_20";"LI_LBV_001";"2020-09-07";500;500;"3130_na";"hoog"
"414";"IV2021032912422026";"HT31xx_LSVI_StilstaandeWateren";"LI_LBV_004_3015_20";"LI_LBV_004";"2020-08-31";500;500;"3150";"hoog"
"415";"IV2021040616143271";"HT31xx_LSVI_StilstaandeWateren";"AN_WKV_001_3140_2020";"AN_WKV_001";"2020-09-16";500;500;"3140";"hoog"
"416";"IV2021051715363885";"HT31xx_LSVI_StilstaandeWateren";"AN_PUL_001_3150_20";"AN_PUL_001";"2020-08-25";500;500;"3150";"hoog"
"417";"IV2021051715543392";"HT31xx_LSVI_StilstaandeWateren";"AN_PUL_001_3130n_20";"AN_PUL_001";"2020-08-25";500;500;"3130_na";"hoog"
"418";"IV2021051810591425";"HT31xx_LSVI_StilstaandeWateren";"VB_VIE_004_3150_15";"VB_VIE_004";"2015-08-21";500;500;"3150";"hoog"
"419";"IV2021102610593198";"HT31xx_LSVI_StilstaandeWateren";"AN_SNE_001_3160_15";"AN_SNE_001";"2015-06-24";500;500;"3160";"matig"
"420";"IV2021102611131279";"HT31xx_LSVI_StilstaandeWateren";"AN_RPT_001_3130a_14";"AN_RPT_001";"2014-10-14";500;500;"3130_aom";"hoog"
"421";"IV2021102611231547";"HT31xx_LSVI_StilstaandeWateren";"AN_TIE_004_3150_15";"AN_TIE_004";"2015-10-08";500;500;"3150";"hoog"
"422";"IV2021102611333955";"HT31xx_LSVI_StilstaandeWateren";"AN_TIE_003_3160_16";"AN_TIE_003";"2016-10-05";500;500;"3160";"matig"
"423";"IV2021102611424540";"HT31xx_LSVI_StilstaandeWateren";"AN_TIE_3130a_16";"AN_TIE_003";"2016-10-05";500;500;"3130_aom";"matig"
"424";"IV2021102612232857";"HT31xx_LSVI_StilstaandeWateren";"WV_VLO_002_3130a_14";"WV_VLO_002";"2014-10-13";500;500;"3130_aom";"matig"
"425";"IV2021102612312292";"HT31xx_LSVI_StilstaandeWateren";"LI_WIK_006_3130a_16";"LI_WIK_006";"2016-07-19";500;500;"3130_aom";"matig"
"426";"IV2021102612463047";"HT31xx_LSVI_StilstaandeWateren";"LI_WIK_003_3130n_16";"LI_WIK_003";"2016-07-22";500;500;"3130_na";"matig"
"427";"IV2021102612523570";"HT31xx_LSVI_StilstaandeWateren";"LI_WIK_003_3015_16";"LI_WIK_003";"2016-07-22";500;500;"3150";"matig"
"428";"IV2021102612572538";"HT31xx_LSVI_StilstaandeWateren";"LI_WIK_003_3130a_16";"LI_WIK_003";"2016-07-22";500;500;"3130_aom";"matig"
"429";"IV2021102614135135";"HT31xx_LSVI_StilstaandeWateren";"LI_KEL_001_3130a_16";"LI_KEL_001";"2016-06-30";500;500;"3130_aom";"matig"
"430";"IV2021102614201906";"HT31xx_LSVI_StilstaandeWateren";"LI_KEL_001_3160_16";"LI_KEL_001";"2016-06-30";500;500;"3160";"matig"
"431";"IV2021102614264540";"HT31xx_LSVI_StilstaandeWateren";"AN_TVG_001_3130a_15";"AN_TVG_001";"2015-05-29";500;500;"3130_aom";"matig"
"432";"IV2021102614322566";"HT31xx_LSVI_StilstaandeWateren";"AN_TVG_001_3160_15";"AN_TVG_001";"2015-05-29";500;500;"3160";"matig"
"433";"IV2021102616120779";"HT31xx_LSVI_StilstaandeWateren";"WV_MDH_001_3130a_21";"WV_MDH_001";"2021-08-02";500;500;"3130_aom";"hoog"
"434";"IV2021102616213333";"HT31xx_LSVI_StilstaandeWateren";"WV_MDH_003_3130a_21";"WV_MDH_003";"2021-08-02";500;500;"3130_aom";"hoog"
"435";"IV2021102616292567";"HT31xx_LSVI_StilstaandeWateren";"LI_VBR_001_3150_21";"LI_VBR_001";"2021-08-25";500;500;"3150";"hoog"
"436";"IV2021102616365243";"HT31xx_LSVI_StilstaandeWateren";"AN_BEE_004_3130a_21";"AN_BEE_004";"2021-10-08";500;500;"3130_aom";"hoog"
"437";"IV2021102616452377";"HT31xx_LSVI_StilstaandeWateren";"AN_BEE_002_3130a_21";"AN_BEE_002";"2021-10-08";500;500;"3130_aom";"hoog"
"438";"IV2021102616510246";"HT31xx_LSVI_StilstaandeWateren";"AN_BEE_005_3130n_21";"AN_BEE_005";"2021-10-08";500;500;"3130_na";"hoog"
"439";"IV2021102616572165";"HT31xx_LSVI_StilstaandeWateren";"AN_BEE_005_3130a_21";"AN_BEE_005";"2021-10-08";500;500;"3130_aom";"hoog"
"440";"IV2021102811575679";"HT31xx_LSVI_StilstaandeWateren";"LI_HEU_001_3130n_21";"LI_HEU_001";"2021-06-30";500;500;"3130_na";"hoog"
"441";"IV2021102812130840";"HT31xx_LSVI_StilstaandeWateren";"LI_HEU_001_3130a_21";"LI_HEU_001";"2021-06-30";500;500;"3130_aom";"hoog"
"442";"IV2021102812230455";"HT31xx_LSVI_StilstaandeWateren";"LI_HEU_001_3110_21";"LI_HEU_001";"2021-06-30";500;500;"3110";"hoog"
"443";"IV2021102921453951";"HT31xx_LSVI_StilstaandeWateren";"LI_GRD_001_3130a_14";"LI_GRD_001";"2014-08-10";500;500;"3130_aom";"hoog"
"444";"IV2021102922080890";"HT31xx_LSVI_StilstaandeWateren";"LI_GRD_001_3150_14";"LI_GRD_001";"2014-08-10";500;500;"3150";"hoog"
"445";"IV2021103012044059";"HT31xx_LSVI_StilstaandeWateren";"LI_HEU_001_3130a_15";"LI_HEU_001";"2015-06-25";500;500;"3130_aom";"hoog"
"446";"IV2021103012361554";"HT31xx_LSVI_StilstaandeWateren";"LI_HEU_001_3110_15";"LI_HEU_001";"2015-06-25";500;500;"3110";"hoog"
"447";"IV2021103012423456";"HT31xx_LSVI_StilstaandeWateren";"LI_HEU_001_3160_15";"LI_HEU_001";"2015-06-25";500;500;"3160";"hoog"
"448";"IV2021110111053005";"HT31xx_LSVI_StilstaandeWateren";"LI_MLV_004_3130a_14";"LI_MLV_004";"2014-06-22";500;500;"3130_aom";"hoog"
"449";"IV2021110111420298";"HT31xx_LSVI_StilstaandeWateren";"LI_MLV_003_3130a_14";"LI_MLV_003";"2014-06-22";500;500;"3130_aom";"hoog"
"450";"IV2021110112004579";"HT31xx_LSVI_StilstaandeWateren";"LI_MLV_003_3130n_14";"LI_MLV_003";"2014-06-22";500;500;"3130_na";"hoog"
"451";"IV2021110113293506";"HT31xx_LSVI_StilstaandeWateren";"VB_VIE_004_3130a_15";"VB_VIE_004";"2015-08-21";500;500;"3130_aom";"hoog"
"452";"IV2021110114014007";"HT31xx_LSVI_StilstaandeWateren";"LI_MLV_006_3130n_14";"LI_MLV_006";"2014-09-15";500;500;"3130_na";"hoog"
"453";"IV2021110115180432";"HT31xx_LSVI_StilstaandeWateren";"LI_TEU_002_3130a_14";"LI_TEU_002";"2014-08-27";500;500;"3130_aom";"hoog"
"454";"IV2021110115274417";"HT31xx_LSVI_StilstaandeWateren";"LI_TEU_002_3160_14";"LI_TEU_002";"2014-08-27";500;500;"3160";"hoog"
"455";"IV2021110116483324";"HT31xx_LSVI_StilstaandeWateren";"LI_MLV_015_3130a_14";"LI_MLV_015";"2014-08-04";500;500;"3130_aom";"matig"
"456";"IV2021110117063289";"HT31xx_LSVI_StilstaandeWateren";"LI_MLV_015_3130n_14";"LI_MLV_015";"2014-08-04";500;500;"3130_na";"matig"
"457";"IV2021110117385166";"HT31xx_LSVI_StilstaandeWateren";"AN_LAN_006_3130a_14";"AN_LAN_006";"2014-09-05";500;500;"3130_aom";"hoog"
"458";"IV2021110118102324";"HT31xx_LSVI_StilstaandeWateren";"VB_VIE_002_3150_14";"VB_VIE_002";"2014-06-30";500;500;"3150";"hoog"
"459";"IV2021110118202844";"HT31xx_LSVI_StilstaandeWateren";"VB_VIE_002_3130a_14";"VB_VIE_002";"2014-06-30";500;500;"3130_aom";"hoog"
"460";"IV2021110118435628";"HT31xx_LSVI_StilstaandeWateren";"VB_VIE_001_3150_14";"VB_VIE_001";"2014-06-30";500;500;"3150";"hoog"
"461";"IV2021110118484771";"HT31xx_LSVI_StilstaandeWateren";"VB_VIE_001_3130a_14";"VB_VIE_001";"2014-06-30";500;500;"3130_aom";"hoog"
