survey	recording_givid	user_reference	value_code	value	comment
HT31xx_Plassen	IV2019110609200051	OV_DON_002_08_2019	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2019110609261948	OV_DON_002_09_2019	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2019110609301771	OV_DON_002_10_2019	RelMe	Betrouwbaarheid opname: matig	NA
HT31xx_Plassen	IV2019110610053286	AN_DVH_002_2019	RelMe	Betrouwbaarheid opname: matig	NA
HT31xx_Plassen	IV2019110610180733	AN_DVH_002_01_2019	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2019110610412811	AN_DVH_002_02_2019	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2019110610531487	AN_DVH_002_03_2019	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2019110610571882	AN_DVH_002_04_2019	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2019110611200463	AN_LIL_003_2019	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2019110611225302	AN_LIL_003_01_2019	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2019110611260565	AN_LIL_003_02_2019	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2019110611290933	AN_LIL_003_03_2019	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2019110613260240	LI_MAT_010_2019	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2019110613301427	LI_MAT_010_01_2019	RelMe	Betrouwbaarheid opname: matig	NA
HT31xx_Plassen	IV2019110613445812	LI_MAT_010_02_2019	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2019110613590112	LI_MAT_010_03_2019	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2019110614071936	LI_MAT_010_04_2019	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2019110614233484	LI_MAT_010_05_2019	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2019110614373540	LI_MAT_010_06_2019	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2019110614455216	LI_MAT_010_07_2019	RelMe	Betrouwbaarheid opname: matig	NA
HT31xx_Plassen	IV2019110615170100	LI_EKS_001_2019	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2019110615212747	LI_EKS_001_01_2019	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2019110615264773	LI_EKS_001_02_2019	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2019110615322617	LI_EKS_001_03_2019	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2019110615363934	LI_EKS_001_04_2019	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2019110615401453	LI_EKS_001_05_2019	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2019110616034041	AN_GSV_008_2019	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2019110616065827	AN_GSV_008_01_2019	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2019110616102303	AN_GSV_008_02_2019	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2019110616160547	AN_GSV_008_03_2019	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2019110616203550	AN_GSV_008_04_2019	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2019110716162289	AN_VUI_001_2019	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2019110716202092	AN_VUI_001_01_2019	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2019110716225180	AN_VUI_001_02_2019	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2019110807344507	OV_DON_001_2019	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2019110807374930	OV_DON_001_01_2019	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2019110807474472	OV_DON_001_02_2019	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2019110808050354	OV_DON_001_03_2019	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2019110808100633	OV_DON_001_04_2019	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2019110808163455	OV_DON_001_05_2019	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2019110808393176	OV_DON_001_06_2019	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2019110808482874	OV_DON_001_07_2019	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2019110808525044	OV_DON_001_08_2019	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2019110808564816	OV_DON_001_09_2019	RelMe	Betrouwbaarheid opname: matig	NA
HT31xx_Plassen	IV2019110810224549	AN_MUI_003_2019	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2019110810261392	AN_MUI_003_01_2019	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2019110810290960	AN_MUI_003_02_2019	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2019110810384591	AN_MUI_003_03_2019	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2019110810420945	AN_MUI_003_04_2019	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2019110811092282	LI_MLV_013_2019	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2019110811130334	LI_MLV_013_01_2019	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2019110811180483	LI_MLV_013_02_2019	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2019110811255048	LI_MLV_013_03_2019	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2019110811332759	LI_MLV_013_04_2019	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2019110811383313	LI_MLV_013_05_2019	RelLo	Betrouwbaarheid opname: laag	NA
HT31xx_Plassen	IV2019110812082974	LI_MLV_020_2019	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2019110812411135	LI_MLV_020_01_2019	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2019110812504502	LI_MLV_020_02_2019	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2019110812555849	LI_MLV_020_03_2019	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2019110813040056	LI_MLV_020_04_2019	RelMe	Betrouwbaarheid opname: matig	NA
HT31xx_Plassen	IV2019110813100305	LI_MLV_020_05_2019	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2019110813552817	LI_MLV_025_2019	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2019110813582296	LI_MLV_025_01_2019	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2019110814164174	LI_MLV_025_02_2019	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2019110814283276	LI_MLV_025_03_2019	RelMe	Betrouwbaarheid opname: matig	NA
HT31xx_Plassen	IV2019110815424619	LI_MLV_021_2019	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2019110815451753	LI_MLV_021_01_2019	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2019110815492602	LI_MLV_021_02_2019	RelMe	Betrouwbaarheid opname: matig	NA
HT31xx_Plassen	IV2019110815530827	LI_MLV_021_03_2019	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2019110815575288	LI_MLV_021_04_2019	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2019110816021296	LI_MLV_021_05_2019	RelMe	Betrouwbaarheid opname: matig	NA
HT31xx_LSVI_StilstaandeWateren	IV2019111308021358	VB_VIE_001_3150_19	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_LSVI_StilstaandeWateren	IV2019111308060987	VB_VIE_002_gh_19	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_LSVI_StilstaandeWateren	IV2019111308091798	VB_VIE_003_3150_19	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_LSVI_StilstaandeWateren	IV2019111308155779	VB_VIE_007_3150_19	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_LSVI_StilstaandeWateren	IV2019111308214272	VB_VIE_008_3150_19	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_LSVI_StilstaandeWateren	IV2019111308261548	AN_ZEG_001_3150_19	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_LSVI_StilstaandeWateren	IV2019111308423568	AN_HGA_004_3130a_19	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_LSVI_StilstaandeWateren	IV2019111308550924	AN_HGA_005_3130a_19	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_LSVI_StilstaandeWateren	IV2019111309075445	WV_POB_001_3130a_19	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2019111314132481	WV_SBE_004_2019	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2019111314275011	WV_SBE_004_01_2019	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2019111315064553	WV_SBE_001_2019	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2019111315211084	WV_SBE_001_01_2019	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_LSVI_StilstaandeWateren	IV2019111413153709	AN_TIE_005_3130n_19	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_LSVI_StilstaandeWateren	IV2019111413193303	AN_TIE_005_3150_19	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2019111415102401	WV_SBE_001_02_2019	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2019111415154078	WV_SBE_001_03_2019	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2019111415520212	WV_SBE_001_04_2019	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2019111415551890	WV_POB_001_2019	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2019111416180028	WV_POB_001_01_2019	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2019111416551459	WV_POB_001_02_2019	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2019111417035844	WV_ZWI_008_2019	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2019111417193951	WV_ZWI_008_01_2019	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2019111417323024	WV_ZWI_008_02_2019	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2019111417502468	WV_ZWI_008_03_2019	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2019111417563163	WV_WES_031_2019	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2019111418283930	WV_WES_031_01_2019	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2019111418371047	WV_WES_018_2019	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2019111418470995	WV_WES_018_01_2019	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2019111419031672	WV_WES_018_02_2019	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2019111808453076	AN_DIE_001_2019	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2019111808544210	AN_DIE_001_01_2019	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2019111809025102	AN_DIE_001_02_2019	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2019111809105371	AN_DIE_001_03_2019	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2019111809192872	AN_DIE_001_04_2019	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2019111809262064	AN_DIE_001_05_2019	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2019111809384451	AN_DIE_001_06_2019	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2019111809440670	AN_DIE_001_07_2019	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2019111809512570	AN_DIE_001_08_2019	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2019111810010589	AN_DIE_001_09_2019	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2019111810063228	AN_DIE_001_10_2019	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2019111810202300	AN_DIE_001_11_2019	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2019111810401479	LI_DBR_001_2019	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2019111810441700	LI_DBR_001_01_2019	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2019111810480629	LI_DBR_001_02_2019	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2019111811320066	LI_MLV_029_2019	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2019111811351322	LI_MLV_029_01_2019	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2019111811431038	LI_MLV_029_02_2019	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2019111811595394	LI_MLV_029_03_2019	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2019111812083520	LI_MLV_029_04_2019	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2019111813482642	LI_MAT_015_2019	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2019111813584678	LI_MAT_015_01_2019	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2019111814024875	LI_MAT_015_02_2019	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2019111814100335	LI_MAT_015_03_2019	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2019111814162745	LI_MAT_015_04_2019	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2019111814581634	LI_MAT_016_2019	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2019111815014240	LI_MAT_016_01_2019	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2019111815062840	LI_MAT_016_02_2019	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2019111815124154	LI_MAT_016_03_2019	RelMe	Betrouwbaarheid opname: matig	NA
HT31xx_Plassen	IV2019111815191700	LI_MAT_016_04_2019	RelMe	Betrouwbaarheid opname: matig	NA
HT31xx_Plassen	IV2019111815270079	LI_MAT_016_05_2019	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2019111816062696	LI_MAT_017_2019	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2019111816093820	LI_MAT_017_01_2019	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2019111816134141	LI_MAT_017_02_2019	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2019111816164425	LI_MAT_017_03_2019	RelMe	Betrouwbaarheid opname: matig	NA
HT31xx_LSVI_StilstaandeWateren	IV2019111913514255	AN_VVM_001_3160_16	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_LSVI_StilstaandeWateren	IV2019111914245464	LI_DKV_002_3140_18	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2019111914330756	LI_DKV_002_2019	RelMe	Betrouwbaarheid opname: matig	NA
HT31xx_Plassen	IV2019111914401502	LI_DKV_002_01_2018	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2019111914480864	LI_DKV_002_02_2018	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2019111915093222	LI_DKV_002_03_2018	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2019112007563818	LI_BEG_002_2019	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2019112007593345	LI_BEG_002_01_2019	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2019112008031286	LI_BEG_002_02_2019	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2019112008093772	LI_BEG_002_03_2019	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2019112008200781	LI_BEG_002_04_2019	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2019112009324549	LI_MAT_005_2019	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2019112009375123	LI_MAT_005_01_2019	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2019112009413493	LI_MAT_005_02_2019	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2019112009444133	LI_MAT_005_03_2019	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2019112009503628	LI_MAT_005_04_2019	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2019112010095039	LI_MAT_005_05_2019	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2019112010183987	LI_MAT_005_06_2019	RelMe	Betrouwbaarheid opname: matig	NA
HT31xx_Plassen	IV2019112010424672	LI_MAT_008_2019	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2019112010483418	LI_MAT_008_01_2019	RelMe	Betrouwbaarheid opname: matig	NA
HT31xx_Plassen	IV2019112010521657	LI_MAT_008_02_2019	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2019112011345431	LI_MAT_006_2019	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2019112011375060	LI_MAT_006_01_2019	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2019112011451955	LI_MAT_006_02_2019	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2019112011575174	LI_MAT_006_03_2019	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2019112012142573	VB_VDB_002_2019	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2019112012174677	VB_VDB_002_01_2019	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2019112012213563	VB_VDB_002_02_2019	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2019112012275783	VB_VDB_002_03_2019	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2019112013200476	LI_HAL_002_2019	RelMe	Betrouwbaarheid opname: matig	NA
HT31xx_Plassen	IV2019112013251063	LI_HAL_002_01_2019	RelLo	Betrouwbaarheid opname: laag	NA
HT31xx_Plassen	IV2019112013251063	LI_HAL_002_01_2019	RelMe	Betrouwbaarheid opname: matig	NA
HT31xx_Plassen	IV2019112013325378	LI_HAL_002_02_2019	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2019112013374624	LI_HAL_002_03_2019	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2019112013442280	LI_HAL_002_04_2019	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2019112208050164	LI_KES_001_2019	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2019112208194090	LI_KES_001_01_2019	RelMe	Betrouwbaarheid opname: matig	NA
HT31xx_Plassen	IV2019112208212592	LI_KES_001_02_2019	RelMe	Betrouwbaarheid opname: matig	NA
HT31xx_Plassen	IV2019112208305827	LI_KES_001_03_2019	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2019112208363350	LI_KES_001_04_2019	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2019112208450483	LI_KES_001_05_2019	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2019112208570629	LI_KES_001_06_2019	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2019112209462356	LI_KES_001_07_2019	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2019112209584138	LI_KES_001_08_2019	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2019112210575593	LI_TEU_006_2019	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2019112211132867	LI_TEU_006_01_2019	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2019112211264234	LI_TEU_006_02_2019	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2019112211313211	LI_TEU_006_03_2019	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2019112212161331	AN_RAV_004_2019	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2019112212185461	AN_RAV_004_01_2019	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2019112212253671	AN_RAV_004_02_2019	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2019112213062070	AN_RAV_004_03_2019	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2019112213175687	AN_LDL_004_2019	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2019112213223742	AN_LDL_004_01_2019	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2019112213285192	AN_LDL_004_02_2019	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2019112213354116	AN_LDL_004_03_2019	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2019112213421938	AN_LDL_004_04_2019	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2019112213491248	AN_LDL_004_05_2019	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2019112214000217	AN_BAV_001_2019	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2019112214135438	AN_BAV_001_01_2019	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2019112214182897	AN_BAV_001_02_2019	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2019112214461133	AN_BAV_002_2019	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2019112214534750	AN_BAV_002_01_2019	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2019112214575807	AN_BAV_002_02_2019	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2019112216084284	LI_MAA_002_2019	RelLo	Betrouwbaarheid opname: laag	NA
HT31xx_Plassen	IV2019112216121094	LI_MAA_002_01_2019	RelLo	Betrouwbaarheid opname: laag	NA
HT31xx_Plassen	IV2019112216160768	LI_MAA_002_02_2019	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2019112216222013	LI_MAA_002_03_2019	RelLo	Betrouwbaarheid opname: laag	NA
HT31xx_Plassen	IV2019112508154608	LI_MAA_002_04_2019	RelLo	Betrouwbaarheid opname: laag	NA
HT31xx_Plassen	IV2019112508282694	LI_MAA_002_05_2019	RelLo	Betrouwbaarheid opname: laag	NA
HT31xx_Plassen	IV2019112510082893	LI_SAH_001_2018	RelMe	Betrouwbaarheid opname: matig	NA
HT31xx_Plassen	IV2019112510134651	LI_SAH_001_01_2018	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2019112510175407	LI_SAH_001_02_2018	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2019112511480480	LI_SAH_001_03_2018	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2019112511551676	LI_SAH_001_04_2018	RelMe	Betrouwbaarheid opname: matig	NA
HT31xx_Plassen	IV2019112512003019	LI_SAH_001_05_2018	RelMe	Betrouwbaarheid opname: matig	NA
HT31xx_Plassen	IV2019112512054887	LI_SAH_001_06_2018	RelMe	Betrouwbaarheid opname: matig	NA
HT31xx_Plassen	IV2019112512074132	LI_SAH_001_07_2018	RelMe	Betrouwbaarheid opname: matig	NA
HT31xx_Plassen	IV2019112708133089	AN_NOL_003_2019	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2019112708171286	AN_NOL_003_01_2019	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2019112708270882	AN_NOL_003_02_2019	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2019112708334947	AN_NOL_003_03_2019	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2019112708510468	LI_GDL_001_2019	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2019112708563541	LI_GDL_001_01_2019	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2019112709050513	LI_GDL_001_02_2019	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2019112709101770	LI_GDL_001_03_2019	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2019112709155246	LI_GDL_001_04_2019	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2019112709210914	LI_GDL_001_05_2019	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2019112709254930	LI_GDL_001_06_2019	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2019112709393630	LI_VZB_006_2019	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2019112709441996	LI_VZB_006_01_2019	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2019112709521368	LI_VZB_006_02_2019	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2019112709562895	LI_VZB_006_03_2019	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2019112710003949	LI_VZB_006_04_2019	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2019112710053484	LI_VZB_006_05_2019	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2019112711455756	LI_MLV_022_2019	RelMe	Betrouwbaarheid opname: matig	NA
HT31xx_Plassen	IV2019112711545002	LI_MLV_022_01_2019	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2019112711553003	LI_MLV_022_02_2019	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2019112712030891	LI_MLV_022_03_2019	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2019112712065927	LI_MLV_022_04_2019	RelMe	Betrouwbaarheid opname: matig	NA
HT31xx_Plassen	IV2019112712134657	LI_MLV_022_05_2019	RelMe	Betrouwbaarheid opname: matig	NA
