"";"survey";"recording_givid";"user_reference";"var_code";"var";"value";"value_description";"value_numeric";"is_below_LOQ";"is_above_LOQ";"is_numeric";"unit"
"4939";"HT31xx_LSVI_StilstaandeWateren";"IV2018082414303701";"AN_TVG_005_3130n_18";"Seccd";"diepte van secchibepaling";"0,50";NA;0,5;FALSE;FALSE;TRUE;"m"
"4940";"HT31xx_LSVI_StilstaandeWateren";"IV2018082414303701";"AN_TVG_005_3130n_18";"HabVl";"opgaande vegetatie > 15 cm";"10";NA;10;FALSE;FALSE;TRUE;"%"
"4941";"HT31xx_LSVI_StilstaandeWateren";"IV2018082414303701";"AN_TVG_005_3130n_18";"Schom";"schommeling winter/zomer";"0,30";NA;0,3;FALSE;FALSE;TRUE;"m"
"4942";"HT31xx_LSVI_StilstaandeWateren";"IV2018082708265940";"AN_TVG_002_3130n_18";"Secch";"secchi-diepte";"0,60";NA;0,6;FALSE;FALSE;TRUE;"m"
"4943";"HT31xx_LSVI_StilstaandeWateren";"IV2018082708265940";"AN_TVG_002_3130n_18";"Seccd";"diepte van secchibepaling";"0,60";NA;0,6;FALSE;FALSE;TRUE;"m"
"4944";"HT31xx_LSVI_StilstaandeWateren";"IV2018082708265940";"AN_TVG_002_3130n_18";"HabVl";"opgaande vegetatie > 15 cm";"0-x-1";NA;1;TRUE;FALSE;TRUE;"%"
"4945";"HT31xx_LSVI_StilstaandeWateren";"IV2018082708265940";"AN_TVG_002_3130n_18";"Schom";"schommeling winter/zomer";"0,50";NA;0,5;FALSE;FALSE;TRUE;"m"
"4946";"HT31xx_LSVI_StilstaandeWateren";"IV2018082708404936";"AN_TVG_002_3110_18";"Secch";"secchi-diepte";"0,60";NA;0,6;FALSE;FALSE;TRUE;"m"
"4947";"HT31xx_LSVI_StilstaandeWateren";"IV2018082708404936";"AN_TVG_002_3110_18";"Seccd";"diepte van secchibepaling";"0,60";NA;0,6;FALSE;FALSE;TRUE;"m"
"4948";"HT31xx_LSVI_StilstaandeWateren";"IV2018082708404936";"AN_TVG_002_3110_18";"Schom";"schommeling winter/zomer";"0,50";NA;0,5;FALSE;FALSE;TRUE;"m"
"4949";"HT31xx_LSVI_StilstaandeWateren";"IV2018082708514386";"AN_TVG_002_3130a_18";"Seccd";"diepte van secchibepaling";"0,60";NA;0,6;FALSE;FALSE;TRUE;"m"
"4950";"HT31xx_LSVI_StilstaandeWateren";"IV2018082708514386";"AN_TVG_002_3130a_18";"Secch";"secchi-diepte";"0,60";NA;0,6;FALSE;FALSE;TRUE;"m"
"4951";"HT31xx_LSVI_StilstaandeWateren";"IV2018082708514386";"AN_TVG_002_3130a_18";"Helo";"bedekking helofyten";"1";NA;1;FALSE;FALSE;TRUE;"%"
"4952";"HT31xx_LSVI_StilstaandeWateren";"IV2018082708514386";"AN_TVG_002_3130a_18";"Schom";"schommeling winter/zomer";"0,50";NA;0,5;FALSE;FALSE;TRUE;"m"
"4953";"HT31xx_LSVI_StilstaandeWateren";"IV2018082712222671";"LI_LOM_001_3130a_18";"Seccd";"diepte van secchibepaling";"0,30";NA;0,3;FALSE;FALSE;TRUE;"m"
"4954";"HT31xx_LSVI_StilstaandeWateren";"IV2018082712222671";"LI_LOM_001_3130a_18";"Secch";"secchi-diepte";"0,30";NA;0,3;FALSE;FALSE;TRUE;"m"
"4955";"HT31xx_LSVI_StilstaandeWateren";"IV2018082712222671";"LI_LOM_001_3130a_18";"Helo";"bedekking helofyten";"25";NA;25;FALSE;FALSE;TRUE;"%"
"4956";"HT31xx_LSVI_StilstaandeWateren";"IV2018082712222671";"LI_LOM_001_3130a_18";"Schom";"schommeling winter/zomer";"0,45";NA;0,45;FALSE;FALSE;TRUE;"m"
"4957";"HT31xx_LSVI_StilstaandeWateren";"IV2018082714371371";"AN_RPT_005_3150_18";"Secch";"secchi-diepte";"0,45";NA;0,45;FALSE;FALSE;TRUE;"m"
"4958";"HT31xx_LSVI_StilstaandeWateren";"IV2018082714371371";"AN_RPT_005_3150_18";"Seccd";"diepte van secchibepaling";"0,45";NA;0,45;FALSE;FALSE;TRUE;"m"
"4959";"HT31xx_LSVI_StilstaandeWateren";"IV2018082714371371";"AN_RPT_005_3150_18";"Helo";"bedekking helofyten";"85";NA;85;FALSE;FALSE;TRUE;"%"
"4960";"HT31xx_LSVI_StilstaandeWateren";"IV2018082714371371";"AN_RPT_005_3150_18";"Schom";"schommeling winter/zomer";"0,60";NA;0,6;FALSE;FALSE;TRUE;"m"
"4961";"HT31xx_LSVI_StilstaandeWateren";"IV2018082714551969";"AN_RPT_005_3140_18";"Seccd";"diepte van secchibepaling";"0,45";NA;0,45;FALSE;FALSE;TRUE;"m"
"4962";"HT31xx_LSVI_StilstaandeWateren";"IV2018082714551969";"AN_RPT_005_3140_18";"Secch";"secchi-diepte";"0,45";NA;0,45;FALSE;FALSE;TRUE;"m"
"4963";"HT31xx_LSVI_StilstaandeWateren";"IV2018082714551969";"AN_RPT_005_3140_18";"Helo";"bedekking helofyten";"85";NA;85;FALSE;FALSE;TRUE;"%"
"4964";"HT31xx_LSVI_StilstaandeWateren";"IV2018082714551969";"AN_RPT_005_3140_18";"Schom";"schommeling winter/zomer";"0,60";NA;0,6;FALSE;FALSE;TRUE;"m"
"4965";"HT31xx_LSVI_StilstaandeWateren";"IV2018082808303101";"LI_VZB_003_3130a_18";"Seccd";"diepte van secchibepaling";"1,00";NA;1;FALSE;FALSE;TRUE;"m"
"4966";"HT31xx_LSVI_StilstaandeWateren";"IV2018082808303101";"LI_VZB_003_3130a_18";"Secch";"secchi-diepte";"0,33";NA;0,33;FALSE;FALSE;TRUE;"m"
"4967";"HT31xx_LSVI_StilstaandeWateren";"IV2018082808303101";"LI_VZB_003_3130a_18";"Helo";"bedekking helofyten";"3";NA;3;FALSE;FALSE;TRUE;"%"
"4968";"HT31xx_LSVI_StilstaandeWateren";"IV2018082808303101";"LI_VZB_003_3130a_18";"Schom";"schommeling winter/zomer";"0,50";NA;0,5;FALSE;FALSE;TRUE;"m"
"4969";"HT31xx_LSVI_StilstaandeWateren";"IV2018082808454134";"LI_VZB_003_3160_18";"Secch";"secchi-diepte";"0,33";NA;0,33;FALSE;FALSE;TRUE;"m"
"4970";"HT31xx_LSVI_StilstaandeWateren";"IV2018082808454134";"LI_VZB_003_3160_18";"Seccd";"diepte van secchibepaling";"1,00";NA;1;FALSE;FALSE;TRUE;"m"
"4971";"HT31xx_LSVI_StilstaandeWateren";"IV2018082808454134";"LI_VZB_003_3160_18";"Schom";"schommeling winter/zomer";"0,50";NA;0,5;FALSE;FALSE;TRUE;"m"
"4972";"HT31xx_LSVI_StilstaandeWateren";"IV2018082814440090";"AN_MEC_002_3150_18";"Secch";"secchi-diepte";"0,12";NA;0,12;FALSE;FALSE;TRUE;"m"
"4973";"HT31xx_LSVI_StilstaandeWateren";"IV2018082814440090";"AN_MEC_002_3150_18";"Seccd";"diepte van secchibepaling";"0,25";NA;0,25;FALSE;FALSE;TRUE;"m"
"4974";"HT31xx_LSVI_StilstaandeWateren";"IV2018082814440090";"AN_MEC_002_3150_18";"Helo";"bedekking helofyten";"20";NA;20;FALSE;FALSE;TRUE;"%"
"4975";"HT31xx_LSVI_StilstaandeWateren";"IV2018082814440090";"AN_MEC_002_3150_18";"Schom";"schommeling winter/zomer";"0,40";NA;0,4;FALSE;FALSE;TRUE;"m"
"4976";"HT31xx_LSVI_StilstaandeWateren";"IV2018082908092463";"AN_VOL_002_3130n_18";"Secch";"secchi-diepte";"0,05";NA;0,05;FALSE;FALSE;TRUE;"m"
"4977";"HT31xx_LSVI_StilstaandeWateren";"IV2018082908092463";"AN_VOL_002_3130n_18";"Seccd";"diepte van secchibepaling";"0,05";NA;0,05;FALSE;FALSE;TRUE;"m"
"4978";"HT31xx_LSVI_StilstaandeWateren";"IV2018082908092463";"AN_VOL_002_3130n_18";"HabVl";"opgaande vegetatie > 15 cm";"0";NA;0;FALSE;FALSE;TRUE;"%"
"4979";"HT31xx_LSVI_StilstaandeWateren";"IV2018082908092463";"AN_VOL_002_3130n_18";"Schom";"schommeling winter/zomer";"0,75";NA;0,75;FALSE;FALSE;TRUE;"m"
"4980";"HT31xx_LSVI_StilstaandeWateren";"IV2018082908183624";"AN_VOL_002_3130a_18";"Seccd";"diepte van secchibepaling";"0,05";NA;0,05;FALSE;FALSE;TRUE;"m"
"4981";"HT31xx_LSVI_StilstaandeWateren";"IV2018082908183624";"AN_VOL_002_3130a_18";"Secch";"secchi-diepte";"0,05";NA;0,05;FALSE;FALSE;TRUE;"m"
"4982";"HT31xx_LSVI_StilstaandeWateren";"IV2018082908183624";"AN_VOL_002_3130a_18";"Helo";"bedekking helofyten";"50";NA;50;FALSE;FALSE;TRUE;"%"
"4983";"HT31xx_LSVI_StilstaandeWateren";"IV2018082908183624";"AN_VOL_002_3130a_18";"Schom";"schommeling winter/zomer";"0,75";NA;0,75;FALSE;FALSE;TRUE;"m"
"4984";"HT31xx_LSVI_StilstaandeWateren";"IV2018082909343381";"LI_HAG_003_3160_18";"Secch";"secchi-diepte";"0,60";NA;0,6;FALSE;FALSE;TRUE;"m"
"4985";"HT31xx_LSVI_StilstaandeWateren";"IV2018082909343381";"LI_HAG_003_3160_18";"Seccd";"diepte van secchibepaling";"0,60";NA;0,6;FALSE;FALSE;TRUE;"m"
"4986";"HT31xx_LSVI_StilstaandeWateren";"IV2018082909343381";"LI_HAG_003_3160_18";"Schom";"schommeling winter/zomer";"0,25";NA;0,25;FALSE;FALSE;TRUE;"m"
"4987";"HT31xx_LSVI_StilstaandeWateren";"IV2018082911514477";"LI_SLU_001_3130n_18";"Secch";"secchi-diepte";"0,50";NA;0,5;FALSE;FALSE;TRUE;"m"
"4988";"HT31xx_LSVI_StilstaandeWateren";"IV2018082911514477";"LI_SLU_001_3130n_18";"Seccd";"diepte van secchibepaling";"0,50";NA;0,5;FALSE;FALSE;TRUE;"m"
"4989";"HT31xx_LSVI_StilstaandeWateren";"IV2018082911514477";"LI_SLU_001_3130n_18";"HabVl";"opgaande vegetatie > 15 cm";"0";NA;0;FALSE;FALSE;TRUE;"%"
"4990";"HT31xx_LSVI_StilstaandeWateren";"IV2018082911514477";"LI_SLU_001_3130n_18";"Schom";"schommeling winter/zomer";"0,50";NA;0,5;FALSE;FALSE;TRUE;"m"
"4991";"HT31xx_LSVI_StilstaandeWateren";"IV2018082911522950";"LI_SLU_001_3130a_18";"Seccd";"diepte van secchibepaling";"0,5";NA;0,5;FALSE;FALSE;TRUE;"m"
"4992";"HT31xx_LSVI_StilstaandeWateren";"IV2018082911522950";"LI_SLU_001_3130a_18";"Secch";"secchi-diepte";"0,50";NA;0,5;FALSE;FALSE;TRUE;"m"
"4993";"HT31xx_LSVI_StilstaandeWateren";"IV2018082911522950";"LI_SLU_001_3130a_18";"Helo";"bedekking helofyten";"15";NA;15;FALSE;FALSE;TRUE;"%"
"4994";"HT31xx_LSVI_StilstaandeWateren";"IV2018082911522950";"LI_SLU_001_3130a_18";"Schom";"schommeling winter/zomer";"0,50";NA;0,5;FALSE;FALSE;TRUE;"m"
"4995";"HT31xx_LSVI_StilstaandeWateren";"IV2018083008425607";"LI_PIJ_002_3130a_17";"Seccd";"diepte van secchibepaling";"0,54";NA;0,54;FALSE;FALSE;TRUE;"m"
"4996";"HT31xx_LSVI_StilstaandeWateren";"IV2018083008425607";"LI_PIJ_002_3130a_17";"Secch";"secchi-diepte";"0,54";NA;0,54;FALSE;FALSE;TRUE;"m"
"4997";"HT31xx_LSVI_StilstaandeWateren";"IV2018083008425607";"LI_PIJ_002_3130a_17";"Helo";"bedekking helofyten";"15";NA;15;FALSE;FALSE;TRUE;"%"
"4998";"HT31xx_LSVI_StilstaandeWateren";"IV2018083009021339";"LI_PIJ_002_3160_17";"Secch";"secchi-diepte";"0,54";NA;0,54;FALSE;FALSE;TRUE;"m"
"4999";"HT31xx_LSVI_StilstaandeWateren";"IV2018083009021339";"LI_PIJ_002_3160_17";"Seccd";"diepte van secchibepaling";"0,54";NA;0,54;FALSE;FALSE;TRUE;"m"
"5000";"HT31xx_LSVI_StilstaandeWateren";"IV2018083009213994";"AN_MOS_002_3160_18";"Secch";"secchi-diepte";"0,20";NA;0,2;FALSE;FALSE;TRUE;"m"
"5001";"HT31xx_LSVI_StilstaandeWateren";"IV2018083009213994";"AN_MOS_002_3160_18";"Seccd";"diepte van secchibepaling";"0,20";NA;0,2;FALSE;FALSE;TRUE;"m"
"5002";"HT31xx_LSVI_StilstaandeWateren";"IV2018083009213994";"AN_MOS_002_3160_18";"Schom";"schommeling winter/zomer";"0,80";NA;0,8;FALSE;FALSE;TRUE;"m"
"5003";"HT31xx_LSVI_StilstaandeWateren";"IV2018083009353126";"LI_WIK_008_3130a_18";"Secch";"secchi-diepte";"1,10";NA;1,1;FALSE;FALSE;TRUE;"m"
"5004";"HT31xx_LSVI_StilstaandeWateren";"IV2018083009353126";"LI_WIK_008_3130a_18";"Seccd";"diepte van secchibepaling";"1,10";NA;1,1;FALSE;FALSE;TRUE;"m"
"5005";"HT31xx_LSVI_StilstaandeWateren";"IV2018083009353126";"LI_WIK_008_3130a_18";"Helo";"bedekking helofyten";"10";NA;10;FALSE;FALSE;TRUE;"%"
"5006";"HT31xx_LSVI_StilstaandeWateren";"IV2018083009353126";"LI_WIK_008_3130a_18";"Schom";"schommeling winter/zomer";"0,35";NA;0,35;FALSE;FALSE;TRUE;"m"
"5007";"HT31xx_LSVI_StilstaandeWateren";"IV2018083010065136";"AN_OLB_002_3130a_18";"Seccd";"diepte van secchibepaling";"0,35";NA;0,35;FALSE;FALSE;TRUE;"m"
"5008";"HT31xx_LSVI_StilstaandeWateren";"IV2018083010065136";"AN_OLB_002_3130a_18";"Secch";"secchi-diepte";"0,35";NA;0,35;FALSE;FALSE;TRUE;"m"
"5009";"HT31xx_LSVI_StilstaandeWateren";"IV2018083010065136";"AN_OLB_002_3130a_18";"Helo";"bedekking helofyten";"65";NA;65;FALSE;FALSE;TRUE;"%"
"5010";"HT31xx_LSVI_StilstaandeWateren";"IV2018083010065136";"AN_OLB_002_3130a_18";"Schom";"schommeling winter/zomer";"1,00";NA;1;FALSE;FALSE;TRUE;"m"
"5011";"HT31xx_LSVI_StilstaandeWateren";"IV2018090409354837";"OV_LIN_001_3150_18";"Helo";"bedekking helofyten";"60";NA;60;FALSE;FALSE;TRUE;"%"
"5012";"HT31xx_LSVI_StilstaandeWateren";"IV2018090409354837";"OV_LIN_001_3150_18";"Schom";"schommeling winter/zomer";"1,00";NA;1;FALSE;FALSE;TRUE;"m"
"5013";"HT31xx_LSVI_StilstaandeWateren";"IV2018090412381639";"LI_MOB_001_3130n_18";"HabVl";"opgaande vegetatie > 15 cm";"25";NA;25;FALSE;FALSE;TRUE;"%"
"5014";"HT31xx_LSVI_StilstaandeWateren";"IV2018090412381639";"LI_MOB_001_3130n_18";"Schom";"schommeling winter/zomer";"1,20";NA;1,2;FALSE;FALSE;TRUE;"m"
"5015";"HT31xx_LSVI_StilstaandeWateren";"IV2018090412442048";"LI_MOB_001_3150_18";"Helo";"bedekking helofyten";"25";NA;25;FALSE;FALSE;TRUE;"%"
"5016";"HT31xx_LSVI_StilstaandeWateren";"IV2018090412442048";"LI_MOB_001_3150_18";"Schom";"schommeling winter/zomer";"1,20";NA;1,2;FALSE;FALSE;TRUE;"m"
"5017";"HT31xx_LSVI_StilstaandeWateren";"IV2018090412483372";"OV_DON_003_3150_18";"Secch";"secchi-diepte";"0,50";NA;0,5;FALSE;FALSE;TRUE;"m"
"5018";"HT31xx_LSVI_StilstaandeWateren";"IV2018090412483372";"OV_DON_003_3150_18";"Seccd";"diepte van secchibepaling";"0,50";NA;0,5;FALSE;FALSE;TRUE;"m"
"5019";"HT31xx_LSVI_StilstaandeWateren";"IV2018090412483372";"OV_DON_003_3150_18";"Helo";"bedekking helofyten";"5";NA;5;FALSE;FALSE;TRUE;"%"
"5020";"HT31xx_LSVI_StilstaandeWateren";"IV2018090412483372";"OV_DON_003_3150_18";"Schom";"schommeling winter/zomer";"0,30";NA;0,3;FALSE;FALSE;TRUE;"m"
"5021";"HT31xx_LSVI_StilstaandeWateren";"IV2018090508595162";"LI_BAT_001_3130a_18";"Secch";"secchi-diepte";"0,40";NA;0,4;FALSE;FALSE;TRUE;"m"
"5022";"HT31xx_LSVI_StilstaandeWateren";"IV2018090508595162";"LI_BAT_001_3130a_18";"Seccd";"diepte van secchibepaling";"0,40";NA;0,4;FALSE;FALSE;TRUE;"m"
"5023";"HT31xx_LSVI_StilstaandeWateren";"IV2018090508595162";"LI_BAT_001_3130a_18";"Helo";"bedekking helofyten";"95";NA;95;FALSE;FALSE;TRUE;"%"
"5024";"HT31xx_LSVI_StilstaandeWateren";"IV2018090508595162";"LI_BAT_001_3130a_18";"Schom";"schommeling winter/zomer";"1,00";NA;1;FALSE;FALSE;TRUE;"m"
"5025";"HT31xx_LSVI_StilstaandeWateren";"IV2018090509082763";"LI_BAT_001_3160_18";"Seccd";"diepte van secchibepaling";"0,40";NA;0,4;FALSE;FALSE;TRUE;"m"
"5026";"HT31xx_LSVI_StilstaandeWateren";"IV2018090509082763";"LI_BAT_001_3160_18";"Secch";"secchi-diepte";"0,40";NA;0,4;FALSE;FALSE;TRUE;"m"
"5027";"HT31xx_LSVI_StilstaandeWateren";"IV2018090509082763";"LI_BAT_001_3160_18";"Schom";"schommeling winter/zomer";"1,00";NA;1;FALSE;FALSE;TRUE;"m"
"5028";"HT31xx_LSVI_StilstaandeWateren";"IV2018090509480277";"LI_SCH_001_3130n_18";"Seccd";"diepte van secchibepaling";"0,05";NA;0,05;FALSE;FALSE;TRUE;"m"
"5029";"HT31xx_LSVI_StilstaandeWateren";"IV2018090509480277";"LI_SCH_001_3130n_18";"Secch";"secchi-diepte";"0,00";NA;0;FALSE;FALSE;TRUE;"m"
"5030";"HT31xx_LSVI_StilstaandeWateren";"IV2018090509480277";"LI_SCH_001_3130n_18";"HabVl";"opgaande vegetatie > 15 cm";"0";NA;0;FALSE;FALSE;TRUE;"%"
"5031";"HT31xx_LSVI_StilstaandeWateren";"IV2018090509480277";"LI_SCH_001_3130n_18";"Schom";"schommeling winter/zomer";"0,70";NA;0,7;FALSE;FALSE;TRUE;"m"
"5032";"HT31xx_LSVI_StilstaandeWateren";"IV2018090510080311";"WV_GUP_001_3130a_18";"Secch";"secchi-diepte";"0,60";NA;0,6;FALSE;FALSE;TRUE;"m"
"5033";"HT31xx_LSVI_StilstaandeWateren";"IV2018090510080311";"WV_GUP_001_3130a_18";"Seccd";"diepte van secchibepaling";"0,60";NA;0,6;FALSE;FALSE;TRUE;"m"
"5034";"HT31xx_LSVI_StilstaandeWateren";"IV2018090510080311";"WV_GUP_001_3130a_18";"Helo";"bedekking helofyten";"15";NA;15;FALSE;FALSE;TRUE;"%"
"5035";"HT31xx_LSVI_StilstaandeWateren";"IV2018090510080311";"WV_GUP_001_3130a_18";"Schom";"schommeling winter/zomer";"0,50";NA;0,5;FALSE;FALSE;TRUE;"m"
"5036";"HT31xx_LSVI_StilstaandeWateren";"IV2018090510164322";"WV_GUP_002_3130n_17";"Secch";"secchi-diepte";"0,40";NA;0,4;FALSE;FALSE;TRUE;"m"
"5037";"HT31xx_LSVI_StilstaandeWateren";"IV2018090510164322";"WV_GUP_002_3130n_17";"Seccd";"diepte van secchibepaling";"0,40";NA;0,4;FALSE;FALSE;TRUE;"m"
"5038";"HT31xx_LSVI_StilstaandeWateren";"IV2018090510164322";"WV_GUP_002_3130n_17";"HabVl";"opgaande vegetatie > 15 cm";"5";NA;5;FALSE;FALSE;TRUE;"%"
"5039";"HT31xx_LSVI_StilstaandeWateren";"IV2018090510164322";"WV_GUP_002_3130n_17";"Schom";"schommeling winter/zomer";"0,50";NA;0,5;FALSE;FALSE;TRUE;"m"
"5040";"HT31xx_LSVI_StilstaandeWateren";"IV2018090510175155";"WV_GUP_002_3130a_17";"Seccd";"diepte van secchibepaling";"0,40";NA;0,4;FALSE;FALSE;TRUE;"m"
"5041";"HT31xx_LSVI_StilstaandeWateren";"IV2018090510175155";"WV_GUP_002_3130a_17";"Secch";"secchi-diepte";"0,40";NA;0,4;FALSE;FALSE;TRUE;"m"
"5042";"HT31xx_LSVI_StilstaandeWateren";"IV2018090510175155";"WV_GUP_002_3130a_17";"Helo";"bedekking helofyten";"10";NA;10;FALSE;FALSE;TRUE;"%"
"5043";"HT31xx_LSVI_StilstaandeWateren";"IV2018090510175155";"WV_GUP_002_3130a_17";"Schom";"schommeling winter/zomer";"0,50";NA;0,5;FALSE;FALSE;TRUE;"m"
"5044";"HT31xx_LSVI_StilstaandeWateren";"IV2018090510275856";"LI_BER_004_3130a_18";"Secch";"secchi-diepte";"0,30";NA;0,3;FALSE;FALSE;TRUE;"m"
"5045";"HT31xx_LSVI_StilstaandeWateren";"IV2018090510275856";"LI_BER_004_3130a_18";"Seccd";"diepte van secchibepaling";"0,30";NA;0,3;FALSE;FALSE;TRUE;"m"
"5046";"HT31xx_LSVI_StilstaandeWateren";"IV2018090510275856";"LI_BER_004_3130a_18";"Helo";"bedekking helofyten";"25";NA;25;FALSE;FALSE;TRUE;"%"
"5047";"HT31xx_LSVI_StilstaandeWateren";"IV2018090510275856";"LI_BER_004_3130a_18";"Schom";"schommeling winter/zomer";"0,50";NA;0,5;FALSE;FALSE;TRUE;"m"
"5048";"HT31xx_LSVI_StilstaandeWateren";"IV2018090514203660";"AN_ZEG_004_3130a_18";"Secch";"secchi-diepte";"0,40";NA;0,4;FALSE;FALSE;TRUE;"m"
"5049";"HT31xx_LSVI_StilstaandeWateren";"IV2018090514203660";"AN_ZEG_004_3130a_18";"Seccd";"diepte van secchibepaling";"0,75";NA;0,75;FALSE;FALSE;TRUE;"m"
"5050";"HT31xx_LSVI_StilstaandeWateren";"IV2018090514203660";"AN_ZEG_004_3130a_18";"Helo";"bedekking helofyten";"90";NA;90;FALSE;FALSE;TRUE;"%"
"5051";"HT31xx_LSVI_StilstaandeWateren";"IV2018090514203660";"AN_ZEG_004_3130a_18";"Schom";"schommeling winter/zomer";"0,30";NA;0,3;FALSE;FALSE;TRUE;"m"
"5052";"HT31xx_LSVI_StilstaandeWateren";"IV2018090514382356";"OV_DAM_001_3150_18";"Secch";"secchi-diepte";"1,30";NA;1,3;FALSE;FALSE;TRUE;"m"
"5053";"HT31xx_LSVI_StilstaandeWateren";"IV2018090514382356";"OV_DAM_001_3150_18";"Seccd";"diepte van secchibepaling";"1,30";NA;1,3;FALSE;FALSE;TRUE;"m"
"5054";"HT31xx_LSVI_StilstaandeWateren";"IV2018090514382356";"OV_DAM_001_3150_18";"Helo";"bedekking helofyten";"5";NA;5;FALSE;FALSE;TRUE;"%"
"5055";"HT31xx_LSVI_StilstaandeWateren";"IV2018090514382356";"OV_DAM_001_3150_18";"Schom";"schommeling winter/zomer";"0,25";NA;0,25;FALSE;FALSE;TRUE;"m"
"5056";"HT31xx_LSVI_StilstaandeWateren";"IV2018090608472872";"LI_HOE_001_3130a_18";"Seccd";"diepte van secchibepaling";"0,60";NA;0,6;FALSE;FALSE;TRUE;"m"
"5057";"HT31xx_LSVI_StilstaandeWateren";"IV2018090608472872";"LI_HOE_001_3130a_18";"Secch";"secchi-diepte";"0,31";NA;0,31;FALSE;FALSE;TRUE;"m"
"5058";"HT31xx_LSVI_StilstaandeWateren";"IV2018090608472872";"LI_HOE_001_3130a_18";"Helo";"bedekking helofyten";"7";NA;7;FALSE;FALSE;TRUE;"%"
"5059";"HT31xx_LSVI_StilstaandeWateren";"IV2018090608472872";"LI_HOE_001_3130a_18";"Schom";"schommeling winter/zomer";"0,70";NA;0,7;FALSE;FALSE;TRUE;"m"
"5060";"HT31xx_LSVI_StilstaandeWateren";"IV2018090609025511";"AN_ZEG_002_3130n_17";"Secch";"secchi-diepte";"0,50";NA;0,5;FALSE;FALSE;TRUE;"m"
"5061";"HT31xx_LSVI_StilstaandeWateren";"IV2018090609025511";"AN_ZEG_002_3130n_17";"Seccd";"diepte van secchibepaling";"0,60";NA;0,6;FALSE;FALSE;TRUE;"m"
"5062";"HT31xx_LSVI_StilstaandeWateren";"IV2018090609025511";"AN_ZEG_002_3130n_17";"HabVl";"opgaande vegetatie > 15 cm";"5";NA;5;FALSE;FALSE;TRUE;"%"
"5063";"HT31xx_LSVI_StilstaandeWateren";"IV2018090609025511";"AN_ZEG_002_3130n_17";"Schom";"schommeling winter/zomer";"0,30";NA;0,3;FALSE;FALSE;TRUE;"m"
"5064";"HT31xx_LSVI_StilstaandeWateren";"IV2018090609212270";"AN_ZEG_002_3150_17";"Seccd";"diepte van secchibepaling";"0,60";NA;0,6;FALSE;FALSE;TRUE;"m"
"5065";"HT31xx_LSVI_StilstaandeWateren";"IV2018090609212270";"AN_ZEG_002_3150_17";"Secch";"secchi-diepte";"0,50";NA;0,5;FALSE;FALSE;TRUE;"m"
"5066";"HT31xx_LSVI_StilstaandeWateren";"IV2018090609212270";"AN_ZEG_002_3150_17";"Helo";"bedekking helofyten";"5";NA;5;FALSE;FALSE;TRUE;"%"
"5067";"HT31xx_LSVI_StilstaandeWateren";"IV2018090609212270";"AN_ZEG_002_3150_17";"Schom";"schommeling winter/zomer";"0,30";NA;0,3;FALSE;FALSE;TRUE;"m"
"5068";"HT31xx_LSVI_StilstaandeWateren";"IV2018090613583635";"LI_MLV_002_3130n_18";"Seccd";"diepte van secchibepaling";"0,04";NA;0,04;FALSE;FALSE;TRUE;"m"
"5069";"HT31xx_LSVI_StilstaandeWateren";"IV2018090613583635";"LI_MLV_002_3130n_18";"Secch";"secchi-diepte";"0,04";NA;0,04;FALSE;FALSE;TRUE;"m"
"5070";"HT31xx_LSVI_StilstaandeWateren";"IV2018090613583635";"LI_MLV_002_3130n_18";"HabVl";"opgaande vegetatie > 15 cm";"30";NA;30;FALSE;FALSE;TRUE;"%"
"5071";"HT31xx_LSVI_StilstaandeWateren";"IV2018090613583635";"LI_MLV_002_3130n_18";"Schom";"schommeling winter/zomer";"1,00";NA;1;FALSE;FALSE;TRUE;"m"
"5072";"HT31xx_LSVI_StilstaandeWateren";"IV2018091008414123";"AN_LDL_004_3130a_18";"Helo";"bedekking helofyten";"90";NA;90;FALSE;FALSE;TRUE;"%"
"5073";"HT31xx_LSVI_StilstaandeWateren";"IV2018091008414123";"AN_LDL_004_3130a_18";"Schom";"schommeling winter/zomer";"0,70";NA;0,7;FALSE;FALSE;TRUE;"m"
"5074";"HT31xx_LSVI_StilstaandeWateren";"IV2018091008443422";"AN_VVM_004_3130a_18";"Helo";"bedekking helofyten";"75";NA;75;FALSE;FALSE;TRUE;"%"
"5075";"HT31xx_LSVI_StilstaandeWateren";"IV2018091008443422";"AN_VVM_004_3130a_18";"Schom";"schommeling winter/zomer";"0,90";NA;0,9;FALSE;FALSE;TRUE;"m"
"5076";"HT31xx_LSVI_StilstaandeWateren";"IV2018091009073533";"AN_VVM_004_3160_18";"Schom";"schommeling winter/zomer";"0,90";NA;0,9;FALSE;FALSE;TRUE;"m"
"5077";"HT31xx_LSVI_StilstaandeWateren";"IV2018091011515161";"LI_MLV_014_3130n_18";"Seccd";"diepte van secchibepaling";"0,40";NA;0,4;FALSE;FALSE;TRUE;"m"
"5078";"HT31xx_LSVI_StilstaandeWateren";"IV2018091011515161";"LI_MLV_014_3130n_18";"Secch";"secchi-diepte";"0,30";NA;0,3;FALSE;FALSE;TRUE;"m"
"5079";"HT31xx_LSVI_StilstaandeWateren";"IV2018091011515161";"LI_MLV_014_3130n_18";"HabVl";"opgaande vegetatie > 15 cm";"10";NA;10;FALSE;FALSE;TRUE;"%"
