"";"ID";"Kenmerk";"Waarde";"Vegetatielaag";"TypeKenmerk";"Type";"Invoertype";"Eenheid"
"221";"IV2017040309554429";"Molinia caerulea (L.) Moench";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"222";"IV2017040309554429";"Scirpus fluitans L.";"d";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"223";"IV2017040310093041";"Agrostis canina L.";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"224";"IV2017040310093041";"Calamagrostis canescens (Weber) Roth";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"225";"IV2017040310093041";"Draadwier";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"226";"IV2017040310093041";"Hypericum elodes L.";"d";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"227";"IV2017040310093041";"Juncus effusus L.";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"228";"IV2017040310093041";"Nitella translucens (Pers.) C. Agardh";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"229";"IV2017040310093041";"Pilularia globulifera L.";"d";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"230";"IV2017040310093041";"Polygonum hydropiper L.";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"231";"IV2017040310093041";"Scirpus fluitans L.";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"232";"IV2017040310093041";"Sphagnum";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"233";"IV2017040310093041";"Typha";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"234";"IV2017040310252958";"Agrostis canina L.";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"235";"IV2017040310252958";"Bidens";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"236";"IV2017040310252958";"Calamagrostis canescens (Weber) Roth";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"237";"IV2017040310252958";"Draadwier";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"238";"IV2017040310252958";"Hypericum elodes L.";"a";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"239";"IV2017040310252958";"Juncus bulbosus L.";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"240";"IV2017040310252958";"Juncus effusus L.";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"241";"IV2017040310252958";"Lemna";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"242";"IV2017040310252958";"Lemna minuta Humb., Bonpl. et Kunth";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"243";"IV2017040310252958";"Molinia caerulea (L.) Moench";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"244";"IV2017040310252958";"Polygonum hydropiper L.";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"245";"IV2017040310252958";"Scirpus fluitans L.";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"246";"IV2017040310252958";"Sphagnum";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"247";"IV2017040310252958";"Typha";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"248";"IV2017040410373172";"Hydrocotyle vulgaris L.";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"249";"IV2017040410373172";"Juncus bulbosus L.";"a";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"250";"IV2017040410373172";"Juncus effusus L.";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"251";"IV2017040410373172";"Molinia caerulea (L.) Moench";"d";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"252";"IV2017040410373172";"Phragmites australis (Cav.) Steud.";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"253";"IV2017040410373172";"Rhynchospora alba (L.) Vahl";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"254";"IV2017040410373172";"Sphagnum cuspidatum Ehrh. ex Hoffm.";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"255";"IV2017040410373172";"Typha";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"256";"IV2017040410453770";"Hydrocotyle vulgaris L.";"r";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"257";"IV2017040410453770";"Juncus bulbosus L.";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"258";"IV2017040410453770";"Juncus effusus L.";"r";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"259";"IV2017040410453770";"Molinia caerulea (L.) Moench";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"260";"IV2017040410453770";"Phragmites australis (Cav.) Steud.";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"261";"IV2017040410453770";"Rhynchospora alba (L.) Vahl";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"262";"IV2017040410453770";"Sphagnum cuspidatum Ehrh. ex Hoffm.";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"263";"IV2017040410525894";"Agrostis canina L.";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"264";"IV2017040410525894";"Agrostis stolonifera L.";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"265";"IV2017040410525894";"Baldellia ranunculoides subsp. ranunculoides";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"266";"IV2017040410525894";"Bidens";"r";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"267";"IV2017040410525894";"Calamagrostis canescens (Weber) Roth";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"268";"IV2017040410525894";"Juncus bulbosus L.";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"269";"IV2017040410525894";"Juncus effusus L.";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"270";"IV2017040410525894";"Molinia caerulea (L.) Moench";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"271";"IV2017040410525894";"Pilularia globulifera L.";"d";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"272";"IV2017040410525894";"Sphagnum";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"273";"IV2017040410525894";"Warnstorfia fluitans groep";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"274";"IV2017042509124286";"Agrostis canina L.";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"275";"IV2017042509124286";"Agrostis stolonifera L.";"r";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"276";"IV2017042509124286";"Draadwier";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"277";"IV2017042509124286";"Drepanocladus fluitans";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"278";"IV2017042509124286";"Hypericum elodes L.";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"279";"IV2017042509124286";"Juncus bulbosus L.";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"280";"IV2017042509124286";"Juncus effusus L.";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"281";"IV2017042509124286";"Lemna";"r";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"282";"IV2017042509124286";"Lemna minuta Humb., Bonpl. et Kunth";"r";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"283";"IV2017042509124286";"Littorella uniflora (L.) Aschers.";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"284";"IV2017042509124286";"Luronium natans (L.) Rafin.";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"285";"IV2017042509124286";"Molinia caerulea (L.) Moench";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"286";"IV2017042509124286";"Polygonum hydropiper L.";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"287";"IV2017042509124286";"Potamogeton polygonifolius Pourr.";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"288";"IV2017042509124286";"Potamogeton pusillus L.";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"289";"IV2017042509124286";"Sphagnum";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"290";"IV2017042509274762";"Agrostis canina L.";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"291";"IV2017042509274762";"Agrostis stolonifera L.";"r";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"292";"IV2017042509274762";"Draadwier";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"293";"IV2017042509274762";"Drepanocladus fluitans";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"294";"IV2017042509274762";"Elatine hexandra (Lapierre) DC.";"a";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"295";"IV2017042509274762";"Juncus bulbosus L.";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"296";"IV2017042509274762";"Juncus effusus L.";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"297";"IV2017042509274762";"Lemna";"r";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"298";"IV2017042509274762";"Lemna minuta Humb., Bonpl. et Kunth";"r";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"299";"IV2017042509274762";"Molinia caerulea (L.) Moench";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"300";"IV2017042509274762";"Polygonum hydropiper L.";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"301";"IV2017042509274762";"Potamogeton pusillus L.";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"302";"IV2017042509274762";"Sphagnum";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"303";"IV2017042509374052";"Glyceria fluitans (L.) R. Brown";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"304";"IV2017042509374052";"Juncus bulbosus L.";"a";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"305";"IV2017042509374052";"Juncus effusus L.";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"306";"IV2017042509374052";"Molinia caerulea (L.) Moench";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"307";"IV2017042509374052";"Sphagnum cuspidatum Ehrh. ex Hoffm.";"a";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"308";"IV2017042509374052";"Utricularia minor L.";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"309";"IV2017042509472815";"Juncus bulbosus L.";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"310";"IV2017042509472815";"Juncus effusus L.";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"311";"IV2017042509472815";"Molinia caerulea (L.) Moench";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"312";"IV2017042509472815";"Rhynchospora alba (L.) Vahl";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"313";"IV2017042509472815";"Rhynchospora fusca (L.) Ait. f.";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"314";"IV2017042509472815";"Sphagnum cuspidatum Ehrh. ex Hoffm.";"d";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"315";"IV2017042509472815";"Utricularia minor L.";"a";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"316";"IV2017042509542011";"Chara globularis var. virgata (Kütz.) R.D. Wood";"a";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"317";"IV2017042509542011";"Draadwier";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"318";"IV2017042509542011";"Myriophyllum spicatum L.";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"319";"IV2017042509585340";"Eleocharis acicularis (L.) Roem. et Schult.";"a";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"320";"IV2017042509585340";"Juncus bulbosus L.";"r";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"321";"IV2017042509585340";"Lythrum salicaria L.";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"322";"IV2017042509585340";"Typha";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"323";"IV2017042510052573";"Draadwier";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"324";"IV2017042510052573";"Lemna";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"325";"IV2017042510052573";"Lemna minuta Humb., Bonpl. et Kunth";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"326";"IV2017042510052573";"Lemna trisulca L.";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"327";"IV2017042510052573";"Utricularia australis R. Brown";"a";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"328";"IV2017042510131430";"Draadwier";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"329";"IV2017042510131430";"Lemna minuta Humb., Bonpl. et Kunth";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"330";"IV2017042510131430";"Nitella translucens (Pers.) C. Agardh";"d";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"331";"IV2017042510565778";"Agrostis canina L.";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"332";"IV2017042510565778";"Bidens";"r";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"333";"IV2017042510565778";"Hydrocotyle vulgaris L.";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"334";"IV2017042510565778";"Juncus bulbosus L.";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"335";"IV2017042510565778";"Juncus effusus L.";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"336";"IV2017042510565778";"Lemna";"r";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"337";"IV2017042510565778";"Molinia caerulea (L.) Moench";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"338";"IV2017042510565778";"Phragmites australis (Cav.) Steud.";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"339";"IV2017042510565778";"Rhynchospora alba (L.) Vahl";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"340";"IV2017042510565778";"Sphagnum cuspidatum Ehrh. ex Hoffm.";"a";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"341";"IV2017042510565778";"Typha";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"342";"IV2017042510565778";"Warnstorfia fluitans groep";"r";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"343";"IV2017042510593494";"Agrostis canina L.";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"344";"IV2017042510593494";"Agrostis stolonifera L.";"r";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"345";"IV2017042510593494";"Draadwier";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"346";"IV2017042510593494";"Juncus bulbosus L.";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"347";"IV2017042510593494";"Juncus effusus L.";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"348";"IV2017042510593494";"Lemna";"r";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"349";"IV2017042510593494";"Molinia caerulea (L.) Moench";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"350";"IV2017042510593494";"Potamogeton polygonifolius Pourr.";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"351";"IV2017042510593494";"Scirpus fluitans L.";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"352";"IV2017042510593494";"Sphagnum";"d";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"353";"IV2017042510593494";"Typha";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"354";"IV2017042511032923";"Juncus bulbosus L.";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"355";"IV2017042511032923";"Juncus effusus L.";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"356";"IV2017042511032923";"Molinia caerulea (L.) Moench";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"357";"IV2017042511032923";"Rhynchospora alba (L.) Vahl";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"358";"IV2017042511032923";"Sphagnum cuspidatum Ehrh. ex Hoffm.";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"359";"IV2017042511032923";"Utricularia minor L.";"a";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"360";"IV2017042511154407";"Agrostis canina L.";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"361";"IV2017042511154407";"Bidens";"r";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"362";"IV2017042511154407";"Hypericum elodes L.";"cd";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"363";"IV2017042511154407";"Juncus bulbosus L.";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"364";"IV2017042511154407";"Juncus effusus L.";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"365";"IV2017042511154407";"Molinia caerulea (L.) Moench";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"366";"IV2017042511154407";"Pilularia globulifera L.";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"367";"IV2017042511154407";"Potamogeton polygonifolius Pourr.";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"368";"IV2017042511154407";"Ranunculus ololeucos Lloyd";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"369";"IV2017042511154407";"Scirpus fluitans L.";"cd";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"370";"IV2017042511154407";"Sphagnum";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"371";"IV2017042511154407";"Typha";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"372";"IV2017042511431890";"Agrostis canina L.";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"373";"IV2017042511431890";"Bidens";"r";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"374";"IV2017042511431890";"Hydrocotyle vulgaris L.";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"375";"IV2017042511431890";"Juncus bulbosus L.";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"376";"IV2017042511431890";"Juncus effusus L.";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"377";"IV2017042511431890";"Molinia caerulea (L.) Moench";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"378";"IV2017042511431890";"Typha";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"379";"IV2017042511431890";"Utricularia minor L.";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"380";"IV2017042511540583";"Agrostis canina L.";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"381";"IV2017042511540583";"Bidens";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"382";"IV2017042511540583";"Elatine hexandra (Lapierre) DC.";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"383";"IV2017042511540583";"Juncus bulbosus L.";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"384";"IV2017042511540583";"Juncus effusus L.";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"385";"IV2017042511540583";"Ludwigia grandiflora (Michaux) Greuter et Burdet";"r";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"386";"IV2017042511540583";"Molinia caerulea (L.) Moench";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"387";"IV2017042511540583";"Sphagnum";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"388";"IV2017042511540583";"Typha";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"389";"IV2017042513300849";"Calamagrostis canescens (Weber) Roth";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"390";"IV2017042513300849";"Elatine hexandra (Lapierre) DC.";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"391";"IV2017042513300849";"Juncus effusus L.";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"392";"IV2017042513300849";"Polygonum hydropiper L.";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"393";"IV2017042513300849";"Typha";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"394";"IV2017062909012541";"Agrostis stolonifera L.";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"395";"IV2017062909012541";"Calamagrostis canescens (Weber) Roth";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"396";"IV2017062909012541";"Glyceria maxima (Hartm.) Holmberg";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"397";"IV2017062909012541";"Juncus bulbosus L.";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"398";"IV2017062909012541";"Juncus effusus L.";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"399";"IV2017062909012541";"Lemna";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"400";"IV2017062909012541";"Lythrum salicaria L.";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"401";"IV2017062909012541";"Molinia caerulea (L.) Moench";"r";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"402";"IV2017062909012541";"Potamogeton polygonifolius Pourr.";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"403";"IV2017062909012541";"Potamogeton pusillus L.";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"404";"IV2017062909012541";"Scirpus fluitans L.";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"405";"IV2017062909012541";"Sphagnum";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"406";"IV2017062909012541";"Typha";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"407";"IV2017072508474428";"Bidens";"r";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"408";"IV2017072508474428";"Calamagrostis canescens (Weber) Roth";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"409";"IV2017072508474428";"Elatine hexandra (Lapierre) DC.";"a";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"410";"IV2017072508474428";"Eleocharis acicularis (L.) Roem. et Schult.";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"411";"IV2017072508474428";"Eleocharis ovata (Roth) Roem. et Schult.";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"412";"IV2017072508474428";"Juncus bulbosus L.";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"413";"IV2017072508474428";"Juncus effusus L.";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"414";"IV2017072508474428";"Lythrum salicaria L.";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"415";"IV2017072508474428";"Molinia caerulea (L.) Moench";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"416";"IV2017072508474428";"Polygonum hydropiper L.";"r";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"417";"IV2017072509005921";"Bidens";"r";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"418";"IV2017072509005921";"Calamagrostis canescens (Weber) Roth";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"419";"IV2017072509005921";"Draadwier";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"420";"IV2017072509005921";"Juncus bulbosus L.";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"421";"IV2017072509005921";"Juncus effusus L.";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"422";"IV2017072509005921";"Lemna";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"423";"IV2017072509005921";"Lythrum salicaria L.";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"424";"IV2017072509005921";"Molinia caerulea (L.) Moench";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"425";"IV2017072509005921";"Nitella translucens (Pers.) C. Agardh";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"426";"IV2017072509005921";"Polygonum hydropiper L.";"r";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"427";"IV2017072509005921";"Potamogeton polygonifolius Pourr.";"r";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"428";"IV2017072509005921";"Scirpus fluitans L.";"r";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"429";"IV2017120618361898";"Agrostis canina L.";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"430";"IV2017120618361898";"Hydrocotyle vulgaris L.";"r";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"431";"IV2017120618361898";"Juncus bulbosus L.";"a";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"432";"IV2017120618361898";"Juncus effusus L.";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
