survey	recording_givid	user_reference	var_code	var	value	value_numeric	is_below_LOQ	is_above_LOQ	is_numeric	unit
HT3260	IV2019091112000034	Abeek_01_20190726	Lang	lengte	100,00	100	0	0	1	m
HT3260	IV2019091112000034	Abeek_01_20190726	wijze	manier waarop de opname gemaakt is	wadend	NA	0	0	0	class
HT3260	IV2019091112000034	Abeek_01_20190726	schab	schaduw boom en struik	1	1	0	0	1	%
HT3260	IV2019091112000034	Abeek_01_20190726	schao	schaduw oevervegetatie	0	0	0	0	1	%
HT3260	IV2019091112000034	Abeek_01_20190726	Slib	slibdikte	0,10	0.1	0	0	1	m
HT3260	IV2019091112000034	Abeek_01_20190726	Som	som van vlekken	0	0	0	0	1	m²
HT3260	IV2019091112000034	Abeek_01_20190726	sv_0	submerse vegetatie afwezig	0	0	0	0	1	%
HT3260	IV2019091112000034	Abeek_01_20190726	sv_2	submerse vegetatie frequent	100	100	0	0	1	%
HT3260	IV2019091112000034	Abeek_01_20190726	sv_3	submerse vegetatie opgevuld	0	0	0	0	1	%
HT3260	IV2019091112000034	Abeek_01_20190726	sv_1	submerse vegetatie schaars	0	0	0	0	1	%
HT3260	IV2019091112000034	Abeek_01_20190726	TOT	totale bedekking	35	35	0	0	1	%
HT3260	IV2019091112000034	Abeek_01_20190726	<1	vegetatievlekken =< 1 m²	0	0	0	0	1	count
HT3260	IV2019091112000034	Abeek_01_20190726	veui	verstoring eutrofiëringsindicatoren	20	20	0	0	1	%
HT3260	IV2019091112000034	Abeek_01_20190726	vhel	verstoring helofyten	15	15	0	0	1	%
HT3260	IV2019091112000034	Abeek_01_20190726	viex	verstoring invasieve exoten	20	20	0	0	1	%
HT3260	IV2019091112000034	Abeek_01_20190726	peil	waterpeil	normaal	NA	0	0	0	class
HT3260	IV2019091112000035	Dommel_02_20190726	artif	artificiële structuren	brug	NA	0	0	0	class
HT3260	IV2019091112000035	Dommel_02_20190726	artif	artificiële structuren	buizen (drainage, overstort)	NA	0	0	0	class
HT3260	IV2019091112000035	Dommel_02_20190726	beh	beheer	geen beheer gekend	NA	0	0	0	class
HT3260	IV2019091112000035	Dommel_02_20190726	Breed	breedte	4,00	4	0	0	1	m
HT3260	IV2019091112000035	Dommel_02_20190726	Diep	diepte	0,45	0.45	0	0	1	m
HT3260	IV2019091112000035	Dommel_02_20190726	profl	dominant oeverprofiel lo	natuurlijk: vanaf 45°	NA	0	0	0	class
HT3260	IV2019091112000035	Dommel_02_20190726	profr	dominant oeverprofiel ro	kunstmatig: vanaf 45°	NA	0	0	0	class
HT3260	IV2019091112000035	Dommel_02_20190726	orgma	grof organisch materiaal	geen grof materiaal	NA	0	0	0	class
HT3260	IV2019091112000035	Dommel_02_20190726	MaxGr	grootte grootste vlek	0	0	0	0	1	m²
HT3260	IV2019091112000035	Dommel_02_20190726	turbi	helderheid van de waterkolom	bodemzicht	NA	0	0	0	class
HT3260	IV2019091112000035	Dommel_02_20190726	Lang	lengte	100,00	100	0	0	1	m
HT3260	IV2019091112000035	Dommel_02_20190726	Brug	lengte brug	2	2	0	0	1	m
HT3260	IV2019091112000035	Dommel_02_20190726	wijze	manier waarop de opname gemaakt is	wadend	NA	0	0	0	class
HT3260	IV2019091112000035	Dommel_02_20190726	schab	schaduw boom en struik	20	20	0	0	1	%
HT3260	IV2019091112000035	Dommel_02_20190726	schao	schaduw oevervegetatie	<1	1	1	0	1	%
HT3260	IV2019091112000035	Dommel_02_20190726	Slib	slibdikte	0,00	0	0	0	1	m
HT3260	IV2019091112000035	Dommel_02_20190726	Som	som van vlekken	0	0	0	0	1	m²
HT3260	IV2019091112000035	Dommel_02_20190726	sv_0	submerse vegetatie afwezig	0	0	0	0	1	%
HT3260	IV2019091112000035	Dommel_02_20190726	sv_2	submerse vegetatie frequent	50	50	0	0	1	%
HT3260	IV2019091112000035	Dommel_02_20190726	sv_3	submerse vegetatie opgevuld	50	50	0	0	1	%
HT3260	IV2019091112000035	Dommel_02_20190726	sv_1	submerse vegetatie schaars	0	0	0	0	1	%
HT3260	IV2019091112000035	Dommel_02_20190726	TOT	totale bedekking	70	70	0	0	1	%
HT3260	IV2019091112000035	Dommel_02_20190726	<1	vegetatievlekken =< 1 m²	0	0	0	0	1	count
HT3260	IV2019091112000035	Dommel_02_20190726	veui	verstoring eutrofiëringsindicatoren	<1	1	1	0	1	%
HT3260	IV2019091112000035	Dommel_02_20190726	vhel	verstoring helofyten	5	5	0	0	1	%
HT3260	IV2019091112000035	Dommel_02_20190726	viex	verstoring invasieve exoten	<1	1	1	0	1	%
HT3260	IV2019091112000035	Dommel_02_20190726	peil	waterpeil	normaal	NA	0	0	0	class
HT3260	IV2019091112000036	Dommel_07_20190726	artif	artificiële structuren	buizen (drainage, overstort)	NA	0	0	0	class
HT3260	IV2019091112000036	Dommel_07_20190726	beh	beheer	geen beheer gekend	NA	0	0	0	class
HT3260	IV2019091112000036	Dommel_07_20190726	Breed	breedte	4,00	4	0	0	1	m
HT3260	IV2019091112000036	Dommel_07_20190726	Diep	diepte	0,40	0.4	0	0	1	m
HT3260	IV2019091112000036	Dommel_07_20190726	profl	dominant oeverprofiel lo	natuurlijk: ong 90%	NA	0	0	0	class
HT3260	IV2019091112000036	Dommel_07_20190726	profr	dominant oeverprofiel ro	natuurlijk: ong 90%	NA	0	0	0	class
HT3260	IV2019091112000036	Dommel_07_20190726	orgma	grof organisch materiaal	geen grof materiaal	NA	0	0	0	class
HT3260	IV2019091112000036	Dommel_07_20190726	MaxGr	grootte grootste vlek	0	0	0	0	1	m²
HT3260	IV2019091112000036	Dommel_07_20190726	turbi	helderheid van de waterkolom	bodemzicht	NA	0	0	0	class
HT3260	IV2019091112000036	Dommel_07_20190726	Lang	lengte	100,00	100	0	0	1	m
HT3260	IV2019091112000036	Dommel_07_20190726	wijze	manier waarop de opname gemaakt is	wadend	NA	0	0	0	class
HT3260	IV2019091112000036	Dommel_07_20190726	schab	schaduw boom en struik	5	5	0	0	1	%
HT3260	IV2019091112000036	Dommel_07_20190726	schao	schaduw oevervegetatie	0	0	0	0	1	%
HT3260	IV2019091112000036	Dommel_07_20190726	Slib	slibdikte	0,00	0	0	0	1	m
HT3260	IV2019091112000036	Dommel_07_20190726	Som	som van vlekken	0	0	0	0	1	m²
HT3260	IV2019091112000036	Dommel_07_20190726	sv_0	submerse vegetatie afwezig	0	0	0	0	1	%
HT3260	IV2019091112000036	Dommel_07_20190726	sv_2	submerse vegetatie frequent	30	30	0	0	1	%
HT3260	IV2019091112000036	Dommel_07_20190726	sv_3	submerse vegetatie opgevuld	0	0	0	0	1	%
HT3260	IV2019091112000036	Dommel_07_20190726	sv_1	submerse vegetatie schaars	70	70	0	0	1	%
HT3260	IV2019091112000036	Dommel_07_20190726	TOT	totale bedekking	20	20	0	0	1	%
HT3260	IV2019091112000036	Dommel_07_20190726	<1	vegetatievlekken =< 1 m²	0	0	0	0	1	count
HT3260	IV2019091112000036	Dommel_07_20190726	veui	verstoring eutrofiëringsindicatoren	15	15	0	0	1	%
HT3260	IV2019091112000036	Dommel_07_20190726	vhel	verstoring helofyten	10	10	0	0	1	%
HT3260	IV2019091112000036	Dommel_07_20190726	viex	verstoring invasieve exoten	0	0	0	0	1	%
HT3260	IV2019091112000036	Dommel_07_20190726	peil	waterpeil	uitzonderlijk laag	NA	0	0	0	class
HT3260	IV2019091112000037	KleNe_02_20190726	artif	artificiële structuren	geen artificiele structuur	NA	0	0	0	class
HT3260	IV2019091112000037	KleNe_02_20190726	beh	beheer	geen beheer gekend	NA	0	0	0	class
HT3260	IV2019091112000037	KleNe_02_20190726	Breed	breedte	11,00	11	0	0	1	m
HT3260	IV2019091112000037	KleNe_02_20190726	Diep	diepte	1,10	1.1	0	0	1	m
HT3260	IV2019091112000037	KleNe_02_20190726	profl	dominant oeverprofiel lo	natuurlijk: vanaf 45°	NA	0	0	0	class
HT3260	IV2019091112000037	KleNe_02_20190726	profr	dominant oeverprofiel ro	natuurlijk: vanaf 45°	NA	0	0	0	class
HT3260	IV2019091112000037	KleNe_02_20190726	orgma	grof organisch materiaal	geen grof materiaal	NA	0	0	0	class
HT3260	IV2019091112000037	KleNe_02_20190726	MaxGr	grootte grootste vlek	0	0	0	0	1	m²
HT3260	IV2019091112000037	KleNe_02_20190726	turbi	helderheid van de waterkolom	bodemzicht	NA	0	0	0	class
HT3260	IV2019091112000037	KleNe_02_20190726	Lang	lengte	100,00	100	0	0	1	m
HT3260	IV2019091112000037	KleNe_02_20190726	wijze	manier waarop de opname gemaakt is	wadend	NA	0	0	0	class
HT3260	IV2019091112000037	KleNe_02_20190726	schab	schaduw boom en struik	<1	1	1	0	1	%
HT3260	IV2019091112000037	KleNe_02_20190726	schao	schaduw oevervegetatie	<1	1	1	0	1	%
HT3260	IV2019091112000037	KleNe_02_20190726	Slib	slibdikte	0,00	0	0	0	1	m
HT3260	IV2019091112000037	KleNe_02_20190726	Som	som van vlekken	0	0	0	0	1	m²
HT3260	IV2019091112000037	KleNe_02_20190726	sv_0	submerse vegetatie afwezig	0	0	0	0	1	%
HT3260	IV2019091112000037	KleNe_02_20190726	sv_2	submerse vegetatie frequent	0	0	0	0	1	%
HT3260	IV2019091112000037	KleNe_02_20190726	sv_3	submerse vegetatie opgevuld	100	100	0	0	1	%
HT3260	IV2019091112000037	KleNe_02_20190726	sv_1	submerse vegetatie schaars	0	0	0	0	1	%
HT3260	IV2019091112000037	KleNe_02_20190726	TOT	totale bedekking	95	95	0	0	1	%
HT3260	IV2019091112000037	KleNe_02_20190726	<1	vegetatievlekken =< 1 m²	0	0	0	0	1	count
HT3260	IV2019091112000037	KleNe_02_20190726	veui	verstoring eutrofiëringsindicatoren	80	80	0	0	1	%
HT3260	IV2019091112000037	KleNe_02_20190726	vhel	verstoring helofyten	20	20	0	0	1	%
HT3260	IV2019091112000037	KleNe_02_20190726	viex	verstoring invasieve exoten	<1	1	1	0	1	%
HT3260	IV2019091112000037	KleNe_02_20190726	peil	waterpeil	normaal	NA	0	0	0	class
HT3260	IV2019091112000038	KleNe_04_20190726	artif	artificiële structuren	bodemplaat of -val	NA	0	0	0	class
HT3260	IV2019091112000038	KleNe_04_20190726	beh	beheer	geen beheer gekend	NA	0	0	0	class
HT3260	IV2019091112000038	KleNe_04_20190726	Breed	breedte	10,00	10	0	0	1	m
HT3260	IV2019091112000038	KleNe_04_20190726	Diep	diepte	1,35	1.35	0	0	1	m
HT3260	IV2019091112000038	KleNe_04_20190726	profl	dominant oeverprofiel lo	natuurlijk: vanaf 45°	NA	0	0	0	class
HT3260	IV2019091112000038	KleNe_04_20190726	profr	dominant oeverprofiel ro	natuurlijk: vanaf 45°	NA	0	0	0	class
HT3260	IV2019091112000038	KleNe_04_20190726	orgma	grof organisch materiaal	geen grof materiaal	NA	0	0	0	class
HT3260	IV2019091112000038	KleNe_04_20190726	MaxGr	grootte grootste vlek	0	0	0	0	1	m²
HT3260	IV2019091112000038	KleNe_04_20190726	turbi	helderheid van de waterkolom	bodemzicht	NA	0	0	0	class
HT3260	IV2019091112000038	KleNe_04_20190726	Lang	lengte	100,00	100	0	0	1	m
HT3260	IV2019091112000038	KleNe_04_20190726	Plaat	lengte bodemplaat of -val	1	1	0	0	1	m
HT3260	IV2019091112000038	KleNe_04_20190726	wijze	manier waarop de opname gemaakt is	harkend in het water lo	NA	0	0	0	class
HT3260	IV2019091112000038	KleNe_04_20190726	wijze	manier waarop de opname gemaakt is	harkend vanop de lo	NA	0	0	0	class
HT3260	IV2019091112000038	KleNe_04_20190726	wijze	manier waarop de opname gemaakt is	wadend	NA	0	0	0	class
HT3260	IV2019091112000038	KleNe_04_20190726	schab	schaduw boom en struik	<1	1	1	0	1	%
HT3260	IV2019091112000038	KleNe_04_20190726	schao	schaduw oevervegetatie	<1	1	1	0	1	%
HT3260	IV2019091112000038	KleNe_04_20190726	Slib	slibdikte	0,00	0	0	0	1	m
HT3260	IV2019091112000038	KleNe_04_20190726	Som	som van vlekken	0	0	0	0	1	m²
HT3260	IV2019091112000038	KleNe_04_20190726	sv_0	submerse vegetatie afwezig	0	0	0	0	1	%
HT3260	IV2019091112000038	KleNe_04_20190726	sv_2	submerse vegetatie frequent	100	100	0	0	1	%
HT3260	IV2019091112000038	KleNe_04_20190726	sv_3	submerse vegetatie opgevuld	0	0	0	0	1	%
HT3260	IV2019091112000038	KleNe_04_20190726	sv_1	submerse vegetatie schaars	0	0	0	0	1	%
HT3260	IV2019091112000038	KleNe_04_20190726	TOT	totale bedekking	50	50	0	0	1	%
HT3260	IV2019091112000038	KleNe_04_20190726	<1	vegetatievlekken =< 1 m²	0	0	0	0	1	count
HT3260	IV2019091112000038	KleNe_04_20190726	veui	verstoring eutrofiëringsindicatoren	15	15	0	0	1	%
HT3260	IV2019091112000038	KleNe_04_20190726	vhel	verstoring helofyten	25	25	0	0	1	%
HT3260	IV2019091112000038	KleNe_04_20190726	viex	verstoring invasieve exoten	<1	1	1	0	1	%
HT3260	IV2019091112000038	KleNe_04_20190726	peil	waterpeil	normaal	NA	0	0	0	class
HT3260	IV2019091112000039	Berwijn_05_20190814	artif	artificiële structuren	breuksteen	NA	0	0	0	class
HT3260	IV2019091112000039	Berwijn_05_20190814	beh	beheer	geen beheer gekend	NA	0	0	0	class
HT3260	IV2019091112000039	Berwijn_05_20190814	Breed	breedte	7,00	7	0	0	1	m
HT3260	IV2019091112000039	Berwijn_05_20190814	Diep	diepte	0,10	0.1	0	0	1	m
HT3260	IV2019091112000039	Berwijn_05_20190814	profl	dominant oeverprofiel lo	natuurlijk: vanaf 45°	NA	0	0	0	class
HT3260	IV2019091112000039	Berwijn_05_20190814	profr	dominant oeverprofiel ro	natuurlijk: vanaf 45°	NA	0	0	0	class
HT3260	IV2019091112000039	Berwijn_05_20190814	orgma	grof organisch materiaal	takken	NA	0	0	0	class
HT3260	IV2019091112000039	Berwijn_05_20190814	MaxGr	grootte grootste vlek	0,005	0.005	0	0	1	m²
HT3260	IV2019091112000039	Berwijn_05_20190814	turbi	helderheid van de waterkolom	bodemzicht	NA	0	0	0	class
HT3260	IV2019091112000039	Berwijn_05_20190814	Lang	lengte	100,00	100	0	0	1	m
HT3260	IV2019091112000039	Berwijn_05_20190814	wijze	manier waarop de opname gemaakt is	wadend	NA	0	0	0	class
HT3260	IV2019091112000039	Berwijn_05_20190814	schab	schaduw boom en struik	20	20	0	0	1	%
HT3260	IV2019091112000039	Berwijn_05_20190814	schao	schaduw oevervegetatie	0	0	0	0	1	%
HT3260	IV2019091112000039	Berwijn_05_20190814	Slib	slibdikte	0,00	0	0	0	1	m
HT3260	IV2019091112000039	Berwijn_05_20190814	Som	som van vlekken	0,01	0.01	0	0	1	m²
HT3260	IV2019091112000039	Berwijn_05_20190814	sv_0	submerse vegetatie afwezig	20	20	0	0	1	%
HT3260	IV2019091112000039	Berwijn_05_20190814	sv_2	submerse vegetatie frequent	0	0	0	0	1	%
HT3260	IV2019091112000039	Berwijn_05_20190814	sv_3	submerse vegetatie opgevuld	0	0	0	0	1	%
HT3260	IV2019091112000039	Berwijn_05_20190814	sv_1	submerse vegetatie schaars	80	80	0	0	1	%
HT3260	IV2019091112000039	Berwijn_05_20190814	TOT	totale bedekking	15	15	0	0	1	%
HT3260	IV2019091112000039	Berwijn_05_20190814	<1	vegetatievlekken =< 1 m²	2	2	0	0	1	count
HT3260	IV2019091112000039	Berwijn_05_20190814	veui	verstoring eutrofiëringsindicatoren	15	15	0	0	1	%
HT3260	IV2019091112000039	Berwijn_05_20190814	vhel	verstoring helofyten	<1	1	1	0	1	%
HT3260	IV2019091112000039	Berwijn_05_20190814	viex	verstoring invasieve exoten	<1	1	1	0	1	%
HT3260	IV2019091112000039	Berwijn_05_20190814	peil	waterpeil	normaal	NA	0	0	0	class
HT3260	IV2019091112000040	Maas_24_20190814	artif	artificiële structuren	breuksteen	NA	0	0	0	class
HT3260	IV2019091112000040	Maas_24_20190814	beh	beheer	geen beheer gekend	NA	0	0	0	class
HT3260	IV2019091112000040	Maas_24_20190814	Breed	breedte	35,00	35	0	0	1	m
HT3260	IV2019091112000040	Maas_24_20190814	Diep	diepte	1,50	1.5	0	0	1	m
HT3260	IV2019091112000040	Maas_24_20190814	profl	dominant oeverprofiel lo	natuurlijk: minder dan 45°	NA	0	0	0	class
HT3260	IV2019091112000040	Maas_24_20190814	orgma	grof organisch materiaal	geen grof materiaal	NA	0	0	0	class
HT3260	IV2019091112000040	Maas_24_20190814	MaxGr	grootte grootste vlek	1,5	1.5	0	0	1	m²
HT3260	IV2019091112000040	Maas_24_20190814	turbi	helderheid van de waterkolom	bodemzicht	NA	0	0	0	class
HT3260	IV2019091112000040	Maas_24_20190814	Lang	lengte	100,00	100	0	0	1	m
HT3260	IV2019091112000040	Maas_24_20190814	wijze	manier waarop de opname gemaakt is	harkend in het water lo	NA	0	0	0	class
HT3260	IV2019091112000040	Maas_24_20190814	wijze	manier waarop de opname gemaakt is	wadend	NA	0	0	0	class
HT3260	IV2019091112000040	Maas_24_20190814	schab	schaduw boom en struik	0	0	0	0	1	%
HT3260	IV2019091112000040	Maas_24_20190814	schao	schaduw oevervegetatie	0	0	0	0	1	%
HT3260	IV2019091112000040	Maas_24_20190814	SeccX	secchi-diepte	>1,50	1.5	0	1	1	m
HT3260	IV2019091112000040	Maas_24_20190814	Slib	slibdikte	0,00	0	0	0	1	m
HT3260	IV2019091112000040	Maas_24_20190814	Som	som van vlekken	3	3	0	0	1	m²
HT3260	IV2019091112000040	Maas_24_20190814	sv_0	submerse vegetatie afwezig	0	0	0	0	1	%
HT3260	IV2019091112000040	Maas_24_20190814	sv_2	submerse vegetatie frequent	100	100	0	0	1	%
HT3260	IV2019091112000040	Maas_24_20190814	sv_3	submerse vegetatie opgevuld	0	0	0	0	1	%
HT3260	IV2019091112000040	Maas_24_20190814	sv_1	submerse vegetatie schaars	0	0	0	0	1	%
HT3260	IV2019091112000040	Maas_24_20190814	TOT	totale bedekking	60	60	0	0	1	%
HT3260	IV2019091112000040	Maas_24_20190814	<1	vegetatievlekken =< 1 m²	10	10	0	0	1	count
HT3260	IV2019091112000040	Maas_24_20190814	1-5	vegetatievlekken > 1 - 5 m²	1	1	0	0	1	count
HT3260	IV2019091112000040	Maas_24_20190814	veui	verstoring eutrofiëringsindicatoren	60	60	0	0	1	%
HT3260	IV2019091112000040	Maas_24_20190814	vhel	verstoring helofyten	1	1	0	0	1	%
HT3260	IV2019091112000040	Maas_24_20190814	viex	verstoring invasieve exoten	5	5	0	0	1	%
HT3260	IV2019091112000040	Maas_24_20190814	peil	waterpeil	normaal	NA	0	0	0	class
HT3260	IV2019091112000041	Maas_25_20190814	artif	artificiële structuren	breuksteen	NA	0	0	0	class
HT3260	IV2019091112000041	Maas_25_20190814	beh	beheer	geen beheer gekend	NA	0	0	0	class
HT3260	IV2019091112000041	Maas_25_20190814	Breed	breedte	32,00	32	0	0	1	m
HT3260	IV2019091112000041	Maas_25_20190814	DiepX	diepte	>2,00	2	0	1	1	m
HT3260	IV2019091112000041	Maas_25_20190814	profl	dominant oeverprofiel lo	natuurlijk: minder dan 45°	NA	0	0	0	class
HT3260	IV2019091112000041	Maas_25_20190814	orgma	grof organisch materiaal	geen grof materiaal	NA	0	0	0	class
HT3260	IV2019091112000041	Maas_25_20190814	MaxGr	grootte grootste vlek	0,25	0.25	0	0	1	m²
HT3260	IV2019091112000041	Maas_25_20190814	turbi	helderheid van de waterkolom	vrij helder, geen bodemzicht	NA	0	0	0	class
HT3260	IV2019091112000041	Maas_25_20190814	Lang	lengte	100,00	100	0	0	1	m
HT3260	IV2019091112000041	Maas_25_20190814	wijze	manier waarop de opname gemaakt is	harkend in het water lo	NA	0	0	0	class
HT3260	IV2019091112000041	Maas_25_20190814	wijze	manier waarop de opname gemaakt is	wadend	NA	0	0	0	class
HT3260	IV2019091112000041	Maas_25_20190814	schab	schaduw boom en struik	0	0	0	0	1	%
HT3260	IV2019091112000041	Maas_25_20190814	schao	schaduw oevervegetatie	0	0	0	0	1	%
HT3260	IV2019091112000041	Maas_25_20190814	SeccX	secchi-diepte	>2,00	2	0	1	1	m
HT3260	IV2019091112000041	Maas_25_20190814	Slib	slibdikte	0,00	0	0	0	1	m
HT3260	IV2019091112000041	Maas_25_20190814	Som	som van vlekken	1,5	1.5	0	0	1	m²
HT3260	IV2019091112000041	Maas_25_20190814	sv_0	submerse vegetatie afwezig	80	80	0	0	1	%
HT3260	IV2019091112000041	Maas_25_20190814	sv_2	submerse vegetatie frequent	0	0	0	0	1	%
HT3260	IV2019091112000041	Maas_25_20190814	sv_3	submerse vegetatie opgevuld	0	0	0	0	1	%
HT3260	IV2019091112000041	Maas_25_20190814	sv_1	submerse vegetatie schaars	20	20	0	0	1	%
HT3260	IV2019091112000041	Maas_25_20190814	TOT	totale bedekking	35	35	0	0	1	%
HT3260	IV2019091112000041	Maas_25_20190814	<1	vegetatievlekken =< 1 m²	8	8	0	0	1	count
HT3260	IV2019091112000041	Maas_25_20190814	veui	verstoring eutrofiëringsindicatoren	30	30	0	0	1	%
HT3260	IV2019091112000041	Maas_25_20190814	vhel	verstoring helofyten	20	20	0	0	1	%
HT3260	IV2019091112000041	Maas_25_20190814	viex	verstoring invasieve exoten	<1	1	1	0	1	%
HT3260	IV2019091112000041	Maas_25_20190814	peil	waterpeil	normaal	NA	0	0	0	class
HT3260	IV2019091112000042	Maas_26_20190814	artif	artificiële structuren	breuksteen	NA	0	0	0	class
HT3260	IV2019091112000042	Maas_26_20190814	beh	beheer	geen beheer gekend	NA	0	0	0	class
HT3260	IV2019091112000042	Maas_26_20190814	Breed	breedte	47,00	47	0	0	1	m
HT3260	IV2019091112000042	Maas_26_20190814	DiepX	diepte	>2,00	2	0	1	1	m
HT3260	IV2019091112000042	Maas_26_20190814	profl	dominant oeverprofiel lo	kunstmatig: vanaf 45°	NA	0	0	0	class
HT3260	IV2019091112000042	Maas_26_20190814	orgma	grof organisch materiaal	geen grof materiaal	NA	0	0	0	class
HT3260	IV2019091112000042	Maas_26_20190814	MaxGr	grootte grootste vlek	5	5	0	0	1	m²
HT3260	IV2019091112000042	Maas_26_20190814	turbi	helderheid van de waterkolom	vrij helder, geen bodemzicht	NA	0	0	0	class
HT3260	IV2019091112000042	Maas_26_20190814	Lang	lengte	100,00	100	0	0	1	m
HT3260	IV2019091112000042	Maas_26_20190814	wijze	manier waarop de opname gemaakt is	harkend in het water lo	NA	0	0	0	class
HT3260	IV2019091112000042	Maas_26_20190814	wijze	manier waarop de opname gemaakt is	wadend	NA	0	0	0	class
HT3260	IV2019091112000042	Maas_26_20190814	schab	schaduw boom en struik	0	0	0	0	1	%
HT3260	IV2019091112000042	Maas_26_20190814	schao	schaduw oevervegetatie	0	0	0	0	1	%
HT3260	IV2019091112000042	Maas_26_20190814	SeccX	secchi-diepte	>2,00	2	0	1	1	m
HT3260	IV2019091112000042	Maas_26_20190814	Slib	slibdikte	0,00	0	0	0	1	m
HT3260	IV2019091112000042	Maas_26_20190814	Som	som van vlekken	50	50	0	0	1	m²
HT3260	IV2019091112000042	Maas_26_20190814	sv_0	submerse vegetatie afwezig	0	0	0	0	1	%
HT3260	IV2019091112000042	Maas_26_20190814	sv_2	submerse vegetatie frequent	100	100	0	0	1	%
HT3260	IV2019091112000042	Maas_26_20190814	sv_3	submerse vegetatie opgevuld	0	0	0	0	1	%
HT3260	IV2019091112000042	Maas_26_20190814	sv_1	submerse vegetatie schaars	0	0	0	0	1	%
HT3260	IV2019091112000042	Maas_26_20190814	TOT	totale bedekking	5	5	0	0	1	%
HT3260	IV2019091112000042	Maas_26_20190814	veui	verstoring eutrofiëringsindicatoren	5	5	0	0	1	%
HT3260	IV2019091112000042	Maas_26_20190814	vhel	verstoring helofyten	<1	1	1	0	1	%
HT3260	IV2019091112000042	Maas_26_20190814	viex	verstoring invasieve exoten	0	0	0	0	1	%
HT3260	IV2019091112000042	Maas_26_20190814	peil	waterpeil	normaal	NA	0	0	0	class
HT3260	IV2019091112000043	Maas_01_20190816	artif	artificiële structuren	breuksteen	NA	0	0	0	class
HT3260	IV2019091112000043	Maas_01_20190816	beh	beheer	geen beheer gekend	NA	0	0	0	class
HT3260	IV2019091112000043	Maas_01_20190816	Breed	breedte	46,00	46	0	0	1	m
HT3260	IV2019091112000043	Maas_01_20190816	DiepX	diepte	>2,00	2	0	1	1	m
HT3260	IV2019091112000043	Maas_01_20190816	profl	dominant oeverprofiel lo	kunstmatig: vanaf 45°	NA	0	0	0	class
HT3260	IV2019091112000043	Maas_01_20190816	orgma	grof organisch materiaal	geen grof materiaal	NA	0	0	0	class
HT3260	IV2019091112000043	Maas_01_20190816	MaxGr	grootte grootste vlek	50	50	0	0	1	m²
HT3260	IV2019091112000043	Maas_01_20190816	turbi	helderheid van de waterkolom	vrij helder, geen bodemzicht	NA	0	0	0	class
HT3260	IV2019091112000043	Maas_01_20190816	Lang	lengte	100,00	100	0	0	1	m
HT3260	IV2019091112000043	Maas_01_20190816	wijze	manier waarop de opname gemaakt is	harkend in het water lo	NA	0	0	0	class
HT3260	IV2019091112000043	Maas_01_20190816	wijze	manier waarop de opname gemaakt is	wadend	NA	0	0	0	class
HT3260	IV2019091112000043	Maas_01_20190816	schab	schaduw boom en struik	0	0	0	0	1	%
HT3260	IV2019091112000043	Maas_01_20190816	schao	schaduw oevervegetatie	0	0	0	0	1	%
HT3260	IV2019091112000043	Maas_01_20190816	SeccX	secchi-diepte	>1,50	1.5	0	1	1	m
HT3260	IV2019091112000043	Maas_01_20190816	Slib	slibdikte	0,00	0	0	0	1	m
HT3260	IV2019091112000043	Maas_01_20190816	Som	som van vlekken	70	70	0	0	1	m²
HT3260	IV2019091112000043	Maas_01_20190816	sv_0	submerse vegetatie afwezig	0	0	0	0	1	%
HT3260	IV2019091112000043	Maas_01_20190816	sv_2	submerse vegetatie frequent	0	0	0	0	1	%
HT3260	IV2019091112000043	Maas_01_20190816	sv_3	submerse vegetatie opgevuld	0	0	0	0	1	%
HT3260	IV2019091112000043	Maas_01_20190816	sv_1	submerse vegetatie schaars	100	100	0	0	1	%
HT3260	IV2019091112000043	Maas_01_20190816	TOT	totale bedekking	6	6	0	0	1	%
HT3260	IV2019091112000043	Maas_01_20190816	veui	verstoring eutrofiëringsindicatoren	5	5	0	0	1	%
HT3260	IV2019091112000043	Maas_01_20190816	vhel	verstoring helofyten	<1	1	1	0	1	%
HT3260	IV2019091112000043	Maas_01_20190816	viex	verstoring invasieve exoten	0	0	0	0	1	%
HT3260	IV2019091112000043	Maas_01_20190816	peil	waterpeil	normaal	NA	0	0	0	class
HT3260	IV2019091112000044	Maas_06_20190816	artif	artificiële structuren	breuksteen	NA	0	0	0	class
HT3260	IV2019091112000044	Maas_06_20190816	beh	beheer	geen beheer gekend	NA	0	0	0	class
HT3260	IV2019091112000044	Maas_06_20190816	Breed	breedte	39,00	39	0	0	1	m
HT3260	IV2019091112000044	Maas_06_20190816	Diep	diepte	2,00	2	0	0	1	m
HT3260	IV2019091112000044	Maas_06_20190816	profl	dominant oeverprofiel lo	natuurlijk: minder dan 45°	NA	0	0	0	class
HT3260	IV2019091112000044	Maas_06_20190816	orgma	grof organisch materiaal	geen grof materiaal	NA	0	0	0	class
HT3260	IV2019091112000044	Maas_06_20190816	MaxGr	grootte grootste vlek	1,5	1.5	0	0	1	m²
HT3260	IV2019091112000044	Maas_06_20190816	turbi	helderheid van de waterkolom	bodemzicht	NA	0	0	0	class
HT3260	IV2019091112000044	Maas_06_20190816	Lang	lengte	100,00	100	0	0	1	m
HT3260	IV2019091112000044	Maas_06_20190816	wijze	manier waarop de opname gemaakt is	harkend in het water lo	NA	0	0	0	class
