survey	recording_givid	user_reference	var_code	var	value	value_perc
HT31xx_Plassen	IV2020100706521178	AN_HOP_001_06_2020	M	Moslaag	0-x-1	0.5
HT31xx_Plassen	IV2020100706521178	AN_HOP_001_06_2020	S	Struiklaag	10	10.0
HT31xx_Plassen	IV2020100706521178	AN_HOP_001_06_2020	Subm	Submers	0	0.0
HT31xx_Plassen	IV2020100706521178	AN_HOP_001_06_2020	Tot	totale bedekking	25	25.0
HT31xx_Plassen	IV2020100706521178	AN_HOP_001_06_2020	Zwev	Zwevend	0	0.0
HT31xx_Plassen	IV2020100707100343	AN_HOP_001_07_2020	A	Algenlaag	0	0.0
HT31xx_Plassen	IV2020100707100343	AN_HOP_001_07_2020	B	Boomlaag	0	0.0
HT31xx_Plassen	IV2020100707100343	AN_HOP_001_07_2020	Drijv	Drijvend	0	0.0
HT31xx_Plassen	IV2020100707100343	AN_HOP_001_07_2020	Helo	Helofyt	95	95.0
HT31xx_Plassen	IV2020100707100343	AN_HOP_001_07_2020	Chara	Kranswieren	0	0.0
HT31xx_Plassen	IV2020100707100343	AN_HOP_001_07_2020	Kroos	Kroos	0	0.0
HT31xx_Plassen	IV2020100707100343	AN_HOP_001_07_2020	K	Kruidlaag	95	95.0
HT31xx_Plassen	IV2020100707100343	AN_HOP_001_07_2020	M	Moslaag	30	30.0
HT31xx_Plassen	IV2020100707100343	AN_HOP_001_07_2020	S	Struiklaag	0	0.0
HT31xx_Plassen	IV2020100707100343	AN_HOP_001_07_2020	Subm	Submers	0	0.0
HT31xx_Plassen	IV2020100707100343	AN_HOP_001_07_2020	Tot	totale bedekking	100	100.0
HT31xx_Plassen	IV2020100707100343	AN_HOP_001_07_2020	Zwev	Zwevend	0	0.0
HT31xx_Plassen	IV2020100707104722	AN_HOP_001_08_2020	A	Algenlaag	0	0.0
HT31xx_Plassen	IV2020100707104722	AN_HOP_001_08_2020	B	Boomlaag	25	25.0
HT31xx_Plassen	IV2020100707104722	AN_HOP_001_08_2020	Drijv	Drijvend	0	0.0
HT31xx_Plassen	IV2020100707104722	AN_HOP_001_08_2020	Helo	Helofyt	99	99.0
HT31xx_Plassen	IV2020100707104722	AN_HOP_001_08_2020	Chara	Kranswieren	0	0.0
HT31xx_Plassen	IV2020100707104722	AN_HOP_001_08_2020	Kroos	Kroos	0	0.0
HT31xx_Plassen	IV2020100707104722	AN_HOP_001_08_2020	K	Kruidlaag	40	40.0
HT31xx_Plassen	IV2020100707104722	AN_HOP_001_08_2020	M	Moslaag	5	5.0
HT31xx_Plassen	IV2020100707104722	AN_HOP_001_08_2020	S	Struiklaag	70	70.0
HT31xx_Plassen	IV2020100707104722	AN_HOP_001_08_2020	Subm	Submers	0	0.0
HT31xx_Plassen	IV2020100707104722	AN_HOP_001_08_2020	Tot	totale bedekking	99	99.0
HT31xx_Plassen	IV2020100707104722	AN_HOP_001_08_2020	Zwev	Zwevend	0	0.0
HT31xx_Plassen	IV2020100709003253	LI_THD_004_01_2020	A	Algenlaag	0	0.0
HT31xx_Plassen	IV2020100709003253	LI_THD_004_01_2020	B	Boomlaag	0	0.0
HT31xx_Plassen	IV2020100709003253	LI_THD_004_01_2020	Drijv	Drijvend	40	40.0
HT31xx_Plassen	IV2020100709003253	LI_THD_004_01_2020	Helo	Helofyt	10	10.0
HT31xx_Plassen	IV2020100709003253	LI_THD_004_01_2020	Chara	Kranswieren	0	0.0
HT31xx_Plassen	IV2020100709003253	LI_THD_004_01_2020	Kroos	Kroos	0	0.0
HT31xx_Plassen	IV2020100709003253	LI_THD_004_01_2020	K	Kruidlaag	50	50.0
HT31xx_Plassen	IV2020100709003253	LI_THD_004_01_2020	M	Moslaag	0	0.0
HT31xx_Plassen	IV2020100709003253	LI_THD_004_01_2020	S	Struiklaag	0	0.0
HT31xx_Plassen	IV2020100709003253	LI_THD_004_01_2020	Subm	Submers	0	0.0
HT31xx_Plassen	IV2020100709003253	LI_THD_004_01_2020	Tot	totale bedekking	50	50.0
HT31xx_Plassen	IV2020100709003253	LI_THD_004_01_2020	Zwev	Zwevend	1	1.0
HT31xx_Plassen	IV2020100709111852	LI_THD_004_02_2020	A	Algenlaag	0	0.0
HT31xx_Plassen	IV2020100709111852	LI_THD_004_02_2020	B	Boomlaag	0	0.0
HT31xx_Plassen	IV2020100709111852	LI_THD_004_02_2020	Drijv	Drijvend	5	5.0
HT31xx_Plassen	IV2020100709111852	LI_THD_004_02_2020	Helo	Helofyt	85	85.0
HT31xx_Plassen	IV2020100709111852	LI_THD_004_02_2020	Chara	Kranswieren	0	0.0
HT31xx_Plassen	IV2020100709111852	LI_THD_004_02_2020	Kroos	Kroos	0	0.0
HT31xx_Plassen	IV2020100709111852	LI_THD_004_02_2020	K	Kruidlaag	99	99.0
HT31xx_Plassen	IV2020100709111852	LI_THD_004_02_2020	M	Moslaag	1	1.0
HT31xx_Plassen	IV2020100709111852	LI_THD_004_02_2020	S	Struiklaag	2	2.0
HT31xx_Plassen	IV2020100709111852	LI_THD_004_02_2020	Subm	Submers	0	0.0
HT31xx_Plassen	IV2020100709111852	LI_THD_004_02_2020	Tot	totale bedekking	100	100.0
HT31xx_Plassen	IV2020100709111852	LI_THD_004_02_2020	Zwev	Zwevend	20	20.0
HT31xx_Plassen	IV2020100709344026	LI_THD_004_03_2020	A	Algenlaag	0	0.0
HT31xx_Plassen	IV2020100709344026	LI_THD_004_03_2020	B	Boomlaag	0	0.0
HT31xx_Plassen	IV2020100709344026	LI_THD_004_03_2020	Drijv	Drijvend	0	0.0
HT31xx_Plassen	IV2020100709344026	LI_THD_004_03_2020	Helo	Helofyt	10	10.0
HT31xx_Plassen	IV2020100709344026	LI_THD_004_03_2020	Chara	Kranswieren	0	0.0
HT31xx_Plassen	IV2020100709344026	LI_THD_004_03_2020	Kroos	Kroos	0	0.0
HT31xx_Plassen	IV2020100709344026	LI_THD_004_03_2020	K	Kruidlaag	10	10.0
HT31xx_Plassen	IV2020100709344026	LI_THD_004_03_2020	M	Moslaag	5	5.0
HT31xx_Plassen	IV2020100709344026	LI_THD_004_03_2020	S	Struiklaag	98	98.0
HT31xx_Plassen	IV2020100709344026	LI_THD_004_03_2020	Subm	Submers	0	0.0
HT31xx_Plassen	IV2020100709344026	LI_THD_004_03_2020	Tot	totale bedekking	100	100.0
HT31xx_Plassen	IV2020100709344026	LI_THD_004_03_2020	Zwev	Zwevend	0	0.0
HT31xx_Plassen	IV2020100709413153	LI_THD_004_04_2020	A	Algenlaag	0	0.0
HT31xx_Plassen	IV2020100709413153	LI_THD_004_04_2020	B	Boomlaag	0	0.0
HT31xx_Plassen	IV2020100709413153	LI_THD_004_04_2020	Drijv	Drijvend	0	0.0
HT31xx_Plassen	IV2020100709413153	LI_THD_004_04_2020	Helo	Helofyt	98	98.0
HT31xx_Plassen	IV2020100709413153	LI_THD_004_04_2020	Chara	Kranswieren	0	0.0
HT31xx_Plassen	IV2020100709413153	LI_THD_004_04_2020	Kroos	Kroos	0	0.0
HT31xx_Plassen	IV2020100709413153	LI_THD_004_04_2020	K	Kruidlaag	98	98.0
HT31xx_Plassen	IV2020100709413153	LI_THD_004_04_2020	M	Moslaag	5	5.0
HT31xx_Plassen	IV2020100709413153	LI_THD_004_04_2020	S	Struiklaag	2	2.0
HT31xx_Plassen	IV2020100709413153	LI_THD_004_04_2020	Subm	Submers	0	0.0
HT31xx_Plassen	IV2020100709413153	LI_THD_004_04_2020	Tot	totale bedekking	98	98.0
HT31xx_Plassen	IV2020100709413153	LI_THD_004_04_2020	Zwev	Zwevend	0	0.0
HT31xx_Plassen	IV2020100709470735	LI_THD_004_05_2020	A	Algenlaag	0	0.0
HT31xx_Plassen	IV2020100709470735	LI_THD_004_05_2020	B	Boomlaag	0	0.0
HT31xx_Plassen	IV2020100709470735	LI_THD_004_05_2020	Drijv	Drijvend	30	30.0
HT31xx_Plassen	IV2020100709470735	LI_THD_004_05_2020	Helo	Helofyt	70	70.0
HT31xx_Plassen	IV2020100709470735	LI_THD_004_05_2020	Chara	Kranswieren	0	0.0
HT31xx_Plassen	IV2020100709470735	LI_THD_004_05_2020	Kroos	Kroos	0-x-1	0.5
HT31xx_Plassen	IV2020100709470735	LI_THD_004_05_2020	K	Kruidlaag	99	99.0
HT31xx_Plassen	IV2020100709470735	LI_THD_004_05_2020	M	Moslaag	0	0.0
HT31xx_Plassen	IV2020100709470735	LI_THD_004_05_2020	S	Struiklaag	0	0.0
HT31xx_Plassen	IV2020100709470735	LI_THD_004_05_2020	Subm	Submers	0	0.0
HT31xx_Plassen	IV2020100709470735	LI_THD_004_05_2020	Tot	totale bedekking	99	99.0
HT31xx_Plassen	IV2020100709470735	LI_THD_004_05_2020	Zwev	Zwevend	1	1.0
HT31xx_Plassen	IV2020100709530480	LI_THD_004_06_2020	A	Algenlaag	0	0.0
HT31xx_Plassen	IV2020100709530480	LI_THD_004_06_2020	B	Boomlaag	0	0.0
HT31xx_Plassen	IV2020100709530480	LI_THD_004_06_2020	Drijv	Drijvend	1	1.0
HT31xx_Plassen	IV2020100709530480	LI_THD_004_06_2020	Helo	Helofyt	99	99.0
HT31xx_Plassen	IV2020100709530480	LI_THD_004_06_2020	Chara	Kranswieren	0	0.0
HT31xx_Plassen	IV2020100709530480	LI_THD_004_06_2020	Kroos	Kroos	0	0.0
HT31xx_Plassen	IV2020100709530480	LI_THD_004_06_2020	K	Kruidlaag	99	99.0
HT31xx_Plassen	IV2020100709530480	LI_THD_004_06_2020	M	Moslaag	5	5.0
HT31xx_Plassen	IV2020100709530480	LI_THD_004_06_2020	S	Struiklaag	1	1.0
HT31xx_Plassen	IV2020100709530480	LI_THD_004_06_2020	Subm	Submers	0	0.0
HT31xx_Plassen	IV2020100709530480	LI_THD_004_06_2020	Tot	totale bedekking	100	100.0
HT31xx_Plassen	IV2020100709530480	LI_THD_004_06_2020	Zwev	Zwevend	0	0.0
HT31xx_LSVI_StilstaandeWateren	IV2020100710090942	LI_THD_004_3130a_20	Eutro	Eutrofiëring	1	1.0
HT31xx_LSVI_StilstaandeWateren	IV2020100710090942	LI_THD_004_3130a_20	Invas	Invasieve exoten	0	0.0
HT31xx_LSVI_StilstaandeWateren	IV2020100710090942	LI_THD_004_3130a_20	SleSo	Sleutelsoorten	0-x-1	0.5
HT31xx_LSVI_StilstaandeWateren	IV2020100710090942	LI_THD_004_3130a_20	Vgras	Vergrassing	0-x-1	0.5
HT31xx_LSVI_StilstaandeWateren	IV2020100710090942	LI_THD_004_3130a_20	Vzuur	Verzuring	0-x-1	0.5
HT31xx_LSVI_StilstaandeWateren	IV2020100710152417	LI_OPH_004_3160_20	Eutro	Eutrofiëring	20	20.0
HT31xx_LSVI_StilstaandeWateren	IV2020100710152417	LI_OPH_004_3160_20	EutSS	Eutrofiering beperkte lijst 3160	12	12.0
HT31xx_LSVI_StilstaandeWateren	IV2020100710152417	LI_OPH_004_3160_20	Invas	Invasieve exoten	0	0.0
HT31xx_LSVI_StilstaandeWateren	IV2020100710152417	LI_OPH_004_3160_20	SleSo	Sleutelsoorten	0-x-1	0.5
HT31xx_LSVI_StilstaandeWateren	IV2020100710152417	LI_OPH_004_3160_20	Vgras	Vergrassing	8	8.0
HT31xx_LSVI_StilstaandeWateren	IV2020100710152417	LI_OPH_004_3160_20	Vzuur	Verzuring	12	12.0
HT31xx_LSVI_StilstaandeWateren	IV2020100710152417	LI_OPH_004_3160_20	VZuSS	Verzuring beperkte lijst 3160	0-x-1	0.5
HT31xx_LSVI_StilstaandeWateren	IV2020101917263372	AN_MOL_004_3130a_20	Eutro	Eutrofiëring	1	1.0
HT31xx_LSVI_StilstaandeWateren	IV2020101917263372	AN_MOL_004_3130a_20	Invas	Invasieve exoten	2	2.0
HT31xx_LSVI_StilstaandeWateren	IV2020101917263372	AN_MOL_004_3130a_20	SleSo	Sleutelsoorten	0-x-1	0.5
HT31xx_LSVI_StilstaandeWateren	IV2020101917263372	AN_MOL_004_3130a_20	Vgras	Vergrassing	0-x-1	0.5
HT31xx_LSVI_StilstaandeWateren	IV2020101917263372	AN_MOL_004_3130a_20	Vzuur	Verzuring	0-x-1	0.5
HT31xx_LSVI_StilstaandeWateren	IV2020101917311734	AN_MOL_004_3140_20	Eutro	Eutrofiëring	0-x-1	0.5
HT31xx_LSVI_StilstaandeWateren	IV2020101917311734	AN_MOL_004_3140_20	Invas	Invasieve exoten	2	2.0
HT31xx_LSVI_StilstaandeWateren	IV2020101917311734	AN_MOL_004_3140_20	SleSo	Sleutelsoorten	8	8.0
HT31xx_LSVI_StilstaandeWateren	IV2020102007454335	AN_PUL_003_3130n_20	Eutro	Eutrofiëring	5	5.0
HT31xx_LSVI_StilstaandeWateren	IV2020102007454335	AN_PUL_003_3130n_20	Invas	Invasieve exoten	0	0.0
HT31xx_LSVI_StilstaandeWateren	IV2020102007454335	AN_PUL_003_3130n_20	SleSo	Sleutelsoorten	0-x-1	0.5
HT31xx_LSVI_StilstaandeWateren	IV2020102007454335	AN_PUL_003_3130n_20	Vgras	Vergrassing	0	0.0
HT31xx_LSVI_StilstaandeWateren	IV2020102007454335	AN_PUL_003_3130n_20	Vzuur	Verzuring	0	0.0
HT31xx_LSVI_StilstaandeWateren	IV2020102007502215	AN_PUL_003_3150_20	Eutro	Eutrofiëring	5	5.0
HT31xx_LSVI_StilstaandeWateren	IV2020102007502215	AN_PUL_003_3150_20	Invas	Invasieve exoten	0	0.0
HT31xx_LSVI_StilstaandeWateren	IV2020102007502215	AN_PUL_003_3150_20	SleSo	Sleutelsoorten	5	5.0
HT31xx_LSVI_StilstaandeWateren	IV2020102007565094	AN_PUL_002_3150_20	Eutro	Eutrofiëring	0	0.0
HT31xx_LSVI_StilstaandeWateren	IV2020102007565094	AN_PUL_002_3150_20	Invas	Invasieve exoten	0	0.0
HT31xx_LSVI_StilstaandeWateren	IV2020102007565094	AN_PUL_002_3150_20	SleSo	Sleutelsoorten	15	15.0
HT31xx_Plassen	IV2020102008174952	AN_PUL_002_01_2020	A	Algenlaag	0	0.0
HT31xx_Plassen	IV2020102008174952	AN_PUL_002_01_2020	B	Boomlaag	0	0.0
HT31xx_Plassen	IV2020102008174952	AN_PUL_002_01_2020	Drijv	Drijvend	10	10.0
HT31xx_Plassen	IV2020102008174952	AN_PUL_002_01_2020	Helo	Helofyt	10	10.0
HT31xx_Plassen	IV2020102008174952	AN_PUL_002_01_2020	Chara	Kranswieren	0	0.0
HT31xx_Plassen	IV2020102008174952	AN_PUL_002_01_2020	Kroos	Kroos	0	0.0
HT31xx_Plassen	IV2020102008174952	AN_PUL_002_01_2020	K	Kruidlaag	45	45.0
HT31xx_Plassen	IV2020102008174952	AN_PUL_002_01_2020	M	Moslaag	0	0.0
HT31xx_Plassen	IV2020102008174952	AN_PUL_002_01_2020	S	Struiklaag	0	0.0
HT31xx_Plassen	IV2020102008174952	AN_PUL_002_01_2020	Subm	Submers	5	5.0
HT31xx_Plassen	IV2020102008174952	AN_PUL_002_01_2020	Tot	totale bedekking	45	45.0
HT31xx_Plassen	IV2020102008174952	AN_PUL_002_01_2020	Zwev	Zwevend	25	25.0
HT31xx_Plassen	IV2020102008233222	AN_PUL_002_02_2020	A	Algenlaag	0	0.0
HT31xx_Plassen	IV2020102008233222	AN_PUL_002_02_2020	B	Boomlaag	0	0.0
HT31xx_Plassen	IV2020102008233222	AN_PUL_002_02_2020	Drijv	Drijvend	0	0.0
HT31xx_Plassen	IV2020102008233222	AN_PUL_002_02_2020	Helo	Helofyt	100	100.0
HT31xx_Plassen	IV2020102008233222	AN_PUL_002_02_2020	Chara	Kranswieren	0	0.0
HT31xx_Plassen	IV2020102008233222	AN_PUL_002_02_2020	Kroos	Kroos	0	0.0
HT31xx_Plassen	IV2020102008233222	AN_PUL_002_02_2020	K	Kruidlaag	100	100.0
HT31xx_Plassen	IV2020102008233222	AN_PUL_002_02_2020	M	Moslaag	0	0.0
HT31xx_Plassen	IV2020102008233222	AN_PUL_002_02_2020	S	Struiklaag	0	0.0
HT31xx_Plassen	IV2020102008233222	AN_PUL_002_02_2020	Subm	Submers	0	0.0
HT31xx_Plassen	IV2020102008233222	AN_PUL_002_02_2020	Tot	totale bedekking	100	100.0
HT31xx_Plassen	IV2020102008233222	AN_PUL_002_02_2020	Zwev	Zwevend	0	0.0
HT31xx_Plassen	IV2020102008324631	AN_PUL_002_03_2020	A	Algenlaag	0	0.0
HT31xx_Plassen	IV2020102008324631	AN_PUL_002_03_2020	B	Boomlaag	0	0.0
HT31xx_Plassen	IV2020102008324631	AN_PUL_002_03_2020	Drijv	Drijvend	0	0.0
HT31xx_Plassen	IV2020102008324631	AN_PUL_002_03_2020	Helo	Helofyt	100	100.0
HT31xx_Plassen	IV2020102008324631	AN_PUL_002_03_2020	Chara	Kranswieren	0	0.0
HT31xx_Plassen	IV2020102008324631	AN_PUL_002_03_2020	Kroos	Kroos	0	0.0
HT31xx_Plassen	IV2020102008324631	AN_PUL_002_03_2020	K	Kruidlaag	100	100.0
HT31xx_Plassen	IV2020102008324631	AN_PUL_002_03_2020	M	Moslaag	0	0.0
HT31xx_Plassen	IV2020102008324631	AN_PUL_002_03_2020	S	Struiklaag	35	35.0
HT31xx_Plassen	IV2020102008324631	AN_PUL_002_03_2020	Subm	Submers	0	0.0
HT31xx_Plassen	IV2020102008324631	AN_PUL_002_03_2020	Tot	totale bedekking	100	100.0
HT31xx_Plassen	IV2020102008324631	AN_PUL_002_03_2020	Zwev	Zwevend	0	0.0
HT31xx_Plassen	IV2020102011351416	AN_PUL_003_01_2020	A	Algenlaag	2	2.0
HT31xx_Plassen	IV2020102011351416	AN_PUL_003_01_2020	B	Boomlaag	0	0.0
HT31xx_Plassen	IV2020102011351416	AN_PUL_003_01_2020	Drijv	Drijvend	1	1.0
HT31xx_Plassen	IV2020102011351416	AN_PUL_003_01_2020	Helo	Helofyt	0-x-1	0.5
HT31xx_Plassen	IV2020102011351416	AN_PUL_003_01_2020	Chara	Kranswieren	5	5.0
HT31xx_Plassen	IV2020102011351416	AN_PUL_003_01_2020	Kroos	Kroos	0-x-1	0.5
HT31xx_Plassen	IV2020102011351416	AN_PUL_003_01_2020	K	Kruidlaag	65	65.0
HT31xx_Plassen	IV2020102011351416	AN_PUL_003_01_2020	M	Moslaag	0	0.0
HT31xx_Plassen	IV2020102011351416	AN_PUL_003_01_2020	S	Struiklaag	0	0.0
HT31xx_Plassen	IV2020102011351416	AN_PUL_003_01_2020	Subm	Submers	65	65.0
HT31xx_Plassen	IV2020102011351416	AN_PUL_003_01_2020	Tot	totale bedekking	65	65.0
HT31xx_Plassen	IV2020102011351416	AN_PUL_003_01_2020	Zwev	Zwevend	5	5.0
HT31xx_Plassen	IV2020102011490684	AN_PUL_003_02_2020	A	Algenlaag	0-x-1	0.5
HT31xx_Plassen	IV2020102011490684	AN_PUL_003_02_2020	B	Boomlaag	0	0.0
HT31xx_Plassen	IV2020102011490684	AN_PUL_003_02_2020	Drijv	Drijvend	0-x-1	0.5
HT31xx_Plassen	IV2020102011490684	AN_PUL_003_02_2020	Helo	Helofyt	0-x-1	0.5
HT31xx_Plassen	IV2020102011490684	AN_PUL_003_02_2020	Chara	Kranswieren	0-x-1	0.5
HT31xx_Plassen	IV2020102011490684	AN_PUL_003_02_2020	Kroos	Kroos	0	0.0
HT31xx_Plassen	IV2020102011490684	AN_PUL_003_02_2020	K	Kruidlaag	25	25.0
HT31xx_Plassen	IV2020102011490684	AN_PUL_003_02_2020	M	Moslaag	0	0.0
HT31xx_Plassen	IV2020102011490684	AN_PUL_003_02_2020	S	Struiklaag	0	0.0
HT31xx_Plassen	IV2020102011490684	AN_PUL_003_02_2020	Subm	Submers	5	5.0
HT31xx_Plassen	IV2020102011490684	AN_PUL_003_02_2020	Tot	totale bedekking	25	25.0
HT31xx_Plassen	IV2020102011490684	AN_PUL_003_02_2020	Zwev	Zwevend	20	20.0
HT31xx_Plassen	IV2020102011592018	AN_PUL_003_03_2020	A	Algenlaag	0	0.0
HT31xx_Plassen	IV2020102011592018	AN_PUL_003_03_2020	B	Boomlaag	0	0.0
HT31xx_Plassen	IV2020102011592018	AN_PUL_003_03_2020	Drijv	Drijvend	0	0.0
HT31xx_Plassen	IV2020102011592018	AN_PUL_003_03_2020	Helo	Helofyt	100	100.0
HT31xx_Plassen	IV2020102011592018	AN_PUL_003_03_2020	Chara	Kranswieren	0	0.0
HT31xx_Plassen	IV2020102011592018	AN_PUL_003_03_2020	Kroos	Kroos	0-x-1	0.5
HT31xx_Plassen	IV2020102011592018	AN_PUL_003_03_2020	K	Kruidlaag	100	100.0
HT31xx_Plassen	IV2020102011592018	AN_PUL_003_03_2020	M	Moslaag	0-x-1	0.5
HT31xx_Plassen	IV2020102011592018	AN_PUL_003_03_2020	S	Struiklaag	0-x-1	0.5
HT31xx_Plassen	IV2020102011592018	AN_PUL_003_03_2020	Subm	Submers	0	0.0
HT31xx_Plassen	IV2020102011592018	AN_PUL_003_03_2020	Tot	totale bedekking	100	100.0
HT31xx_Plassen	IV2020102011592018	AN_PUL_003_03_2020	Zwev	Zwevend	0-x-1	0.5
HT31xx_Plassen	IV2020102012145698	AN_PUL_003_04_2020	A	Algenlaag	50	50.0
HT31xx_Plassen	IV2020102012145698	AN_PUL_003_04_2020	B	Boomlaag	0	0.0
HT31xx_Plassen	IV2020102012145698	AN_PUL_003_04_2020	Drijv	Drijvend	0-x-1	0.5
HT31xx_Plassen	IV2020102012145698	AN_PUL_003_04_2020	Helo	Helofyt	0-x-1	0.5
HT31xx_Plassen	IV2020102012145698	AN_PUL_003_04_2020	Chara	Kranswieren	0-x-1	0.5
HT31xx_Plassen	IV2020102012145698	AN_PUL_003_04_2020	Kroos	Kroos	0	0.0
HT31xx_Plassen	IV2020102012145698	AN_PUL_003_04_2020	K	Kruidlaag	45	45.0
HT31xx_Plassen	IV2020102012145698	AN_PUL_003_04_2020	M	Moslaag	0	0.0
HT31xx_Plassen	IV2020102012145698	AN_PUL_003_04_2020	S	Struiklaag	0	0.0
HT31xx_Plassen	IV2020102012145698	AN_PUL_003_04_2020	Subm	Submers	5	5.0
HT31xx_Plassen	IV2020102012145698	AN_PUL_003_04_2020	Tot	totale bedekking	50	50.0
HT31xx_Plassen	IV2020102012145698	AN_PUL_003_04_2020	Zwev	Zwevend	40	40.0
HT31xx_Plassen	IV2020102012203963	AN_PUL_003_05_2020	A	Algenlaag	0	0.0
HT31xx_Plassen	IV2020102012203963	AN_PUL_003_05_2020	B	Boomlaag	0	0.0
HT31xx_Plassen	IV2020102012203963	AN_PUL_003_05_2020	Drijv	Drijvend	0	0.0
HT31xx_Plassen	IV2020102012203963	AN_PUL_003_05_2020	Helo	Helofyt	98	98.0
HT31xx_Plassen	IV2020102012203963	AN_PUL_003_05_2020	Chara	Kranswieren	0	0.0
HT31xx_Plassen	IV2020102012203963	AN_PUL_003_05_2020	Kroos	Kroos	0-x-1	0.5
HT31xx_Plassen	IV2020102012203963	AN_PUL_003_05_2020	K	Kruidlaag	99	99.0
HT31xx_Plassen	IV2020102012203963	AN_PUL_003_05_2020	M	Moslaag	0	0.0
HT31xx_Plassen	IV2020102012203963	AN_PUL_003_05_2020	S	Struiklaag	1	1.0
HT31xx_Plassen	IV2020102012203963	AN_PUL_003_05_2020	Subm	Submers	0	0.0
HT31xx_Plassen	IV2020102012203963	AN_PUL_003_05_2020	Tot	totale bedekking	99	99.0
HT31xx_Plassen	IV2020102012203963	AN_PUL_003_05_2020	Zwev	Zwevend	2	2.0
HT31xx_Plassen	IV2020102012300297	AN_PUL_003_06_2020	A	Algenlaag	0-x-1	0.5
HT31xx_Plassen	IV2020102012300297	AN_PUL_003_06_2020	B	Boomlaag	0	0.0
HT31xx_Plassen	IV2020102012300297	AN_PUL_003_06_2020	Drijv	Drijvend	45	45.0
HT31xx_Plassen	IV2020102012300297	AN_PUL_003_06_2020	Helo	Helofyt	5	5.0
HT31xx_Plassen	IV2020102012300297	AN_PUL_003_06_2020	Chara	Kranswieren	0-x-1	0.5
HT31xx_Plassen	IV2020102012300297	AN_PUL_003_06_2020	Kroos	Kroos	0	0.0
HT31xx_Plassen	IV2020102012300297	AN_PUL_003_06_2020	K	Kruidlaag	60	60.0
HT31xx_Plassen	IV2020102012300297	AN_PUL_003_06_2020	M	Moslaag	0	0.0
HT31xx_Plassen	IV2020102012300297	AN_PUL_003_06_2020	S	Struiklaag	0	0.0
HT31xx_Plassen	IV2020102012300297	AN_PUL_003_06_2020	Subm	Submers	2	2.0
HT31xx_Plassen	IV2020102012300297	AN_PUL_003_06_2020	Tot	totale bedekking	60	60.0
HT31xx_Plassen	IV2020102012300297	AN_PUL_003_06_2020	Zwev	Zwevend	10	10.0
HT31xx_Plassen	IV2020102012333328	AN_PUL_003_07_2020	A	Algenlaag	0	0.0
HT31xx_Plassen	IV2020102012333328	AN_PUL_003_07_2020	B	Boomlaag	0	0.0
HT31xx_Plassen	IV2020102012333328	AN_PUL_003_07_2020	Drijv	Drijvend	40	40.0
HT31xx_Plassen	IV2020102012333328	AN_PUL_003_07_2020	Helo	Helofyt	5	5.0
HT31xx_Plassen	IV2020102012333328	AN_PUL_003_07_2020	Chara	Kranswieren	35	35.0
HT31xx_Plassen	IV2020102012333328	AN_PUL_003_07_2020	Kroos	Kroos	0	0.0
HT31xx_Plassen	IV2020102012333328	AN_PUL_003_07_2020	K	Kruidlaag	85	85.0
HT31xx_Plassen	IV2020102012333328	AN_PUL_003_07_2020	M	Moslaag	0	0.0
HT31xx_Plassen	IV2020102012333328	AN_PUL_003_07_2020	S	Struiklaag	0	0.0
HT31xx_Plassen	IV2020102012333328	AN_PUL_003_07_2020	Subm	Submers	50	50.0
HT31xx_Plassen	IV2020102012333328	AN_PUL_003_07_2020	Tot	totale bedekking	85	85.0
HT31xx_Plassen	IV2020102012333328	AN_PUL_003_07_2020	Zwev	Zwevend	10	10.0
HT31xx_Plassen	IV2020102015393832	AN_PUL_004_01_2020	A	Algenlaag	0-x-1	0.5
HT31xx_Plassen	IV2020102015393832	AN_PUL_004_01_2020	B	Boomlaag	0	0.0
HT31xx_Plassen	IV2020102015393832	AN_PUL_004_01_2020	Drijv	Drijvend	0-x-1	0.5
HT31xx_Plassen	IV2020102015393832	AN_PUL_004_01_2020	Helo	Helofyt	0-x-1	0.5
HT31xx_Plassen	IV2020102015393832	AN_PUL_004_01_2020	Chara	Kranswieren	0-x-1	0.5
HT31xx_Plassen	IV2020102015393832	AN_PUL_004_01_2020	Kroos	Kroos	0-x-1	0.5
HT31xx_Plassen	IV2020102015393832	AN_PUL_004_01_2020	K	Kruidlaag	0-x-1	0.5
HT31xx_Plassen	IV2020102015393832	AN_PUL_004_01_2020	M	Moslaag	0	0.0
HT31xx_Plassen	IV2020102015393832	AN_PUL_004_01_2020	S	Struiklaag	0	0.0
HT31xx_Plassen	IV2020102015393832	AN_PUL_004_01_2020	Subm	Submers	0-x-1	0.5
HT31xx_Plassen	IV2020102015393832	AN_PUL_004_01_2020	Tot	totale bedekking	0-x-1	0.5
HT31xx_Plassen	IV2020102015393832	AN_PUL_004_01_2020	Zwev	Zwevend	0	0.0
HT31xx_Plassen	IV2020102015514023	AN_PUL_004_02_2020	A	Algenlaag	0	0.0
HT31xx_Plassen	IV2020102015514023	AN_PUL_004_02_2020	B	Boomlaag	0	0.0
HT31xx_Plassen	IV2020102015514023	AN_PUL_004_02_2020	Drijv	Drijvend	0	0.0
HT31xx_Plassen	IV2020102015514023	AN_PUL_004_02_2020	Helo	Helofyt	12	12.0
HT31xx_Plassen	IV2020102015514023	AN_PUL_004_02_2020	Chara	Kranswieren	0	0.0
HT31xx_Plassen	IV2020102015514023	AN_PUL_004_02_2020	Kroos	Kroos	0-x-1	0.5
