"";"ID";"survey";"user_reference";"location";"date";"latitude";"longitude";"Habitattype";"reliability";"Versie";"Criterium";"Indicator";"Beoordeling";"Kwaliteitsniveau";"Belang";"BeoordelingID";"Combinatie";"VoorwaardeID";"Voorwaarde";"Referentiewaarde";"Operator";"EenheidRefwaarde";"TypeRefwaarde";"InvoertypeRevwaarde";"Waarde";"TypeWaarde";"InvoertypeWaarde";"EenheidWaarde";"AfkomstWaarde";"TheoretischMaximum";"Status_voorwaarde";"Verschilscore"
"2604";"IV2021110117063289";"HT31xx_LSVI_StilstaandeWateren";"LI_MLV_015_3130n_14";"LI_MLV_015";"2014-08-04";500;500;"3130_na";"matig";"Versie 3";"Structuur";"horizontale structuur";"grootste vegetatievlek > 10 m²";1;"zb";1234;"2325";2325;"grootste vegetatievlek in m²";"10";">";"m²";"Decimaal getal";NA;"10.01-20";"Decimaal getal";NA;NA;"observatie";30;TRUE;0,25025
"2605";"IV2021110117063289";"HT31xx_LSVI_StilstaandeWateren";"LI_MLV_015_3130n_14";"LI_MLV_015";"2014-08-04";500;500;"3130_na";"matig";"Versie 3";"Structuur";"verticale structuur";"< 30 % van de vegetatievlek  begroeid met opgaande vegetatie";1;"zb";1235;"2";2;"% begroeid met opgaande vegetatie";"30";"<";"%";"Percentage";NA;"15";"Percentage";NA;"%";"observatie";100;TRUE;0,5
"2606";"IV2021110117063289";"HT31xx_LSVI_StilstaandeWateren";"LI_MLV_015_3130n_14";"LI_MLV_015";"2014-08-04";500;500;"3130_na";"matig";"Versie 3";"Vegetatie";"sleutelsoorten";"minstens 1 sleutelsoort (uitgezonderd Borstelbies, Glaskroos en Naaldwaterbies) is minstens frequent aanwezig";1;"b";1231;"477";477;"aantal sleutelsoorten frequent";"1";">=";NA;"Geheel getal";NA;"0";"Geheel getal";NA;NA;"berekend";3;FALSE;-1
"2607";"IV2021110117063289";"HT31xx_LSVI_StilstaandeWateren";"LI_MLV_015_3130n_14";"LI_MLV_015";"2014-08-04";500;500;"3130_na";"matig";"Versie 3";"Verstoring";"eutrofiëring";"< 10%";1;"zb";1242;"845";845;"bedekking eutrofiëring";"10";"<";"%";"Percentage";NA;"20";"Percentage";NA;"%";"observatie";100;FALSE;-0,111111111111111
"2608";"IV2021110117063289";"HT31xx_LSVI_StilstaandeWateren";"LI_MLV_015_3130n_14";"LI_MLV_015";"2014-08-04";500;500;"3130_na";"matig";"Versie 3";"Verstoring";"invasieve exoten";"afwezig";1;"zb";1238;"1004";1004;"bedekking invasieve exoten";"0";"<=";"%";"Percentage";NA;"20";"Percentage";NA;"%";"observatie";100;FALSE;-0,2
"2609";"IV2021110117063289";"HT31xx_LSVI_StilstaandeWateren";"LI_MLV_015_3130n_14";"LI_MLV_015";"2014-08-04";500;500;"3130_na";"matig";"Versie 3";"Verstoring";"verzuring";"<= 30%";1;"zb";1239;"2037";2037;"bedekking verzuring";"30";"<=";"%";"Percentage";NA;"1";"Percentage";NA;"%";"observatie";100;TRUE;0,966666666666667
"2610";"IV2021110117385166";"HT31xx_LSVI_StilstaandeWateren";"AN_LAN_006_3130a_14";"AN_LAN_006";"2014-09-05";500;500;"3130_aom";"hoog";"Versie 3";"Structuur";"horizontale structuur";"grootste vegetatievlek > 10 m²";1;"zb";1222;"2321";2321;"grootste vegetatievlek in m²";"10";">";"m²";"Decimaal getal";NA;"10.01-20";"Decimaal getal";NA;NA;"observatie";30;TRUE;0,25025
"2611";"IV2021110117385166";"HT31xx_LSVI_StilstaandeWateren";"AN_LAN_006_3130a_14";"AN_LAN_006";"2014-09-05";500;500;"3130_aom";"hoog";"Versie 3";"Structuur";"verticale structuur";"< 30% helofyten (uitgezonderd sleutelsoorten)";1;"zb";1230;"892";892;"bedekking helofyten";"30";"<";"%";"Percentage";NA;"40";"Percentage";NA;"%";"observatie";100;FALSE;-0,142857142857143
"2612";"IV2021110117385166";"HT31xx_LSVI_StilstaandeWateren";"AN_LAN_006_3130a_14";"AN_LAN_006";"2014-09-05";500;500;"3130_aom";"hoog";"Versie 3";"Vegetatie";"sleutelsoorten";">= 3 sleutelsoorten (uitgezonderd Moerashertshooi) minstens frequent aanwezig";1;"b";1219;"453";453;"aantal sleutelsoorten excl. moerashertshooi";"3";">=";NA;"Geheel getal";NA;"5";"Geheel getal";NA;NA;"berekend";9;TRUE;0,333333333333333
"2613";"IV2021110117385166";"HT31xx_LSVI_StilstaandeWateren";"AN_LAN_006_3130a_14";"AN_LAN_006";"2014-09-05";500;500;"3130_aom";"hoog";"Versie 3";"Verstoring";"eutrofiëring";"< 10%";1;"zb";1227;"841";841;"bedekking eutrofiëring";"10";"<";"%";"Percentage";NA;"20";"Percentage";NA;"%";"observatie";100;FALSE;-0,111111111111111
"2614";"IV2021110117385166";"HT31xx_LSVI_StilstaandeWateren";"AN_LAN_006_3130a_14";"AN_LAN_006";"2014-09-05";500;500;"3130_aom";"hoog";"Versie 3";"Verstoring";"invasieve exoten";"afwezig";1;"zb";1223;"1018";1018;"bedekking invasieve exoten";"0";"<=";"%";"Percentage";NA;"0.5";"Percentage";NA;"%";"observatie";100;FALSE;-0,005
"2615";"IV2021110117385166";"HT31xx_LSVI_StilstaandeWateren";"AN_LAN_006_3130a_14";"AN_LAN_006";"2014-09-05";500;500;"3130_aom";"hoog";"Versie 3";"Verstoring";"verzuring";"<= 30%";1;"zb";1226;"2040";2040;"bedekking verzuring";"30";"<=";"%";"Percentage";NA;"0";"Percentage";NA;"%";"observatie";100;TRUE;1
"2616";"IV2021110118102324";"HT31xx_LSVI_StilstaandeWateren";"VB_VIE_002_3150_14";"VB_VIE_002";"2014-06-30";500;500;"3150";"hoog";"Versie 3";"Structuur";"horizontale structuur";"grootste vegetatievlek > 10 m²";1;"zb";1258;"2331";2331;"grootste vegetatievlek in m²";"10";">";"m²";"Decimaal getal";NA;"1-10";"Decimaal getal";NA;NA;"observatie";30;FALSE;-0,45
"2617";"IV2021110118102324";"HT31xx_LSVI_StilstaandeWateren";"VB_VIE_002_3150_14";"VB_VIE_002";"2014-06-30";500;500;"3150";"hoog";"Versie 3";"Structuur";"verticale structuur";"< 30% helofyten (uitgezonderd sleutelsoorten)";1;"zb";1259;"886";886;"bedekking helofyten";"30";"<";"%";"Percentage";NA;"15";"Percentage";NA;"%";"observatie";100;TRUE;0,5
"2618";"IV2021110118102324";"HT31xx_LSVI_StilstaandeWateren";"VB_VIE_002_3150_14";"VB_VIE_002";"2014-06-30";500;500;"3150";"hoog";"Versie 3";"Vegetatie";"sleutelsoorten";"minstens 1 sleutelsoort (uitgezonderd Puntkroos) minstens abundant aanwezig of minstens 2 sleutelsoorten (uitgezonderd Puntkroos) frequent aanwezig";1;"b";1254;"434 OR 476";434;"aantal sleutelsoorten abundant";"1";">=";NA;"Geheel getal";NA;"0";"Geheel getal";NA;NA;"berekend";3;FALSE;-1
"2619";"IV2021110118102324";"HT31xx_LSVI_StilstaandeWateren";"VB_VIE_002_3150_14";"VB_VIE_002";"2014-06-30";500;500;"3150";"hoog";"Versie 3";"Vegetatie";"sleutelsoorten";"minstens 1 sleutelsoort (uitgezonderd Puntkroos) minstens abundant aanwezig of minstens 2 sleutelsoorten (uitgezonderd Puntkroos) frequent aanwezig";1;"b";1254;"434 OR 476";476;"aantal sleutelsoorten frequent";"2";">=";NA;"Geheel getal";NA;"2";"Geheel getal";NA;NA;"berekend";6;TRUE;0
"2620";"IV2021110118102324";"HT31xx_LSVI_StilstaandeWateren";"VB_VIE_002_3150_14";"VB_VIE_002";"2014-06-30";500;500;"3150";"hoog";"Versie 3";"Verstoring";"eutrofiëring";"<= 30%";1;"zb";1262;"826";826;"bedekking eutrofiëring";"30";"<=";"%";"Percentage";NA;"60";"Percentage";NA;"%";"observatie";100;FALSE;-0,428571428571429
"2621";"IV2021110118102324";"HT31xx_LSVI_StilstaandeWateren";"VB_VIE_002_3150_14";"VB_VIE_002";"2014-06-30";500;500;"3150";"hoog";"Versie 3";"Verstoring";"invasieve exoten";"hoogstens zeldzaam";1;"zb";1255;"1012";1012;"bedekking invasieve exoten";"r";"<=";NA;"Categorie";"TANSLEY (LEYSSEN)";"0";"Percentage";NA;"%";"observatie";100;TRUE;1
"2622";"IV2021110118202844";"HT31xx_LSVI_StilstaandeWateren";"VB_VIE_002_3130a_14";"VB_VIE_002";"2014-06-30";500;500;"3130_aom";"hoog";"Versie 3";"Structuur";"horizontale structuur";"grootste vegetatievlek > 10 m²";1;"zb";1222;"2321";2321;"grootste vegetatievlek in m²";"10";">";"m²";"Decimaal getal";NA;"0-0.99";"Decimaal getal";NA;NA;"observatie";30;FALSE;-0,9505
"2623";"IV2021110118202844";"HT31xx_LSVI_StilstaandeWateren";"VB_VIE_002_3130a_14";"VB_VIE_002";"2014-06-30";500;500;"3130_aom";"hoog";"Versie 3";"Structuur";"verticale structuur";"< 30% helofyten (uitgezonderd sleutelsoorten)";1;"zb";1230;"892";892;"bedekking helofyten";"30";"<";"%";"Percentage";NA;"15";"Percentage";NA;"%";"observatie";100;TRUE;0,5
"2624";"IV2021110118202844";"HT31xx_LSVI_StilstaandeWateren";"VB_VIE_002_3130a_14";"VB_VIE_002";"2014-06-30";500;500;"3130_aom";"hoog";"Versie 3";"Vegetatie";"sleutelsoorten";">= 3 sleutelsoorten (uitgezonderd Moerashertshooi) minstens frequent aanwezig";1;"b";1219;"453";453;"aantal sleutelsoorten excl. moerashertshooi";"3";">=";NA;"Geheel getal";NA;"0";"Geheel getal";NA;NA;"berekend";9;FALSE;-1
"2625";"IV2021110118202844";"HT31xx_LSVI_StilstaandeWateren";"VB_VIE_002_3130a_14";"VB_VIE_002";"2014-06-30";500;500;"3130_aom";"hoog";"Versie 3";"Verstoring";"eutrofiëring";"< 10%";1;"zb";1227;"841";841;"bedekking eutrofiëring";"10";"<";"%";"Percentage";NA;"5";"Percentage";NA;"%";"observatie";100;TRUE;0,5
"2626";"IV2021110118202844";"HT31xx_LSVI_StilstaandeWateren";"VB_VIE_002_3130a_14";"VB_VIE_002";"2014-06-30";500;500;"3130_aom";"hoog";"Versie 3";"Verstoring";"invasieve exoten";"afwezig";1;"zb";1223;"1018";1018;"bedekking invasieve exoten";"0";"<=";"%";"Percentage";NA;"0";"Percentage";NA;"%";"observatie";100;TRUE;1
"2627";"IV2021110118202844";"HT31xx_LSVI_StilstaandeWateren";"VB_VIE_002_3130a_14";"VB_VIE_002";"2014-06-30";500;500;"3130_aom";"hoog";"Versie 3";"Verstoring";"verzuring";"<= 30%";1;"zb";1226;"2040";2040;"bedekking verzuring";"30";"<=";"%";"Percentage";NA;"0";"Percentage";NA;"%";"observatie";100;TRUE;1
"2628";"IV2021110118435628";"HT31xx_LSVI_StilstaandeWateren";"VB_VIE_001_3150_14";"VB_VIE_001";"2014-06-30";500;500;"3150";"hoog";"Versie 3";"Structuur";"horizontale structuur";"grootste vegetatievlek > 10 m²";1;"zb";1258;"2331";2331;"grootste vegetatievlek in m²";"10";">";"m²";"Decimaal getal";NA;"1-10";"Decimaal getal";NA;NA;"observatie";30;FALSE;-0,45
"2629";"IV2021110118435628";"HT31xx_LSVI_StilstaandeWateren";"VB_VIE_001_3150_14";"VB_VIE_001";"2014-06-30";500;500;"3150";"hoog";"Versie 3";"Structuur";"verticale structuur";"< 30% helofyten (uitgezonderd sleutelsoorten)";1;"zb";1259;"886";886;"bedekking helofyten";"30";"<";"%";"Percentage";NA;"15";"Percentage";NA;"%";"observatie";100;TRUE;0,5
"2630";"IV2021110118435628";"HT31xx_LSVI_StilstaandeWateren";"VB_VIE_001_3150_14";"VB_VIE_001";"2014-06-30";500;500;"3150";"hoog";"Versie 3";"Vegetatie";"sleutelsoorten";"minstens 1 sleutelsoort (uitgezonderd Puntkroos) minstens abundant aanwezig of minstens 2 sleutelsoorten (uitgezonderd Puntkroos) frequent aanwezig";1;"b";1254;"434 OR 476";434;"aantal sleutelsoorten abundant";"1";">=";NA;"Geheel getal";NA;"0";"Geheel getal";NA;NA;"berekend";3;FALSE;-1
"2631";"IV2021110118435628";"HT31xx_LSVI_StilstaandeWateren";"VB_VIE_001_3150_14";"VB_VIE_001";"2014-06-30";500;500;"3150";"hoog";"Versie 3";"Vegetatie";"sleutelsoorten";"minstens 1 sleutelsoort (uitgezonderd Puntkroos) minstens abundant aanwezig of minstens 2 sleutelsoorten (uitgezonderd Puntkroos) frequent aanwezig";1;"b";1254;"434 OR 476";476;"aantal sleutelsoorten frequent";"2";">=";NA;"Geheel getal";NA;"1";"Geheel getal";NA;NA;"berekend";6;FALSE;-0,5
"2632";"IV2021110118435628";"HT31xx_LSVI_StilstaandeWateren";"VB_VIE_001_3150_14";"VB_VIE_001";"2014-06-30";500;500;"3150";"hoog";"Versie 3";"Verstoring";"eutrofiëring";"<= 30%";1;"zb";1262;"826";826;"bedekking eutrofiëring";"30";"<=";"%";"Percentage";NA;"45";"Percentage";NA;"%";"observatie";100;FALSE;-0,214285714285714
"2633";"IV2021110118435628";"HT31xx_LSVI_StilstaandeWateren";"VB_VIE_001_3150_14";"VB_VIE_001";"2014-06-30";500;500;"3150";"hoog";"Versie 3";"Verstoring";"invasieve exoten";"hoogstens zeldzaam";1;"zb";1255;"1012";1012;"bedekking invasieve exoten";"r";"<=";NA;"Categorie";"TANSLEY (LEYSSEN)";"10";"Percentage";NA;"%";"observatie";100;FALSE;-0,0995497748874437
"2634";"IV2021110118484771";"HT31xx_LSVI_StilstaandeWateren";"VB_VIE_001_3130a_14";"VB_VIE_001";"2014-06-30";500;500;"3130_aom";"hoog";"Versie 3";"Structuur";"horizontale structuur";"grootste vegetatievlek > 10 m²";1;"zb";1222;"2321";2321;"grootste vegetatievlek in m²";"10";">";"m²";"Decimaal getal";NA;"0-0.99";"Decimaal getal";NA;NA;"observatie";30;FALSE;-0,9505
"2635";"IV2021110118484771";"HT31xx_LSVI_StilstaandeWateren";"VB_VIE_001_3130a_14";"VB_VIE_001";"2014-06-30";500;500;"3130_aom";"hoog";"Versie 3";"Structuur";"verticale structuur";"< 30% helofyten (uitgezonderd sleutelsoorten)";1;"zb";1230;"892";892;"bedekking helofyten";"30";"<";"%";"Percentage";NA;"15";"Percentage";NA;"%";"observatie";100;TRUE;0,5
"2636";"IV2021110118484771";"HT31xx_LSVI_StilstaandeWateren";"VB_VIE_001_3130a_14";"VB_VIE_001";"2014-06-30";500;500;"3130_aom";"hoog";"Versie 3";"Vegetatie";"sleutelsoorten";">= 3 sleutelsoorten (uitgezonderd Moerashertshooi) minstens frequent aanwezig";1;"b";1219;"453";453;"aantal sleutelsoorten excl. moerashertshooi";"3";">=";NA;"Geheel getal";NA;"0";"Geheel getal";NA;NA;"berekend";9;FALSE;-1
"2637";"IV2021110118484771";"HT31xx_LSVI_StilstaandeWateren";"VB_VIE_001_3130a_14";"VB_VIE_001";"2014-06-30";500;500;"3130_aom";"hoog";"Versie 3";"Verstoring";"eutrofiëring";"< 10%";1;"zb";1227;"841";841;"bedekking eutrofiëring";"10";"<";"%";"Percentage";NA;"45";"Percentage";NA;"%";"observatie";100;FALSE;-0,388888888888889
"2638";"IV2021110118484771";"HT31xx_LSVI_StilstaandeWateren";"VB_VIE_001_3130a_14";"VB_VIE_001";"2014-06-30";500;500;"3130_aom";"hoog";"Versie 3";"Verstoring";"invasieve exoten";"afwezig";1;"zb";1223;"1018";1018;"bedekking invasieve exoten";"0";"<=";"%";"Percentage";NA;"25";"Percentage";NA;"%";"observatie";100;FALSE;-0,25
"2639";"IV2021110118484771";"HT31xx_LSVI_StilstaandeWateren";"VB_VIE_001_3130a_14";"VB_VIE_001";"2014-06-30";500;500;"3130_aom";"hoog";"Versie 3";"Verstoring";"verzuring";"<= 30%";1;"zb";1226;"2040";2040;"bedekking verzuring";"30";"<=";"%";"Percentage";NA;"0";"Percentage";NA;"%";"observatie";100;TRUE;1
"2640";"IV2021110214580344";"HT31xx_LSVI_StilstaandeWateren";"OV_KRA_002_3130n_18";"OV_KRA_002";"2018-09-06";500;500;"3130_na";"hoog";"Versie 3";"Structuur";"horizontale structuur";"grootste vegetatievlek > 10 m²";1;"zb";1234;"2325";2325;"grootste vegetatievlek in m²";"10";">";"m²";"Decimaal getal";NA;"10.01-20";"Decimaal getal";NA;NA;"observatie";30;TRUE;0,25025
"2641";"IV2021110214580344";"HT31xx_LSVI_StilstaandeWateren";"OV_KRA_002_3130n_18";"OV_KRA_002";"2018-09-06";500;500;"3130_na";"hoog";"Versie 3";"Structuur";"verticale structuur";"< 30 % van de vegetatievlek  begroeid met opgaande vegetatie";1;"zb";1235;"2";2;"% begroeid met opgaande vegetatie";"30";"<";"%";"Percentage";NA;"1";"Percentage";NA;"%";"observatie";100;TRUE;0,966666666666667
"2642";"IV2021110214580344";"HT31xx_LSVI_StilstaandeWateren";"OV_KRA_002_3130n_18";"OV_KRA_002";"2018-09-06";500;500;"3130_na";"hoog";"Versie 3";"Vegetatie";"sleutelsoorten";"minstens 1 sleutelsoort (uitgezonderd Borstelbies, Glaskroos en Naaldwaterbies) is minstens frequent aanwezig";1;"b";1231;"477";477;"aantal sleutelsoorten frequent";"1";">=";NA;"Geheel getal";NA;"0";"Geheel getal";NA;NA;"berekend";3;FALSE;-1
"2643";"IV2021110214580344";"HT31xx_LSVI_StilstaandeWateren";"OV_KRA_002_3130n_18";"OV_KRA_002";"2018-09-06";500;500;"3130_na";"hoog";"Versie 3";"Verstoring";"eutrofiëring";"< 10%";1;"zb";1242;"845";845;"bedekking eutrofiëring";"10";"<";"%";"Percentage";NA;"1";"Percentage";NA;"%";"observatie";100;TRUE;0,9
"2644";"IV2021110214580344";"HT31xx_LSVI_StilstaandeWateren";"OV_KRA_002_3130n_18";"OV_KRA_002";"2018-09-06";500;500;"3130_na";"hoog";"Versie 3";"Verstoring";"invasieve exoten";"afwezig";1;"zb";1238;"1004";1004;"bedekking invasieve exoten";"0";"<=";"%";"Percentage";NA;"1";"Percentage";NA;"%";"observatie";100;FALSE;-0,01
"2645";"IV2021110214580344";"HT31xx_LSVI_StilstaandeWateren";"OV_KRA_002_3130n_18";"OV_KRA_002";"2018-09-06";500;500;"3130_na";"hoog";"Versie 3";"Verstoring";"verzuring";"<= 30%";1;"zb";1239;"2037";2037;"bedekking verzuring";"30";"<=";"%";"Percentage";NA;"0.5";"Percentage";NA;"%";"observatie";100;TRUE;0,983333333333333
"2646";"IV2021110215074297";"HT31xx_LSVI_StilstaandeWateren";"OV_KRA_002_3130a_18";"OV_KRA_002";"2018-09-06";500;500;"3130_aom";"hoog";"Versie 3";"Structuur";"horizontale structuur";"grootste vegetatievlek > 10 m²";1;"zb";1222;"2321";2321;"grootste vegetatievlek in m²";"10";">";"m²";"Decimaal getal";NA;"0-0.99";"Decimaal getal";NA;NA;"observatie";30;FALSE;-0,9505
"2647";"IV2021110215074297";"HT31xx_LSVI_StilstaandeWateren";"OV_KRA_002_3130a_18";"OV_KRA_002";"2018-09-06";500;500;"3130_aom";"hoog";"Versie 3";"Structuur";"verticale structuur";"< 30% helofyten (uitgezonderd sleutelsoorten)";1;"zb";1230;"892";892;"bedekking helofyten";"30";"<";"%";"Percentage";NA;"5";"Percentage";NA;"%";"observatie";100;TRUE;0,833333333333333
"2648";"IV2021110215074297";"HT31xx_LSVI_StilstaandeWateren";"OV_KRA_002_3130a_18";"OV_KRA_002";"2018-09-06";500;500;"3130_aom";"hoog";"Versie 3";"Vegetatie";"sleutelsoorten";">= 3 sleutelsoorten (uitgezonderd Moerashertshooi) minstens frequent aanwezig";1;"b";1219;"453";453;"aantal sleutelsoorten excl. moerashertshooi";"3";">=";NA;"Geheel getal";NA;"0";"Geheel getal";NA;NA;"berekend";9;FALSE;-1
"2649";"IV2021110215074297";"HT31xx_LSVI_StilstaandeWateren";"OV_KRA_002_3130a_18";"OV_KRA_002";"2018-09-06";500;500;"3130_aom";"hoog";"Versie 3";"Verstoring";"eutrofiëring";"< 10%";1;"zb";1227;"841";841;"bedekking eutrofiëring";"10";"<";"%";"Percentage";NA;"1";"Percentage";NA;"%";"observatie";100;TRUE;0,9
"2650";"IV2021110215074297";"HT31xx_LSVI_StilstaandeWateren";"OV_KRA_002_3130a_18";"OV_KRA_002";"2018-09-06";500;500;"3130_aom";"hoog";"Versie 3";"Verstoring";"invasieve exoten";"afwezig";1;"zb";1223;"1018";1018;"bedekking invasieve exoten";"0";"<=";"%";"Percentage";NA;"1";"Percentage";NA;"%";"observatie";100;FALSE;-0,01
"2651";"IV2021110215074297";"HT31xx_LSVI_StilstaandeWateren";"OV_KRA_002_3130a_18";"OV_KRA_002";"2018-09-06";500;500;"3130_aom";"hoog";"Versie 3";"Verstoring";"verzuring";"<= 30%";1;"zb";1226;"2040";2040;"bedekking verzuring";"30";"<=";"%";"Percentage";NA;"0.5";"Percentage";NA;"%";"observatie";100;TRUE;0,983333333333333
"2652";"IV2022012514291966";"HT31xx_LSVI_StilstaandeWateren";"OVLBVN0235_3140_21";"OVLBVN0235";"2021-06-25";500;500;"3140";"hoog";"Versie 3";"Structuur";"horizontale structuur";"kranswiervelden > 10 m²";1;"zb";1246;"2333";2333;"grootste vegetatievlek in m²";"10";">";"m²";"Decimaal getal";NA;"1-10";"Decimaal getal";NA;NA;"observatie";30;FALSE;-0,45
"2653";"IV2022012514291966";"HT31xx_LSVI_StilstaandeWateren";"OVLBVN0235_3140_21";"OVLBVN0235";"2021-06-25";500;500;"3140";"hoog";"Versie 3";"Structuur";"verticale structuur";"< 30% helofyten";1;"zb";1250;"891";891;"bedekking helofyten";"30";"<";"%";"Percentage";NA;"20";"Percentage";NA;"%";"observatie";100;TRUE;0,333333333333333
"2654";"IV2022012514291966";"HT31xx_LSVI_StilstaandeWateren";"OVLBVN0235_3140_21";"OVLBVN0235";"2021-06-25";500;500;"3140";"hoog";"Versie 3";"Vegetatie";"sleutelsoorten";"kranswiervelden voor >= 50 % bestaande uit sleutelsoorten (uitgezonderd Potamogeton coloratus)";1;"b";1247;"2356";2356;"kranswiervelden voor > = 50 % sleutelsoorten";"1";"=";NA;"Ja/nee";NA;"1";"Ja/nee";NA;NA;"observatie";1;TRUE;1
"2655";"IV2022012514291966";"HT31xx_LSVI_StilstaandeWateren";"OVLBVN0235_3140_21";"OVLBVN0235";"2021-06-25";500;500;"3140";"hoog";"Versie 3";"Verstoring";"eutrofiëring";"< 10%";1;"zb";1251;"849";849;"bedekking eutrofiëring";"10";"<";"%";"Percentage";NA;"35";"Percentage";NA;"%";"observatie";100;FALSE;-0,277777777777778
"2656";"IV2022012514291966";"HT31xx_LSVI_StilstaandeWateren";"OVLBVN0235_3140_21";"OVLBVN0235";"2021-06-25";500;500;"3140";"hoog";"Versie 3";"Verstoring";"invasieve exoten";"hoogstens zeldzaam";1;"zb";1243;"1008";1008;"bedekking invasieve exoten";"r";"<=";NA;"Categorie";"TANSLEY (LEYSSEN)";"3";"Percentage";NA;"%";"observatie";100;FALSE;-0,0295147573786893
"2657";"IV2022012514502036";"HT31xx_LSVI_StilstaandeWateren";"OVLBVN0202_3140_21";"OVLBVN0202";"2021-06-16";500;500;"3140";"hoog";"Versie 3";"Structuur";"horizontale structuur";"kranswiervelden > 10 m²";1;"zb";1246;"2333";2333;"grootste vegetatievlek in m²";"10";">";"m²";"Decimaal getal";NA;"1-10";"Decimaal getal";NA;NA;"observatie";30;FALSE;-0,45
"2658";"IV2022012514502036";"HT31xx_LSVI_StilstaandeWateren";"OVLBVN0202_3140_21";"OVLBVN0202";"2021-06-16";500;500;"3140";"hoog";"Versie 3";"Structuur";"verticale structuur";"< 30% helofyten";1;"zb";1250;"891";891;"bedekking helofyten";"30";"<";"%";"Percentage";NA;"15";"Percentage";NA;"%";"observatie";100;TRUE;0,5
"2659";"IV2022012514502036";"HT31xx_LSVI_StilstaandeWateren";"OVLBVN0202_3140_21";"OVLBVN0202";"2021-06-16";500;500;"3140";"hoog";"Versie 3";"Vegetatie";"sleutelsoorten";"kranswiervelden voor >= 50 % bestaande uit sleutelsoorten (uitgezonderd Potamogeton coloratus)";1;"b";1247;"2356";2356;"kranswiervelden voor > = 50 % sleutelsoorten";"1";"=";NA;"Ja/nee";NA;"0";"Ja/nee";NA;NA;"observatie";1;FALSE;-1
"2660";"IV2022012514502036";"HT31xx_LSVI_StilstaandeWateren";"OVLBVN0202_3140_21";"OVLBVN0202";"2021-06-16";500;500;"3140";"hoog";"Versie 3";"Verstoring";"eutrofiëring";"< 10%";1;"zb";1251;"849";849;"bedekking eutrofiëring";"10";"<";"%";"Percentage";NA;"20";"Percentage";NA;"%";"observatie";100;FALSE;-0,111111111111111
"2661";"IV2022012514502036";"HT31xx_LSVI_StilstaandeWateren";"OVLBVN0202_3140_21";"OVLBVN0202";"2021-06-16";500;500;"3140";"hoog";"Versie 3";"Verstoring";"invasieve exoten";"hoogstens zeldzaam";1;"zb";1243;"1008";1008;"bedekking invasieve exoten";"r";"<=";NA;"Categorie";"TANSLEY (LEYSSEN)";"10";"Percentage";NA;"%";"observatie";100;FALSE;-0,0995497748874437
"2662";"IV2022012515193464";"HT31xx_LSVI_StilstaandeWateren";"OVLBVN0430_3140_21";"OVLBVN0430";"2021-06-21";500;500;"3140";"matig";"Versie 3";"Structuur";"horizontale structuur";"kranswiervelden > 10 m²";1;"zb";1246;"2333";2333;"grootste vegetatievlek in m²";"10";">";"m²";"Decimaal getal";NA;"0-0.99";"Decimaal getal";NA;NA;"observatie";30;FALSE;-0,9505
"2663";"IV2022012515193464";"HT31xx_LSVI_StilstaandeWateren";"OVLBVN0430_3140_21";"OVLBVN0430";"2021-06-21";500;500;"3140";"matig";"Versie 3";"Structuur";"verticale structuur";"< 30% helofyten";1;"zb";1250;"891";891;"bedekking helofyten";"30";"<";"%";"Percentage";NA;"40";"Percentage";NA;"%";"observatie";100;FALSE;-0,142857142857143
"2664";"IV2022012515193464";"HT31xx_LSVI_StilstaandeWateren";"OVLBVN0430_3140_21";"OVLBVN0430";"2021-06-21";500;500;"3140";"matig";"Versie 3";"Vegetatie";"sleutelsoorten";"kranswiervelden voor >= 50 % bestaande uit sleutelsoorten (uitgezonderd Potamogeton coloratus)";1;"b";1247;"2356";2356;"kranswiervelden voor > = 50 % sleutelsoorten";"1";"=";NA;"Ja/nee";NA;"0";"Ja/nee";NA;NA;"observatie";1;FALSE;-1
"2665";"IV2022012515193464";"HT31xx_LSVI_StilstaandeWateren";"OVLBVN0430_3140_21";"OVLBVN0430";"2021-06-21";500;500;"3140";"matig";"Versie 3";"Verstoring";"eutrofiëring";"< 10%";1;"zb";1251;"849";849;"bedekking eutrofiëring";"10";"<";"%";"Percentage";NA;"20";"Percentage";NA;"%";"observatie";100;FALSE;-0,111111111111111
"2666";"IV2022012515193464";"HT31xx_LSVI_StilstaandeWateren";"OVLBVN0430_3140_21";"OVLBVN0430";"2021-06-21";500;500;"3140";"matig";"Versie 3";"Verstoring";"invasieve exoten";"hoogstens zeldzaam";1;"zb";1243;"1008";1008;"bedekking invasieve exoten";"r";"<=";NA;"Categorie";"TANSLEY (LEYSSEN)";"60";"Percentage";NA;"%";"observatie";100;FALSE;-0,599799899949975
"2667";"IV2022012515390379";"HT31xx_LSVI_StilstaandeWateren";"OVLBVN0680_3140_21";"OVLBVN0680";"2021-06-29";500;500;"3140";"matig";"Versie 3";"Structuur";"horizontale structuur";"kranswiervelden > 10 m²";1;"zb";1246;"2333";2333;"grootste vegetatievlek in m²";"10";">";"m²";"Decimaal getal";NA;"0-0.99";"Decimaal getal";NA;NA;"observatie";30;FALSE;-0,9505
