recording_givid	survey	type_observed	classif_key	type_cover
IV2019031510520938	HT31xx_Plassen	3160	Habitatsleutel v5	NA
IV2019031510573293	HT31xx_Plassen	4010	Habitatsleutel v5	NA
IV2019031511023204	HT31xx_Plassen	4010	Habitatsleutel v5	NA
IV2019031511075843	HT31xx_Plassen	4010	Habitatsleutel v5	NA
IV2019031513433759	HT31xx_Plassen	3160	Habitatsleutel v5	100
IV2019031513473125	HT31xx_Plassen	4010	Habitatsleutel v5	NA
IV2019031513523477	HT31xx_Plassen	4010	Habitatsleutel v5	NA
IV2019031513561710	HT31xx_Plassen	4010	Habitatsleutel v5	NA
IV2019031514002700	HT31xx_Plassen	4010	Habitatsleutel v5	NA
IV2019031514070548	HT31xx_Plassen	4010	Habitatsleutel v5	NA
IV2019031514091358	HT31xx_Plassen	3160	Habitatsleutel v5	NA
IV2019031514254251	HT31xx_Plassen	3160	Habitatsleutel v5	NA
IV2019031514282841	HT31xx_Plassen	3160	Habitatsleutel v5	NA
IV2019031514370241	HT31xx_Plassen	7140_oli	Habitatsleutel v5	NA
IV2019031514401291	HT31xx_Plassen	3160	Habitatsleutel v5	NA
IV2019031514474137	HT31xx_Plassen	0	Habitatsleutel v5	NA
IV2019031514513520	HT31xx_Plassen	4010	Habitatsleutel v5	NA
IV2019031515022309	HT31xx_Plassen	4010	Habitatsleutel v5	NA
IV2019031515122847	HT31xx_Plassen	4010	Habitatsleutel v5	NA
IV2019032207184807	HT31xx_Plassen	3130	Habitatsleutel v5	NA
IV2019032207184807	HT31xx_Plassen	3130_aom	Habitatsleutel v5	100
IV2019032207232625	HT31xx_Plassen	3130_aom	Habitatsleutel v5	NA
IV2019032207412009	HT31xx_Plassen	3130	Habitatsleutel v5	NA
IV2019032207412009	HT31xx_Plassen	3130_aom	Habitatsleutel v5	100
IV2019032207553802	HT31xx_Plassen	3130_aom	Habitatsleutel v5	NA
IV2019032208043073	HT31xx_Plassen	3130_aom	Habitatsleutel v5	NA
IV2019032208130149	HT31xx_Plassen	0	Habitatsleutel v5	NA
IV2019032208250968	HT31xx_Plassen	3130	Habitatsleutel v5	NA
IV2019032208250968	HT31xx_Plassen	3130_aom	Habitatsleutel v5	100
IV2019032208440327	HT31xx_Plassen	3130_aom	Habitatsleutel v5	NA
IV2019032209142179	HT31xx_Plassen	3130_aom	Habitatsleutel v5	NA
IV2019032209483432	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2019032209521527	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2019032210134158	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2019032210194886	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2019032210313625	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2019032210343644	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2019032211070430	HT31xx_Plassen	3130	Habitatsleutel v5	NA
IV2019032211070430	HT31xx_Plassen	3130_aom	Habitatsleutel v5	100
IV2019032211153225	HT31xx_Plassen	3130_aom	Habitatsleutel v5	NA
IV2019032212390115	HT31xx_Plassen	3160	Habitatsleutel v5	100
IV2019032212451080	HT31xx_Plassen	0	Habitatsleutel v5	NA
IV2019032213010390	HT31xx_Plassen	0	Habitatsleutel v5	NA
IV2019032213151422	HT31xx_Plassen	3160	Habitatsleutel v5	NA
IV2019032213465531	HT31xx_Plassen	3130	Habitatsleutel v5	NA
IV2019032213465531	HT31xx_Plassen	3130_aom	Habitatsleutel v5	95
IV2019032213465531	HT31xx_Plassen	3130_na	Habitatsleutel v5	5
IV2019032214170136	HT31xx_Plassen	3130_aom	Habitatsleutel v5	NA
IV2019032214183036	HT31xx_Plassen	3130_aom	Habitatsleutel v5	NA
IV2019032214183036	HT31xx_Plassen	3130_na	Habitatsleutel v5	NA
IV2019032214290663	HT31xx_Plassen	3130_aom	Habitatsleutel v5	NA
IV2019032214354335	HT31xx_Plassen	3130_aom	Habitatsleutel v5	NA
IV2019032214442243	HT31xx_Plassen	3130_aom	Habitatsleutel v5	NA
IV2019032214483677	HT31xx_Plassen	0	Habitatsleutel v5	NA
IV2019032712181179	HT31xx_Plassen	0	Habitatsleutel v5	NA
IV2019032712275633	HT31xx_Plassen	0	Habitatsleutel v5	NA
IV2019032909480960	HT31xx_Plassen	3160	Habitatsleutel v5	NA
IV2019032910010157	HT31xx_Plassen	3160	Habitatsleutel v5	NA
IV2019032910050195	HT31xx_Plassen	3160	Habitatsleutel v5	NA
IV2019032910281508	HT31xx_Plassen	7140_oli	Habitatsleutel v5	NA
IV2019032910331061	HT31xx_Plassen	3160	Habitatsleutel v5	NA
IV2019032910484813	HT31xx_Plassen	3160	Habitatsleutel v5	NA
IV2019032910553037	HT31xx_Plassen	4010	Habitatsleutel v5	NA
IV2019032910553037	HT31xx_Plassen	7140_oli	Habitatsleutel v5	NA
IV2019032911040587	HT31xx_Plassen	7140_oli	Habitatsleutel v5	NA
IV2019032911093433	HT31xx_Plassen	4010	Habitatsleutel v5	NA
IV2019032911171288	HT31xx_Plassen	4010	Habitatsleutel v5	NA
IV2019032911221570	HT31xx_Plassen	4010	Habitatsleutel v5	NA
IV2019032912120853	HT31xx_Plassen	3130_aom	Habitatsleutel v5	NA
IV2019032912380689	HT31xx_Plassen	3130_aom	Habitatsleutel v5	NA
IV2019032912380689	HT31xx_Plassen	3140	Habitatsleutel v5	NA
IV2019032912500670	HT31xx_Plassen	3130_aom	Habitatsleutel v5	NA
IV2019032912500670	HT31xx_Plassen	3130_na	Habitatsleutel v5	NA
IV2019032912500670	HT31xx_Plassen	3140	Habitatsleutel v5	NA
IV2019032913013985	HT31xx_Plassen	3130_aom	Habitatsleutel v5	NA
IV2019032913013985	HT31xx_Plassen	3130_na	Habitatsleutel v5	NA
IV2019032913013985	HT31xx_Plassen	3140	Habitatsleutel v5	NA
IV2019032913063545	HT31xx_Plassen	3130_aom	Habitatsleutel v5	NA
IV2019032913063545	HT31xx_Plassen	3130_na	Habitatsleutel v5	NA
IV2019032913063545	HT31xx_Plassen	3140	Habitatsleutel v5	NA
IV2019032913124439	HT31xx_Plassen	3130_aom	Habitatsleutel v5	NA
IV2019032913124439	HT31xx_Plassen	3130_na	Habitatsleutel v5	NA
IV2019032913124439	HT31xx_Plassen	3140	Habitatsleutel v5	NA
IV2019032913173584	HT31xx_Plassen	3130_aom	Habitatsleutel v5	NA
IV2019032913173584	HT31xx_Plassen	3130_na	Habitatsleutel v5	NA
IV2019032913173584	HT31xx_Plassen	3140	Habitatsleutel v5	NA
IV2019032913244180	HT31xx_Plassen	3130_aom	Habitatsleutel v5	NA
IV2019032913244180	HT31xx_Plassen	3130_na	Habitatsleutel v5	NA
IV2019032913244180	HT31xx_Plassen	3140	Habitatsleutel v5	NA
IV2019032913311085	HT31xx_Plassen	3130_aom	Habitatsleutel v5	NA
IV2019032913311085	HT31xx_Plassen	3130_na	Habitatsleutel v5	NA
IV2019040412570006	HT31xx_Plassen	3130_aom	Habitatsleutel v5	NA
IV2019040412570006	HT31xx_Plassen	3140	Habitatsleutel v5	NA
IV2019040413035030	HT31xx_Plassen	3140	Habitatsleutel v5	NA
IV2019040413082062	HT31xx_Plassen	3140	Habitatsleutel v5	NA
IV2019040507042207	HT31xx_Plassen	3130	Habitatsleutel v5	NA
IV2019040507042207	HT31xx_Plassen	3130_aom	Habitatsleutel v5	100
IV2019040507090514	HT31xx_Plassen	3130_aom	Habitatsleutel v5	NA
IV2019040507182048	HT31xx_Plassen	0	Habitatsleutel v5	NA
IV2019040507233401	HT31xx_Plassen	0	Habitatsleutel v5	NA
IV2019040507273051	HT31xx_Plassen	0	Habitatsleutel v5	NA
IV2019040507423724	HT31xx_Plassen	3130	Habitatsleutel v5	NA
IV2019040507423724	HT31xx_Plassen	3130_aom	Habitatsleutel v5	100
IV2019040507492768	HT31xx_Plassen	3130_aom	Habitatsleutel v5	NA
IV2019040508083377	HT31xx_Plassen	3130	Habitatsleutel v5	NA
IV2019040508083377	HT31xx_Plassen	3130_aom	Habitatsleutel v5	100
IV2019040508343922	HT31xx_Plassen	3130_aom	Habitatsleutel v5	NA
IV2019040509100422	HT31xx_Plassen	3130_aom	Habitatsleutel v5	NA
IV2019040509200908	HT31xx_Plassen	3130_aom	Habitatsleutel v5	NA
IV2019040509233803	HT31xx_Plassen	3130	Habitatsleutel v5	NA
IV2019040509233803	HT31xx_Plassen	3130_aom	Habitatsleutel v5	NA
IV2019040509383277	HT31xx_Plassen	3130_aom	Habitatsleutel v5	NA
IV2019040509463396	HT31xx_Plassen	0	Habitatsleutel v5	NA
IV2019040509555531	HT31xx_Plassen	3130_aom	Habitatsleutel v5	NA
IV2019040510032441	HT31xx_Plassen	0	Habitatsleutel v5	NA
IV2019040510165833	HT31xx_Plassen	0	Habitatsleutel v5	NA
IV2019040511245803	HT31xx_Plassen	3130	Habitatsleutel v5	NA
IV2019040511245803	HT31xx_Plassen	3130_aom	Habitatsleutel v5	NA
IV2019040511245803	HT31xx_Plassen	3160	Habitatsleutel v5	NA
IV2019040511414930	HT31xx_Plassen	3130_aom	Habitatsleutel v5	NA
IV2019040511414930	HT31xx_Plassen	3160	Habitatsleutel v5	NA
IV2019040511521564	HT31xx_Plassen	3130_aom	Habitatsleutel v5	NA
IV2019040511582965	HT31xx_Plassen	3130_aom	Habitatsleutel v5	NA
IV2019040512051723	HT31xx_Plassen	3130_aom	Habitatsleutel v5	NA
IV2019040512101723	HT31xx_Plassen	3130_aom	Habitatsleutel v5	NA
IV2019040512212614	HT31xx_Plassen	3130	Habitatsleutel v5	NA
IV2019040512212614	HT31xx_Plassen	3130_aom	Habitatsleutel v5	NA
IV2019040512504520	HT31xx_Plassen	3130_aom	Habitatsleutel v5	NA
IV2019040513114975	HT31xx_Plassen	3130_aom	Habitatsleutel v5	NA
IV2019040513250524	HT31xx_Plassen	3130_aom	Habitatsleutel v5	NA
IV2019040513325228	HT31xx_Plassen	3130_aom	Habitatsleutel v5	NA
IV2019040513444355	HT31xx_Plassen	3130_aom	Habitatsleutel v5	NA
IV2019040513542989	HT31xx_Plassen	3130_aom	Habitatsleutel v5	NA
IV2019040514043547	HT31xx_Plassen	3130_aom	Habitatsleutel v5	NA
IV2019040514092279	HT31xx_Plassen	3130_aom	Habitatsleutel v5	NA
IV2019041511310641	HT31xx_Plassen	3130	Habitatsleutel v5	NA
IV2019041511310641	HT31xx_Plassen	3130_aom	Habitatsleutel v5	NA
IV2019041511310641	HT31xx_Plassen	3160	Habitatsleutel v5	NA
IV2019041511462209	HT31xx_Plassen	3160	Habitatsleutel v5	NA
IV2019041511543724	HT31xx_Plassen	3130_aom	Habitatsleutel v5	NA
IV2019041511543724	HT31xx_Plassen	3160	Habitatsleutel v5	NA
IV2019041512063289	HT31xx_Plassen	3160	Habitatsleutel v5	NA
IV2019041512422872	HT31xx_Plassen	3130	Habitatsleutel v5	NA
IV2019041512422872	HT31xx_Plassen	3130_aom	Habitatsleutel v5	NA
IV2019041512511324	HT31xx_Plassen	3130_aom	Habitatsleutel v5	NA
IV2019041908074289	HT31xx_Plassen	0	Habitatsleutel v5	NA
IV2019041908184887	HT31xx_Plassen	0	Habitatsleutel v5	NA
IV2019041908291437	HT31xx_Plassen	0	Habitatsleutel v5	NA
IV2019041909025744	HT31xx_Plassen	3130	Habitatsleutel v5	NA
IV2019041909025744	HT31xx_Plassen	3130_aom	Habitatsleutel v5	NA
IV2019041909063217	HT31xx_Plassen	0	Habitatsleutel v5	NA
IV2019041909103912	HT31xx_Plassen	3130_aom	Habitatsleutel v5	NA
IV2019041909204041	HT31xx_Plassen	3130_aom	Habitatsleutel v5	NA
IV2019041909271389	HT31xx_Plassen	0	Habitatsleutel v5	NA
IV2019041909362801	HT31xx_Plassen	4010	Habitatsleutel v5	NA
IV2019042409264442	HT31xx_LSVI_StilstaandeWateren	3130_aom	Habitatsleutel v5	NA
IV2019042409415834	HT31xx_LSVI_StilstaandeWateren	3130_aom	Habitatsleutel v5	NA
IV2019042409550003	HT31xx_LSVI_StilstaandeWateren	3150	Habitatsleutel v5	NA
IV2019080910510887	HT31xx_LSVI_StilstaandeWateren	3130_aom	Habitatsleutel v5	NA
IV2019080912374366	HT31xx_LSVI_StilstaandeWateren	3130_aom	Habitatsleutel v5	NA
IV2019080912402364	HT31xx_LSVI_StilstaandeWateren	3140	Habitatsleutel v5	NA
IV2019080912472073	HT31xx_LSVI_StilstaandeWateren	3130_na	Habitatsleutel v5	NA
IV2019080912525522	HT31xx_LSVI_StilstaandeWateren	3130_na	Habitatsleutel v5	NA
IV2019080912572674	HT31xx_LSVI_StilstaandeWateren	3140	Habitatsleutel v5	NA
IV2019080913060672	HT31xx_LSVI_StilstaandeWateren	3130_na	Habitatsleutel v5	NA
IV2019080913170487	HT31xx_LSVI_StilstaandeWateren	3130_aom	Habitatsleutel v5	NA
IV2019080913204931	HT31xx_LSVI_StilstaandeWateren	3130_na	Habitatsleutel v5	NA
IV2019080913310713	HT31xx_LSVI_StilstaandeWateren	3130_aom	Habitatsleutel v5	NA
IV2019080913355919	HT31xx_LSVI_StilstaandeWateren	3130_na	Habitatsleutel v5	NA
IV2019080913390919	HT31xx_LSVI_StilstaandeWateren	3140	Habitatsleutel v5	NA
IV2019080913483666	HT31xx_LSVI_StilstaandeWateren	3130_aom	Habitatsleutel v5	NA
IV2019080913523810	HT31xx_LSVI_StilstaandeWateren	3130_na	Habitatsleutel v5	NA
IV2019080913571562	HT31xx_LSVI_StilstaandeWateren	3140	Habitatsleutel v5	NA
IV2019080914355110	HT31xx_LSVI_StilstaandeWateren	3130_aom	Habitatsleutel v5	NA
IV2019081913022712	HT31xx_Plassen	3130_aom	Habitatsleutel v5	5
IV2019081913355841	HT31xx_Plassen	3130	Habitatsleutel v5	NA
IV2019081913355841	HT31xx_Plassen	3130_aom	Habitatsleutel v5	NA
IV2019081914001475	HT31xx_Plassen	3130	Habitatsleutel v5	NA
IV2019081914001475	HT31xx_Plassen	3130_aom	Habitatsleutel v5	NA
IV2019081914060832	HT31xx_Plassen	3130	Habitatsleutel v5	NA
IV2019081914060832	HT31xx_Plassen	3130_aom	Habitatsleutel v5	NA
IV2019081914122073	HT31xx_Plassen	3130	Habitatsleutel v5	NA
IV2019081914122073	HT31xx_Plassen	3130_aom	Habitatsleutel v5	NA
IV2019081914171556	HT31xx_Plassen	3130	Habitatsleutel v5	NA
IV2019081914171556	HT31xx_Plassen	3130_aom	Habitatsleutel v5	NA
IV2019081914291656	HT31xx_Plassen	3130	Habitatsleutel v5	NA
IV2019081914291656	HT31xx_Plassen	3130_aom	Habitatsleutel v5	NA
IV2019082113000092	HT31xx_Plassen	-9	Habitatsleutel v5	1
IV2019082113430162	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2019082908240827	HT31xx_LSVI_StilstaandeWateren	3130_aom	Habitatsleutel v5	NA
IV2019082909514203	HT31xx_LSVI_StilstaandeWateren	3150	Habitatsleutel v5	NA
IV2019082909570134	HT31xx_LSVI_StilstaandeWateren	3150	Habitatsleutel v5	NA
IV2019082910082519	HT31xx_LSVI_StilstaandeWateren	3140	Habitatsleutel v5	NA
IV2019082910171726	HT31xx_LSVI_StilstaandeWateren	3130_aom	Habitatsleutel v5	NA
IV2019082910244478	HT31xx_LSVI_StilstaandeWateren	3130_na	Habitatsleutel v5	NA
IV2019082913333356	HT31xx_LSVI_StilstaandeWateren	3130_aom	Habitatsleutel v5	NA
IV2019082913384667	HT31xx_LSVI_StilstaandeWateren	3130_na	Habitatsleutel v5	NA
IV2019082913452312	HT31xx_LSVI_StilstaandeWateren	3130_na	Habitatsleutel v5	NA
IV2019082913504693	HT31xx_LSVI_StilstaandeWateren	3130_na	Habitatsleutel v5	NA
IV2019083014205073	HT31xx_LSVI_StilstaandeWateren	3130_aom	Habitatsleutel v5	NA
IV2019083014270835	HT31xx_LSVI_StilstaandeWateren	3150	Habitatsleutel v5	NA
IV2019091112000000	HT3260	3260	Habitatsleutel v5	NA
IV2019091112000001	HT3260	-9	Habitatsleutel v5	NA
IV2019091112000002	HT3260	3260	Habitatsleutel v5	NA
IV2019091112000003	HT3260	3260	Habitatsleutel v5	NA
IV2019091112000004	HT3260	3260	Habitatsleutel v5	NA
IV2019091112000005	HT3260	-9	Habitatsleutel v5	NA
IV2019091112000006	HT3260	-9	Habitatsleutel v5	NA
IV2019091112000007	HT3260	-9	Habitatsleutel v5	NA
IV2019091112000008	HT3260	-9	Habitatsleutel v5	NA
IV2019091112000009	HT3260	3260	Habitatsleutel v5	NA
IV2019091112000010	HT3260	-9	Habitatsleutel v5	NA
IV2019091112000011	HT3260	3260	Habitatsleutel v5	NA
IV2019091112000012	HT3260	-9	Habitatsleutel v5	NA
IV2019091112000013	HT3260	-9	Habitatsleutel v5	NA
IV2019091112000014	HT3260	-9	Habitatsleutel v5	NA
IV2019091112000015	HT3260	3260	Habitatsleutel v5	NA
IV2019091112000016	HT3260	3260	Habitatsleutel v5	NA
IV2019091112000017	HT3260	-9	Habitatsleutel v5	NA
IV2019091112000018	HT3260	-9	Habitatsleutel v5	NA
IV2019091112000019	HT3260	3260	Habitatsleutel v5	NA
IV2019091112000020	HT3260	3260	Habitatsleutel v5	NA
IV2019091112000021	HT3260	3260	Habitatsleutel v5	NA
IV2019091112000022	HT3260	-9	Habitatsleutel v5	NA
IV2019091112000023	HT3260	3260	Habitatsleutel v5	NA
IV2019091112000024	HT3260	-9	Habitatsleutel v5	NA
IV2019091112000025	HT3260	-9	Habitatsleutel v5	NA
IV2019091112000026	HT3260	-9	Habitatsleutel v5	NA
IV2019091112000027	HT3260	3260	Habitatsleutel v5	NA
IV2019091112000028	HT3260	3260	Habitatsleutel v5	NA
IV2019091112000029	HT3260	3260	Habitatsleutel v5	NA
IV2019091112000030	HT3260	-9	Habitatsleutel v5	NA
IV2019091112000031	HT3260	-9	Habitatsleutel v5	NA
IV2019091112000032	HT3260	0	Habitatsleutel v5	NA
IV2019091112000033	HT3260	0	Habitatsleutel v5	NA
IV2019091112000034	HT3260	-9	Habitatsleutel v5	NA
IV2019091112000035	HT3260	-9	Habitatsleutel v5	NA
IV2019091112000036	HT3260	-9	Habitatsleutel v5	NA
IV2019091112000037	HT3260	-9	Habitatsleutel v5	NA
IV2019091112000038	HT3260	-9	Habitatsleutel v5	NA
IV2019091112000039	HT3260	3260	Habitatsleutel v5	NA
IV2019091112000040	HT3260	3260	Habitatsleutel v5	NA
IV2019091112000041	HT3260	3260	Habitatsleutel v5	NA
IV2019091112000042	HT3260	3260	Habitatsleutel v5	NA
IV2019091112000043	HT3260	3260	Habitatsleutel v5	NA
IV2019091112000044	HT3260	3260	Habitatsleutel v5	NA
IV2019091112000045	HT3260	-9	Habitatsleutel v5	NA
IV2019091112000046	HT3260	3260	Habitatsleutel v5	NA
IV2019091314542904	HT31xx_Plassen	3130	Habitatsleutel v5	NA
IV2019091314542904	HT31xx_Plassen	3130_aom	Habitatsleutel v5	95
IV2019091314542904	HT31xx_Plassen	3130_na	Habitatsleutel v5	5
IV2019091315150597	HT31xx_Plassen	3130_aom	Habitatsleutel v5	NA
IV2019091315150597	HT31xx_Plassen	3130_na	Habitatsleutel v5	NA
IV2019091315214410	HT31xx_Plassen	3130_aom	Habitatsleutel v5	NA
IV2019091315283810	HT31xx_Plassen	3130_aom	Habitatsleutel v5	NA
IV2019091315401866	HT31xx_Plassen	3130_aom	Habitatsleutel v5	NA
IV2019091315443840	HT31xx_Plassen	3130_aom	Habitatsleutel v5	NA
IV2019100109113228	HT31xx_Plassen	3130	Habitatsleutel v5	NA
IV2019100109113228	HT31xx_Plassen	3130_aom	Habitatsleutel v5	1
IV2019100109113228	HT31xx_Plassen	3130_na	Habitatsleutel v5	99
IV2019100109270270	HT31xx_Plassen	3130_na	Habitatsleutel v5	NA
IV2019100109314912	HT31xx_Plassen	3130_aom	Habitatsleutel v5	NA
IV2019100109314912	HT31xx_Plassen	3130_na	Habitatsleutel v5	NA
IV2019100109391536	HT31xx_Plassen	3130_na	Habitatsleutel v5	NA
IV2019100109555886	HT31xx_Plassen	3130_na	Habitatsleutel v5	NA
IV2019100110023798	HT31xx_Plassen	0	Habitatsleutel v5	NA
IV2019100110082136	HT31xx_Plassen	0	Habitatsleutel v5	NA
IV2019100111311608	HT31xx_LSVI_StilstaandeWateren	3130_aom	Habitatsleutel v5	NA
IV2019100111354307	HT31xx_LSVI_StilstaandeWateren	3130_na	Habitatsleutel v5	NA
IV2019100111453143	HT31xx_LSVI_StilstaandeWateren	3130_aom	Habitatsleutel v5	NA
IV2019100111490964	HT31xx_LSVI_StilstaandeWateren	3140	Habitatsleutel v5	NA
IV2019100112032024	HT31xx_LSVI_StilstaandeWateren	3130_aom	Habitatsleutel v5	NA
IV2019100112075213	HT31xx_LSVI_StilstaandeWateren	3150	Habitatsleutel v5	NA
IV2019100112164262	HT31xx_LSVI_StilstaandeWateren	3130_aom	Habitatsleutel v5	NA
IV2019100112171755	HT31xx_LSVI_StilstaandeWateren	3130_na	Habitatsleutel v5	NA
IV2019100406581958	HT31xx_LSVI_StilstaandeWateren	3130_na	Habitatsleutel v5	NA
IV2019100407044021	HT31xx_LSVI_StilstaandeWateren	3130_aom	Habitatsleutel v5	NA
IV2019100407101015	HT31xx_LSVI_StilstaandeWateren	3150	Habitatsleutel v5	NA
IV2019100407203298	HT31xx_LSVI_StilstaandeWateren	3130_aom	Habitatsleutel v5	NA
IV2019100407263017	HT31xx_LSVI_StilstaandeWateren	3130_na	Habitatsleutel v5	NA
IV2019100407370381	HT31xx_LSVI_StilstaandeWateren	3130_na	Habitatsleutel v5	NA
IV2019100407480939	HT31xx_Plassen	3130	Habitatsleutel v5	NA
IV2019100407480939	HT31xx_Plassen	3130_aom	Habitatsleutel v5	30
IV2019100407480939	HT31xx_Plassen	3130_na	Habitatsleutel v5	70
IV2019100407512913	HT31xx_Plassen	3130_aom	Habitatsleutel v5	NA
IV2019100407512913	HT31xx_Plassen	3130_na	Habitatsleutel v5	NA
IV2019100407591602	HT31xx_Plassen	3130_aom	Habitatsleutel v5	NA
IV2019100407591602	HT31xx_Plassen	3130_na	Habitatsleutel v5	NA
IV2019100408112885	HT31xx_Plassen	3130_aom	Habitatsleutel v5	NA
IV2019100408235378	HT31xx_Plassen	4010	Habitatsleutel v5	NA
IV2019100408313061	HT31xx_Plassen	3130_aom	Habitatsleutel v5	NA
IV2019100409062908	HT31xx_Plassen	0	Habitatsleutel v5	NA
IV2019100409145198	HT31xx_Plassen	3130_aom	Habitatsleutel v5	NA
IV2019100409145198	HT31xx_Plassen	3130_na	Habitatsleutel v5	NA
IV2019100409240047	HT31xx_Plassen	3130_na	Habitatsleutel v5	NA
IV2019100409460942	HT31xx_Plassen	0	Habitatsleutel v5	NA
IV2019100409485318	HT31xx_Plassen	3130_na	Habitatsleutel v5	NA
IV2019100409554498	HT31xx_Plassen	0	Habitatsleutel v5	NA
IV2019100907053224	HT31xx_Plassen	3130	Habitatsleutel v5	NA
IV2019100907053224	HT31xx_Plassen	3130_aom	Habitatsleutel v5	NA
IV2019100907123546	HT31xx_Plassen	3130_aom	Habitatsleutel v5	NA
IV2019100907224868	HT31xx_Plassen	3130_aom	Habitatsleutel v5	NA
IV2019100907333385	HT31xx_Plassen	3130_aom	Habitatsleutel v5	NA
IV2019100907384907	HT31xx_Plassen	3130_aom	Habitatsleutel v5	NA
IV2019100907494106	HT31xx_Plassen	3130_aom	Habitatsleutel v5	NA
IV2019100907550540	HT31xx_Plassen	0	Habitatsleutel v5	NA
IV2019100907592026	HT31xx_Plassen	3130_aom	Habitatsleutel v5	NA
IV2019101805241428	HT31xx_Plassen	3130	Habitatsleutel v5	NA
IV2019101805241428	HT31xx_Plassen	3130_na	Habitatsleutel v5	100
IV2019101805290263	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2019101805332735	HT31xx_Plassen	3130_na	Habitatsleutel v5	NA
IV2019101806055802	HT31xx_Plassen	0	Habitatsleutel v5	NA
IV2019101806313088	HT31xx_Plassen	3130	Habitatsleutel v5	NA
IV2019101806313088	HT31xx_Plassen	3130_na	Habitatsleutel v5	90
IV2019101806313088	HT31xx_Plassen	3140	Habitatsleutel v5	10
IV2019101806415077	HT31xx_Plassen	0	Habitatsleutel v5	NA
IV2019101806472410	HT31xx_Plassen	3130_na	Habitatsleutel v5	NA
IV2019101806503866	HT31xx_Plassen	3130_na	Habitatsleutel v5	NA
IV2019101806503866	HT31xx_Plassen	3140	Habitatsleutel v5	NA
IV2019101806555570	HT31xx_Plassen	3130_na	Habitatsleutel v5	NA
IV2019101807172500	HT31xx_Plassen	3130_na	Habitatsleutel v5	NA
IV2019101807342663	HT31xx_Plassen	3130_na	Habitatsleutel v5	NA
IV2019102407550337	HT31xx_Plassen	3130	Habitatsleutel v5	NA
IV2019102407550337	HT31xx_Plassen	3130_na	Habitatsleutel v5	NA
IV2019102407592466	HT31xx_Plassen	0	Habitatsleutel v5	NA
IV2019102408060104	HT31xx_Plassen	0	Habitatsleutel v5	NA
IV2019102408113228	HT31xx_Plassen	0	Habitatsleutel v5	NA
IV2019102408290583	HT31xx_Plassen	0	Habitatsleutel v5	NA
IV2019102408403895	HT31xx_Plassen	0	Habitatsleutel v5	NA
IV2019102408453639	HT31xx_Plassen	3130_na	Habitatsleutel v5	NA
IV2019102808413406	HT31xx_Plassen	3130	Habitatsleutel v5	NA
IV2019102808413406	HT31xx_Plassen	3130_aom	Habitatsleutel v5	NA
IV2019102808465155	HT31xx_Plassen	0	Habitatsleutel v5	NA
IV2019102808520091	HT31xx_Plassen	0	Habitatsleutel v5	NA
IV2019102808562772	HT31xx_Plassen	3130_aom	Habitatsleutel v5	NA
IV2019102809005996	HT31xx_Plassen	3130_aom	Habitatsleutel v5	NA
IV2019102809211168	HT31xx_Plassen	3130_aom	Habitatsleutel v5	NA
IV2019102809425961	HT31xx_Plassen	3130_aom	Habitatsleutel v5	NA
IV2019102809490617	HT31xx_Plassen	0	Habitatsleutel v5	NA
IV2019102908040675	HT31xx_LSVI_StilstaandeWateren	3140	Habitatsleutel v5	NA
IV2019102908381915	HT31xx_LSVI_StilstaandeWateren	3130_aom	Habitatsleutel v5	NA
IV2019102909140237	HT31xx_LSVI_StilstaandeWateren	3130_aom	Habitatsleutel v5	NA
IV2019102909351981	HT31xx_LSVI_StilstaandeWateren	3130_na	Habitatsleutel v5	NA
IV2019102914171224	HT31xx_LSVI_StilstaandeWateren	3140	Habitatsleutel v5	NA
IV2019102914251364	HT31xx_LSVI_StilstaandeWateren	3130_na	Habitatsleutel v5	NA
IV2019102914385814	HT31xx_LSVI_StilstaandeWateren	3130_aom	Habitatsleutel v5	NA
IV2019102914495301	HT31xx_LSVI_StilstaandeWateren	3130_na	Habitatsleutel v5	NA
IV2019102915313847	HT31xx_LSVI_StilstaandeWateren	3150	Habitatsleutel v5	NA
IV2019102915495051	HT31xx_LSVI_StilstaandeWateren	3150	Habitatsleutel v5	NA
IV2019102915560298	HT31xx_LSVI_StilstaandeWateren	-9	Habitatsleutel v5	NA
IV2019102916003956	HT31xx_LSVI_StilstaandeWateren	3140	Habitatsleutel v5	NA
IV2019102916032344	HT31xx_LSVI_StilstaandeWateren	3150	Habitatsleutel v5	NA
IV2019102916072782	HT31xx_LSVI_StilstaandeWateren	3150	Habitatsleutel v5	NA
IV2019102916124425	HT31xx_LSVI_StilstaandeWateren	3130_aom	Habitatsleutel v5	NA
IV2019103009284472	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2019103009351621	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2019103009401530	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2019103009520361	HT31xx_Plassen	rbbmr	Habitatsleutel v5	NA
