survey	recording_givid	user_reference	var_code	var	value	value_numeric	is_below_LOQ	is_above_LOQ	is_numeric	unit	value_description
HT31xx_LSVI_StilstaandeWateren	IV2021103012423456	LI_HEU_001_3160_15	diept	diepteklasse	0-2m	NA	0	0	0	class	0 - < 2m
HT31xx_LSVI_StilstaandeWateren	IV2021103012423456	LI_HEU_001_3160_15	Eutro	eutrofiëring	2	2	0	0	1	%	NA
HT31xx_LSVI_StilstaandeWateren	IV2021103012423456	LI_HEU_001_3160_15	helde	helderheid	gboz	NA	0	0	0	class	Vrij helder, geen bodemzicht
HT31xx_LSVI_StilstaandeWateren	IV2021103012423456	LI_HEU_001_3160_15	helde	helderheid	humuz	NA	0	0	0	class	Gekleurd door humuszuren
HT31xx_LSVI_StilstaandeWateren	IV2021103012423456	LI_HEU_001_3160_15	horst	horizontalestructuur	1m2	NA	0	0	0	class	<= 1m²
HT31xx_LSVI_StilstaandeWateren	IV2021103012423456	LI_HEU_001_3160_15	Invas	invasieve exoten	0	0	0	0	1	%	NA
HT31xx_LSVI_StilstaandeWateren	IV2021103012423456	LI_HEU_001_3160_15	diepte_max	maximale diepte	1,5	1.5	0	0	1	m	NA
HT31xx_LSVI_StilstaandeWateren	IV2021103012423456	LI_HEU_001_3160_15	peil	peil	norm	NA	0	0	0	class	Normaal
HT31xx_LSVI_StilstaandeWateren	IV2021103012423456	LI_HEU_001_3160_15	7140o	rechtstreeks contact 7140_oli (3160)	nee	NA	0	0	0	class	rechtstreeks contact 7140_oli (3160)
HT31xx_LSVI_StilstaandeWateren	IV2021103012423456	LI_HEU_001_3160_15	Schom	schommeling winter/zomer	0,2	0.2	0	0	1	m	NA
HT31xx_LSVI_StilstaandeWateren	IV2021103012423456	LI_HEU_001_3160_15	Secch	secchi-diepte	0,6	0.6	0	0	1	m	NA
HT31xx_LSVI_StilstaandeWateren	IV2021103012423456	LI_HEU_001_3160_15	SleSo	sleutelsoorten	0-x-1	0.5	0	0	1	%	NA
HT31xx_LSVI_StilstaandeWateren	IV2021103012423456	LI_HEU_001_3160_15	Vgras	vergrassing	0-x-1	0.5	0	0	1	%	NA
HT31xx_LSVI_StilstaandeWateren	IV2021103012423456	LI_HEU_001_3160_15	Vzuur	verzuring	4	4	0	0	1	%	NA
HT31xx_LSVI_StilstaandeWateren	IV2021103012423456	LI_HEU_001_3160_15	VZuSS	verzuring_3160	2	2	0	0	1	%	NA
HT31xx_LSVI_StilstaandeWateren	IV2021110111053005	LI_MLV_004_3130a_14	Helo	bedekking helofyten	45	45	0	0	1	%	NA
HT31xx_LSVI_StilstaandeWateren	IV2021110111053005	LI_MLV_004_3130a_14	boom	boom	2xho	NA	0	0	0	class	< 2x hoogte van bomen
HT31xx_LSVI_StilstaandeWateren	IV2021110111053005	LI_MLV_004_3130a_14	Seccd	diepte van secchibepaling	0,75	0.75	0	0	1	m	NA
HT31xx_LSVI_StilstaandeWateren	IV2021110111053005	LI_MLV_004_3130a_14	diept	diepteklasse	0-2m	NA	0	0	0	class	0 - < 2m
HT31xx_LSVI_StilstaandeWateren	IV2021110111053005	LI_MLV_004_3130a_14	Eutro	eutrofiëring	0-x-1	0.5	0	0	1	%	NA
HT31xx_LSVI_StilstaandeWateren	IV2021110111053005	LI_MLV_004_3130a_14	helde	helderheid	bozi	NA	0	0	0	class	Bodemzicht
HT31xx_LSVI_StilstaandeWateren	IV2021110111053005	LI_MLV_004_3130a_14	horst	horizontalestructuur	g10m²	NA	0	0	0	class	>= 10m²
HT31xx_LSVI_StilstaandeWateren	IV2021110111053005	LI_MLV_004_3130a_14	Invas	invasieve exoten	0	0	0	0	1	%	NA
HT31xx_LSVI_StilstaandeWateren	IV2021110111053005	LI_MLV_004_3130a_14	diepte_max	maximale diepte	0,75	0.75	0	0	1	m	NA
HT31xx_LSVI_StilstaandeWateren	IV2021110111053005	LI_MLV_004_3130a_14	peil	peil	norm	NA	0	0	0	class	Normaal
HT31xx_LSVI_StilstaandeWateren	IV2021110111053005	LI_MLV_004_3130a_14	Schom	schommeling winter/zomer	0,35	0.35	0	0	1	m	NA
HT31xx_LSVI_StilstaandeWateren	IV2021110111053005	LI_MLV_004_3130a_14	Secch	secchi-diepte	0,75	0.75	0	0	1	m	NA
HT31xx_LSVI_StilstaandeWateren	IV2021110111053005	LI_MLV_004_3130a_14	SleSo	sleutelsoorten	35	35	0	0	1	%	NA
HT31xx_LSVI_StilstaandeWateren	IV2021110111053005	LI_MLV_004_3130a_14	Vgras	vergrassing	0-x-1	0.5	0	0	1	%	NA
HT31xx_LSVI_StilstaandeWateren	IV2021110111053005	LI_MLV_004_3130a_14	Vzuur	verzuring	0-x-1	0.5	0	0	1	%	NA
HT31xx_LSVI_StilstaandeWateren	IV2021110111420298	LI_MLV_003_3130a_14	Helo	bedekking helofyten	90	90	0	0	1	%	NA
HT31xx_LSVI_StilstaandeWateren	IV2021110111420298	LI_MLV_003_3130a_14	boom	boom	2xho	NA	0	0	0	class	< 2x hoogte van bomen
HT31xx_LSVI_StilstaandeWateren	IV2021110111420298	LI_MLV_003_3130a_14	Seccd	diepte van secchibepaling	0,8	0.8	0	0	1	m	NA
HT31xx_LSVI_StilstaandeWateren	IV2021110111420298	LI_MLV_003_3130a_14	diept	diepteklasse	0-2m	NA	0	0	0	class	0 - < 2m
HT31xx_LSVI_StilstaandeWateren	IV2021110111420298	LI_MLV_003_3130a_14	Eutro	eutrofiëring	5	5	0	0	1	%	NA
HT31xx_LSVI_StilstaandeWateren	IV2021110111420298	LI_MLV_003_3130a_14	helde	helderheid	bozi	NA	0	0	0	class	Bodemzicht
HT31xx_LSVI_StilstaandeWateren	IV2021110111420298	LI_MLV_003_3130a_14	horst	horizontalestructuur	g10m²	NA	0	0	0	class	>= 10m²
HT31xx_LSVI_StilstaandeWateren	IV2021110111420298	LI_MLV_003_3130a_14	Invas	invasieve exoten	0	0	0	0	1	%	NA
HT31xx_LSVI_StilstaandeWateren	IV2021110111420298	LI_MLV_003_3130a_14	diepte_max	maximale diepte	0,8	0.8	0	0	1	m	NA
HT31xx_LSVI_StilstaandeWateren	IV2021110111420298	LI_MLV_003_3130a_14	peil	peil	norm	NA	0	0	0	class	Normaal
HT31xx_LSVI_StilstaandeWateren	IV2021110111420298	LI_MLV_003_3130a_14	Schom	schommeling winter/zomer	0,2	0.2	0	0	1	m	NA
HT31xx_LSVI_StilstaandeWateren	IV2021110111420298	LI_MLV_003_3130a_14	Secch	secchi-diepte	0,8	0.8	0	0	1	m	NA
HT31xx_LSVI_StilstaandeWateren	IV2021110111420298	LI_MLV_003_3130a_14	SleSo	sleutelsoorten	30	30	0	0	1	%	NA
HT31xx_LSVI_StilstaandeWateren	IV2021110111420298	LI_MLV_003_3130a_14	Vgras	vergrassing	0-x-1	0.5	0	0	1	%	NA
HT31xx_LSVI_StilstaandeWateren	IV2021110111420298	LI_MLV_003_3130a_14	Vzuur	verzuring	0-x-1	0.5	0	0	1	%	NA
HT31xx_LSVI_StilstaandeWateren	IV2021110112004579	LI_MLV_003_3130n_14	Helo	bedekking helofyten	90	90	0	0	1	%	NA
HT31xx_LSVI_StilstaandeWateren	IV2021110112004579	LI_MLV_003_3130n_14	boom	boom	2xho	NA	0	0	0	class	< 2x hoogte van bomen
HT31xx_LSVI_StilstaandeWateren	IV2021110112004579	LI_MLV_003_3130n_14	Seccd	diepte van secchibepaling	0,8	0.8	0	0	1	m	NA
HT31xx_LSVI_StilstaandeWateren	IV2021110112004579	LI_MLV_003_3130n_14	diept	diepteklasse	0-2m	NA	0	0	0	class	0 - < 2m
HT31xx_LSVI_StilstaandeWateren	IV2021110112004579	LI_MLV_003_3130n_14	Eutro	eutrofiëring	3	3	0	0	1	%	NA
HT31xx_LSVI_StilstaandeWateren	IV2021110112004579	LI_MLV_003_3130n_14	helde	helderheid	bozi	NA	0	0	0	class	Bodemzicht
HT31xx_LSVI_StilstaandeWateren	IV2021110112004579	LI_MLV_003_3130n_14	horst	horizontalestructuur	10m2	NA	0	0	0	class	> 1m& - < 10m²
HT31xx_LSVI_StilstaandeWateren	IV2021110112004579	LI_MLV_003_3130n_14	Invas	invasieve exoten	0	0	0	0	1	%	NA
HT31xx_LSVI_StilstaandeWateren	IV2021110112004579	LI_MLV_003_3130n_14	HabVl	opgaande vegetatie > 15 cm	80	80	0	0	1	%	NA
HT31xx_LSVI_StilstaandeWateren	IV2021110112004579	LI_MLV_003_3130n_14	peil	peil	norm	NA	0	0	0	class	Normaal
HT31xx_LSVI_StilstaandeWateren	IV2021110112004579	LI_MLV_003_3130n_14	Schom	schommeling winter/zomer	0,2	0.2	0	0	1	m	NA
HT31xx_LSVI_StilstaandeWateren	IV2021110112004579	LI_MLV_003_3130n_14	Secch	secchi-diepte	0,8	0.8	0	0	1	m	NA
HT31xx_LSVI_StilstaandeWateren	IV2021110112004579	LI_MLV_003_3130n_14	SleSo	sleutelsoorten	1	1	0	0	1	%	NA
HT31xx_LSVI_StilstaandeWateren	IV2021110112004579	LI_MLV_003_3130n_14	Vgras	vergrassing	0-x-1	0.5	0	0	1	%	NA
HT31xx_LSVI_StilstaandeWateren	IV2021110112004579	LI_MLV_003_3130n_14	Vzuur	verzuring	0-x-1	0.5	0	0	1	%	NA
HT31xx_LSVI_StilstaandeWateren	IV2021110113293506	VB_VIE_004_3130a_15	Helo	bedekking helofyten	20	20	0	0	1	%	NA
HT31xx_LSVI_StilstaandeWateren	IV2021110113293506	VB_VIE_004_3130a_15	boom	boom	m2xho	NA	0	0	0	class	>= 2x hoogte van bomen
HT31xx_LSVI_StilstaandeWateren	IV2021110113293506	VB_VIE_004_3130a_15	Seccd	diepte van secchibepaling	1,5	1.5	0	0	1	m	NA
HT31xx_LSVI_StilstaandeWateren	IV2021110113293506	VB_VIE_004_3130a_15	diept	diepteklasse	0-2m	NA	0	0	0	class	0 - < 2m
HT31xx_LSVI_StilstaandeWateren	IV2021110113293506	VB_VIE_004_3130a_15	Eutro	eutrofiëring	80	80	0	0	1	%	NA
HT31xx_LSVI_StilstaandeWateren	IV2021110113293506	VB_VIE_004_3130a_15	helde	helderheid	bozi	NA	0	0	0	class	Bodemzicht
HT31xx_LSVI_StilstaandeWateren	IV2021110113293506	VB_VIE_004_3130a_15	horst	horizontalestructuur	10m2	NA	0	0	0	class	> 1m& - < 10m²
HT31xx_LSVI_StilstaandeWateren	IV2021110113293506	VB_VIE_004_3130a_15	Invas	invasieve exoten	0	0	0	0	1	%	NA
HT31xx_LSVI_StilstaandeWateren	IV2021110113293506	VB_VIE_004_3130a_15	diepte_max	maximale diepte	1,5	1.5	0	0	1	m	NA
HT31xx_LSVI_StilstaandeWateren	IV2021110113293506	VB_VIE_004_3130a_15	peil	peil	norm	NA	0	0	0	class	Normaal
HT31xx_LSVI_StilstaandeWateren	IV2021110113293506	VB_VIE_004_3130a_15	Schom	schommeling winter/zomer	0,2	0.2	0	0	1	m	NA
HT31xx_LSVI_StilstaandeWateren	IV2021110113293506	VB_VIE_004_3130a_15	Secch	secchi-diepte	1,5	1.5	0	0	1	m	NA
HT31xx_LSVI_StilstaandeWateren	IV2021110113293506	VB_VIE_004_3130a_15	SleSo	sleutelsoorten	1	1	0	0	1	%	NA
HT31xx_LSVI_StilstaandeWateren	IV2021110113293506	VB_VIE_004_3130a_15	Vgras	vergrassing	0-x-1	0.5	0	0	1	%	NA
HT31xx_LSVI_StilstaandeWateren	IV2021110113293506	VB_VIE_004_3130a_15	Vzuur	verzuring	0	0	0	0	1	%	NA
HT31xx_LSVI_StilstaandeWateren	IV2021110114014007	LI_MLV_006_3130n_14	boom	boom	m2xho	NA	0	0	0	class	>= 2x hoogte van bomen
HT31xx_LSVI_StilstaandeWateren	IV2021110114014007	LI_MLV_006_3130n_14	Seccd	diepte van secchibepaling	1	1	0	0	1	m	NA
HT31xx_LSVI_StilstaandeWateren	IV2021110114014007	LI_MLV_006_3130n_14	diept	diepteklasse	0-2m	NA	0	0	0	class	0 - < 2m
HT31xx_LSVI_StilstaandeWateren	IV2021110114014007	LI_MLV_006_3130n_14	Eutro	eutrofiëring	30	30	0	0	1	%	NA
HT31xx_LSVI_StilstaandeWateren	IV2021110114014007	LI_MLV_006_3130n_14	helde	helderheid	fytog	NA	0	0	0	class	Gekleurd door fytoplankton - groen
HT31xx_LSVI_StilstaandeWateren	IV2021110114014007	LI_MLV_006_3130n_14	helde	helderheid	trand	NA	0	0	0	class	Troebel anders
HT31xx_LSVI_StilstaandeWateren	IV2021110114014007	LI_MLV_006_3130n_14	horst	horizontalestructuur	10m2	NA	0	0	0	class	> 1m& - < 10m²
HT31xx_LSVI_StilstaandeWateren	IV2021110114014007	LI_MLV_006_3130n_14	Invas	invasieve exoten	2	2	0	0	1	%	NA
HT31xx_LSVI_StilstaandeWateren	IV2021110114014007	LI_MLV_006_3130n_14	diepte_max	maximale diepte	1	1	0	0	1	m	NA
HT31xx_LSVI_StilstaandeWateren	IV2021110114014007	LI_MLV_006_3130n_14	HabVl	opgaande vegetatie > 15 cm	2	2	0	0	1	%	NA
HT31xx_LSVI_StilstaandeWateren	IV2021110114014007	LI_MLV_006_3130n_14	peil	peil	norm	NA	0	0	0	class	Normaal
HT31xx_LSVI_StilstaandeWateren	IV2021110114014007	LI_MLV_006_3130n_14	Schom	schommeling winter/zomer	0,3	0.3	0	0	1	m	NA
HT31xx_LSVI_StilstaandeWateren	IV2021110114014007	LI_MLV_006_3130n_14	Secch	secchi-diepte	0,3	0.3	0	0	1	m	NA
HT31xx_LSVI_StilstaandeWateren	IV2021110114014007	LI_MLV_006_3130n_14	SleSo	sleutelsoorten	3	3	0	0	1	%	NA
HT31xx_LSVI_StilstaandeWateren	IV2021110114014007	LI_MLV_006_3130n_14	Vgras	vergrassing	0	0	0	0	1	%	NA
HT31xx_LSVI_StilstaandeWateren	IV2021110114014007	LI_MLV_006_3130n_14	Vzuur	verzuring	0-x-1	0.5	0	0	1	%	NA
HT31xx_LSVI_StilstaandeWateren	IV2021110115180432	LI_TEU_002_3130a_14	Helo	bedekking helofyten	15	15	0	0	1	%	NA
HT31xx_LSVI_StilstaandeWateren	IV2021110115180432	LI_TEU_002_3130a_14	boom	boom	booev	NA	0	0	0	class	bomen tot op de oever
HT31xx_LSVI_StilstaandeWateren	IV2021110115180432	LI_TEU_002_3130a_14	Seccd	diepte van secchibepaling	0,8	0.8	0	0	1	m	NA
HT31xx_LSVI_StilstaandeWateren	IV2021110115180432	LI_TEU_002_3130a_14	diept	diepteklasse	0-2m	NA	0	0	0	class	0 - < 2m
HT31xx_LSVI_StilstaandeWateren	IV2021110115180432	LI_TEU_002_3130a_14	Eutro	eutrofiëring	0-x-1	0.5	0	0	1	%	NA
HT31xx_LSVI_StilstaandeWateren	IV2021110115180432	LI_TEU_002_3130a_14	helde	helderheid	bozi	NA	0	0	0	class	Bodemzicht
HT31xx_LSVI_StilstaandeWateren	IV2021110115180432	LI_TEU_002_3130a_14	horst	horizontalestructuur	g10m²	NA	0	0	0	class	>= 10m²
HT31xx_LSVI_StilstaandeWateren	IV2021110115180432	LI_TEU_002_3130a_14	Invas	invasieve exoten	0	0	0	0	1	%	NA
HT31xx_LSVI_StilstaandeWateren	IV2021110115180432	LI_TEU_002_3130a_14	diepte_max	maximale diepte	0,8	0.8	0	0	1	m	NA
HT31xx_LSVI_StilstaandeWateren	IV2021110115180432	LI_TEU_002_3130a_14	peil	peil	norm	NA	0	0	0	class	Normaal
HT31xx_LSVI_StilstaandeWateren	IV2021110115180432	LI_TEU_002_3130a_14	Schom	schommeling winter/zomer	0,1	0.1	0	0	1	m	NA
HT31xx_LSVI_StilstaandeWateren	IV2021110115180432	LI_TEU_002_3130a_14	Secch	secchi-diepte	0,8	0.8	0	0	1	m	NA
HT31xx_LSVI_StilstaandeWateren	IV2021110115180432	LI_TEU_002_3130a_14	SleSo	sleutelsoorten	50	50	0	0	1	%	NA
HT31xx_LSVI_StilstaandeWateren	IV2021110115180432	LI_TEU_002_3130a_14	Vgras	vergrassing	0-x-1	0.5	0	0	1	%	NA
HT31xx_LSVI_StilstaandeWateren	IV2021110115180432	LI_TEU_002_3130a_14	Vzuur	verzuring	50	50	0	0	1	%	NA
HT31xx_LSVI_StilstaandeWateren	IV2021110115274417	LI_TEU_002_3160_14	boom	boom	booev	NA	0	0	0	class	bomen tot op de oever
HT31xx_LSVI_StilstaandeWateren	IV2021110115274417	LI_TEU_002_3160_14	Seccd	diepte van secchibepaling	0,8	0.8	0	0	1	m	NA
HT31xx_LSVI_StilstaandeWateren	IV2021110115274417	LI_TEU_002_3160_14	diept	diepteklasse	0-2m	NA	0	0	0	class	0 - < 2m
HT31xx_LSVI_StilstaandeWateren	IV2021110115274417	LI_TEU_002_3160_14	Eutro	eutrofiëring	0-x-1	0.5	0	0	1	%	NA
HT31xx_LSVI_StilstaandeWateren	IV2021110115274417	LI_TEU_002_3160_14	helde	helderheid	bozi	NA	0	0	0	class	Bodemzicht
HT31xx_LSVI_StilstaandeWateren	IV2021110115274417	LI_TEU_002_3160_14	Invas	invasieve exoten	0	0	0	0	1	%	NA
HT31xx_LSVI_StilstaandeWateren	IV2021110115274417	LI_TEU_002_3160_14	diepte_max	maximale diepte	0,8	0.8	0	0	1	m	NA
HT31xx_LSVI_StilstaandeWateren	IV2021110115274417	LI_TEU_002_3160_14	peil	peil	norm	NA	0	0	0	class	Normaal
HT31xx_LSVI_StilstaandeWateren	IV2021110115274417	LI_TEU_002_3160_14	7140o	rechtstreeks contact 7140_oli (3160)	nee	NA	0	0	0	class	rechtstreeks contact 7140_oli (3160)
HT31xx_LSVI_StilstaandeWateren	IV2021110115274417	LI_TEU_002_3160_14	Schom	schommeling winter/zomer	0,1	0.1	0	0	1	m	NA
HT31xx_LSVI_StilstaandeWateren	IV2021110115274417	LI_TEU_002_3160_14	Secch	secchi-diepte	0,8	0.8	0	0	1	m	NA
HT31xx_LSVI_StilstaandeWateren	IV2021110115274417	LI_TEU_002_3160_14	SleSo	sleutelsoorten	30	30	0	0	1	%	NA
HT31xx_LSVI_StilstaandeWateren	IV2021110115274417	LI_TEU_002_3160_14	Vgras	vergrassing	0-x-1	0.5	0	0	1	%	NA
HT31xx_LSVI_StilstaandeWateren	IV2021110115274417	LI_TEU_002_3160_14	Vzuur	verzuring	15	15	0	0	1	%	NA
HT31xx_LSVI_StilstaandeWateren	IV2021110115274417	LI_TEU_002_3160_14	VZuSS	verzuring_3160	0-x-1	0.5	0	0	1	%	NA
HT31xx_LSVI_StilstaandeWateren	IV2021110115572301	LI_VZB_003_3130a_14	Helo	bedekking helofyten	50	50	0	0	1	%	NA
HT31xx_LSVI_StilstaandeWateren	IV2021110115572301	LI_VZB_003_3130a_14	boom	boom	m2xho	NA	0	0	0	class	>= 2x hoogte van bomen
HT31xx_LSVI_StilstaandeWateren	IV2021110115572301	LI_VZB_003_3130a_14	diept	diepteklasse	0-2m	NA	0	0	0	class	0 - < 2m
HT31xx_LSVI_StilstaandeWateren	IV2021110115572301	LI_VZB_003_3130a_14	Eutro	eutrofiëring	55	55	0	0	1	%	NA
HT31xx_LSVI_StilstaandeWateren	IV2021110115572301	LI_VZB_003_3130a_14	horst	horizontalestructuur	10m2	NA	0	0	0	class	> 1m& - < 10m²
HT31xx_LSVI_StilstaandeWateren	IV2021110115572301	LI_VZB_003_3130a_14	Invas	invasieve exoten	0	0	0	0	1	%	NA
HT31xx_LSVI_StilstaandeWateren	IV2021110115572301	LI_VZB_003_3130a_14	diepte_max	maximale diepte	0	0	0	0	1	m	NA
HT31xx_LSVI_StilstaandeWateren	IV2021110115572301	LI_VZB_003_3130a_14	peil	peil	droog	NA	0	0	0	class	Droogstaand (groot deel)
HT31xx_LSVI_StilstaandeWateren	IV2021110115572301	LI_VZB_003_3130a_14	SleSo	sleutelsoorten	2	2	0	0	1	%	NA
HT31xx_LSVI_StilstaandeWateren	IV2021110115572301	LI_VZB_003_3130a_14	Vgras	vergrassing	15	15	0	0	1	%	NA
HT31xx_LSVI_StilstaandeWateren	IV2021110115572301	LI_VZB_003_3130a_14	Vzuur	verzuring	35	35	0	0	1	%	NA
HT31xx_LSVI_StilstaandeWateren	IV2021110116483324	LI_MLV_015_3130a_14	Helo	bedekking helofyten	40	40	0	0	1	%	NA
HT31xx_LSVI_StilstaandeWateren	IV2021110116483324	LI_MLV_015_3130a_14	boom	boom	m2xho	NA	0	0	0	class	>= 2x hoogte van bomen
HT31xx_LSVI_StilstaandeWateren	IV2021110116483324	LI_MLV_015_3130a_14	Seccd	diepte van secchibepaling	0,6	0.6	0	0	1	m	NA
HT31xx_LSVI_StilstaandeWateren	IV2021110116483324	LI_MLV_015_3130a_14	diept	diepteklasse	0-2m	NA	0	0	0	class	0 - < 2m
HT31xx_LSVI_StilstaandeWateren	IV2021110116483324	LI_MLV_015_3130a_14	Eutro	eutrofiëring	30	30	0	0	1	%	NA
HT31xx_LSVI_StilstaandeWateren	IV2021110116483324	LI_MLV_015_3130a_14	helde	helderheid	bozi	NA	0	0	0	class	Bodemzicht
HT31xx_LSVI_StilstaandeWateren	IV2021110116483324	LI_MLV_015_3130a_14	horst	horizontalestructuur	10m2	NA	0	0	0	class	> 1m& - < 10m²
HT31xx_LSVI_StilstaandeWateren	IV2021110116483324	LI_MLV_015_3130a_14	Invas	invasieve exoten	20	20	0	0	1	%	NA
HT31xx_LSVI_StilstaandeWateren	IV2021110116483324	LI_MLV_015_3130a_14	diepte_max	maximale diepte	0,6	0.6	0	0	1	m	NA
HT31xx_LSVI_StilstaandeWateren	IV2021110116483324	LI_MLV_015_3130a_14	peil	peil	ulaag	NA	0	0	0	class	Uitzonderlijk laag
HT31xx_LSVI_StilstaandeWateren	IV2021110116483324	LI_MLV_015_3130a_14	Schom	schommeling winter/zomer	0,5	0.5	0	0	1	m	NA
HT31xx_LSVI_StilstaandeWateren	IV2021110116483324	LI_MLV_015_3130a_14	Secch	secchi-diepte	0,6	0.6	0	0	1	m	NA
HT31xx_LSVI_StilstaandeWateren	IV2021110116483324	LI_MLV_015_3130a_14	SleSo	sleutelsoorten	10	10	0	0	1	%	NA
HT31xx_LSVI_StilstaandeWateren	IV2021110116483324	LI_MLV_015_3130a_14	Vgras	vergrassing	0	0	0	0	1	%	NA
HT31xx_LSVI_StilstaandeWateren	IV2021110116483324	LI_MLV_015_3130a_14	Vzuur	verzuring	1	1	0	0	1	%	NA
HT31xx_LSVI_StilstaandeWateren	IV2021110117063289	LI_MLV_015_3130n_14	boom	boom	m2xho	NA	0	0	0	class	>= 2x hoogte van bomen
HT31xx_LSVI_StilstaandeWateren	IV2021110117063289	LI_MLV_015_3130n_14	Seccd	diepte van secchibepaling	0,6	0.6	0	0	1	m	NA
HT31xx_LSVI_StilstaandeWateren	IV2021110117063289	LI_MLV_015_3130n_14	diept	diepteklasse	0-2m	NA	0	0	0	class	0 - < 2m
HT31xx_LSVI_StilstaandeWateren	IV2021110117063289	LI_MLV_015_3130n_14	Eutro	eutrofiëring	20	20	0	0	1	%	NA
HT31xx_LSVI_StilstaandeWateren	IV2021110117063289	LI_MLV_015_3130n_14	helde	helderheid	bozi	NA	0	0	0	class	Bodemzicht
HT31xx_LSVI_StilstaandeWateren	IV2021110117063289	LI_MLV_015_3130n_14	horst	horizontalestructuur	g10m²	NA	0	0	0	class	>= 10m²
HT31xx_LSVI_StilstaandeWateren	IV2021110117063289	LI_MLV_015_3130n_14	Invas	invasieve exoten	20	20	0	0	1	%	NA
HT31xx_LSVI_StilstaandeWateren	IV2021110117063289	LI_MLV_015_3130n_14	diepte_max	maximale diepte	0,6	0.6	0	0	1	m	NA
HT31xx_LSVI_StilstaandeWateren	IV2021110117063289	LI_MLV_015_3130n_14	HabVl	opgaande vegetatie > 15 cm	15	15	0	0	1	%	NA
HT31xx_LSVI_StilstaandeWateren	IV2021110117063289	LI_MLV_015_3130n_14	peil	peil	ulaag	NA	0	0	0	class	Uitzonderlijk laag
HT31xx_LSVI_StilstaandeWateren	IV2021110117063289	LI_MLV_015_3130n_14	Schom	schommeling winter/zomer	0,5	0.5	0	0	1	m	NA
HT31xx_LSVI_StilstaandeWateren	IV2021110117063289	LI_MLV_015_3130n_14	Secch	secchi-diepte	0,6	0.6	0	0	1	m	NA
HT31xx_LSVI_StilstaandeWateren	IV2021110117063289	LI_MLV_015_3130n_14	SleSo	sleutelsoorten	30	30	0	0	1	%	NA
HT31xx_LSVI_StilstaandeWateren	IV2021110117063289	LI_MLV_015_3130n_14	Vgras	vergrassing	0	0	0	0	1	%	NA
HT31xx_LSVI_StilstaandeWateren	IV2021110117063289	LI_MLV_015_3130n_14	Vzuur	verzuring	1	1	0	0	1	%	NA
HT31xx_LSVI_StilstaandeWateren	IV2021110117385166	AN_LAN_006_3130a_14	Helo	bedekking helofyten	40	40	0	0	1	%	NA
HT31xx_LSVI_StilstaandeWateren	IV2021110117385166	AN_LAN_006_3130a_14	boom	boom	booev	NA	0	0	0	class	bomen tot op de oever
HT31xx_LSVI_StilstaandeWateren	IV2021110117385166	AN_LAN_006_3130a_14	Seccd	diepte van secchibepaling	1,4	1.4	0	0	1	m	NA
HT31xx_LSVI_StilstaandeWateren	IV2021110117385166	AN_LAN_006_3130a_14	diept	diepteklasse	0-2m	NA	0	0	0	class	0 - < 2m
HT31xx_LSVI_StilstaandeWateren	IV2021110117385166	AN_LAN_006_3130a_14	Eutro	eutrofiëring	20	20	0	0	1	%	NA
HT31xx_LSVI_StilstaandeWateren	IV2021110117385166	AN_LAN_006_3130a_14	helde	helderheid	humuz	NA	0	0	0	class	Gekleurd door humuszuren
HT31xx_LSVI_StilstaandeWateren	IV2021110117385166	AN_LAN_006_3130a_14	helde	helderheid	trand	NA	0	0	0	class	Troebel anders
HT31xx_LSVI_StilstaandeWateren	IV2021110117385166	AN_LAN_006_3130a_14	horst	horizontalestructuur	g10m²	NA	0	0	0	class	>= 10m²
HT31xx_LSVI_StilstaandeWateren	IV2021110117385166	AN_LAN_006_3130a_14	Invas	invasieve exoten	0-x-1	0.5	0	0	1	%	NA
HT31xx_LSVI_StilstaandeWateren	IV2021110117385166	AN_LAN_006_3130a_14	diepte_max	maximale diepte	1,9	1.9	0	0	1	m	NA
HT31xx_LSVI_StilstaandeWateren	IV2021110117385166	AN_LAN_006_3130a_14	peil	peil	norm	NA	0	0	0	class	Normaal
HT31xx_LSVI_StilstaandeWateren	IV2021110117385166	AN_LAN_006_3130a_14	Schom	schommeling winter/zomer	0,45	0.45	0	0	1	m	NA
HT31xx_LSVI_StilstaandeWateren	IV2021110117385166	AN_LAN_006_3130a_14	Secch	secchi-diepte	0,8	0.8	0	0	1	m	NA
HT31xx_LSVI_StilstaandeWateren	IV2021110117385166	AN_LAN_006_3130a_14	SleSo	sleutelsoorten	35	35	0	0	1	%	NA
HT31xx_LSVI_StilstaandeWateren	IV2021110117385166	AN_LAN_006_3130a_14	Vgras	vergrassing	0-x-1	0.5	0	0	1	%	NA
HT31xx_LSVI_StilstaandeWateren	IV2021110117385166	AN_LAN_006_3130a_14	Vzuur	verzuring	0	0	0	0	1	%	NA
HT31xx_LSVI_StilstaandeWateren	IV2021110118102324	VB_VIE_002_3150_14	Helo	bedekking helofyten	15	15	0	0	1	%	NA
HT31xx_LSVI_StilstaandeWateren	IV2021110118102324	VB_VIE_002_3150_14	Seccd	diepte van secchibepaling	1,40	1.4	0	0	1	m	NA
HT31xx_LSVI_StilstaandeWateren	IV2021110118102324	VB_VIE_002_3150_14	diept	diepteklasse	0-2m	NA	0	0	0	class	0 - < 2m
HT31xx_LSVI_StilstaandeWateren	IV2021110118102324	VB_VIE_002_3150_14	Eutro	eutrofiëring	60	60	0	0	1	%	NA
