ID	Habitattype	Versie	Kwaliteitsniveau	Status	Aggregatiemethode	Index_min_min	Index_min_harm	Index_harm_harm
IV2024101009270487	3130_aom	Versie 3	1	0	RapportageHR	-0.742857142857143	-0.583742116327961	-0.30332230646259
IV2024101009301586	3110	Versie 3	1	0	RapportageHR	-1	-1	-1
IV2024101009350936	3150	Versie 3	1	0	RapportageHR	-0.9505	-0.867877623344873	-0.766670393734766
IV2024101010441028	3160	Versie 3	1	0	RapportageHR	-1	-1	-1
IV2024101015582200	3160	Versie 3	1	0	RapportageHR	-1	-1	-1
IV2024101016063497	3110	Versie 3	1	0	RapportageHR	-1	-1	-1
IV2024101016224661	3160	Versie 3	1	1	RapportageHR	-0.5	-0.0526315789473685	-0.0186316432498473
IV2024101107401086	3130_aom	Versie 3	1	1	RapportageHR	-0.333333333333333	-0.0497256065836321	0.05323047915
IV2024101108161509	3110	Versie 3	1	0	RapportageHR	-1	-1	-1
IV2024101108222189	3130_na	Versie 3	1	1	RapportageHR	-1	-1	-1
IV2024101108265001	3130_aom	Versie 3	1	1	RapportageHR	-0.666666666666667	-0.318157028849825	-0.291683101340082
IV2024101408050323	3160	Versie 3	1	0	RapportageHR	-0.5	-0.227722772277228	-0.0910795606750602
IV2024101409542202	3160	Versie 3	1	0	RapportageHR	-1	-1	-1
IV2024101411070526	3160	Versie 3	1	0	RapportageHR	-1	-1	-1
IV2024101411311396	3160	Versie 3	1	0	RapportageHR	-1	-1	-1
IV2024101413031672	3130_na	Versie 3	1	0	RapportageHR	-1	-1	-1
IV2024101413215183	3130_aom	Versie 3	1	0	RapportageHR	-1	-1	-1
IV2024101413430988	3160	Versie 3	1	0	RapportageHR	-1	-1	-1
IV2024101715543169	3130_aom	Versie 3	1	0	RapportageHR	-1	-1	-1
IV2024101807292581	3160	Versie 3	1	0	RapportageHR	-1	-1	-1
IV2024101809401953	3160	Versie 3	1	0	RapportageHR	-1	-1	-1
IV2024101810110298	3130_aom	Versie 3	1	0	RapportageHR	-0.714285714285714	-0.601642710472279	-0.538655553020021
IV2024101810330737	3130_na	Versie 3	1	0	RapportageHR	-1	-1	-1
IV2024101810420614	3150	Versie 3	1	1	RapportageHR	-0.5	-0.210493080039994	-0.138736204595359
IV2024101810484847	3130_aom	Versie 3	1	0	RapportageHR	-1	-1	-1
IV2024101810573793	3160	Versie 3	1	0	RapportageHR	-1	-1	-1
IV2024101811014113	3130_aom	Versie 3	1	0	RapportageHR	-1	-1	-1
IV2024101812524683	3130_na	Versie 3	1	0	RapportageHR	-1	-1	-1
IV2024101812580212	3130_na	Versie 3	1	0	RapportageHR	-1	-1	-1
IV2024101813485494	3140	Versie 3	1	0	RapportageHR	-0.844444444444444	-0.634204275534442	-0.400068316218143
IV2024101813564711	3160	Versie 3	1	0	RapportageHR	-1	-1	-1
IV2024101814082924	3160	Versie 3	1	0	RapportageHR	-1	-1	-1
IV2024101814121171	3160	Versie 3	1	0	RapportageHR	-1	-1	-1
IV2024102107481869	3130_na	Versie 3	1	0	RapportageHR	-1	-1	-1
IV2024102108005683	3140	Versie 3	1	0	RapportageHR	-0.9505	-0.862095122839937	-0.743323400555957
IV2024102108121045	3140	Versie 3	1	0	RapportageHR	-1	-1	-1
IV2024102109520408	3130_aom	Versie 3	1	0	RapportageHR	-0.45	-0.306070692661278	-0.140738101746338
IV2024102111335446	3130_aom	Versie 3	1	0	RapportageHR	-1	-1	-1
IV2024102113043866	3130_aom	Versie 3	1	0	RapportageHR	-0.666666666666667	-0.571428571428571	-0.452494700431453
IV2024102113082142	3130_na	Versie 3	1	0	RapportageHR	-1	-1	-1
IV2024102113110695	3140	Versie 3	1	0	RapportageHR	-0.9505	-0.865878950107647	-0.80250602766463
IV2024102113193779	3130_aom	Versie 3	1	0	RapportageHR	-0.9505	-0.919359218028781	-0.837215675527542
IV2024102113232608	3160	Versie 3	1	0	RapportageHR	-1	-1	-1
IV2024102115013502	3130_na	Versie 3	1	0	RapportageHR	-1	-1	-1
IV2024102115133564	3130_aom	Versie 3	1	0	RapportageHR	-1	-1	-1
IV2024102115233855	3130_na	Versie 3	1	0	RapportageHR	-1	-1	-1
IV2024102115490522	3160	Versie 3	1	0	RapportageHR	-1	-1	-1
IV2024102115573343	3130_na	Versie 3	1	0	RapportageHR	-1	-1	-1
IV2024102116015327	3130_aom	Versie 3	1	0	RapportageHR	-0.666666666666667	-0.484819957637091	-0.404983937733049
IV2024102916145910	3130_na	Versie 3	1	0	RapportageHR	-1	-1	-1
IV2024102916211971	3130_aom	Versie 3	1	0	RapportageHR	-0.45	-0.306070692661278	-0.158738496562213
IV2024102916273348	3130_aom	Versie 3	1	0	RapportageHR	-0.45	-0.0714604734256364	0.111551771409189
IV2024102916363975	3130_na	Versie 3	1	0	RapportageHR	-1	-1	-1
IV2024103007214333	3160	Versie 3	1	0	RapportageHR	-0.0333333333333333	0.285081240768094	0.515487157467406
IV2024103007275411	3130_na	Versie 3	1	0	RapportageHR	-1	-1	-1
IV2024103007363138	3140	Versie 3	1	0	RapportageHR	-0.9505	-0.864877161055505	-0.755849976077307
IV2024103007415234	3130_na	Versie 3	1	0	RapportageHR	-1	-1	-1
IV2024103007510788	3130_aom	Versie 3	1	0	RapportageHR	-1	-1	-1
IV2024103011243475	3130_aom	Versie 3	1	0	RapportageHR	-0.142857142857143	-0.0324867099822799	0.0390257672518799
IV2024103011385514	3140	Versie 3	1	0	RapportageHR	-0.285714285714286	0.032871972318339	0.191020662170814
IV2024103011443885	3130_na	Versie 3	1	0	RapportageHR	-1	-1	-1
IV2024103011501464	3160	Versie 3	1	0	RapportageHR	-1	-1	-1
IV2024103013174404	3150	Versie 3	1	0	RapportageHR	-1	-1	-1
IV2024103013230064	3150	Versie 3	1	0	RapportageHR	-0.45	-0.277256201725825	-0.166651399337381
IV2024103013483911	3130_aom	Versie 3	1	1	RapportageHR	-0.666666666666667	-0.30959801538661	-0.292201423404842
IV2024103013531318	3160	Versie 3	1	1	RapportageHR	0	0.487179487179487	0.492521994134897
IV2024103109505276	3130_aom	Versie 3	1	0	RapportageHR	-1	-1	-1
IV2024103109575023	3130_na	Versie 3	1	0	RapportageHR	-1	-1	-1
IV2024103111323262	3160	Versie 3	1	1	RapportageHR	-0.5	-0.0823529411764705	-0.046195652173913
IV2024103111373637	3160	Versie 3	1	0	RapportageHR	-1	-1	-1
IV2024103113012908	2190_a	Versie 3	1	0	RapportageHR	-0.799999999999999	-0.542372881355931	-0.0618108920815218
IV2024103113162816	3150	Versie 3	1	0	RapportageHR	-0.5	-0.298610209118067	-0.257155657446085
IV2024103113221143	3140	Versie 3	1	0	RapportageHR	-0.00950475237618809	0.299018466381106	0.56628065860811
IV2024103113260929	3130_aom	Versie 3	1	0	RapportageHR	-1	-1	-1
IV2024103113440448	3150	Versie 3	1	0	RapportageHR	-0.5	-0.391324841939153	-0.25661951762133
IV2024103113472220	3140	Versie 3	1	0	RapportageHR	-1	-1	-1
IV2024110408002650	3150	Versie 3	1	0	RapportageHR	-0.5	-0.211431643117311	-0.119300443555456
IV2024110408043212	3140	Versie 3	1	0	RapportageHR	-1	-1	-1
IV2024110408093124	3130_na	Versie 3	1	0	RapportageHR	-1	-1	-1
IV2024112010420092	3140	Versie 3	1	0	RapportageHR	-0.45	-0.0971210163059918	0.212361181083656
IV2024120314123342	3130_aom	Versie 3	1	0	RapportageHR	-0.666666666666667	-0.421347131197394	-0.332768762456014
IV2024120314351026	3130_na	Versie 3	1	0	RapportageHR	-1	-1	-1
IV2024120315580665	3130_aom	Versie 3	1	0	RapportageHR	-0.666666666666667	-0.543252595155709	-0.417932386085252
IV2024120316140532	3160	Versie 3	1	1	RapportageHR	-0.5	-0.0526315789473685	-0.0186316432498473
IV2024120317285656	3160	Versie 3	1	0	RapportageHR	-1	-1	-1
IV2024120317370208	3130_aom	Versie 3	1	0	RapportageHR	-0.666666666666667	-0.535211267605634	-0.485651481407
IV2024120317531856	3140	Versie 3	1	0	RapportageHR	-0.499749874937469	-0.0905894281308942	0.203109960779076
IV2024120415205432	3130_aom	Versie 3	1	0	RapportageHR	-1	-1	-1
IV2024120415323809	3160	Versie 3	1	0	RapportageHR	-1	-1	-1
IV2024120415492353	3160	Versie 3	1	0	RapportageHR	-1	-1	-1
IV2024120415554368	3130_na	Versie 3	1	0	RapportageHR	-1	-1	-1
IV2024120416170638	3160	Versie 3	1	0	RapportageHR	-0.5	-0.232	-0.106514994829369
IV2024120416172354	3130_aom	Versie 3	1	0	RapportageHR	-1	-1	-1
IV2024120416303103	3150	Versie 3	1	0	RapportageHR	-1	-1	-1
IV2024120416361179	3130_aom	Versie 3	1	0	RapportageHR	-0.985714285714286	-0.959902794653706	-0.894012292810721
IV2024120508334531	3140	Versie 3	1	0	RapportageHR	-1	-1	-1
IV2024120509335207	3140	Versie 3	1	0	RapportageHR	-1	-1	-1
IV2024120509470854	3140	Versie 3	1	0	RapportageHR	-1	-1	-1
IV2024120511231676	3150	Versie 3	1	0	RapportageHR	-1	-1	-1
IV2024120511541167	3130_aom	Versie 3	1	0	RapportageHR	-1	-1	-1
IV2024120511591169	3160	Versie 3	1	0	RapportageHR	-1	-1	-1
IV2024120512114733	3150	Versie 3	1	0	RapportageHR	-1	-1	-1
IV2024120512353957	3150	Versie 3	1	0	RapportageHR	-0.0695347673836919	0.0436339112300941	0.205116225620441
IV2024120513293756	3150	Versie 3	1	0	RapportageHR	-0.5	-0.377942388390531	-0.302295838481665
IV2024120514454832	3160	Versie 3	1	0	RapportageHR	-1	-1	-1
IV2024120514543681	3160	Versie 3	1	0	RapportageHR	-1	-1	-1
IV2024120615501766	3140	Versie 3	1	0	RapportageHR	-1	-1	-1
IV2024121809142613	3140	Versie 3	1	0	RapportageHR	-0.0195097548774387	0.293249501197974	0.525053163601835
IV2024121811134796	3140	Versie 3	1	0	RapportageHR	-1	-1	-1
IV2025011010231480	3140	Versie 3	1	1	RapportageHR	-1	-1	-1
IV2025020510013881	3140	Versie 3	1	1	RapportageHR	0.25025	0.525547816360771	0.64954120048728
IV2025020511071869	3150	Versie 3	1	0	RapportageHR	-0.5	-0.211431643117311	-0.133791687237541
IV2025020511155513	3140	Versie 3	1	0	RapportageHR	-0.00450225112556278	0.301878420235927	0.482230872286267
