"";"survey";"recording_givid";"name";"phenology_code";"species_cover_code";"species_cover";"scale"
"2876";"HT31xx_LSVI_StilstaandeWateren";"IV2019100407370381";"Eleocharis acicularis (L.) Roem. et Schult.";"-";"o";3;"Tansley Meren"
"2877";"HT31xx_LSVI_StilstaandeWateren";"IV2019100407370381";"Eleocharis ovata (Roth) Roem. et Schult.";"-";"r";1;"Tansley Meren"
"2878";"HT31xx_LSVI_StilstaandeWateren";"IV2019100407370381";"Juncus bulbosus L.";"-";"o";3;"Tansley Meren"
"2879";"HT31xx_LSVI_StilstaandeWateren";"IV2019102908040675";"Ceratophyllum";"-";"o";3;"Tansley Meren"
"2880";"HT31xx_LSVI_StilstaandeWateren";"IV2019102908040675";"Glyceria fluitans (L.) R. Brown";"-";"o";3;"Tansley Meren"
"2881";"HT31xx_LSVI_StilstaandeWateren";"IV2019102908040675";"Draadwier";"-";"f";7;"Tansley Meren"
"2882";"HT31xx_LSVI_StilstaandeWateren";"IV2019102908040675";"Elodea nuttallii (Planch.) St John";"-";"f";7;"Tansley Meren"
"2883";"HT31xx_LSVI_StilstaandeWateren";"IV2019102908040675";"Chara contraria A. Braun ex Kütz.";"-";"f";7;"Tansley Meren"
"2884";"HT31xx_LSVI_StilstaandeWateren";"IV2019102908040675";"Nitellopsis obtusa (Desv.) J. Groves";"-";"o";3;"Tansley Meren"
"2885";"HT31xx_LSVI_StilstaandeWateren";"IV2019102908381915";"Agrostis stolonifera L.";"-";"f";7;"Tansley Meren"
"2886";"HT31xx_LSVI_StilstaandeWateren";"IV2019102908381915";"Bidens";"-";"o";3;"Tansley Meren"
"2887";"HT31xx_LSVI_StilstaandeWateren";"IV2019102908381915";"Ceratophyllum";"-";"f";7;"Tansley Meren"
"2888";"HT31xx_LSVI_StilstaandeWateren";"IV2019102908381915";"Glyceria fluitans (L.) R. Brown";"-";"r";1;"Tansley Meren"
"2889";"HT31xx_LSVI_StilstaandeWateren";"IV2019102908381915";"Juncus effusus L.";"-";"o";3;"Tansley Meren"
"2890";"HT31xx_LSVI_StilstaandeWateren";"IV2019102908381915";"Molinia caerulea (L.) Moench";"-";"o";3;"Tansley Meren"
"2891";"HT31xx_LSVI_StilstaandeWateren";"IV2019102908381915";"Myriophyllum spicatum L.";"-";"f";7;"Tansley Meren"
"2892";"HT31xx_LSVI_StilstaandeWateren";"IV2019102908381915";"Polygonum hydropiper L.";"-";"o";3;"Tansley Meren"
"2893";"HT31xx_LSVI_StilstaandeWateren";"IV2019102908381915";"Typha";"-";"o";3;"Tansley Meren"
"2894";"HT31xx_LSVI_StilstaandeWateren";"IV2019102908381915";"Draadwier";"-";"f";7;"Tansley Meren"
"2895";"HT31xx_LSVI_StilstaandeWateren";"IV2019102908381915";"Crassula helmsii (T. Kirk) Cock.";"-";"f";7;"Tansley Meren"
"2896";"HT31xx_LSVI_StilstaandeWateren";"IV2019102908381915";"Myriophyllum heterophyllum Michaux";"-";"d";87;"Tansley Meren"
"2897";"HT31xx_LSVI_StilstaandeWateren";"IV2019102908381915";"Scirpus fluitans L.";"-";"f";7;"Tansley Meren"
"2898";"HT31xx_LSVI_StilstaandeWateren";"IV2019102908381915";"Juncus bulbosus L.";"-";"f";7;"Tansley Meren"
"2899";"HT31xx_LSVI_StilstaandeWateren";"IV2019102909140237";"Agrostis stolonifera L.";"-";"f";7;"Tansley Meren"
"2900";"HT31xx_LSVI_StilstaandeWateren";"IV2019102909140237";"Bidens";"-";"f";7;"Tansley Meren"
"2901";"HT31xx_LSVI_StilstaandeWateren";"IV2019102909140237";"Glyceria fluitans (L.) R. Brown";"-";"o";3;"Tansley Meren"
"2902";"HT31xx_LSVI_StilstaandeWateren";"IV2019102909140237";"Juncus effusus L.";"-";"f";7;"Tansley Meren"
"2903";"HT31xx_LSVI_StilstaandeWateren";"IV2019102909140237";"Molinia caerulea (L.) Moench";"-";"o";3;"Tansley Meren"
"2904";"HT31xx_LSVI_StilstaandeWateren";"IV2019102909140237";"Polygonum hydropiper L.";"-";"o";3;"Tansley Meren"
"2905";"HT31xx_LSVI_StilstaandeWateren";"IV2019102909140237";"Typha";"-";"f";7;"Tansley Meren"
"2906";"HT31xx_LSVI_StilstaandeWateren";"IV2019102909140237";"Draadwier";"-";"o";3;"Tansley Meren"
"2907";"HT31xx_LSVI_StilstaandeWateren";"IV2019102909140237";"Crassula helmsii (T. Kirk) Cock.";"-";"f";7;"Tansley Meren"
"2908";"HT31xx_LSVI_StilstaandeWateren";"IV2019102909140237";"Littorella uniflora (L.) Aschers.";"-";"f";7;"Tansley Meren"
"2909";"HT31xx_LSVI_StilstaandeWateren";"IV2019102909140237";"Juncus bulbosus L.";"-";"f";7;"Tansley Meren"
"2910";"HT31xx_LSVI_StilstaandeWateren";"IV2019102909140237";"Sphagnum";"-";"o";3;"Tansley Meren"
"2911";"HT31xx_LSVI_StilstaandeWateren";"IV2019102909140237";"Warnstorfia fluitans (Hedw.) Loeske";"-";"f";7;"Tansley Meren"
"2912";"HT31xx_LSVI_StilstaandeWateren";"IV2019102909351981";"Agrostis stolonifera L.";"-";"f";7;"Tansley Meren"
"2913";"HT31xx_LSVI_StilstaandeWateren";"IV2019102909351981";"Bidens";"-";"o";3;"Tansley Meren"
"2914";"HT31xx_LSVI_StilstaandeWateren";"IV2019102909351981";"Glyceria fluitans (L.) R. Brown";"-";"o";3;"Tansley Meren"
"2915";"HT31xx_LSVI_StilstaandeWateren";"IV2019102909351981";"Juncus effusus L.";"-";"f";7;"Tansley Meren"
"2916";"HT31xx_LSVI_StilstaandeWateren";"IV2019102909351981";"Molinia caerulea (L.) Moench";"-";"o";3;"Tansley Meren"
"2917";"HT31xx_LSVI_StilstaandeWateren";"IV2019102909351981";"Polygonum hydropiper L.";"-";"o";3;"Tansley Meren"
"2918";"HT31xx_LSVI_StilstaandeWateren";"IV2019102909351981";"Typha";"-";"f";7;"Tansley Meren"
"2919";"HT31xx_LSVI_StilstaandeWateren";"IV2019102909351981";"Crassula helmsii (T. Kirk) Cock.";"-";"f";7;"Tansley Meren"
"2920";"HT31xx_LSVI_StilstaandeWateren";"IV2019102909351981";"Elatine hexandra (Lapierre) DC.";"-";"f";7;"Tansley Meren"
"2921";"HT31xx_LSVI_StilstaandeWateren";"IV2019102909351981";"Eleocharis acicularis (L.) Roem. et Schult.";"-";"f";7;"Tansley Meren"
"2922";"HT31xx_LSVI_StilstaandeWateren";"IV2019102909351981";"Juncus bulbosus L.";"-";"f";7;"Tansley Meren"
"2923";"HT31xx_LSVI_StilstaandeWateren";"IV2019102909351981";"Sphagnum";"-";"o";3;"Tansley Meren"
"2924";"HT31xx_LSVI_StilstaandeWateren";"IV2019102914171224";"Glyceria maxima (Hartm.) Holmberg";"-";"f";7;"Tansley Meren"
"2925";"HT31xx_LSVI_StilstaandeWateren";"IV2019102914171224";"Draadwier";"-";"r";1;"Tansley Meren"
"2926";"HT31xx_LSVI_StilstaandeWateren";"IV2019102914171224";"Chara contraria A. Braun ex Kütz.";"-";"o";3;"Tansley Meren"
"2927";"HT31xx_LSVI_StilstaandeWateren";"IV2019102914251364";"Agrostis stolonifera L.";"-";"r";1;"Tansley Meren"
"2928";"HT31xx_LSVI_StilstaandeWateren";"IV2019102914251364";"Bidens";"-";"f";7;"Tansley Meren"
"2929";"HT31xx_LSVI_StilstaandeWateren";"IV2019102914251364";"Glyceria maxima (Hartm.) Holmberg";"-";"f";7;"Tansley Meren"
"2930";"HT31xx_LSVI_StilstaandeWateren";"IV2019102914251364";"Juncus effusus L.";"-";"f";7;"Tansley Meren"
"2931";"HT31xx_LSVI_StilstaandeWateren";"IV2019102914251364";"Lythrum salicaria L.";"-";"f";7;"Tansley Meren"
"2932";"HT31xx_LSVI_StilstaandeWateren";"IV2019102914251364";"Polygonum hydropiper L.";"-";"f";7;"Tansley Meren"
"2933";"HT31xx_LSVI_StilstaandeWateren";"IV2019102914251364";"Typha";"-";"f";7;"Tansley Meren"
"2934";"HT31xx_LSVI_StilstaandeWateren";"IV2019102914251364";"Eleocharis acicularis (L.) Roem. et Schult.";"-";"f";7;"Tansley Meren"
"2935";"HT31xx_LSVI_StilstaandeWateren";"IV2019102914385814";"Agrostis stolonifera L.";"-";"f";7;"Tansley Meren"
"2936";"HT31xx_LSVI_StilstaandeWateren";"IV2019102914385814";"Bidens";"-";"f";7;"Tansley Meren"
"2937";"HT31xx_LSVI_StilstaandeWateren";"IV2019102914385814";"Calamagrostis canescens (Weber) Roth";"-";"r";1;"Tansley Meren"
"2938";"HT31xx_LSVI_StilstaandeWateren";"IV2019102914385814";"Juncus effusus L.";"-";"a";30;"Tansley Meren"
"2939";"HT31xx_LSVI_StilstaandeWateren";"IV2019102914385814";"Lythrum salicaria L.";"-";"o";3;"Tansley Meren"
"2940";"HT31xx_LSVI_StilstaandeWateren";"IV2019102914385814";"Molinia caerulea (L.) Moench";"-";"r";1;"Tansley Meren"
"2941";"HT31xx_LSVI_StilstaandeWateren";"IV2019102914385814";"Polygonum hydropiper L.";"-";"o";3;"Tansley Meren"
"2942";"HT31xx_LSVI_StilstaandeWateren";"IV2019102914385814";"Typha";"-";"r";1;"Tansley Meren"
"2943";"HT31xx_LSVI_StilstaandeWateren";"IV2019102914385814";"Lemna";"-";"f";7;"Tansley Meren"
"2944";"HT31xx_LSVI_StilstaandeWateren";"IV2019102914385814";"Draadwier";"-";"f";7;"Tansley Meren"
"2945";"HT31xx_LSVI_StilstaandeWateren";"IV2019102914385814";"Lemna minuta Humb., Bonpl. et Kunth";"-";"o";3;"Tansley Meren"
"2946";"HT31xx_LSVI_StilstaandeWateren";"IV2019102914385814";"Potamogeton polygonifolius Pourr.";"-";"f";7;"Tansley Meren"
"2947";"HT31xx_LSVI_StilstaandeWateren";"IV2019102914385814";"Scirpus fluitans L.";"-";"o";3;"Tansley Meren"
"2948";"HT31xx_LSVI_StilstaandeWateren";"IV2019102914385814";"Juncus bulbosus L.";"-";"f";7;"Tansley Meren"
"2949";"HT31xx_LSVI_StilstaandeWateren";"IV2019102914385814";"Sphagnum";"-";"f";7;"Tansley Meren"
"2950";"HT31xx_LSVI_StilstaandeWateren";"IV2019102914385814";"Drepanocladus fluitans (Hedw.) Warnst.";"-";"f";7;"Tansley Meren"
"2951";"HT31xx_LSVI_StilstaandeWateren";"IV2019102914495301";"Agrostis stolonifera L.";"-";"f";7;"Tansley Meren"
"2952";"HT31xx_LSVI_StilstaandeWateren";"IV2019102914495301";"Bidens";"-";"f";7;"Tansley Meren"
"2953";"HT31xx_LSVI_StilstaandeWateren";"IV2019102914495301";"Calamagrostis canescens (Weber) Roth";"-";"r";1;"Tansley Meren"
"2954";"HT31xx_LSVI_StilstaandeWateren";"IV2019102914495301";"Juncus effusus L.";"-";"a";30;"Tansley Meren"
"2955";"HT31xx_LSVI_StilstaandeWateren";"IV2019102914495301";"Lythrum salicaria L.";"-";"o";3;"Tansley Meren"
"2956";"HT31xx_LSVI_StilstaandeWateren";"IV2019102914495301";"Molinia caerulea (L.) Moench";"-";"r";1;"Tansley Meren"
"2957";"HT31xx_LSVI_StilstaandeWateren";"IV2019102914495301";"Typha";"-";"r";1;"Tansley Meren"
"2958";"HT31xx_LSVI_StilstaandeWateren";"IV2019102914495301";"Lemna minuta Humb., Bonpl. et Kunth";"-";"o";3;"Tansley Meren"
"2959";"HT31xx_LSVI_StilstaandeWateren";"IV2019102914495301";"Elatine hexandra (Lapierre) DC.";"-";"f";7;"Tansley Meren"
"2960";"HT31xx_LSVI_StilstaandeWateren";"IV2019102914495301";"Eleocharis acicularis (L.) Roem. et Schult.";"-";"a";30;"Tansley Meren"
"2961";"HT31xx_LSVI_StilstaandeWateren";"IV2019102914495301";"Eleocharis ovata (Roth) Roem. et Schult.";"-";"f";7;"Tansley Meren"
"2962";"HT31xx_LSVI_StilstaandeWateren";"IV2019102914495301";"Juncus bulbosus L.";"-";"f";7;"Tansley Meren"
"2963";"HT31xx_LSVI_StilstaandeWateren";"IV2019102914495301";"Sphagnum";"-";"f";7;"Tansley Meren"
"2964";"HT31xx_LSVI_StilstaandeWateren";"IV2019102915313847";"Myriophyllum spicatum L.";"-";"f";7;"Tansley Meren"
"2965";"HT31xx_LSVI_StilstaandeWateren";"IV2019102915313847";"Draadwier";"-";"r";1;"Tansley Meren"
"2966";"HT31xx_LSVI_StilstaandeWateren";"IV2019102915313847";"Lemna";"-";"o";3;"Tansley Meren"
"2967";"HT31xx_LSVI_StilstaandeWateren";"IV2019102915313847";"Ludwigia grandiflora (Michaux) Greuter et Burdet";"-";"f";7;"Tansley Meren"
"2968";"HT31xx_LSVI_StilstaandeWateren";"IV2019102915313847";"Potamogeton x salicifolius Wolfg.";"-";"f";7;"Tansley Meren"
"2969";"HT31xx_LSVI_StilstaandeWateren";"IV2019102915495051";"Glyceria maxima (Hartm.) Holmberg";"-";"f";7;"Tansley Meren"
"2970";"HT31xx_LSVI_StilstaandeWateren";"IV2019102915495051";"Lemna";"-";"o";3;"Tansley Meren"
"2971";"HT31xx_LSVI_StilstaandeWateren";"IV2019102915495051";"Draadwier";"-";"d";87;"Tansley Meren"
"2972";"HT31xx_LSVI_StilstaandeWateren";"IV2019102915495051";"Utricularia australis R. Brown";"-";"o";3;"Tansley Meren"
"2973";"HT31xx_LSVI_StilstaandeWateren";"IV2019102915560298";"Bidens";"-";"f";7;"Tansley Meren"
"2974";"HT31xx_LSVI_StilstaandeWateren";"IV2019102915560298";"Calamagrostis canescens (Weber) Roth";"-";"o";3;"Tansley Meren"
"2975";"HT31xx_LSVI_StilstaandeWateren";"IV2019102915560298";"Glyceria maxima (Hartm.) Holmberg";"-";"f";7;"Tansley Meren"
"2976";"HT31xx_LSVI_StilstaandeWateren";"IV2019102915560298";"Juncus effusus L.";"-";"f";7;"Tansley Meren"
"2977";"HT31xx_LSVI_StilstaandeWateren";"IV2019102915560298";"Lythrum salicaria L.";"-";"f";7;"Tansley Meren"
"2978";"HT31xx_LSVI_StilstaandeWateren";"IV2019102915560298";"Typha";"-";"f";7;"Tansley Meren"
"2979";"HT31xx_LSVI_StilstaandeWateren";"IV2019102915560298";"Lemna";"-";"o";3;"Tansley Meren"
"2980";"HT31xx_LSVI_StilstaandeWateren";"IV2019102915560298";"Draadwier";"-";"r";1;"Tansley Meren"
"2981";"HT31xx_LSVI_StilstaandeWateren";"IV2019102916003956";"Lemna";"-";"f";7;"Tansley Meren"
"2982";"HT31xx_LSVI_StilstaandeWateren";"IV2019102916003956";"Spirodela polyrhiza (L.) Schleid.";"-";"o";3;"Tansley Meren"
"2983";"HT31xx_LSVI_StilstaandeWateren";"IV2019102916003956";"Draadwier";"-";"cd";62;"Tansley Meren"
"2984";"HT31xx_LSVI_StilstaandeWateren";"IV2019102916003956";"Lemna minuta Humb., Bonpl. et Kunth";"-";"o";3;"Tansley Meren"
"2985";"HT31xx_LSVI_StilstaandeWateren";"IV2019102916003956";"Chara aspera Dethard. ex Willd.";"-";"o";3;"Tansley Meren"
"2986";"HT31xx_LSVI_StilstaandeWateren";"IV2019102916003956";"Chara hispida";"-";"d";87;"Tansley Meren"
"2987";"HT31xx_LSVI_StilstaandeWateren";"IV2019102916032344";"Ceratophyllum";"-";"d";87;"Tansley Meren"
"2988";"HT31xx_LSVI_StilstaandeWateren";"IV2019102916032344";"Myriophyllum spicatum L.";"-";"f";7;"Tansley Meren"
"2989";"HT31xx_LSVI_StilstaandeWateren";"IV2019102916032344";"Lemna";"-";"o";3;"Tansley Meren"
"2990";"HT31xx_LSVI_StilstaandeWateren";"IV2019102916032344";"Draadwier";"-";"f";7;"Tansley Meren"
"2991";"HT31xx_LSVI_StilstaandeWateren";"IV2019102916032344";"Lemna minuta Humb., Bonpl. et Kunth";"-";"f";7;"Tansley Meren"
"2992";"HT31xx_LSVI_StilstaandeWateren";"IV2019102916032344";"Utricularia australis R. Brown";"-";"f";7;"Tansley Meren"
"2993";"HT31xx_LSVI_StilstaandeWateren";"IV2019102916072782";"Draadwier";"-";"f";7;"Tansley Meren"
"2994";"HT31xx_LSVI_StilstaandeWateren";"IV2019102916072782";"Ludwigia grandiflora (Michaux) Greuter et Burdet";"-";"f";7;"Tansley Meren"
"2995";"HT31xx_LSVI_StilstaandeWateren";"IV2019102916072782";"Hydrocharis morsus-ranae L.";"-";"f";7;"Tansley Meren"
"2996";"HT31xx_LSVI_StilstaandeWateren";"IV2019102916124425";"Agrostis stolonifera L.";"-";"f";7;"Tansley Meren"
"2997";"HT31xx_LSVI_StilstaandeWateren";"IV2019102916124425";"Bidens";"-";"o";3;"Tansley Meren"
"2998";"HT31xx_LSVI_StilstaandeWateren";"IV2019102916124425";"Glyceria fluitans (L.) R. Brown";"-";"a";30;"Tansley Meren"
"2999";"HT31xx_LSVI_StilstaandeWateren";"IV2019102916124425";"Juncus effusus L.";"-";"o";3;"Tansley Meren"
"3000";"HT31xx_LSVI_StilstaandeWateren";"IV2019102916124425";"Typha";"-";"a";30;"Tansley Meren"
"3001";"HT31xx_LSVI_StilstaandeWateren";"IV2019102916124425";"Lemna";"-";"f";7;"Tansley Meren"
"3002";"HT31xx_LSVI_StilstaandeWateren";"IV2019102916124425";"Lemna minuta Humb., Bonpl. et Kunth";"-";"f";7;"Tansley Meren"
"3003";"HT31xx_LSVI_StilstaandeWateren";"IV2019102916124425";"Potamogeton polygonifolius Pourr.";"-";"f";7;"Tansley Meren"
"3004";"HT31xx_LSVI_StilstaandeWateren";"IV2019103117435471";"Agrostis canina L.";"-";"f";7;"Tansley Meren"
"3005";"HT31xx_LSVI_StilstaandeWateren";"IV2019103117435471";"Bidens";"-";"r";1;"Tansley Meren"
"3006";"HT31xx_LSVI_StilstaandeWateren";"IV2019103117435471";"Molinia caerulea (L.) Moench";"-";"o";3;"Tansley Meren"
"3007";"HT31xx_LSVI_StilstaandeWateren";"IV2019103117435471";"Hypericum elodes L.";"-";"f";7;"Tansley Meren"
"3008";"HT31xx_LSVI_StilstaandeWateren";"IV2019103117435471";"Scirpus fluitans L.";"-";"f";7;"Tansley Meren"
"3009";"HT31xx_LSVI_StilstaandeWateren";"IV2019103117435471";"Juncus bulbosus L.";"-";"d";87;"Tansley Meren"
"3010";"HT31xx_LSVI_StilstaandeWateren";"IV2019103117435471";"Sphagnum";"-";"f";7;"Tansley Meren"
"3011";"HT31xx_LSVI_StilstaandeWateren";"IV2019103117514907";"Agrostis stolonifera L.";"-";"f";7;"Tansley Meren"
"3012";"HT31xx_LSVI_StilstaandeWateren";"IV2019103117514907";"Bidens";"-";"f";7;"Tansley Meren"
"3013";"HT31xx_LSVI_StilstaandeWateren";"IV2019103117514907";"Glyceria fluitans (L.) R. Brown";"-";"f";7;"Tansley Meren"
"3014";"HT31xx_LSVI_StilstaandeWateren";"IV2019103117514907";"Glyceria maxima (Hartm.) Holmberg";"-";"f";7;"Tansley Meren"
"3015";"HT31xx_LSVI_StilstaandeWateren";"IV2019103117514907";"Juncus effusus L.";"-";"f";7;"Tansley Meren"
"3016";"HT31xx_LSVI_StilstaandeWateren";"IV2019103117514907";"Lythrum salicaria L.";"-";"f";7;"Tansley Meren"
"3017";"HT31xx_LSVI_StilstaandeWateren";"IV2019103117514907";"Typha";"-";"f";7;"Tansley Meren"
"3018";"HT31xx_LSVI_StilstaandeWateren";"IV2019103117514907";"Eleocharis acicularis (L.) Roem. et Schult.";"-";"o";3;"Tansley Meren"
"3019";"HT31xx_LSVI_StilstaandeWateren";"IV2019103117514907";"Sphagnum";"-";"o";3;"Tansley Meren"
"3020";"HT31xx_LSVI_StilstaandeWateren";"IV2019103117565176";"Spirodela polyrhiza (L.) Schleid.";"-";"o";3;"Tansley Meren"
"3021";"HT31xx_LSVI_StilstaandeWateren";"IV2019103117565176";"Lemna";"-";"o";3;"Tansley Meren"
"3022";"HT31xx_LSVI_StilstaandeWateren";"IV2019103117565176";"Elodea nuttallii (Planch.) St John";"-";"f";7;"Tansley Meren"
"3023";"HT31xx_LSVI_StilstaandeWateren";"IV2019103117565176";"Hydrocharis morsus-ranae L.";"-";"o";3;"Tansley Meren"
"3024";"HT31xx_LSVI_StilstaandeWateren";"IV2019103118004579";"Lemna";"-";"f";7;"Tansley Meren"
"3025";"HT31xx_LSVI_StilstaandeWateren";"IV2019103118004579";"Stratiotes aloides L.";"-";"d";87;"Tansley Meren"
"3026";"HT31xx_LSVI_StilstaandeWateren";"IV2019103118004579";"Utricularia australis R. Brown";"-";"f";7;"Tansley Meren"
"3027";"HT31xx_LSVI_StilstaandeWateren";"IV2019103119232102";"Lemna";"-";"f";7;"Tansley Meren"
"3028";"HT31xx_LSVI_StilstaandeWateren";"IV2019103119232102";"Draadwier";"-";"f";7;"Tansley Meren"
"3029";"HT31xx_LSVI_StilstaandeWateren";"IV2019103119232102";"Utricularia australis R. Brown";"-";"f";7;"Tansley Meren"
"3030";"HT31xx_LSVI_StilstaandeWateren";"IV2019103119284977";"Agrostis stolonifera L.";"-";"r";1;"Tansley Meren"
"3031";"HT31xx_LSVI_StilstaandeWateren";"IV2019103119284977";"Bidens";"-";"o";3;"Tansley Meren"
"3032";"HT31xx_LSVI_StilstaandeWateren";"IV2019103119284977";"Glyceria fluitans (L.) R. Brown";"-";"r";1;"Tansley Meren"
"3033";"HT31xx_LSVI_StilstaandeWateren";"IV2019103119284977";"Juncus effusus L.";"-";"o";3;"Tansley Meren"
"3034";"HT31xx_LSVI_StilstaandeWateren";"IV2019103119284977";"Molinia caerulea (L.) Moench";"-";"f";7;"Tansley Meren"
"3035";"HT31xx_LSVI_StilstaandeWateren";"IV2019103119284977";"Hypericum elodes L.";"-";"o";3;"Tansley Meren"
"3036";"HT31xx_LSVI_StilstaandeWateren";"IV2019103119284977";"Potamogeton polygonifolius Pourr.";"-";"f";7;"Tansley Meren"
"3037";"HT31xx_LSVI_StilstaandeWateren";"IV2019103119284977";"Juncus bulbosus L.";"-";"f";7;"Tansley Meren"
"3038";"HT31xx_LSVI_StilstaandeWateren";"IV2019103119284977";"Sphagnum";"-";"o";3;"Tansley Meren"
"3039";"HT31xx_LSVI_StilstaandeWateren";"IV2019103119325130";"Juncus effusus L.";"-";"f";7;"Tansley Meren"
"3040";"HT31xx_LSVI_StilstaandeWateren";"IV2019103119325130";"Molinia caerulea (L.) Moench";"-";"f";7;"Tansley Meren"
"3041";"HT31xx_LSVI_StilstaandeWateren";"IV2019103119325130";"Scirpus fluitans L.";"-";"o";3;"Tansley Meren"
"3042";"HT31xx_LSVI_StilstaandeWateren";"IV2019103119325130";"Juncus bulbosus L.";"-";"a";30;"Tansley Meren"
"3043";"HT31xx_LSVI_StilstaandeWateren";"IV2019103119325130";"Sphagnum";"-";"d";87;"Tansley Meren"
"3044";"HT31xx_LSVI_StilstaandeWateren";"IV2019103119372507";"Agrostis canina L.";"-";"o";3;"Tansley Meren"
"3045";"HT31xx_LSVI_StilstaandeWateren";"IV2019103119372507";"Agrostis stolonifera L.";"-";"o";3;"Tansley Meren"
"3046";"HT31xx_LSVI_StilstaandeWateren";"IV2019103119372507";"Bidens";"-";"o";3;"Tansley Meren"
"3047";"HT31xx_LSVI_StilstaandeWateren";"IV2019103119372507";"Juncus effusus L.";"-";"f";7;"Tansley Meren"
"3048";"HT31xx_LSVI_StilstaandeWateren";"IV2019103119372507";"Molinia caerulea (L.) Moench";"-";"f";7;"Tansley Meren"
"3049";"HT31xx_LSVI_StilstaandeWateren";"IV2019103119372507";"Rhynchospora alba (L.) Vahl";"-";"r";1;"Tansley Meren"
"3050";"HT31xx_LSVI_StilstaandeWateren";"IV2019103119372507";"Sphagnum cuspidatum Ehrh. ex Hoffm.";"-";"f";7;"Tansley Meren"
"3051";"HT31xx_LSVI_StilstaandeWateren";"IV2019103119372507";"Sphagnum fallax (H.Klinggr.) H.Klinggr.";"-";"f";7;"Tansley Meren"
"3052";"HT31xx_LSVI_StilstaandeWateren";"IV2019103119372507";"Juncus bulbosus L.";"-";"f";7;"Tansley Meren"
"3053";"HT31xx_LSVI_StilstaandeWateren";"IV2019103119474811";"Lythrum salicaria L.";"-";"f";7;"Tansley Meren"
"3054";"HT31xx_LSVI_StilstaandeWateren";"IV2019103119474811";"Draadwier";"-";"f";7;"Tansley Meren"
"3055";"HT31xx_LSVI_StilstaandeWateren";"IV2019103119474811";"Baldellia ranunculoides subsp. ranunculoides";"-";"o";3;"Tansley Meren"
"3056";"HT31xx_LSVI_StilstaandeWateren";"IV2019103119474811";"Myriophyllum alterniflorum DC.";"-";"o";3;"Tansley Meren"
"3057";"HT31xx_LSVI_StilstaandeWateren";"IV2019103119511590";"Draadwier";"-";"f";7;"Tansley Meren"
"3058";"HT31xx_LSVI_StilstaandeWateren";"IV2019103119511590";"Potamogeton coloratus Hornem.";"-";"f";7;"Tansley Meren"
"3059";"HT31xx_LSVI_StilstaandeWateren";"IV2019103119582918";"Agrostis stolonifera L.";"-";"f";7;"Tansley Meren"
"3060";"HT31xx_LSVI_StilstaandeWateren";"IV2019103119582918";"Glyceria fluitans (L.) R. Brown";"-";"f";7;"Tansley Meren"
"3061";"HT31xx_LSVI_StilstaandeWateren";"IV2019103119582918";"Juncus effusus L.";"-";"o";3;"Tansley Meren"
"3062";"HT31xx_LSVI_StilstaandeWateren";"IV2019103119582918";"Molinia caerulea (L.) Moench";"-";"o";3;"Tansley Meren"
"3063";"HT31xx_LSVI_StilstaandeWateren";"IV2019103119582918";"Lemna";"-";"r";1;"Tansley Meren"
"3064";"HT31xx_LSVI_StilstaandeWateren";"IV2019103119582918";"Potamogeton polygonifolius Pourr.";"-";"f";7;"Tansley Meren"
"3065";"HT31xx_LSVI_StilstaandeWateren";"IV2019103119582918";"Scirpus fluitans L.";"-";"f";7;"Tansley Meren"
"3066";"HT31xx_LSVI_StilstaandeWateren";"IV2019103119582918";"Juncus bulbosus L.";"-";"o";3;"Tansley Meren"
"3067";"HT31xx_LSVI_StilstaandeWateren";"IV2019110508094879";"Agrostis canina L.";"-";"o";3;"Tansley Meren"
"3068";"HT31xx_LSVI_StilstaandeWateren";"IV2019110508094879";"Agrostis stolonifera L.";"-";"f";7;"Tansley Meren"
"3069";"HT31xx_LSVI_StilstaandeWateren";"IV2019110508094879";"Calamagrostis canescens (Weber) Roth";"-";"o";3;"Tansley Meren"
"3070";"HT31xx_LSVI_StilstaandeWateren";"IV2019110508094879";"Glyceria fluitans (L.) R. Brown";"-";"r";1;"Tansley Meren"
"3071";"HT31xx_LSVI_StilstaandeWateren";"IV2019110508094879";"Juncus effusus L.";"-";"f";7;"Tansley Meren"
"3072";"HT31xx_LSVI_StilstaandeWateren";"IV2019110508094879";"Lythrum salicaria L.";"-";"f";7;"Tansley Meren"
"3073";"HT31xx_LSVI_StilstaandeWateren";"IV2019110508094879";"Molinia caerulea (L.) Moench";"-";"o";3;"Tansley Meren"
"3074";"HT31xx_LSVI_StilstaandeWateren";"IV2019110508094879";"Hypericum elodes L.";"-";"f";7;"Tansley Meren"
"3075";"HT31xx_LSVI_StilstaandeWateren";"IV2019110508094879";"Ranunculus ololeucos Lloyd";"-";"r";1;"Tansley Meren"
"3076";"HT31xx_LSVI_StilstaandeWateren";"IV2019110508094879";"Scirpus fluitans L.";"-";"f";7;"Tansley Meren"
"3077";"HT31xx_LSVI_StilstaandeWateren";"IV2019110508094879";"Juncus bulbosus L.";"-";"f";7;"Tansley Meren"
"3078";"HT31xx_LSVI_StilstaandeWateren";"IV2019110508094879";"Sphagnum";"-";"f";7;"Tansley Meren"
"3079";"HT31xx_LSVI_StilstaandeWateren";"IV2019110508094879";"Drepanocladus fluitans (Hedw.) Warnst.";"-";"o";3;"Tansley Meren"
"3080";"HT31xx_LSVI_StilstaandeWateren";"IV2019110508240678";"Agrostis canina L.";"-";"o";3;"Tansley Meren"
